,"('Biomass', 'Actual Aggregated')","('Biomass', 'Actual Consumption')","('Fossil Gas', 'Actual Aggregated')","('Fossil Gas', 'Actual Consumption')","('Fossil Hard coal', 'Actual Aggregated')","('Fossil Hard coal', 'Actual Consumption')","('Fossil Oil', 'Actual Aggregated')","('Fossil Oil', 'Actual Consumption')","('Hydro Run-of-river and poundage', 'Actual Aggregated')","('Hydro Run-of-river and poundage', 'Actual Consumption')","('Other renewable', 'Actual Aggregated')","('Other renewable', 'Actual Consumption')","('Solar', 'Actual Aggregated')","('Solar', 'Actual Consumption')","('Waste', 'Actual Aggregated')","('Waste', 'Actual Consumption')","('Wind Offshore', 'Actual Aggregated')","('Wind Offshore', 'Actual Consumption')","('Wind Onshore', 'Actual Aggregated')","('Wind Onshore', 'Actual Consumption')",Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2018-01-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,199.0,163.0,185.0,7.0,2.0,5.0,0.0,90.0,661.58,1188.27
2018-01-01 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,115.0,184.0,212.0,15.0,2.0,6.0,0.0,93.0,507.94,1101.8
2018-01-01 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,101.0,186.0,191.0,11.0,2.0,6.0,0.0,91.0,490.28,1116.04
2018-01-01 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,102.0,181.0,195.0,12.0,2.0,5.0,0.0,92.0,589.34,1022.72
2018-01-01 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,102.0,155.0,183.0,14.0,2.0,6.0,0.0,93.0,580.67,1037.06
2018-01-01 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,104.0,161.0,159.0,11.0,2.0,6.0,0.0,91.0,609.06,1100.22
2018-01-01 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,106.0,174.0,181.0,16.0,2.0,6.0,0.0,92.0,601.41,1059.11
2018-01-01 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,119.0,182.0,151.0,9.0,2.0,5.0,0.28,89.0,651.34,1125.02
2018-01-01 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,153.86,192.76,171.43,7.3,2.0,4.93,6.96,76.72,719.25,1224.66
2018-01-01 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,197.54,196.64,215.27,6.7,2.0,4.77,22.78,84.08,771.27,1577.88
2018-01-01 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,192.34,218.44,276.17,14.7,2.0,5.67,33.38,78.68,752.99,1598.03
2018-01-01 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,224.2,209.2,247.6,14.0,2.0,5.6,40.45,79.4,768.3,1678.43
2018-01-01 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,240.1,189.6,200.05,7.5,2.0,4.55,45.05,77.2,769.41,1931.3
2018-01-01 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,214.32,188.12,204.66,8.6,2.0,3.66,33.94,79.64,761.45,1843.98
2018-01-01 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,185.74,204.84,245.37,11.7,2.0,3.87,13.01,85.48,770.83,1684.77
2018-01-01 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,203.98,267.68,422.49,11.9,2.0,3.99,0.57,91.96,755.7,1422.85
2018-01-01 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,209.0,282.0,641.0,12.0,2.0,4.0,0.0,92.0,740.45,1234.03
2018-01-01 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,272.0,279.0,664.0,9.0,2.0,4.0,0.0,90.0,700.56,1174.28
2018-01-01 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,283.0,297.0,539.0,14.0,2.0,4.0,0.0,92.0,682.44,1176.09
2018-01-01 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,267.0,255.0,304.0,9.0,2.0,4.0,0.0,80.0,615.35,1214.34
2018-01-01 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,231.0,238.0,241.0,9.0,2.0,4.0,0.0,81.0,642.53,1212.37
2018-01-01 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,174.0,267.0,243.0,15.0,2.0,5.0,0.0,83.0,583.44,1135.4
2018-01-01 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,154.0,254.0,305.0,12.0,2.0,5.0,0.0,86.0,577.04,1066.33
2018-01-01 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,154.0,178.0,397.0,3.0,2.0,5.0,0.0,92.0,553.09,1006.37
2018-01-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,153.0,159.0,442.0,2.0,2.0,5.0,0.0,92.0,572.9,911.07
2018-01-02 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,153.0,152.0,433.0,2.0,2.0,5.0,0.0,92.0,557.39,868.37
2018-01-02 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,153.0,165.0,436.0,2.0,2.0,5.0,0.0,92.0,503.65,797.1
2018-01-02 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,154.0,166.0,435.0,2.0,2.0,5.0,0.0,87.0,515.54,757.82
2018-01-02 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,169.0,179.0,468.0,2.0,3.0,5.0,0.0,92.0,436.35,743.19
2018-01-02 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,221.0,190.0,524.0,2.0,3.0,5.0,0.0,103.0,391.21,780.28
2018-01-02 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,229.0,252.0,735.0,3.0,3.0,5.0,0.0,103.0,460.09,771.5
2018-01-02 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,278.98,441.68,952.49,11.9,3.0,5.99,0.57,109.96,438.65,745.77
2018-01-02 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,299.6,479.6,823.8,8.0,3.0,5.8,20.09,110.2,416.73,691.85
2018-01-02 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,299.62,471.92,805.81,7.1,3.0,5.31,68.61,108.24,380.6,655.09
2018-01-02 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,294.82,471.12,694.41,9.1,3.0,5.91,108.89,110.64,359.3,537.17
2018-01-02 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,293.46,469.36,601.23,7.3,3.0,5.73,127.28,109.92,379.62,433.06
2018-01-02 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,281.98,475.68,655.49,9.9,3.0,5.99,101.08,110.96,368.81,496.85
2018-01-02 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,285.84,475.44,830.42,10.2,3.0,5.42,58.11,110.68,274.07,578.8
2018-01-02 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,287.7,500.2,862.35,9.5,3.0,5.85,14.71,110.4,335.5,501.25
2018-01-02 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,285.98,493.68,978.49,5.9,3.0,4.99,0.63,107.96,348.62,553.4
2018-01-02 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,249.0,498.0,1031.0,8.0,3.0,5.0,0.0,108.0,301.52,675.02
2018-01-02 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,229.0,483.0,1092.0,8.0,3.0,6.0,0.0,106.0,384.71,653.38
2018-01-02 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,183.0,473.0,835.0,5.0,3.0,6.0,0.0,108.0,526.64,671.71
2018-01-02 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,162.0,423.0,510.0,5.0,3.0,6.0,0.0,103.0,518.17,760.76
2018-01-02 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,161.0,331.0,344.0,3.0,3.0,5.0,0.0,103.0,537.1,847.78
2018-01-02 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,193.0,307.0,307.0,5.0,3.0,5.0,0.0,105.0,646.46,945.39
2018-01-02 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,160.0,238.0,284.0,5.0,3.0,4.0,0.0,103.0,697.55,1152.85
2018-01-02 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,154.0,206.0,311.0,12.0,3.0,5.0,0.0,93.0,713.92,1335.44
2018-01-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,152.0,180.0,261.0,8.0,3.0,5.0,0.0,91.0,752.27,1628.63
2018-01-03 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,150.0,121.0,223.0,2.0,3.0,4.0,0.0,88.0,773.83,1909.03
2018-01-03 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,152.0,161.0,241.0,6.0,3.0,5.0,0.0,76.0,423.79,2121.84
2018-01-03 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,152.0,169.0,224.0,2.0,3.0,4.0,0.01,72.0,417.91,2325.23
2018-01-03 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,152.0,182.0,236.0,5.0,3.0,4.0,0.0,79.0,418.91,2434.25
2018-01-03 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,158.0,181.0,243.0,4.0,3.0,5.0,0.0,100.0,794.93,2429.37
2018-01-03 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,267.0,247.0,418.0,7.0,3.0,6.0,0.0,102.0,720.84,2360.45
2018-01-03 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,282.0,259.0,586.0,7.0,3.0,6.0,0.17,102.0,677.61,2224.13
2018-01-03 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,228.96,270.36,557.98,7.8,3.0,5.98,1.8,101.92,659.56,1927.1
2018-01-03 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,264.82,275.12,559.41,9.1,3.0,4.91,9.18,104.64,614.14,1485.13
2018-01-03 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,217.56,258.96,456.78,3.8,3.0,4.78,22.48,100.12,643.28,1134.22
2018-01-03 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,219.38,275.08,448.19,3.9,3.0,3.69,31.18,97.76,500.65,910.11
2018-01-03 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,207.22,302.52,590.11,12.1,3.0,6.61,38.68,98.44,437.19,641.32
2018-01-03 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,215.42,298.72,599.21,11.1,3.0,5.71,29.49,100.84,360.89,439.72
2018-01-03 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,290.82,307.12,790.41,13.1,3.0,5.91,8.7,100.64,197.86,310.08
2018-01-03 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,315.98,302.68,853.49,10.9,3.0,5.99,0.55,100.96,107.73,221.22
2018-01-03 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,303.0,275.0,843.0,4.0,3.0,5.0,0.0,98.0,82.92,209.93
2018-01-03 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,303.0,276.0,832.0,4.0,3.0,5.0,0.0,96.0,74.83,229.67
2018-01-03 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,315.0,276.0,590.0,8.0,3.0,5.0,0.0,99.0,93.81,237.38
2018-01-03 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,315.0,265.0,406.0,10.0,3.0,6.0,0.0,100.0,203.23,217.28
2018-01-03 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,274.0,239.0,338.0,4.0,3.0,5.0,0.0,97.0,361.27,222.92
2018-01-03 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,226.0,220.0,349.0,4.0,3.0,5.0,0.0,98.0,394.71,349.44
2018-01-03 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,237.0,206.0,344.0,4.0,3.0,4.0,0.0,98.0,404.17,473.9
2018-01-03 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,219.0,218.0,368.0,10.0,3.0,5.0,0.0,101.0,403.53,480.6
2018-01-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,216.0,197.0,335.0,4.0,3.0,4.0,0.0,99.0,391.89,547.14
2018-01-04 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,216.0,195.0,344.0,4.0,3.0,4.0,0.0,98.0,389.9,656.35
2018-01-04 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,217.0,201.0,348.0,5.0,3.0,4.0,0.0,95.0,370.67,749.85
2018-01-04 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,192.0,200.0,333.0,4.0,3.0,4.0,0.0,96.0,357.97,820.35
2018-01-04 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,203.0,210.0,355.0,5.0,3.0,4.0,0.0,97.0,320.96,842.36
2018-01-04 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,194.0,227.0,416.0,6.0,3.0,6.0,0.0,99.0,261.85,813.08
2018-01-04 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,222.0,298.0,658.0,6.0,3.0,5.0,0.0,98.0,210.82,722.49
2018-01-04 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,256.98,468.68,937.49,8.9,3.0,4.99,0.51,99.96,161.69,696.23
2018-01-04 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,273.72,485.52,994.86,8.6,3.0,5.86,14.33,108.44,115.09,661.83
2018-01-04 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,293.04,492.64,960.52,11.2,3.0,5.52,48.21,104.08,91.33,631.96
2018-01-04 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,293.48,505.68,1025.24,9.4,3.0,6.24,75.96,101.96,83.57,609.48
2018-01-04 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,296.3,507.8,976.65,8.5,3.0,5.15,85.28,101.6,89.24,577.52
2018-01-04 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,300.8,521.8,993.4,15.0,3.0,6.4,59.73,105.6,65.61,497.96
2018-01-04 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,317.36,544.76,1069.68,12.8,3.0,5.68,31.54,104.72,33.8,409.07
2018-01-04 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,315.82,555.12,1043.41,14.1,3.0,5.91,9.09,113.64,19.95,292.57
2018-01-04 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,314.98,537.68,1074.49,10.9,3.0,5.99,0.74,128.96,16.45,197.71
2018-01-04 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,307.0,546.0,1138.0,9.0,3.0,5.0,0.0,128.0,14.32,125.5
2018-01-04 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,301.0,548.0,1140.0,8.0,3.0,5.0,0.0,128.0,7.46,105.12
2018-01-04 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,293.0,545.0,1096.0,9.0,3.0,5.0,0.0,128.0,8.85,101.65
2018-01-04 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,240.0,469.0,833.0,7.0,3.0,5.0,0.0,127.0,28.82,95.63
2018-01-04 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,221.0,394.0,601.0,8.0,3.0,5.0,0.0,107.0,38.12,72.74
2018-01-04 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,218.0,319.0,405.0,8.0,3.0,4.0,0.0,103.0,40.39,64.53
2018-01-04 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,217.0,261.0,309.0,5.0,3.0,4.0,0.0,99.0,33.15,78.97
2018-01-04 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,218.0,223.0,267.0,6.0,3.0,5.0,0.0,93.0,41.56,107.12
2018-01-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,200.0,175.0,298.0,9.0,3.0,4.0,0.0,83.0,40.0,144.2
2018-01-05 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,252.0,188.0,303.0,5.0,3.0,4.0,0.0,104.0,61.73,179.96
2018-01-05 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,261.0,191.0,312.0,6.0,3.0,5.0,0.0,112.0,66.9,164.82
2018-01-05 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,267.0,198.0,312.0,7.0,3.0,4.0,0.0,112.0,65.61,134.77
2018-01-05 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,256.0,208.0,315.0,7.0,3.0,5.0,0.0,112.0,65.53,116.41
2018-01-05 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,269.0,262.0,410.0,8.0,3.0,4.0,0.0,112.0,34.51,88.92
2018-01-05 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,262.0,382.0,412.0,4.0,3.0,5.0,0.0,102.0,20.91,77.28
2018-01-05 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,245.0,487.0,693.0,9.0,3.0,6.0,0.47,102.0,25.9,65.56
2018-01-05 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,241.84,494.44,728.92,9.2,3.0,5.92,8.4,107.68,15.73,66.78
2018-01-05 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,239.38,483.08,910.19,6.9,3.0,4.69,30.83,100.76,12.69,48.7
2018-01-05 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,241.12,501.92,952.56,8.6,3.0,5.56,44.38,107.24,14.06,46.99
2018-01-05 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,256.88,503.08,1005.44,13.4,3.0,6.44,55.93,107.76,9.42,55.91
2018-01-05 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,342.08,554.28,1046.54,13.4,3.0,6.54,46.49,112.16,10.24,70.28
2018-01-05 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,379.34,552.44,973.17,8.7,3.0,5.67,32.8,106.68,18.9,76.12
2018-01-05 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,394.76,568.16,979.88,7.8,3.0,4.88,11.81,113.52,34.34,61.55
2018-01-05 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,378.98,570.68,1041.49,12.9,3.0,5.99,0.78,135.96,18.99,51.31
2018-01-05 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,377.0,582.0,1024.0,11.0,3.0,6.0,0.0,135.0,30.88,51.65
2018-01-05 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,377.0,571.0,1015.0,8.0,3.0,6.0,0.0,135.0,29.55,79.85
2018-01-05 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,304.0,566.0,953.0,8.0,3.0,6.0,0.0,128.0,56.05,86.48
2018-01-05 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,263.0,512.0,812.0,7.0,3.0,5.0,0.0,108.0,54.38,47.93
2018-01-05 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,263.0,451.0,782.0,5.0,3.0,5.0,0.0,107.0,65.11,33.95
2018-01-05 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,280.0,448.0,673.0,3.0,3.0,5.0,0.0,106.0,77.31,39.02
2018-01-05 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,273.0,401.0,451.0,3.0,3.0,5.0,0.0,106.0,42.36,30.38
2018-01-05 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,278.0,307.0,400.0,3.0,3.0,5.0,0.0,105.0,11.55,29.43
2018-01-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,294.0,279.0,329.0,7.0,3.0,5.0,0.0,108.0,13.98,39.48
2018-01-06 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,270.0,268.0,311.0,7.0,3.0,5.0,0.0,109.0,17.81,46.65
2018-01-06 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,266.0,270.0,317.0,8.0,3.0,5.0,0.0,107.0,10.43,49.37
2018-01-06 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,261.0,268.0,306.0,6.0,3.0,4.0,0.0,104.0,10.17,67.38
2018-01-06 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,256.0,288.0,307.0,6.0,3.0,4.0,0.0,104.0,1.84,80.83
2018-01-06 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,281.0,316.0,326.0,9.0,3.0,5.0,0.0,105.0,8.88,87.31
2018-01-06 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,302.0,347.0,351.0,6.0,3.0,5.0,0.0,103.0,22.68,102.53
2018-01-06 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,312.0,460.0,506.0,4.0,3.0,5.0,0.48,106.0,23.99,112.63
2018-01-06 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,313.8,493.8,911.9,9.0,3.0,5.9,10.25,107.6,36.66,128.44
2018-01-06 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,312.24,481.84,899.62,5.2,3.0,4.62,38.42,106.48,97.15,184.49
2018-01-06 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,311.4,481.4,813.2,5.0,3.0,5.2,79.64,106.8,267.18,225.85
2018-01-06 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,270.96,480.36,770.98,5.8,3.0,5.98,102.06,106.92,316.62,219.13
2018-01-06 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,225.34,481.44,755.67,6.7,3.0,5.17,83.19,105.68,332.36,250.36
2018-01-06 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,190.96,476.36,722.48,5.8,3.0,5.48,52.2,106.92,393.12,279.49
2018-01-06 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,180.66,479.56,638.33,6.3,3.0,5.83,17.15,106.32,413.31,285.91
2018-01-06 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,181.98,492.68,734.49,6.9,3.0,5.99,0.93,106.96,442.52,336.49
2018-01-06 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,277.0,498.0,928.0,9.0,3.0,6.0,0.0,107.0,477.71,411.57
2018-01-06 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,311.0,485.0,834.0,6.0,3.0,6.0,0.0,105.0,516.24,443.35
2018-01-06 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,304.0,481.0,661.0,7.0,3.0,6.0,0.0,106.0,450.46,421.71
2018-01-06 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,312.0,446.0,489.0,5.0,3.0,5.0,0.0,106.0,382.9,373.7
2018-01-06 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,309.0,413.0,381.0,3.0,3.0,5.0,0.0,106.0,312.61,341.23
2018-01-06 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,294.0,366.0,355.0,10.0,3.0,6.0,0.0,108.0,273.59,283.23
2018-01-06 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,295.0,340.0,316.0,5.0,3.0,6.0,0.0,106.0,241.14,220.96
2018-01-06 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,259.0,270.0,296.0,3.0,2.0,5.0,0.0,92.0,186.99,159.02
2018-01-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,209.0,252.0,284.0,6.0,2.0,6.0,0.0,91.0,122.51,118.54
2018-01-07 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,231.0,253.0,283.0,5.0,2.0,6.0,0.0,90.0,51.29,88.77
2018-01-07 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,311.0,265.0,336.0,6.0,2.0,6.0,0.0,93.0,28.7,91.99
2018-01-07 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,316.0,265.0,358.0,3.0,2.0,5.0,0.0,92.0,9.45,123.19
2018-01-07 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,315.0,269.0,371.0,4.0,2.0,5.0,0.0,91.0,13.32,150.72
2018-01-07 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,315.0,277.0,372.0,4.0,2.0,5.0,0.0,89.0,17.78,187.18
2018-01-07 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,314.0,278.0,359.0,4.0,2.0,5.0,0.0,89.0,7.03,281.03
2018-01-07 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,314.98,291.68,364.49,4.9,2.0,5.99,0.84,90.96,5.58,377.25
2018-01-07 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,314.52,288.32,479.76,4.6,2.0,5.76,24.01,90.04,52.51,431.22
2018-01-07 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,315.4,290.4,601.2,5.0,2.0,5.2,79.54,87.8,90.47,403.24
2018-01-07 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,313.3,302.8,717.15,7.5,2.0,5.65,134.92,88.6,105.43,310.34
2018-01-07 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,315.84,347.44,725.42,7.2,2.0,5.42,157.97,89.68,183.09,226.45
2018-01-07 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,314.16,349.56,685.58,5.8,2.0,5.58,141.74,91.32,249.88,212.61
2018-01-07 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,312.2,356.2,610.1,9.0,2.0,5.1,90.1,92.4,224.33,251.0
2018-01-07 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,311.4,352.4,581.7,7.0,2.0,5.7,30.09,90.8,162.98,345.16
2018-01-07 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,310.96,375.36,608.98,4.8,2.0,4.98,1.57,89.92,150.0,471.43
2018-01-07 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,312.0,398.0,772.0,9.0,2.0,6.0,0.01,93.0,125.57,537.97
2018-01-07 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,311.0,408.0,887.0,7.0,2.0,6.0,0.0,91.0,166.15,570.2
2018-01-07 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,312.0,401.0,777.0,7.0,2.0,6.0,0.0,91.0,232.28,566.4
2018-01-07 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,309.0,387.0,711.0,6.0,2.0,6.0,0.0,91.0,254.95,595.52
2018-01-07 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,295.0,357.0,685.0,4.0,2.0,5.0,0.0,90.0,268.93,558.26
2018-01-07 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,244.0,343.0,670.0,6.0,2.0,5.0,0.0,90.0,235.61,522.09
2018-01-07 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,244.0,326.0,605.0,3.0,2.0,5.0,0.0,89.0,291.11,520.52
2018-01-07 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,241.0,269.0,582.0,5.0,2.0,5.0,0.0,88.0,324.8,462.5
2018-01-08 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,237.0,254.0,442.0,4.0,2.0,5.0,0.0,88.0,350.55,410.64
2018-01-08 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,234.0,260.0,563.0,5.0,2.0,5.0,0.0,87.0,324.34,354.59
2018-01-08 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,235.0,262.0,555.0,4.0,2.0,5.0,0.0,87.0,229.07,299.17
2018-01-08 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,236.0,271.0,496.0,7.0,2.0,6.0,0.0,87.0,150.11,275.05
2018-01-08 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,231.0,264.0,446.0,3.0,2.0,5.0,0.0,86.0,120.49,276.79
2018-01-08 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,228.0,343.0,740.0,10.0,2.0,6.0,0.0,100.0,51.94,227.45
