,"('Biomass', 'Actual Aggregated')","('Biomass', 'Actual Consumption')","('Fossil Gas', 'Actual Aggregated')","('Fossil Gas', 'Actual Consumption')","('Fossil Hard coal', 'Actual Aggregated')","('Fossil Hard coal', 'Actual Consumption')","('Fossil Oil', 'Actual Aggregated')","('Fossil Oil', 'Actual Consumption')","('Hydro Run-of-river and poundage', 'Actual Aggregated')","('Hydro Run-of-river and poundage', 'Actual Consumption')","('Other renewable', 'Actual Aggregated')","('Other renewable', 'Actual Consumption')","('Solar', 'Actual Aggregated')","('Solar', 'Actual Consumption')","('Waste', 'Actual Aggregated')","('Waste', 'Actual Consumption')","('Wind Offshore', 'Actual Aggregated')","('Wind Offshore', 'Actual Consumption')","('Wind Onshore', 'Actual Aggregated')","('Wind Onshore', 'Actual Consumption')",Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2022-06-30 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,44.82,125.8,376.09,11.23,0.71,1.75,283.77,90.87,365.06,89.72
2022-06-30 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,105.89,144.67,504.42,15.9,0.71,2.22,518.36,93.21,299.05,143.88
2022-06-30 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,85.43,149.85,377.91,18.74,0.71,2.5,768.46,93.22,314.93,200.16
2022-06-30 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,53.74,158.21,473.6,21.37,0.71,2.77,949.77,92.89,255.97,259.06
2022-06-30 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,103.59,190.61,550.21,26.42,0.7,3.27,1056.55,97.08,191.84,312.11
2022-06-30 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,115.84,123.46,614.39,24.57,0.71,3.36,1078.3,96.83,160.97,243.13
2022-06-30 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,115.59,114.54,573.02,22.9,0.71,3.33,1076.92,96.87,100.92,236.17
2022-06-30 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,116.37,114.1,519.72,23.03,0.71,2.93,1075.38,96.85,59.99,262.85
2022-06-30 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,115.97,113.86,634.43,23.07,0.71,2.94,1004.45,95.77,51.49,278.58
2022-06-30 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,115.32,112.37,660.94,21.88,0.71,2.82,883.41,95.31,48.58,297.35
2022-06-30 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,115.05,123.75,752.35,20.56,0.71,2.69,684.18,95.01,61.26,268.59
2022-06-30 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,115.01,135.13,777.91,19.69,0.71,2.6,486.39,95.19,64.91,251.24
2022-06-30 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,113.76,121.21,769.18,15.42,0.71,2.17,251.91,93.26,44.57,216.46
2022-06-30 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,114.02,106.49,720.75,12.84,0.71,1.91,98.88,91.25,59.44,172.15
2022-06-30 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,113.3,94.94,644.7,10.76,0.7,1.71,27.21,90.32,123.25,217.63
2022-06-30 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,113.03,77.7,673.78,9.45,0.7,1.57,2.16,88.09,180.8,393.34
2022-06-30 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,108.98,67.81,652.9,8.47,0.7,1.48,0.42,88.89,224.46,514.92
2022-06-30 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,113.79,63.54,691.84,8.72,0.7,1.5,0.37,84.79,237.12,530.93
2022-06-30 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,112.42,63.38,586.26,8.57,0.7,1.49,0.37,85.39,223.21,509.43
2022-07-01 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,111.67,60.54,503.31,8.03,0.7,1.43,0.37,86.8,341.04,397.05
2022-07-01 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,111.87,63.94,655.88,8.88,0.7,1.52,0.45,87.17,356.17,338.23
2022-07-01 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,112.19,65.22,712.61,9.21,0.7,1.55,3.05,77.23,257.33,316.63
2022-07-01 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,114.26,109.06,693.57,12.18,0.7,1.85,39.31,88.97,348.07,327.33
2022-07-01 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,112.87,101.43,747.0,11.53,0.7,1.78,105.82,88.26,269.22,285.59
2022-07-01 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,112.63,136.02,769.21,9.86,0.7,1.62,166.02,87.46,301.96,270.17
2022-07-01 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,111.02,156.65,653.85,11.44,0.7,1.77,250.4,90.1,570.75,391.57
2022-07-01 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,112.1,160.41,686.1,13.37,0.7,1.97,271.86,91.77,709.32,591.46
2022-07-01 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,111.22,145.63,772.64,10.61,0.7,1.69,258.92,90.26,684.7,748.08
2022-07-01 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,114.06,134.13,736.78,11.02,0.69,1.73,337.21,89.82,521.56,756.08
2022-07-01 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,113.54,140.17,757.52,13.1,0.5,1.94,366.06,90.98,421.0,796.43
2022-07-01 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,112.66,83.31,801.84,12.08,0.5,1.84,309.89,87.81,312.5,939.63
2022-07-01 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,112.42,73.99,612.29,11.52,0.5,1.78,277.4,89.58,224.16,1069.35
2022-07-01 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,107.3,72.04,481.24,11.15,0.5,1.75,252.57,89.55,350.71,1033.78
2022-07-01 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,107.04,78.2,584.99,12.63,0.5,1.89,288.22,88.75,420.03,987.8
2022-07-01 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,113.0,103.67,769.98,10.38,0.5,1.67,243.98,88.74,390.75,906.11
2022-07-01 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,112.34,78.89,738.01,10.53,0.5,1.68,171.56,88.33,575.85,697.38
2022-07-01 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,113.59,79.81,669.8,10.28,0.5,1.66,118.33,89.74,662.99,576.77
2022-07-01 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,109.89,73.14,641.71,8.85,0.5,1.52,60.4,89.78,671.15,527.18
2022-07-01 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,109.23,71.24,711.61,7.85,0.5,1.42,13.84,89.25,471.51,518.75
2022-07-01 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,113.02,70.82,747.54,7.36,0.5,1.37,0.91,90.12,461.03,494.89
2022-07-01 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,110.85,61.75,604.95,7.35,0.5,1.36,0.45,88.76,468.06,555.83
2022-07-01 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,88.59,61.61,652.45,7.6,0.5,1.39,0.45,90.85,515.52,700.62
2022-07-01 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,49.35,63.26,432.77,7.69,0.5,1.4,0.45,91.33,571.38,803.13
2022-07-02 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.48,62.03,363.34,7.33,0.5,1.36,0.45,90.54,571.32,767.52
2022-07-02 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.47,62.26,465.24,7.32,0.5,1.36,0.46,91.14,499.58,690.76
2022-07-02 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.62,63.78,538.45,8.05,0.5,1.43,0.89,88.0,443.92,771.2
2022-07-02 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.63,64.35,508.84,8.09,0.5,1.44,17.33,91.64,424.11,773.93
2022-07-02 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.85,65.92,680.61,9.18,0.5,1.55,93.51,90.08,398.3,614.88
2022-07-02 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.32,73.87,739.99,11.54,0.5,1.78,283.52,91.73,402.36,542.29
2022-07-02 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.75,81.5,585.05,13.7,0.5,2.0,482.21,91.3,434.95,804.6
2022-07-02 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,3.56,93.14,406.38,17.74,0.5,2.4,670.66,91.79,434.57,1069.16
2022-07-02 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.25,104.06,453.41,21.21,0.5,2.75,799.29,93.35,397.31,1219.03
2022-07-02 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.85,113.13,378.0,24.19,0.5,3.05,899.28,94.14,438.52,1309.17
2022-07-02 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.61,107.28,350.48,23.01,0.5,2.93,910.31,91.7,647.93,1394.18
2022-07-02 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.74,108.48,332.63,23.65,0.5,3.0,932.96,91.39,795.27,1412.73
2022-07-02 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.48,103.96,392.01,22.37,0.44,2.87,897.49,91.05,800.25,1525.12
2022-07-02 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.83,111.47,401.45,24.09,0.4,3.04,881.61,93.07,853.17,1594.5
2022-07-02 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.15,99.6,394.92,20.71,0.4,2.7,779.9,90.73,912.19,1700.12
2022-07-02 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,3.66,92.68,451.57,18.24,0.4,2.45,597.25,88.94,961.02,1800.08
2022-07-02 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,3.44,90.03,617.27,17.14,0.4,2.34,454.28,89.36,867.76,1664.98
2022-07-02 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.72,87.77,743.91,13.53,0.5,1.98,257.52,88.79,819.87,1388.5
2022-07-02 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.27,79.89,694.62,11.28,0.5,1.76,106.48,87.34,711.46,1137.19
2022-07-02 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.96,77.81,735.39,9.74,0.5,1.6,27.6,88.47,503.76,889.52
2022-07-02 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.87,68.39,701.77,9.28,0.5,1.56,2.21,89.46,420.29,761.55
2022-07-02 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.86,69.17,723.71,9.25,0.5,1.55,0.47,90.78,373.98,714.06
2022-07-02 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.8,67.5,739.72,8.95,0.5,1.52,0.43,90.34,353.63,740.41
2022-07-02 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.77,67.47,716.47,8.8,0.5,1.51,0.44,92.44,368.9,754.4
2022-07-03 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.79,67.5,692.11,8.91,0.5,1.52,0.44,90.23,370.05,803.46
2022-07-03 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.8,67.22,561.66,8.94,0.5,1.52,0.44,90.59,475.7,809.34
2022-07-03 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.62,64.56,449.43,8.07,0.5,1.44,0.97,91.48,411.38,765.82
2022-07-03 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.49,63.18,306.18,7.41,0.5,1.37,14.67,90.97,412.71,730.33
2022-07-03 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.92,68.94,327.01,9.55,0.5,1.59,71.14,91.0,478.99,560.49
2022-07-03 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.5,77.97,541.96,12.46,0.51,1.88,177.45,92.27,380.13,346.45
2022-07-03 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,3.22,88.89,477.67,16.07,0.51,2.24,355.35,91.93,218.18,276.58
2022-07-03 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,3.94,99.14,434.61,19.64,0.51,2.59,628.48,91.86,81.3,373.83
2022-07-03 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.38,106.65,428.09,21.83,0.51,2.81,827.87,93.86,47.59,369.02
2022-07-03 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.93,114.76,506.1,24.61,0.47,3.09,895.11,95.34,13.17,318.61
2022-07-03 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,5.01,115.77,419.91,25.02,0.41,3.13,928.09,96.34,3.14,316.5
2022-07-03 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.99,115.51,478.8,24.9,0.41,3.36,922.85,96.91,23.31,302.51
2022-07-03 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.95,113.54,432.71,24.71,0.41,3.22,928.67,95.59,57.45,245.79
2022-07-03 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.58,107.62,440.66,22.83,0.41,2.91,880.92,94.42,29.62,257.56
2022-07-03 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.07,101.75,469.0,20.32,0.44,2.66,781.9,95.12,19.23,249.67
2022-07-03 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,3.26,92.08,525.41,16.24,0.51,2.25,563.64,95.98,14.49,212.09
2022-07-03 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.41,95.39,693.87,12.0,0.51,1.83,326.63,94.59,15.97,195.74
2022-07-03 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.96,124.91,654.45,9.77,0.51,1.61,186.63,93.61,38.2,162.12
2022-07-03 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.72,139.99,652.71,8.56,0.5,1.49,89.81,93.41,59.58,140.72
2022-07-03 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.49,139.2,695.42,7.42,0.51,1.37,26.61,93.57,103.18,105.09
2022-07-03 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.43,138.94,738.04,7.09,0.5,1.34,2.97,93.49,105.1,121.68
2022-07-03 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.39,117.73,662.63,6.92,0.62,1.32,0.43,92.83,189.59,123.88
2022-07-03 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.2,111.33,594.79,5.97,0.64,1.23,0.43,92.5,245.15,171.09
2022-07-03 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.19,110.32,592.87,5.92,0.64,1.22,0.44,93.53,215.72,205.03
2022-07-04 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.25,110.76,639.61,6.22,0.64,1.25,0.43,93.47,280.28,271.19
2022-07-04 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.27,112.17,682.61,6.32,0.64,1.26,0.44,93.3,340.4,336.67
2022-07-04 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.78,143.13,743.82,8.84,0.64,1.51,0.96,94.22,370.48,369.6
2022-07-04 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.38,115.33,683.18,6.87,0.64,1.32,23.16,93.79,400.02,398.97
2022-07-04 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.55,121.29,724.01,7.68,0.64,1.4,105.66,94.88,393.88,387.77
2022-07-04 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.9,156.17,742.97,9.47,0.65,1.58,249.21,95.48,371.02,354.58
2022-07-04 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.3,162.78,680.47,11.47,0.65,1.78,381.16,96.37,423.72,513.52
2022-07-04 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.47,162.05,735.12,12.3,0.64,1.86,400.03,94.29,374.02,638.11
2022-07-04 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.22,104.38,703.15,11.03,0.64,1.73,371.89,93.99,401.3,693.09
2022-07-04 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.95,94.12,572.15,14.72,0.64,2.1,455.82,95.31,540.54,966.83
2022-07-04 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,3.13,94.76,413.66,15.59,0.64,2.19,488.34,96.24,675.06,1208.18
2022-07-04 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,3.01,90.44,441.42,15.01,0.64,2.13,483.94,97.11,847.88,1335.0
2022-07-04 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.74,91.11,385.49,13.63,0.64,1.99,499.73,96.6,771.38,1511.46
2022-07-04 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.78,70.23,455.41,8.86,0.64,1.52,543.23,94.8,740.77,1893.62
2022-07-04 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.79,71.02,469.81,8.91,0.64,1.52,408.6,96.2,597.52,1490.53
2022-07-04 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.38,78.12,397.44,11.86,0.64,1.82,354.93,97.66,678.45,1476.42
2022-07-04 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.48,79.38,360.82,12.34,0.64,1.86,298.43,98.11,762.23,1294.26
2022-07-04 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.69,66.53,324.18,8.38,0.64,1.47,194.09,97.18,641.68,1091.41
2022-07-04 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.54,68.71,388.97,7.66,0.64,1.4,96.28,97.89,591.13,1009.18
2022-07-04 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.28,62.1,394.24,6.34,0.64,1.26,24.65,96.89,584.56,1223.78
2022-07-04 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.21,59.71,545.24,5.99,0.64,1.23,1.46,95.85,843.96,1008.26
2022-07-04 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,0.77,92.56,653.67,3.78,0.64,1.01,0.38,94.17,819.36,1033.23
2022-07-04 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.31,65.66,684.39,6.52,0.64,1.28,0.38,96.05,883.94,994.58
2022-07-04 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.35,62.47,625.79,6.72,0.64,1.3,0.39,96.19,895.81,1023.48
2022-07-05 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.43,63.39,616.14,7.09,0.64,1.34,0.39,95.93,783.68,1048.57
2022-07-05 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.33,62.41,353.01,6.59,0.64,1.29,0.39,95.51,702.5,991.38
2022-07-05 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,8.49,63.13,353.73,6.65,0.64,1.29,1.29,96.82,672.16,960.65
2022-07-05 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,26.36,134.2,398.49,9.77,0.64,1.61,23.72,97.47,575.5,908.89
2022-07-05 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,29.36,113.69,354.35,8.74,0.64,1.5,95.81,94.71,491.98,819.43
2022-07-05 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,30.23,112.68,258.14,10.17,0.64,1.65,230.54,95.4,504.27,943.49
2022-07-05 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,31.08,216.96,315.48,16.77,0.64,2.31,431.01,99.55,529.18,1128.08
2022-07-05 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,566.44,,557.38,1331.52
2022-07-05 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,27.52,100.71,400.08,15.24,0.64,2.15,652.48,99.92,325.7,1469.36
2022-07-05 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,29.17,101.55,402.52,18.21,0.64,2.45,703.61,99.8,281.16,1465.04
2022-07-05 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,8.45,100.37,292.25,17.93,0.64,2.42,760.24,100.62,321.23,1492.91
2022-07-05 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,7.43,104.73,377.85,19.05,0.64,2.54,785.5,100.86,432.47,1603.43
2022-07-05 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,26.39,122.19,383.38,20.02,0.64,2.63,713.57,101.24,425.49,1830.24
2022-07-05 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,32.49,99.04,316.7,17.33,0.64,2.36,649.6,100.2,400.99,1871.68
2022-07-05 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,31.23,95.22,254.48,16.4,0.64,2.27,574.54,101.35,668.37,1810.73
2022-07-05 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,8.05,90.9,229.41,15.07,0.64,2.14,477.28,99.59,761.7,1621.63
2022-07-05 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,6.43,80.37,197.98,11.5,0.64,1.78,368.81,96.96,838.69,1457.85
2022-07-05 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,5.96,75.35,187.59,9.43,0.64,1.57,216.61,96.92,821.15,1397.34
2022-07-05 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,25.24,135.96,379.46,9.15,0.67,1.55,92.17,94.86,735.08,1194.71
2022-07-05 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,29.94,249.41,432.35,27.53,0.69,1.99,26.63,95.67,782.73,1069.85
2022-07-05 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,30.07,145.42,389.74,10.97,0.69,1.73,1.74,94.33,737.5,1055.85
2022-07-05 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,28.07,165.09,246.05,10.38,0.72,1.67,0.45,94.5,714.84,1155.8
2022-07-05 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,28.78,67.94,220.44,6.69,0.79,1.3,0.45,93.95,751.94,1120.26
2022-07-05 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,29.15,63.18,206.57,6.68,0.79,1.3,0.45,93.89,847.66,1171.37
2022-07-06 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,28.55,64.31,286.04,6.97,0.79,1.67,0.46,95.2,823.15,1225.84
2022-07-06 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,28.73,66.96,302.51,7.78,0.79,1.83,0.46,95.46,829.74,1287.88
2022-07-06 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,27.74,67.82,316.4,7.69,0.79,1.74,1.22,94.83,811.23,1356.46
2022-07-06 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,26.81,74.98,261.39,9.33,0.79,1.56,26.55,95.55,795.12,1380.08
2022-07-06 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,30.23,173.86,393.05,14.28,0.79,2.06,98.77,98.0,734.17,1328.11
2022-07-06 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,31.13,278.71,320.29,18.62,0.79,2.49,288.69,99.03,665.66,1384.98
2022-07-06 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,29.96,176.68,260.04,18.06,0.79,2.44,505.69,99.41,608.73,1615.04
2022-07-06 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,30.16,163.81,361.31,19.73,0.79,2.6,672.95,98.37,528.65,1597.18
2022-07-06 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,32.84,170.49,463.89,23.32,0.79,2.96,841.98,99.51,503.01,1441.17
2022-07-06 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,32.54,172.77,486.14,24.47,0.79,3.08,909.76,100.14,497.64,1296.8
2022-07-06 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,31.44,133.87,371.13,24.41,0.79,3.3,968.41,100.55,551.08,1336.75
2022-07-06 11:00:00+00:00,,,,,,,,,,,,,,,,,,,,,30.86,121.01,276.49,23.78,0.79,3.43,964.39,97.79,686.93,1446.31
2022-07-06 12:00:00+00:00,,,,,,,,,,,,,,,,,,,,,21.0,117.79,276.19,23.5,0.79,3.22,894.09,98.17,807.45,1692.46
2022-07-06 13:00:00+00:00,,,,,,,,,,,,,,,,,,,,,18.79,105.28,229.96,19.16,0.79,2.55,752.37,95.87,933.56,1756.07
2022-07-06 14:00:00+00:00,,,,,,,,,,,,,,,,,,,,,29.02,88.11,302.22,14.55,0.79,2.08,525.05,93.1,821.11,1806.24
2022-07-06 15:00:00+00:00,,,,,,,,,,,,,,,,,,,,,27.09,77.33,355.37,11.3,0.79,1.76,275.22,92.95,733.17,1881.71
2022-07-06 16:00:00+00:00,,,,,,,,,,,,,,,,,,,,,27.5,83.12,378.61,11.8,0.79,1.81,136.89,94.35,825.67,1670.96
2022-07-06 17:00:00+00:00,,,,,,,,,,,,,,,,,,,,,28.87,84.09,397.45,12.28,0.79,1.86,62.54,94.7,913.32,1382.03
2022-07-06 18:00:00+00:00,,,,,,,,,,,,,,,,,,,,,29.54,74.62,259.65,10.15,0.79,1.65,23.85,93.77,872.36,1283.88
2022-07-06 19:00:00+00:00,,,,,,,,,,,,,,,,,,,,,26.63,75.5,184.36,10.5,0.79,1.68,5.95,93.29,1037.11,1137.79
2022-07-06 20:00:00+00:00,,,,,,,,,,,,,,,,,,,,,20.32,71.25,276.12,9.14,0.79,1.54,0.64,93.52,1010.18,1126.03
2022-07-06 21:00:00+00:00,,,,,,,,,,,,,,,,,,,,,13.54,75.06,190.43,10.38,0.78,1.98,0.44,91.72,1010.86,909.38
2022-07-06 22:00:00+00:00,,,,,,,,,,,,,,,,,,,,,10.09,72.35,196.95,9.95,0.79,2.05,0.43,90.72,551.09,556.54
2022-07-06 23:00:00+00:00,,,,,,,,,,,,,,,,,,,,,11.77,74.17,219.66,9.67,0.79,1.71,0.44,73.11,337.91,496.03
2022-07-07 00:00:00+00:00,,,,,,,,,,,,,,,,,,,,,12.12,72.5,248.09,9.57,0.79,1.59,0.43,89.52,293.48,486.1
2022-07-07 01:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.13,73.46,185.36,9.67,0.79,1.6,0.44,89.92,426.47,612.9
2022-07-07 02:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.89,73.17,214.51,9.4,0.79,1.57,0.62,72.88,234.84,669.39
2022-07-07 03:00:00+00:00,,,,,,,,,,,,,,,,,,,,,1.88,75.82,188.58,9.36,0.79,1.57,17.32,92.0,607.04,952.16
2022-07-07 04:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.29,81.94,185.65,11.41,0.79,1.77,75.71,90.96,665.9,794.57
2022-07-07 05:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.73,87.71,281.74,13.61,0.79,1.99,185.66,90.67,640.94,933.13
2022-07-07 06:00:00+00:00,,,,,,,,,,,,,,,,,,,,,2.71,92.59,341.24,13.52,0.79,1.98,285.69,92.55,1018.09,1410.4
2022-07-07 07:00:00+00:00,,,,,,,,,,,,,,,,,,,,,3.25,97.95,361.25,16.2,0.79,2.29,479.87,95.66,989.99,1664.05
2022-07-07 08:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.4,119.75,323.36,21.97,0.79,3.25,636.54,96.23,902.94,1622.46
2022-07-07 09:00:00+00:00,,,,,,,,,,,,,,,,,,,,,4.8,118.01,377.97,23.94,0.79,3.44,710.37,95.23,873.88,1779.21
2022-07-07 10:00:00+00:00,,,,,,,,,,,,,,,,,,,,,5.1,121.53,320.74,25.43,0.79,3.43,766.15,94.89,903.55,1459.2
