,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Pumped Storage,Hydro Water Reservoir,Solar,Wind Onshore
2014-12-28 22:00:00+00:00,,,,,,0.0,1034.0
2014-12-28 23:00:00+00:00,,,,,,0.0,997.0
2014-12-29 00:00:00+00:00,,,,,,0.0,888.0
2014-12-29 01:00:00+00:00,,,,,,0.0,855.0
2014-12-29 02:00:00+00:00,,,,,,0.0,798.0
2014-12-29 03:00:00+00:00,,,,,,0.0,780.0
2014-12-29 04:00:00+00:00,,,,,,0.0,770.0
2014-12-29 05:00:00+00:00,,,,,,21.0,698.0
2014-12-29 06:00:00+00:00,2761.0,132.0,0.0,68.0,515.0,123.0,735.0
2014-12-29 07:00:00+00:00,3095.0,132.0,0.0,121.0,507.0,440.0,773.0
2014-12-29 08:00:00+00:00,3092.0,132.0,0.0,126.0,448.0,849.0,762.0
2014-12-29 09:00:00+00:00,3039.0,133.0,0.0,126.0,515.0,1032.0,744.0
2014-12-29 10:00:00+00:00,2976.0,133.0,0.0,126.0,423.0,1076.0,685.0
2014-12-29 11:00:00+00:00,2931.0,133.0,0.0,126.0,351.0,1061.0,587.0
2014-12-29 12:00:00+00:00,2927.0,285.0,0.0,126.0,249.0,835.0,512.0
2014-12-29 13:00:00+00:00,2839.0,489.0,0.0,190.0,450.0,453.0,462.0
2014-12-29 14:00:00+00:00,3009.0,838.0,0.0,78.0,539.0,111.0,403.0
2014-12-29 15:00:00+00:00,3071.0,928.0,0.0,250.0,735.0,12.0,363.0
2014-12-29 16:00:00+00:00,3119.0,1490.0,0.0,438.0,1059.0,0.0,318.0
2014-12-29 17:00:00+00:00,3188.0,1509.0,0.0,448.0,815.0,0.0,297.0
2014-12-29 18:00:00+00:00,3273.0,1460.0,0.0,372.0,819.0,0.0,320.0
2014-12-29 19:00:00+00:00,3275.0,1197.0,0.0,29.0,481.0,0.0,339.0
2014-12-29 20:00:00+00:00,3162.0,966.0,0.0,0.0,259.0,0.0,387.0
2014-12-29 21:00:00+00:00,,1070.0,0.0,0.0,164.0,0.0,408.0
2014-12-29 22:00:00+00:00,2796.0,564.0,0.0,0.0,52.0,0.0,407.0
2014-12-29 23:00:00+00:00,2592.0,627.0,0.0,0.0,75.0,0.0,451.0
2014-12-30 00:00:00+00:00,2584.0,410.0,0.0,0.0,67.0,0.0,464.0
2014-12-30 01:00:00+00:00,2565.0,364.0,0.0,0.0,36.0,0.0,511.0
2014-12-30 02:00:00+00:00,2502.0,424.0,0.0,0.0,26.0,0.0,540.0
2014-12-30 03:00:00+00:00,2563.0,367.0,0.0,0.0,20.0,0.0,566.0
2014-12-30 04:00:00+00:00,2583.0,366.0,0.0,0.0,74.0,0.0,611.0
2014-12-30 05:00:00+00:00,2826.0,465.0,0.0,16.0,269.0,21.0,660.0
2014-12-30 06:00:00+00:00,3155.0,502.0,0.0,142.0,616.0,34.0,680.0
2014-12-30 07:00:00+00:00,3235.0,670.0,0.0,307.0,911.0,84.0,672.0
2014-12-30 08:00:00+00:00,3157.0,664.0,0.0,414.0,1132.0,132.0,666.0
2014-12-30 09:00:00+00:00,3078.0,937.0,0.0,375.0,1178.0,177.0,683.0
2014-12-30 10:00:00+00:00,3075.0,882.0,0.0,420.0,1242.0,222.0,714.0
2014-12-30 11:00:00+00:00,3052.0,945.0,0.0,376.0,1123.0,211.0,760.0
2014-12-30 12:00:00+00:00,3092.0,1024.0,0.0,222.0,859.0,177.0,790.0
2014-12-30 13:00:00+00:00,3135.0,892.0,0.0,146.0,752.0,108.0,826.0
2014-12-30 14:00:00+00:00,3158.0,957.0,0.0,166.0,798.0,42.0,864.0
2014-12-30 15:00:00+00:00,3164.0,1202.0,0.0,203.0,890.0,23.0,890.0
2014-12-30 16:00:00+00:00,3211.0,1507.0,0.0,236.0,965.0,0.0,907.0
2014-12-30 17:00:00+00:00,3158.0,1489.0,0.0,343.0,908.0,0.0,936.0
2014-12-30 18:00:00+00:00,3167.0,1444.0,0.0,279.0,878.0,0.0,929.0
2014-12-30 19:00:00+00:00,3138.0,1218.0,0.0,87.0,623.0,0.0,932.0
2014-12-30 20:00:00+00:00,3060.0,1153.0,0.0,34.0,483.0,0.0,938.0
2014-12-30 21:00:00+00:00,,1115.0,0.0,0.0,199.0,0.0,918.0
2014-12-30 22:00:00+00:00,2778.0,931.0,0.0,0.0,32.0,0.0,916.0
2014-12-30 23:00:00+00:00,2658.0,914.0,0.0,0.0,32.0,0.0,884.0
2014-12-31 00:00:00+00:00,2648.0,908.0,0.0,0.0,32.0,0.0,851.0
2014-12-31 01:00:00+00:00,2619.0,872.0,0.0,0.0,32.0,0.0,843.0
2014-12-31 02:00:00+00:00,2568.0,731.0,0.0,0.0,32.0,0.0,821.0
2014-12-31 03:00:00+00:00,2563.0,731.0,0.0,0.0,32.0,0.0,815.0
2014-12-31 04:00:00+00:00,2556.0,729.0,0.0,0.0,101.0,0.0,806.0
2014-12-31 05:00:00+00:00,2643.0,878.0,0.0,0.0,153.0,5.0,746.0
2014-12-31 06:00:00+00:00,2986.0,1112.0,0.0,53.0,217.0,43.0,773.0
2014-12-31 07:00:00+00:00,3089.0,1187.0,0.0,179.0,604.0,152.0,798.0
2014-12-31 08:00:00+00:00,3085.0,1567.0,0.0,233.0,692.0,265.0,787.0
2014-12-31 09:00:00+00:00,3030.0,1573.0,0.0,226.0,583.0,325.0,768.0
2014-12-31 10:00:00+00:00,3063.0,1576.0,0.0,172.0,687.0,389.0,750.0
2014-12-31 11:00:00+00:00,3019.0,1576.0,0.0,169.0,544.0,387.0,736.0
2014-12-31 12:00:00+00:00,3066.0,1405.0,0.0,130.0,624.0,299.0,675.0
2014-12-31 13:00:00+00:00,3043.0,1794.0,0.0,162.0,673.0,159.0,620.0
2014-12-31 14:00:00+00:00,3136.0,2148.0,0.0,218.0,693.0,52.0,626.0
2014-12-31 15:00:00+00:00,3274.0,2151.0,0.0,381.0,803.0,13.0,642.0
2014-12-31 16:00:00+00:00,3250.0,2512.0,0.0,641.0,1001.0,0.0,632.0
2014-12-31 17:00:00+00:00,3239.0,2619.0,0.0,638.0,979.0,0.0,612.0
2014-12-31 18:00:00+00:00,3250.0,2422.0,0.0,498.0,885.0,0.0,591.0
2014-12-31 19:00:00+00:00,3205.0,1886.0,0.0,70.0,650.0,0.0,570.0
2014-12-31 20:00:00+00:00,3184.0,1505.0,0.0,0.0,326.0,0.0,576.0
2014-12-31 21:00:00+00:00,,1333.0,0.0,10.0,237.0,0.0,584.0
2014-12-31 22:00:00+00:00,2950.0,526.0,0.0,128.0,384.0,0.0,589.0
2014-12-31 23:00:00+00:00,2993.0,506.0,0.0,65.0,117.0,0.0,572.0
2015-01-01 00:00:00+00:00,,,,,,,
2015-01-01 01:00:00+00:00,2797.0,437.0,0.0,0.0,107.0,0.0,555.0
2015-01-01 02:00:00+00:00,2602.0,504.0,0.0,0.0,133.0,0.0,557.0
2015-01-01 03:00:00+00:00,2656.0,485.0,0.0,0.0,106.0,0.0,559.0
2015-01-01 04:00:00+00:00,2726.0,397.0,0.0,0.0,146.0,0.0,597.0
2015-01-01 05:00:00+00:00,2652.0,364.0,0.0,0.0,173.0,10.0,608.0
2015-01-01 06:00:00+00:00,2559.0,404.0,0.0,0.0,213.0,48.0,621.0
2015-01-01 07:00:00+00:00,2508.0,445.0,0.0,73.0,362.0,207.0,633.0
2015-01-01 08:00:00+00:00,2532.0,477.0,0.0,143.0,488.0,400.0,617.0
2015-01-01 09:00:00+00:00,2564.0,525.0,0.0,229.0,680.0,546.0,638.0
2015-01-01 10:00:00+00:00,2564.0,449.0,0.0,239.0,944.0,585.0,631.0
2015-01-01 11:00:00+00:00,2520.0,461.0,0.0,240.0,721.0,584.0,655.0
2015-01-01 12:00:00+00:00,2450.0,379.0,0.0,147.0,644.0,497.0,638.0
2015-01-01 13:00:00+00:00,2422.0,473.0,0.0,269.0,695.0,320.0,623.0
2015-01-01 14:00:00+00:00,2580.0,523.0,0.0,253.0,954.0,88.0,630.0
2015-01-01 15:00:00+00:00,2665.0,530.0,0.0,275.0,906.0,15.0,653.0
2015-01-01 16:00:00+00:00,2604.0,530.0,0.0,510.0,1501.0,0.0,616.0
2015-01-01 17:00:00+00:00,2504.0,491.0,0.0,547.0,1453.0,0.0,597.0
2015-01-01 18:00:00+00:00,2311.0,570.0,0.0,485.0,1572.0,0.0,573.0
2015-01-01 19:00:00+00:00,2309.0,673.0,0.0,336.0,1333.0,0.0,561.0
2015-01-01 20:00:00+00:00,2320.0,945.0,0.0,66.0,1034.0,0.0,513.0
2015-01-01 21:00:00+00:00,,826.0,0.0,0.0,631.0,0.0,472.0
2015-01-01 22:00:00+00:00,2403.0,522.0,0.0,33.0,356.0,0.0,455.0
2015-01-01 23:00:00+00:00,2394.0,399.0,0.0,46.0,335.0,0.0,437.0
2015-01-02 00:00:00+00:00,2410.0,137.0,0.0,34.0,235.0,0.0,398.0
2015-01-02 01:00:00+00:00,2412.0,137.0,0.0,36.0,144.0,0.0,376.0
2015-01-02 02:00:00+00:00,2373.0,137.0,0.0,33.0,98.0,0.0,376.0
2015-01-02 03:00:00+00:00,2394.0,240.0,0.0,32.0,78.0,0.0,410.0
2015-01-02 04:00:00+00:00,2322.0,234.0,0.0,34.0,139.0,0.0,445.0
2015-01-02 05:00:00+00:00,2441.0,334.0,0.0,50.0,467.0,7.0,428.0
2015-01-02 06:00:00+00:00,2534.0,697.0,0.0,33.0,318.0,112.0,407.0
2015-01-02 07:00:00+00:00,2476.0,1202.0,0.0,32.0,361.0,438.0,356.0
2015-01-02 08:00:00+00:00,2351.0,1637.0,0.0,35.0,429.0,796.0,308.0
2015-01-02 09:00:00+00:00,2316.0,1644.0,0.0,72.0,497.0,1086.0,291.0
2015-01-02 10:00:00+00:00,2390.0,1523.0,0.0,159.0,292.0,1256.0,258.0
2015-01-02 11:00:00+00:00,2318.0,1683.0,0.0,113.0,268.0,1260.0,255.0
2015-01-02 12:00:00+00:00,2333.0,1813.0,0.0,34.0,178.0,1096.0,263.0
2015-01-02 13:00:00+00:00,2345.0,2053.0,0.0,186.0,268.0,708.0,249.0
2015-01-02 14:00:00+00:00,2356.0,2147.0,0.0,350.0,535.0,214.0,276.0
2015-01-02 15:00:00+00:00,2327.0,2341.0,0.0,343.0,661.0,4.0,307.0
2015-01-02 16:00:00+00:00,2342.0,2644.0,0.0,404.0,1136.0,0.0,326.0
2015-01-02 17:00:00+00:00,2384.0,2631.0,0.0,402.0,1164.0,0.0,266.0
2015-01-02 18:00:00+00:00,2423.0,2507.0,0.0,386.0,938.0,0.0,217.0
2015-01-02 19:00:00+00:00,2442.0,2443.0,0.0,114.0,756.0,0.0,163.0
2015-01-02 20:00:00+00:00,2441.0,2505.0,0.0,30.0,574.0,0.0,149.0
2015-01-02 21:00:00+00:00,,2321.0,0.0,0.0,421.0,0.0,145.0
2015-01-02 22:00:00+00:00,2361.0,1771.0,0.0,0.0,298.0,0.0,147.0
2015-01-02 23:00:00+00:00,2315.0,1156.0,0.0,0.0,157.0,0.0,149.0
2015-01-03 00:00:00+00:00,2296.0,840.0,0.0,0.0,158.0,0.0,170.0
2015-01-03 01:00:00+00:00,2318.0,788.0,0.0,0.0,111.0,0.0,191.0
2015-01-03 02:00:00+00:00,2230.0,684.0,0.0,0.0,116.0,0.0,191.0
2015-01-03 03:00:00+00:00,2260.0,480.0,0.0,0.0,115.0,0.0,195.0
2015-01-03 04:00:00+00:00,2367.0,469.0,0.0,0.0,237.0,0.0,199.0
2015-01-03 05:00:00+00:00,2417.0,770.0,0.0,0.0,255.0,2.0,190.0
2015-01-03 06:00:00+00:00,2400.0,1177.0,0.0,0.0,206.0,125.0,192.0
2015-01-03 07:00:00+00:00,2387.0,1416.0,0.0,0.0,536.0,395.0,180.0
2015-01-03 08:00:00+00:00,2406.0,1383.0,0.0,46.0,647.0,652.0,172.0
2015-01-03 09:00:00+00:00,2455.0,1179.0,0.0,103.0,736.0,840.0,195.0
2015-01-03 10:00:00+00:00,2344.0,1128.0,0.0,71.0,764.0,1096.0,190.0
2015-01-03 11:00:00+00:00,2167.0,1345.0,0.0,24.0,695.0,1108.0,188.0
2015-01-03 12:00:00+00:00,2055.0,1476.0,0.0,32.0,499.0,1047.0,205.0
2015-01-03 13:00:00+00:00,2041.0,1776.0,0.0,34.0,532.0,706.0,219.0
2015-01-03 14:00:00+00:00,2093.0,1861.0,0.0,194.0,634.0,230.0,230.0
2015-01-03 15:00:00+00:00,2117.0,2066.0,0.0,398.0,795.0,6.0,139.0
2015-01-03 16:00:00+00:00,2114.0,2236.0,0.0,624.0,1102.0,0.0,106.0
2015-01-03 17:00:00+00:00,2194.0,2213.0,0.0,608.0,1040.0,0.0,115.0
2015-01-03 18:00:00+00:00,2241.0,2231.0,0.0,482.0,925.0,0.0,103.0
2015-01-03 19:00:00+00:00,2201.0,2239.0,0.0,208.0,831.0,0.0,88.0
2015-01-03 20:00:00+00:00,2237.0,2170.0,0.0,53.0,506.0,0.0,127.0
2015-01-03 21:00:00+00:00,,1871.0,0.0,49.0,353.0,0.0,173.0
2015-01-03 22:00:00+00:00,2231.0,940.0,0.0,155.0,465.0,0.0,267.0
2015-01-03 23:00:00+00:00,2158.0,875.0,0.0,52.0,136.0,0.0,382.0
2015-01-04 00:00:00+00:00,2182.0,714.0,0.0,0.0,44.0,0.0,498.0
2015-01-04 01:00:00+00:00,2108.0,553.0,0.0,0.0,33.0,0.0,616.0
2015-01-04 02:00:00+00:00,1965.0,550.0,0.0,0.0,33.0,0.0,655.0
2015-01-04 03:00:00+00:00,1944.0,573.0,0.0,0.0,33.0,0.0,680.0
2015-01-04 04:00:00+00:00,1933.0,594.0,0.0,0.0,66.0,0.0,691.0
2015-01-04 05:00:00+00:00,1995.0,587.0,0.0,0.0,107.0,4.0,682.0
2015-01-04 06:00:00+00:00,2054.0,612.0,0.0,0.0,139.0,52.0,693.0
2015-01-04 07:00:00+00:00,2270.0,660.0,0.0,0.0,183.0,270.0,705.0
2015-01-04 08:00:00+00:00,2483.0,846.0,0.0,0.0,233.0,524.0,716.0
2015-01-04 09:00:00+00:00,2595.0,792.0,0.0,0.0,461.0,671.0,727.0
2015-01-04 10:00:00+00:00,2659.0,696.0,0.0,0.0,547.0,841.0,722.0
2015-01-04 11:00:00+00:00,2614.0,798.0,0.0,0.0,415.0,817.0,619.0
2015-01-04 12:00:00+00:00,2612.0,861.0,0.0,0.0,411.0,639.0,505.0
2015-01-04 13:00:00+00:00,2611.0,1090.0,0.0,0.0,243.0,388.0,465.0
2015-01-04 14:00:00+00:00,2629.0,1329.0,0.0,0.0,212.0,97.0,471.0
2015-01-04 15:00:00+00:00,2595.0,1398.0,0.0,99.0,384.0,2.0,465.0
2015-01-04 16:00:00+00:00,2636.0,1622.0,0.0,254.0,514.0,0.0,479.0
2015-01-04 17:00:00+00:00,2587.0,1394.0,0.0,249.0,707.0,0.0,553.0
2015-01-04 18:00:00+00:00,2609.0,1457.0,0.0,255.0,617.0,0.0,610.0
2015-01-04 19:00:00+00:00,2581.0,1568.0,0.0,36.0,484.0,0.0,607.0
2015-01-04 20:00:00+00:00,2599.0,1356.0,0.0,9.0,235.0,0.0,630.0
2015-01-04 21:00:00+00:00,,1130.0,0.0,0.0,121.0,0.0,692.0
2015-01-04 22:00:00+00:00,2572.0,396.0,0.0,0.0,164.0,0.0,722.0
2015-01-04 23:00:00+00:00,2440.0,301.0,0.0,0.0,63.0,0.0,706.0
2015-01-05 00:00:00+00:00,2377.0,139.0,0.0,0.0,98.0,0.0,663.0
2015-01-05 01:00:00+00:00,2365.0,138.0,0.0,0.0,178.0,0.0,648.0
2015-01-05 02:00:00+00:00,2329.0,140.0,0.0,0.0,100.0,0.0,650.0
2015-01-05 03:00:00+00:00,2320.0,139.0,0.0,0.0,63.0,0.0,683.0
2015-01-05 04:00:00+00:00,2341.0,144.0,0.0,0.0,162.0,0.0,665.0
2015-01-05 05:00:00+00:00,2510.0,373.0,0.0,0.0,378.0,0.0,740.0
2015-01-05 06:00:00+00:00,2576.0,865.0,0.0,0.0,527.0,73.0,811.0
2015-01-05 07:00:00+00:00,2754.0,985.0,0.0,172.0,608.0,365.0,820.0
2015-01-05 08:00:00+00:00,2709.0,985.0,0.0,209.0,585.0,726.0,903.0
2015-01-05 09:00:00+00:00,2627.0,1008.0,0.0,231.0,546.0,936.0,886.0
2015-01-05 10:00:00+00:00,2632.0,1017.0,0.0,116.0,700.0,957.0,969.0
2015-01-05 11:00:00+00:00,2739.0,1027.0,0.0,102.0,689.0,888.0,996.0
2015-01-05 12:00:00+00:00,2786.0,1198.0,0.0,0.0,448.0,770.0,1012.0
2015-01-05 13:00:00+00:00,2730.0,1615.0,0.0,0.0,484.0,481.0,985.0
2015-01-05 14:00:00+00:00,2793.0,1795.0,0.0,43.0,660.0,147.0,977.0
2015-01-05 15:00:00+00:00,2776.0,1826.0,0.0,127.0,785.0,20.0,961.0
2015-01-05 16:00:00+00:00,2770.0,2021.0,0.0,192.0,917.0,0.0,934.0
2015-01-05 17:00:00+00:00,2714.0,2088.0,0.0,255.0,855.0,0.0,932.0
2015-01-05 18:00:00+00:00,2724.0,2186.0,0.0,214.0,659.0,0.0,923.0
2015-01-05 19:00:00+00:00,2728.0,2018.0,0.0,163.0,420.0,0.0,901.0
2015-01-05 20:00:00+00:00,2679.0,1625.0,0.0,21.0,300.0,0.0,858.0
2015-01-05 21:00:00+00:00,,1377.0,0.0,0.0,150.0,0.0,815.0
2015-01-05 22:00:00+00:00,2632.0,952.0,0.0,0.0,206.0,0.0,776.0
2015-01-05 23:00:00+00:00,2501.0,713.0,0.0,0.0,54.0,0.0,757.0
2015-01-06 00:00:00+00:00,2396.0,585.0,0.0,0.0,44.0,0.0,727.0
2015-01-06 01:00:00+00:00,2384.0,637.0,0.0,0.0,49.0,0.0,632.0
2015-01-06 02:00:00+00:00,2333.0,597.0,0.0,0.0,50.0,0.0,578.0
2015-01-06 03:00:00+00:00,2380.0,674.0,0.0,0.0,55.0,0.0,559.0
2015-01-06 04:00:00+00:00,2525.0,462.0,0.0,0.0,98.0,0.0,591.0
2015-01-06 05:00:00+00:00,2698.0,531.0,0.0,0.0,157.0,16.0,583.0
2015-01-06 06:00:00+00:00,2854.0,638.0,0.0,7.0,189.0,144.0,560.0
2015-01-06 07:00:00+00:00,2826.0,599.0,0.0,56.0,145.0,626.0,556.0
2015-01-06 08:00:00+00:00,2680.0,567.0,0.0,126.0,149.0,1049.0,499.0
2015-01-06 09:00:00+00:00,2683.0,707.0,0.0,85.0,285.0,1186.0,552.0
2015-01-06 10:00:00+00:00,2703.0,742.0,0.0,209.0,390.0,1194.0,595.0
2015-01-06 11:00:00+00:00,2686.0,739.0,0.0,209.0,363.0,1132.0,644.0
2015-01-06 12:00:00+00:00,2662.0,532.0,0.0,73.0,372.0,963.0,663.0
2015-01-06 13:00:00+00:00,2663.0,855.0,0.0,116.0,360.0,614.0,713.0
2015-01-06 14:00:00+00:00,2720.0,1090.0,0.0,98.0,469.0,176.0,726.0
2015-01-06 15:00:00+00:00,2668.0,1226.0,0.0,209.0,618.0,16.0,779.0
2015-01-06 16:00:00+00:00,2760.0,1424.0,0.0,230.0,1061.0,0.0,795.0
2015-01-06 17:00:00+00:00,2779.0,1424.0,0.0,230.0,1043.0,0.0,767.0
2015-01-06 18:00:00+00:00,2793.0,1424.0,0.0,230.0,951.0,0.0,731.0
2015-01-06 19:00:00+00:00,2867.0,1426.0,0.0,178.0,878.0,0.0,689.0
2015-01-06 20:00:00+00:00,2818.0,1404.0,0.0,46.0,622.0,0.0,620.0
2015-01-06 21:00:00+00:00,,1284.0,0.0,130.0,480.0,0.0,579.0
2015-01-06 22:00:00+00:00,2569.0,556.0,0.0,212.0,463.0,0.0,552.0
2015-01-06 23:00:00+00:00,2554.0,497.0,0.0,13.0,117.0,0.0,526.0
2015-01-07 00:00:00+00:00,2646.0,436.0,0.0,0.0,57.0,0.0,526.0
2015-01-07 01:00:00+00:00,2521.0,358.0,0.0,0.0,53.0,0.0,522.0
2015-01-07 02:00:00+00:00,2418.0,381.0,0.0,0.0,51.0,0.0,506.0
2015-01-07 03:00:00+00:00,2411.0,439.0,0.0,0.0,51.0,0.0,529.0
2015-01-07 04:00:00+00:00,2458.0,824.0,0.0,0.0,84.0,0.0,574.0
2015-01-07 05:00:00+00:00,2652.0,1355.0,0.0,0.0,163.0,12.0,584.0
2015-01-07 06:00:00+00:00,2774.0,1706.0,0.0,116.0,438.0,190.0,563.0
2015-01-07 07:00:00+00:00,2773.0,1801.0,0.0,255.0,709.0,757.0,549.0
2015-01-07 08:00:00+00:00,2757.0,1645.0,0.0,126.0,668.0,1254.0,565.0
2015-01-07 09:00:00+00:00,2705.0,1691.0,0.0,6.0,533.0,1498.0,560.0
2015-01-07 10:00:00+00:00,2711.0,1641.0,0.0,0.0,461.0,1568.0,518.0
2015-01-07 11:00:00+00:00,2714.0,1720.0,0.0,0.0,343.0,1494.0,503.0
2015-01-07 12:00:00+00:00,2716.0,1803.0,0.0,0.0,209.0,1276.0,487.0
2015-01-07 13:00:00+00:00,2706.0,2279.0,0.0,0.0,242.0,863.0,459.0
2015-01-07 14:00:00+00:00,2744.0,2639.0,0.0,78.0,347.0,284.0,451.0
2015-01-07 15:00:00+00:00,2731.0,2738.0,0.0,228.0,838.0,14.0,436.0
2015-01-07 16:00:00+00:00,2715.0,3019.0,0.0,463.0,1415.0,0.0,456.0
2015-01-07 17:00:00+00:00,2809.0,3101.0,0.0,387.0,1461.0,0.0,472.0
2015-01-07 18:00:00+00:00,2925.0,3112.0,0.0,253.0,1329.0,0.0,467.0
2015-01-07 19:00:00+00:00,2965.0,3076.0,0.0,54.0,715.0,0.0,428.0
2015-01-07 20:00:00+00:00,2945.0,2977.0,0.0,0.0,356.0,0.0,395.0
2015-01-07 21:00:00+00:00,,2264.0,0.0,0.0,210.0,0.0,353.0
2015-01-07 22:00:00+00:00,2777.0,993.0,0.0,0.0,798.0,0.0,345.0
2015-01-07 23:00:00+00:00,2626.0,924.0,0.0,0.0,153.0,0.0,317.0
2015-01-08 00:00:00+00:00,2629.0,908.0,0.0,0.0,134.0,0.0,270.0
2015-01-08 01:00:00+00:00,2686.0,777.0,0.0,0.0,91.0,0.0,218.0
2015-01-08 02:00:00+00:00,2617.0,716.0,0.0,0.0,91.0,0.0,175.0
2015-01-08 03:00:00+00:00,2597.0,762.0,0.0,0.0,96.0,0.0,163.0
2015-01-08 04:00:00+00:00,2690.0,1131.0,0.0,0.0,145.0,0.0,157.0
2015-01-08 05:00:00+00:00,2754.0,1753.0,0.0,0.0,454.0,9.0,147.0
2015-01-08 06:00:00+00:00,2785.0,2260.0,0.0,28.0,481.0,154.0,130.0
2015-01-08 07:00:00+00:00,2833.0,2293.0,0.0,142.0,980.0,628.0,110.0
2015-01-08 08:00:00+00:00,2747.0,2291.0,0.0,140.0,827.0,1103.0,88.0
2015-01-08 09:00:00+00:00,2613.0,2295.0,0.0,125.0,619.0,1348.0,65.0
2015-01-08 10:00:00+00:00,2617.0,2340.0,0.0,103.0,578.0,1448.0,48.0
2015-01-08 11:00:00+00:00,2636.0,2366.0,0.0,27.0,574.0,1362.0,49.0
2015-01-08 12:00:00+00:00,2587.0,2470.0,0.0,0.0,456.0,1131.0,57.0
2015-01-08 13:00:00+00:00,2571.0,2736.0,0.0,1.0,704.0,691.0,52.0
2015-01-08 14:00:00+00:00,2674.0,2964.0,0.0,117.0,731.0,219.0,43.0
2015-01-08 15:00:00+00:00,2750.0,2901.0,0.0,213.0,977.0,9.0,43.0
2015-01-08 16:00:00+00:00,2820.0,2710.0,0.0,492.0,1674.0,0.0,49.0
2015-01-08 17:00:00+00:00,2813.0,2715.0,0.0,535.0,1807.0,0.0,45.0
2015-01-08 18:00:00+00:00,2761.0,2788.0,0.0,520.0,1717.0,0.0,37.0
2015-01-08 19:00:00+00:00,2722.0,2965.0,0.0,219.0,989.0,0.0,48.0
2015-01-08 20:00:00+00:00,2629.0,2940.0,0.0,21.0,538.0,0.0,60.0
2015-01-08 21:00:00+00:00,,2462.0,0.0,0.0,242.0,0.0,85.0
2015-01-08 22:00:00+00:00,2595.0,1667.0,0.0,0.0,242.0,0.0,100.0
2015-01-08 23:00:00+00:00,2635.0,1094.0,0.0,0.0,29.0,0.0,132.0
2015-01-09 00:00:00+00:00,2656.0,1014.0,0.0,0.0,28.0,0.0,125.0
2015-01-09 01:00:00+00:00,2543.0,920.0,0.0,0.0,27.0,0.0,125.0
2015-01-09 02:00:00+00:00,2419.0,931.0,0.0,0.0,30.0,0.0,113.0
2015-01-09 03:00:00+00:00,2360.0,1060.0,0.0,0.0,30.0,0.0,109.0
2015-01-09 04:00:00+00:00,2339.0,1481.0,0.0,0.0,76.0,0.0,113.0
2015-01-09 05:00:00+00:00,2546.0,1907.0,0.0,0.0,445.0,1.0,128.0
2015-01-09 06:00:00+00:00,2637.0,2206.0,0.0,0.0,451.0,189.0,143.0
2015-01-09 07:00:00+00:00,2744.0,2255.0,0.0,79.0,632.0,784.0,167.0
2015-01-09 08:00:00+00:00,2673.0,2025.0,0.0,9.0,385.0,1283.0,167.0
2015-01-09 09:00:00+00:00,2633.0,1689.0,0.0,0.0,439.0,1523.0,163.0
2015-01-09 10:00:00+00:00,2657.0,1479.0,0.0,0.0,435.0,1596.0,202.0
2015-01-09 11:00:00+00:00,2569.0,1585.0,0.0,0.0,338.0,1500.0,234.0
2015-01-09 12:00:00+00:00,2415.0,1787.0,0.0,0.0,325.0,1176.0,256.0
2015-01-09 13:00:00+00:00,2411.0,2106.0,0.0,12.0,604.0,808.0,275.0
2015-01-09 14:00:00+00:00,2325.0,2469.0,0.0,86.0,775.0,278.0,272.0
2015-01-09 15:00:00+00:00,2477.0,2477.0,0.0,236.0,1051.0,25.0,263.0
2015-01-09 16:00:00+00:00,2549.0,2526.0,0.0,551.0,1130.0,0.0,312.0
2015-01-09 17:00:00+00:00,2487.0,2534.0,0.0,475.0,1171.0,0.0,383.0
2015-01-09 18:00:00+00:00,2621.0,2463.0,0.0,343.0,1048.0,0.0,464.0
2015-01-09 19:00:00+00:00,2647.0,2048.0,0.0,157.0,872.0,0.0,493.0
2015-01-09 20:00:00+00:00,2624.0,1731.0,0.0,0.0,711.0,0.0,510.0
2015-01-09 21:00:00+00:00,,1431.0,0.0,0.0,506.0,0.0,512.0
2015-01-09 22:00:00+00:00,2617.0,600.0,0.0,0.0,681.0,0.0,525.0
2015-01-09 23:00:00+00:00,2614.0,423.0,0.0,0.0,192.0,0.0,546.0
2015-01-10 00:00:00+00:00,2619.0,495.0,0.0,0.0,39.0,0.0,570.0
2015-01-10 01:00:00+00:00,2558.0,340.0,0.0,0.0,31.0,0.0,575.0
2015-01-10 02:00:00+00:00,2383.0,337.0,0.0,0.0,30.0,0.0,562.0
2015-01-10 03:00:00+00:00,2319.0,384.0,0.0,0.0,30.0,0.0,547.0
2015-01-10 04:00:00+00:00,2360.0,507.0,0.0,0.0,71.0,0.0,511.0
2015-01-10 05:00:00+00:00,2564.0,678.0,0.0,0.0,80.0,22.0,532.0
2015-01-10 06:00:00+00:00,2537.0,1145.0,0.0,0.0,119.0,117.0,540.0
2015-01-10 07:00:00+00:00,2645.0,1535.0,0.0,0.0,338.0,405.0,468.0
2015-01-10 08:00:00+00:00,2606.0,1526.0,0.0,0.0,344.0,815.0,457.0
2015-01-10 09:00:00+00:00,2579.0,1331.0,0.0,0.0,240.0,1164.0,455.0
2015-01-10 10:00:00+00:00,2612.0,1101.0,0.0,0.0,286.0,1271.0,443.0
2015-01-10 11:00:00+00:00,2518.0,993.0,0.0,0.0,290.0,1285.0,463.0
