,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2016-12-22 23:00:00+00:00,4.0,3358.0,2.0,258.0,421.0,306.0,82.0,
2016-12-23 00:00:00+00:00,4.0,3426.0,2.0,0.0,275.0,4.0,78.0,
2016-12-23 01:00:00+00:00,4.0,3461.0,2.0,0.0,273.0,0.0,77.0,
2016-12-23 02:00:00+00:00,4.0,3459.0,2.0,0.0,261.0,0.0,86.0,
2016-12-23 03:00:00+00:00,4.0,3214.0,2.0,0.0,323.0,0.0,116.0,
2016-12-23 04:00:00+00:00,4.0,3223.0,2.0,0.0,540.0,0.0,117.0,
2016-12-23 05:00:00+00:00,4.0,3452.0,2.0,0.0,626.0,238.0,116.0,
2016-12-23 06:00:00+00:00,4.0,3527.0,2.0,0.0,1008.0,323.0,118.0,
2016-12-23 07:00:00+00:00,4.0,3503.0,2.0,0.0,1224.0,329.0,113.0,
2016-12-23 08:00:00+00:00,4.0,3523.0,2.0,0.0,1202.0,328.0,112.0,
2016-12-23 09:00:00+00:00,4.0,3309.0,2.0,252.0,1054.0,324.0,113.0,
2016-12-23 10:00:00+00:00,4.0,3438.0,2.0,216.0,977.0,323.0,114.0,
2016-12-23 11:00:00+00:00,4.0,3448.0,2.0,199.0,1020.0,325.0,114.0,
2016-12-23 12:00:00+00:00,4.0,3359.0,2.0,280.0,948.0,324.0,113.0,
2016-12-23 13:00:00+00:00,4.0,3370.0,2.0,287.0,909.0,326.0,109.0,
2016-12-23 14:00:00+00:00,4.0,3394.0,2.0,243.0,1010.0,324.0,102.0,
2016-12-23 15:00:00+00:00,4.0,3467.0,2.0,249.0,1194.0,327.0,100.0,
2016-12-23 16:00:00+00:00,4.0,3466.0,2.0,291.0,1211.0,325.0,101.0,
2016-12-23 17:00:00+00:00,4.0,3468.0,2.0,294.0,1125.0,324.0,101.0,
2016-12-23 18:00:00+00:00,4.0,3368.0,2.0,294.0,1133.0,327.0,100.0,
2016-12-23 19:00:00+00:00,4.0,3396.0,2.0,294.0,1105.0,322.0,80.0,
2016-12-23 20:00:00+00:00,4.0,3398.0,2.0,294.0,770.0,324.0,84.0,
2016-12-23 21:00:00+00:00,4.0,3387.0,2.0,255.0,659.0,319.0,84.0,
2016-12-23 22:00:00+00:00,4.0,3382.0,2.0,10.0,461.0,284.0,82.0,
2016-12-23 23:00:00+00:00,4.0,3330.0,2.0,0.0,342.0,218.0,80.0,
2016-12-24 00:00:00+00:00,4.0,3309.0,2.0,0.0,301.0,11.0,80.0,
2016-12-24 01:00:00+00:00,4.0,3395.0,2.0,0.0,277.0,0.0,78.0,
2016-12-24 02:00:00+00:00,4.0,3219.0,2.0,0.0,277.0,0.0,79.0,
2016-12-24 03:00:00+00:00,4.0,3148.0,2.0,0.0,285.0,0.0,83.0,
2016-12-24 04:00:00+00:00,4.0,3097.0,2.0,0.0,217.0,0.0,117.0,
2016-12-24 05:00:00+00:00,4.0,3090.0,2.0,0.0,491.0,0.0,116.0,
2016-12-24 06:00:00+00:00,4.0,3215.0,2.0,0.0,538.0,0.0,115.0,
2016-12-24 07:00:00+00:00,4.0,3254.0,2.0,0.0,638.0,166.0,115.0,
2016-12-24 08:00:00+00:00,4.0,3259.0,2.0,0.0,747.0,250.0,113.0,
2016-12-24 09:00:00+00:00,4.0,3328.0,2.0,0.0,803.0,248.0,114.0,
2016-12-24 10:00:00+00:00,4.0,3351.0,2.0,0.0,920.0,252.0,113.0,
2016-12-24 11:00:00+00:00,4.0,3342.0,2.0,0.0,859.0,254.0,113.0,
2016-12-24 12:00:00+00:00,4.0,3321.0,2.0,0.0,817.0,249.0,113.0,
2016-12-24 13:00:00+00:00,4.0,3276.0,2.0,0.0,829.0,251.0,111.0,
2016-12-24 14:00:00+00:00,4.0,3338.0,2.0,22.0,920.0,249.0,101.0,
2016-12-24 15:00:00+00:00,4.0,3394.0,2.0,203.0,1015.0,309.0,103.0,
2016-12-24 16:00:00+00:00,4.0,3381.0,2.0,200.0,1091.0,331.0,101.0,
2016-12-24 17:00:00+00:00,4.0,3397.0,2.0,202.0,1028.0,328.0,102.0,
2016-12-24 18:00:00+00:00,4.0,3373.0,2.0,204.0,956.0,324.0,101.0,
2016-12-24 19:00:00+00:00,4.0,3384.0,2.0,11.0,905.0,321.0,95.0,
2016-12-24 20:00:00+00:00,4.0,3399.0,2.0,0.0,879.0,247.0,76.0,
2016-12-24 21:00:00+00:00,4.0,3340.0,2.0,0.0,459.0,233.0,77.0,
2016-12-24 22:00:00+00:00,4.0,3268.0,2.0,0.0,436.0,87.0,85.0,
2016-12-24 23:00:00+00:00,,3119.0,0.0,0.0,477.0,55.0,66.0,
2016-12-25 00:00:00+00:00,,3063.0,0.0,0.0,425.0,0.0,66.0,
2016-12-25 01:00:00+00:00,,3042.0,0.0,0.0,415.0,0.0,62.0,
2016-12-25 02:00:00+00:00,,3024.0,0.0,0.0,622.0,0.0,62.0,
2016-12-25 03:00:00+00:00,,3022.0,0.0,0.0,586.0,0.0,68.0,
2016-12-25 04:00:00+00:00,,3064.0,0.0,0.0,493.0,0.0,99.0,
2016-12-25 05:00:00+00:00,,3082.0,0.0,0.0,513.0,0.0,100.0,
2016-12-25 06:00:00+00:00,,3056.0,0.0,0.0,524.0,16.0,99.0,
2016-12-25 07:00:00+00:00,,3074.0,0.0,0.0,537.0,154.0,99.0,
2016-12-25 08:00:00+00:00,,3096.0,0.0,0.0,638.0,154.0,97.0,
2016-12-25 09:00:00+00:00,,3085.0,0.0,0.0,650.0,177.0,98.0,
2016-12-25 10:00:00+00:00,,3072.0,0.0,0.0,642.0,243.0,95.0,
2016-12-25 11:00:00+00:00,,3097.0,0.0,0.0,603.0,245.0,88.0,
2016-12-25 12:00:00+00:00,,3030.0,0.0,0.0,567.0,246.0,89.0,
2016-12-25 13:00:00+00:00,,3008.0,0.0,0.0,527.0,243.0,89.0,
2016-12-25 14:00:00+00:00,,3021.0,0.0,0.0,369.0,249.0,85.0,
2016-12-25 15:00:00+00:00,,3025.0,0.0,0.0,645.0,245.0,85.0,
2016-12-25 16:00:00+00:00,,2966.0,0.0,0.0,997.0,243.0,85.0,
2016-12-25 17:00:00+00:00,,2927.0,0.0,0.0,975.0,252.0,85.0,
2016-12-25 18:00:00+00:00,,2915.0,0.0,0.0,1044.0,173.0,85.0,
2016-12-25 19:00:00+00:00,,2909.0,0.0,0.0,928.0,148.0,82.0,
2016-12-25 20:00:00+00:00,,2881.0,0.0,0.0,979.0,126.0,67.0,
2016-12-25 21:00:00+00:00,,2774.0,0.0,0.0,1024.0,96.0,63.0,
2016-12-25 22:00:00+00:00,,0.0,0.0,0.0,0.0,0.0,0.0,
2016-12-25 23:00:00+00:00,4.0,2869.0,2.0,0.0,602.0,87.0,82.0,
2016-12-26 00:00:00+00:00,4.0,2840.0,2.0,0.0,364.0,51.0,83.0,
2016-12-26 01:00:00+00:00,4.0,2860.0,2.0,0.0,315.0,0.0,82.0,
2016-12-26 02:00:00+00:00,4.0,2795.0,2.0,0.0,403.0,0.0,79.0,
2016-12-26 03:00:00+00:00,4.0,2825.0,2.0,0.0,361.0,0.0,88.0,
2016-12-26 04:00:00+00:00,4.0,2790.0,2.0,0.0,359.0,0.0,106.0,
2016-12-26 05:00:00+00:00,4.0,2789.0,2.0,0.0,486.0,75.0,111.0,
2016-12-26 06:00:00+00:00,4.0,2896.0,2.0,0.0,657.0,93.0,106.0,
2016-12-26 07:00:00+00:00,4.0,2944.0,2.0,0.0,780.0,139.0,95.0,
2016-12-26 08:00:00+00:00,4.0,2895.0,2.0,0.0,853.0,139.0,78.0,
2016-12-26 09:00:00+00:00,4.0,2854.0,2.0,0.0,783.0,139.0,77.0,
2016-12-26 10:00:00+00:00,4.0,2884.0,2.0,0.0,747.0,209.0,78.0,
2016-12-26 11:00:00+00:00,4.0,2858.0,2.0,0.0,616.0,245.0,76.0,
2016-12-26 12:00:00+00:00,4.0,2793.0,2.0,0.0,634.0,245.0,77.0,
2016-12-26 13:00:00+00:00,4.0,2859.0,2.0,0.0,590.0,244.0,77.0,
2016-12-26 14:00:00+00:00,4.0,2880.0,2.0,0.0,689.0,299.0,44.0,
2016-12-26 15:00:00+00:00,4.0,2896.0,2.0,5.0,956.0,323.0,46.0,
2016-12-26 16:00:00+00:00,4.0,2887.0,2.0,201.0,821.0,323.0,95.0,
2016-12-26 17:00:00+00:00,4.0,2937.0,2.0,200.0,804.0,327.0,53.0,
2016-12-26 18:00:00+00:00,4.0,2959.0,2.0,64.0,838.0,327.0,59.0,
2016-12-26 19:00:00+00:00,4.0,2933.0,2.0,0.0,581.0,275.0,83.0,
2016-12-26 20:00:00+00:00,4.0,2943.0,2.0,0.0,515.0,223.0,83.0,
2016-12-26 21:00:00+00:00,4.0,2951.0,2.0,0.0,404.0,218.0,83.0,
2016-12-26 22:00:00+00:00,4.0,2962.0,2.0,0.0,315.0,166.0,82.0,
2016-12-26 23:00:00+00:00,4.0,3044.0,2.0,0.0,274.0,83.0,83.0,
2016-12-27 00:00:00+00:00,4.0,3115.0,2.0,0.0,250.0,0.0,83.0,
2016-12-27 01:00:00+00:00,4.0,2934.0,2.0,0.0,434.0,0.0,82.0,
2016-12-27 02:00:00+00:00,4.0,2917.0,2.0,0.0,500.0,0.0,85.0,
2016-12-27 03:00:00+00:00,4.0,2962.0,2.0,0.0,466.0,0.0,89.0,
2016-12-27 04:00:00+00:00,4.0,3005.0,2.0,0.0,388.0,0.0,106.0,
2016-12-27 05:00:00+00:00,4.0,3007.0,2.0,0.0,379.0,89.0,111.0,
2016-12-27 06:00:00+00:00,4.0,3091.0,2.0,0.0,354.0,242.0,115.0,
2016-12-27 07:00:00+00:00,4.0,3182.0,2.0,0.0,596.0,247.0,113.0,
2016-12-27 08:00:00+00:00,4.0,3199.0,2.0,0.0,626.0,245.0,98.0,
2016-12-27 09:00:00+00:00,4.0,3116.0,2.0,0.0,646.0,245.0,81.0,
2016-12-27 10:00:00+00:00,4.0,3085.0,2.0,0.0,656.0,226.0,75.0,
2016-12-27 11:00:00+00:00,4.0,3069.0,2.0,0.0,667.0,180.0,76.0,
2016-12-27 12:00:00+00:00,4.0,3170.0,2.0,0.0,540.0,154.0,76.0,
2016-12-27 13:00:00+00:00,4.0,3226.0,2.0,0.0,440.0,113.0,76.0,
2016-12-27 14:00:00+00:00,4.0,3284.0,2.0,0.0,472.0,116.0,79.0,
2016-12-27 15:00:00+00:00,4.0,3349.0,2.0,0.0,767.0,113.0,87.0,
2016-12-27 16:00:00+00:00,4.0,3353.0,2.0,0.0,958.0,113.0,93.0,
2016-12-27 17:00:00+00:00,4.0,3338.0,2.0,0.0,910.0,145.0,91.0,
2016-12-27 18:00:00+00:00,4.0,3168.0,2.0,0.0,1035.0,142.0,82.0,
2016-12-27 19:00:00+00:00,4.0,3181.0,2.0,0.0,683.0,158.0,81.0,
2016-12-27 20:00:00+00:00,4.0,3130.0,2.0,0.0,593.0,113.0,83.0,
2016-12-27 21:00:00+00:00,4.0,2953.0,2.0,0.0,739.0,113.0,82.0,
2016-12-27 22:00:00+00:00,4.0,3030.0,2.0,0.0,612.0,22.0,82.0,
2016-12-27 23:00:00+00:00,4.0,3066.0,2.0,0.0,608.0,0.0,81.0,
2016-12-28 00:00:00+00:00,4.0,3028.0,2.0,0.0,392.0,0.0,79.0,
2016-12-28 01:00:00+00:00,4.0,3015.0,2.0,0.0,375.0,0.0,80.0,
2016-12-28 02:00:00+00:00,4.0,2963.0,2.0,0.0,370.0,0.0,87.0,
2016-12-28 03:00:00+00:00,4.0,2918.0,2.0,0.0,343.0,0.0,101.0,
2016-12-28 04:00:00+00:00,4.0,2906.0,2.0,0.0,367.0,0.0,116.0,
2016-12-28 05:00:00+00:00,4.0,3017.0,2.0,0.0,469.0,0.0,116.0,
2016-12-28 06:00:00+00:00,4.0,3098.0,2.0,0.0,409.0,31.0,116.0,
2016-12-28 07:00:00+00:00,4.0,3103.0,2.0,0.0,453.0,321.0,116.0,
2016-12-28 08:00:00+00:00,4.0,3108.0,2.0,0.0,589.0,325.0,106.0,
2016-12-28 09:00:00+00:00,4.0,3105.0,2.0,0.0,650.0,326.0,99.0,
2016-12-28 10:00:00+00:00,4.0,3068.0,2.0,0.0,652.0,326.0,94.0,
2016-12-28 11:00:00+00:00,4.0,3035.0,2.0,0.0,638.0,326.0,87.0,
2016-12-28 12:00:00+00:00,4.0,3090.0,2.0,0.0,543.0,227.0,85.0,
2016-12-28 13:00:00+00:00,4.0,3079.0,2.0,0.0,498.0,222.0,85.0,
2016-12-28 14:00:00+00:00,4.0,3067.0,2.0,0.0,545.0,221.0,93.0,
2016-12-28 15:00:00+00:00,4.0,3028.0,2.0,0.0,990.0,245.0,101.0,
2016-12-28 16:00:00+00:00,4.0,3029.0,2.0,0.0,1153.0,250.0,102.0,
2016-12-28 17:00:00+00:00,4.0,3078.0,2.0,0.0,1143.0,246.0,101.0,
2016-12-28 18:00:00+00:00,4.0,3090.0,2.0,0.0,1107.0,244.0,100.0,
2016-12-28 19:00:00+00:00,4.0,3085.0,2.0,0.0,1010.0,218.0,79.0,
2016-12-28 20:00:00+00:00,4.0,3020.0,2.0,0.0,925.0,216.0,84.0,
2016-12-28 21:00:00+00:00,4.0,2961.0,2.0,0.0,866.0,216.0,84.0,
2016-12-28 22:00:00+00:00,4.0,3038.0,2.0,0.0,811.0,152.0,81.0,
2016-12-28 23:00:00+00:00,4.0,3017.0,2.0,0.0,684.0,0.0,79.0,
2016-12-29 00:00:00+00:00,4.0,3079.0,2.0,0.0,318.0,0.0,78.0,
2016-12-29 01:00:00+00:00,4.0,3114.0,2.0,0.0,299.0,0.0,78.0,
2016-12-29 02:00:00+00:00,4.0,3146.0,2.0,0.0,277.0,0.0,92.0,
2016-12-29 03:00:00+00:00,4.0,3108.0,2.0,0.0,276.0,0.0,112.0,
2016-12-29 04:00:00+00:00,4.0,3026.0,2.0,0.0,312.0,0.0,115.0,
2016-12-29 05:00:00+00:00,4.0,2978.0,2.0,0.0,425.0,81.0,116.0,
2016-12-29 06:00:00+00:00,4.0,3007.0,2.0,0.0,740.0,240.0,116.0,
2016-12-29 07:00:00+00:00,4.0,3045.0,2.0,0.0,840.0,243.0,111.0,
2016-12-29 08:00:00+00:00,4.0,3018.0,2.0,0.0,924.0,248.0,116.0,
2016-12-29 09:00:00+00:00,4.0,3042.0,2.0,0.0,897.0,244.0,108.0,
2016-12-29 10:00:00+00:00,4.0,3010.0,2.0,0.0,879.0,249.0,101.0,
2016-12-29 11:00:00+00:00,4.0,3066.0,2.0,0.0,810.0,247.0,99.0,
2016-12-29 12:00:00+00:00,4.0,3106.0,2.0,0.0,719.0,244.0,100.0,
2016-12-29 13:00:00+00:00,4.0,3161.0,2.0,0.0,581.0,247.0,103.0,
2016-12-29 14:00:00+00:00,4.0,3162.0,2.0,0.0,609.0,243.0,102.0,
2016-12-29 15:00:00+00:00,4.0,3181.0,2.0,0.0,920.0,268.0,101.0,
2016-12-29 16:00:00+00:00,4.0,3197.0,2.0,0.0,991.0,323.0,102.0,
2016-12-29 17:00:00+00:00,4.0,3209.0,2.0,0.0,967.0,322.0,102.0,
2016-12-29 18:00:00+00:00,4.0,3172.0,2.0,0.0,955.0,318.0,100.0,
2016-12-29 19:00:00+00:00,4.0,3103.0,2.0,0.0,709.0,325.0,80.0,
2016-12-29 20:00:00+00:00,4.0,2998.0,2.0,0.0,738.0,321.0,83.0,
2016-12-29 21:00:00+00:00,4.0,3019.0,2.0,0.0,804.0,215.0,82.0,
2016-12-29 22:00:00+00:00,4.0,3066.0,2.0,0.0,657.0,121.0,80.0,
2016-12-29 23:00:00+00:00,4.0,3087.0,2.0,0.0,558.0,66.0,77.0,
2016-12-30 00:00:00+00:00,4.0,3052.0,2.0,0.0,374.0,0.0,77.0,
2016-12-30 01:00:00+00:00,4.0,3091.0,2.0,0.0,250.0,0.0,76.0,
2016-12-30 02:00:00+00:00,4.0,3050.0,2.0,0.0,251.0,0.0,95.0,
2016-12-30 03:00:00+00:00,4.0,2965.0,2.0,0.0,254.0,0.0,115.0,
2016-12-30 04:00:00+00:00,4.0,2988.0,2.0,0.0,277.0,0.0,116.0,
2016-12-30 05:00:00+00:00,4.0,2978.0,2.0,0.0,316.0,63.0,115.0,
2016-12-30 06:00:00+00:00,4.0,2929.0,2.0,0.0,524.0,203.0,114.0,
2016-12-30 07:00:00+00:00,4.0,3004.0,2.0,0.0,744.0,219.0,113.0,
2016-12-30 08:00:00+00:00,4.0,3093.0,2.0,0.0,725.0,219.0,112.0,
2016-12-30 09:00:00+00:00,4.0,3130.0,2.0,0.0,656.0,220.0,116.0,
2016-12-30 10:00:00+00:00,4.0,3024.0,2.0,0.0,668.0,220.0,111.0,
2016-12-30 11:00:00+00:00,4.0,2968.0,2.0,0.0,611.0,220.0,114.0,
2016-12-30 12:00:00+00:00,4.0,2993.0,2.0,0.0,512.0,220.0,111.0,
2016-12-30 13:00:00+00:00,4.0,3052.0,2.0,0.0,419.0,220.0,111.0,
2016-12-30 14:00:00+00:00,4.0,3250.0,2.0,0.0,504.0,220.0,103.0,
2016-12-30 15:00:00+00:00,4.0,3280.0,2.0,0.0,860.0,219.0,102.0,
2016-12-30 16:00:00+00:00,4.0,3287.0,2.0,0.0,1096.0,219.0,102.0,
2016-12-30 17:00:00+00:00,4.0,3312.0,2.0,0.0,1092.0,225.0,102.0,
2016-12-30 18:00:00+00:00,4.0,3282.0,2.0,0.0,1019.0,220.0,99.0,
2016-12-30 19:00:00+00:00,4.0,3283.0,2.0,0.0,609.0,205.0,80.0,
2016-12-30 20:00:00+00:00,4.0,3239.0,2.0,0.0,450.0,143.0,83.0,
2016-12-30 21:00:00+00:00,4.0,3225.0,2.0,0.0,565.0,118.0,82.0,
2016-12-30 22:00:00+00:00,4.0,3277.0,2.0,0.0,372.0,98.0,79.0,
2016-12-30 23:00:00+00:00,4.0,3286.0,2.0,0.0,648.0,116.0,79.0,
2016-12-31 00:00:00+00:00,4.0,3277.0,2.0,0.0,423.0,110.0,77.0,
2016-12-31 01:00:00+00:00,4.0,3266.0,2.0,0.0,350.0,0.0,77.0,
2016-12-31 02:00:00+00:00,4.0,3250.0,2.0,0.0,344.0,0.0,77.0,
2016-12-31 03:00:00+00:00,4.0,3220.0,2.0,0.0,292.0,0.0,88.0,
2016-12-31 04:00:00+00:00,4.0,3228.0,2.0,0.0,256.0,0.0,117.0,
2016-12-31 05:00:00+00:00,4.0,3300.0,2.0,0.0,333.0,0.0,117.0,
2016-12-31 06:00:00+00:00,4.0,3272.0,2.0,0.0,442.0,0.0,115.0,
2016-12-31 07:00:00+00:00,4.0,3304.0,2.0,0.0,406.0,151.0,115.0,
2016-12-31 08:00:00+00:00,4.0,3197.0,2.0,0.0,562.0,249.0,114.0,
2016-12-31 09:00:00+00:00,4.0,3306.0,2.0,0.0,686.0,246.0,115.0,
2016-12-31 10:00:00+00:00,4.0,3292.0,2.0,0.0,722.0,246.0,114.0,
2016-12-31 11:00:00+00:00,4.0,3224.0,2.0,0.0,776.0,251.0,111.0,
2016-12-31 12:00:00+00:00,4.0,3146.0,2.0,0.0,869.0,245.0,111.0,
2016-12-31 13:00:00+00:00,4.0,3153.0,2.0,0.0,811.0,248.0,113.0,
2016-12-31 14:00:00+00:00,4.0,3152.0,2.0,108.0,759.0,247.0,101.0,
2016-12-31 15:00:00+00:00,4.0,3185.0,2.0,253.0,928.0,325.0,103.0,
2016-12-31 16:00:00+00:00,4.0,3235.0,2.0,291.0,1072.0,323.0,99.0,
2016-12-31 17:00:00+00:00,4.0,3260.0,2.0,400.0,881.0,324.0,101.0,
2016-12-31 18:00:00+00:00,4.0,3247.0,2.0,393.0,729.0,326.0,102.0,
2016-12-31 19:00:00+00:00,4.0,3272.0,2.0,198.0,622.0,322.0,81.0,
2016-12-31 20:00:00+00:00,4.0,3335.0,2.0,0.0,465.0,302.0,77.0,
2016-12-31 21:00:00+00:00,4.0,3341.0,2.0,0.0,391.0,157.0,77.0,
2016-12-31 22:00:00+00:00,4.0,3333.0,2.0,0.0,431.0,110.0,83.0,
2016-12-31 23:00:00+00:00,3.0,3267.0,2.0,0.0,394.0,0.0,77.0,
2017-01-01 00:00:00+00:00,,,,,,,,
2017-01-01 01:00:00+00:00,3.0,3088.0,2.0,0.0,316.0,0.0,78.0,
2017-01-01 02:00:00+00:00,3.0,3055.0,2.0,0.0,344.0,0.0,78.0,
2017-01-01 03:00:00+00:00,3.0,3075.0,2.0,0.0,331.0,0.0,90.0,
2017-01-01 04:00:00+00:00,3.0,3008.0,2.0,0.0,335.0,0.0,115.0,
2017-01-01 05:00:00+00:00,3.0,2968.0,2.0,0.0,336.0,0.0,117.0,
2017-01-01 06:00:00+00:00,3.0,2950.0,2.0,0.0,322.0,0.0,114.0,
2017-01-01 07:00:00+00:00,3.0,2969.0,2.0,0.0,389.0,0.0,114.0,
2017-01-01 08:00:00+00:00,3.0,3025.0,2.0,0.0,480.0,0.0,115.0,
2017-01-01 09:00:00+00:00,3.0,2979.0,2.0,0.0,662.0,0.0,107.0,
2017-01-01 10:00:00+00:00,3.0,2948.0,2.0,0.0,580.0,0.0,93.0,
2017-01-01 11:00:00+00:00,3.0,3011.0,2.0,0.0,458.0,0.0,87.0,
2017-01-01 12:00:00+00:00,3.0,3083.0,2.0,0.0,359.0,0.0,78.0,
2017-01-01 13:00:00+00:00,3.0,3132.0,2.0,0.0,454.0,0.0,81.0,
2017-01-01 14:00:00+00:00,3.0,3094.0,2.0,0.0,452.0,0.0,95.0,
2017-01-01 15:00:00+00:00,3.0,3081.0,2.0,0.0,549.0,0.0,101.0,
2017-01-01 16:00:00+00:00,3.0,2926.0,2.0,0.0,900.0,0.0,99.0,
2017-01-01 17:00:00+00:00,3.0,2948.0,2.0,0.0,915.0,0.0,102.0,
2017-01-01 18:00:00+00:00,3.0,3004.0,2.0,0.0,909.0,6.0,98.0,
2017-01-01 19:00:00+00:00,3.0,2982.0,2.0,0.0,845.0,26.0,99.0,
2017-01-01 20:00:00+00:00,3.0,2970.0,2.0,0.0,817.0,15.0,79.0,
2017-01-01 21:00:00+00:00,3.0,2985.0,2.0,0.0,848.0,0.0,76.0,
2017-01-01 22:00:00+00:00,3.0,3028.0,2.0,0.0,774.0,0.0,83.0,
2017-01-01 23:00:00+00:00,3.0,2993.0,2.0,0.0,872.0,0.0,82.0,
2017-01-02 00:00:00+00:00,3.0,2948.0,2.0,0.0,676.0,0.0,80.0,
2017-01-02 01:00:00+00:00,3.0,2968.0,2.0,0.0,513.0,0.0,78.0,
2017-01-02 02:00:00+00:00,3.0,2929.0,2.0,0.0,540.0,0.0,77.0,
2017-01-02 03:00:00+00:00,3.0,2904.0,2.0,0.0,308.0,0.0,92.0,
2017-01-02 04:00:00+00:00,3.0,2917.0,2.0,0.0,175.0,0.0,116.0,
2017-01-02 05:00:00+00:00,3.0,2823.0,2.0,0.0,282.0,0.0,113.0,
2017-01-02 06:00:00+00:00,3.0,2873.0,2.0,0.0,375.0,0.0,114.0,
2017-01-02 07:00:00+00:00,3.0,2958.0,2.0,0.0,444.0,52.0,113.0,
2017-01-02 08:00:00+00:00,3.0,3003.0,2.0,0.0,463.0,198.0,113.0,
2017-01-02 09:00:00+00:00,3.0,3018.0,2.0,0.0,490.0,244.0,83.0,
2017-01-02 10:00:00+00:00,3.0,3008.0,2.0,0.0,524.0,248.0,73.0,
2017-01-02 11:00:00+00:00,3.0,2976.0,2.0,0.0,474.0,245.0,75.0,
2017-01-02 12:00:00+00:00,3.0,2962.0,2.0,0.0,400.0,251.0,76.0,
2017-01-02 13:00:00+00:00,3.0,2920.0,2.0,0.0,358.0,245.0,77.0,
2017-01-02 14:00:00+00:00,3.0,2916.0,2.0,0.0,403.0,220.0,77.0,
2017-01-02 15:00:00+00:00,3.0,2974.0,2.0,0.0,698.0,219.0,79.0,
2017-01-02 16:00:00+00:00,3.0,3037.0,2.0,0.0,792.0,248.0,105.0,
2017-01-02 17:00:00+00:00,3.0,3054.0,2.0,0.0,763.0,252.0,105.0,
2017-01-02 18:00:00+00:00,3.0,3027.0,2.0,0.0,784.0,243.0,95.0,
2017-01-02 19:00:00+00:00,3.0,3049.0,2.0,0.0,742.0,222.0,78.0,
2017-01-02 20:00:00+00:00,3.0,3110.0,2.0,0.0,606.0,220.0,82.0,
2017-01-02 21:00:00+00:00,3.0,3181.0,2.0,0.0,560.0,162.0,81.0,
2017-01-02 22:00:00+00:00,3.0,3230.0,2.0,0.0,492.0,154.0,80.0,
2017-01-02 23:00:00+00:00,3.0,3266.0,2.0,0.0,452.0,107.0,79.0,
2017-01-03 00:00:00+00:00,3.0,3216.0,2.0,0.0,439.0,0.0,78.0,
2017-01-03 01:00:00+00:00,3.0,3078.0,2.0,0.0,381.0,0.0,77.0,
2017-01-03 02:00:00+00:00,3.0,3071.0,2.0,0.0,341.0,0.0,77.0,
2017-01-03 03:00:00+00:00,3.0,3095.0,2.0,0.0,318.0,0.0,86.0,
2017-01-03 04:00:00+00:00,3.0,3239.0,2.0,0.0,368.0,0.0,114.0,
2017-01-03 05:00:00+00:00,3.0,3271.0,2.0,0.0,420.0,0.0,115.0,
2017-01-03 06:00:00+00:00,3.0,3288.0,2.0,0.0,353.0,0.0,115.0,
2017-01-03 07:00:00+00:00,3.0,3265.0,2.0,0.0,443.0,0.0,114.0,
2017-01-03 08:00:00+00:00,3.0,3193.0,2.0,0.0,495.0,48.0,113.0,
2017-01-03 09:00:00+00:00,3.0,3190.0,2.0,0.0,520.0,206.0,113.0,
2017-01-03 10:00:00+00:00,3.0,3184.0,2.0,0.0,551.0,219.0,111.0,
2017-01-03 11:00:00+00:00,3.0,3194.0,2.0,0.0,547.0,221.0,112.0,
2017-01-03 12:00:00+00:00,3.0,3196.0,2.0,0.0,564.0,219.0,112.0,
2017-01-03 13:00:00+00:00,3.0,3225.0,2.0,0.0,475.0,216.0,108.0,
2017-01-03 14:00:00+00:00,3.0,3241.0,2.0,0.0,437.0,216.0,100.0,
2017-01-03 15:00:00+00:00,3.0,3228.0,2.0,0.0,705.0,227.0,103.0,
2017-01-03 16:00:00+00:00,3.0,3231.0,2.0,0.0,860.0,242.0,106.0,
2017-01-03 17:00:00+00:00,3.0,3302.0,2.0,0.0,771.0,242.0,107.0,
2017-01-03 18:00:00+00:00,3.0,3362.0,2.0,0.0,695.0,245.0,100.0,
2017-01-03 19:00:00+00:00,3.0,3358.0,2.0,0.0,645.0,244.0,78.0,
2017-01-03 20:00:00+00:00,3.0,3346.0,2.0,0.0,537.0,250.0,81.0,
2017-01-03 21:00:00+00:00,3.0,3306.0,2.0,0.0,591.0,237.0,81.0,
2017-01-03 22:00:00+00:00,3.0,3277.0,2.0,0.0,675.0,120.0,80.0,
2017-01-03 23:00:00+00:00,3.0,3221.0,2.0,0.0,688.0,48.0,78.0,
2017-01-04 00:00:00+00:00,3.0,3226.0,2.0,0.0,518.0,0.0,76.0,
2017-01-04 01:00:00+00:00,3.0,3127.0,2.0,0.0,293.0,0.0,76.0,
2017-01-04 02:00:00+00:00,3.0,3142.0,2.0,0.0,303.0,0.0,83.0,
2017-01-04 03:00:00+00:00,3.0,3161.0,2.0,0.0,264.0,0.0,111.0,
2017-01-04 04:00:00+00:00,3.0,3159.0,2.0,0.0,307.0,0.0,116.0,
2017-01-04 05:00:00+00:00,3.0,3139.0,2.0,0.0,333.0,48.0,113.0,
2017-01-04 06:00:00+00:00,3.0,3167.0,2.0,0.0,385.0,191.0,113.0,
2017-01-04 07:00:00+00:00,3.0,3213.0,2.0,0.0,536.0,218.0,113.0,
