,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Wind Onshore
2018-04-14 00:00:00+00:00,10.0,2469.0,2.0,0.0,1785.0,76.0,19.0,
2018-04-14 01:00:00+00:00,10.0,2468.0,2.0,0.0,1672.0,101.0,19.0,
2018-04-14 02:00:00+00:00,10.0,2468.0,2.0,0.0,1615.0,93.0,19.0,
2018-04-14 03:00:00+00:00,10.0,2482.0,2.0,0.0,1647.0,81.0,19.0,
2018-04-14 04:00:00+00:00,10.0,2491.0,2.0,0.0,1775.0,98.0,19.0,
2018-04-14 05:00:00+00:00,10.0,2495.0,2.0,0.0,1776.0,192.0,19.0,
2018-04-14 06:00:00+00:00,10.0,2476.0,2.0,0.0,1773.0,267.0,19.0,
2018-04-14 07:00:00+00:00,10.0,2506.0,2.0,0.0,1774.0,223.0,19.0,
2018-04-14 08:00:00+00:00,10.0,2485.0,2.0,0.0,1772.0,239.0,19.0,
2018-04-14 09:00:00+00:00,10.0,2470.0,2.0,0.0,1771.0,264.0,19.0,
2018-04-14 10:00:00+00:00,10.0,2558.0,2.0,0.0,1771.0,258.0,17.0,
2018-04-14 11:00:00+00:00,10.0,2549.0,2.0,0.0,1771.0,249.0,17.0,
2018-04-14 12:00:00+00:00,11.0,2562.0,2.0,0.0,1773.0,240.0,17.0,
2018-04-14 13:00:00+00:00,10.0,2565.0,2.0,0.0,1769.0,266.0,17.0,
2018-04-14 14:00:00+00:00,10.0,2575.0,2.0,0.0,1772.0,247.0,17.0,
2018-04-14 15:00:00+00:00,11.0,2554.0,2.0,0.0,1773.0,198.0,17.0,
2018-04-14 16:00:00+00:00,10.0,2583.0,2.0,0.0,1771.0,174.0,17.0,
2018-04-14 17:00:00+00:00,11.0,2562.0,2.0,0.0,1776.0,230.0,17.0,
2018-04-14 18:00:00+00:00,11.0,2560.0,2.0,0.0,1774.0,174.0,17.0,
2018-04-14 19:00:00+00:00,11.0,2468.0,2.0,0.0,1776.0,150.0,18.0,
2018-04-14 20:00:00+00:00,10.0,2464.0,2.0,0.0,1729.0,105.0,19.0,
2018-04-14 21:00:00+00:00,10.0,2404.0,2.0,0.0,1741.0,87.0,19.0,
2018-04-14 22:00:00+00:00,10.0,2428.0,2.0,0.0,1758.0,184.0,19.0,
2018-04-14 23:00:00+00:00,10.0,2423.0,2.0,0.0,1780.0,154.0,19.0,
2018-04-15 00:00:00+00:00,10.0,2408.0,2.0,0.0,1780.0,115.0,19.0,
2018-04-15 01:00:00+00:00,10.0,2427.0,2.0,0.0,1652.0,79.0,19.0,
2018-04-15 02:00:00+00:00,10.0,2449.0,2.0,0.0,1629.0,52.0,19.0,
2018-04-15 03:00:00+00:00,10.0,2436.0,2.0,0.0,1634.0,82.0,19.0,
2018-04-15 04:00:00+00:00,10.0,2435.0,2.0,0.0,1788.0,117.0,19.0,
2018-04-15 05:00:00+00:00,10.0,2402.0,2.0,0.0,1790.0,183.0,19.0,
2018-04-15 06:00:00+00:00,10.0,2414.0,2.0,0.0,1790.0,120.0,19.0,
2018-04-15 07:00:00+00:00,10.0,2430.0,2.0,0.0,1790.0,151.0,19.0,
2018-04-15 08:00:00+00:00,10.0,2458.0,2.0,0.0,1787.0,208.0,19.0,
2018-04-15 09:00:00+00:00,10.0,2478.0,2.0,0.0,1786.0,208.0,19.0,
2018-04-15 10:00:00+00:00,10.0,2474.0,2.0,0.0,1785.0,209.0,19.0,
2018-04-15 11:00:00+00:00,10.0,2497.0,2.0,0.0,1784.0,207.0,19.0,
2018-04-15 12:00:00+00:00,10.0,2484.0,2.0,0.0,1739.0,162.0,19.0,
2018-04-15 13:00:00+00:00,10.0,2484.0,2.0,0.0,1780.0,195.0,19.0,
2018-04-15 14:00:00+00:00,10.0,2507.0,2.0,0.0,1781.0,246.0,19.0,
2018-04-15 15:00:00+00:00,10.0,2517.0,2.0,0.0,1780.0,261.0,19.0,
2018-04-15 16:00:00+00:00,10.0,2507.0,2.0,0.0,1778.0,258.0,19.0,
2018-04-15 17:00:00+00:00,10.0,2502.0,2.0,93.0,1778.0,264.0,19.0,
2018-04-15 18:00:00+00:00,10.0,2477.0,2.0,150.0,1775.0,203.0,19.0,
2018-04-15 19:00:00+00:00,10.0,2487.0,2.0,0.0,1776.0,253.0,19.0,
2018-04-15 20:00:00+00:00,10.0,2530.0,2.0,0.0,1774.0,250.0,19.0,
2018-04-15 21:00:00+00:00,10.0,2492.0,2.0,0.0,1728.0,123.0,19.0,
2018-04-15 22:00:00+00:00,10.0,2479.0,2.0,0.0,1734.0,108.0,19.0,
2018-04-15 23:00:00+00:00,10.0,2383.0,2.0,0.0,1789.0,61.0,19.0,
2018-04-16 00:00:00+00:00,10.0,2329.0,2.0,0.0,1763.0,48.0,19.0,
2018-04-16 01:00:00+00:00,10.0,2232.0,2.0,0.0,1674.0,24.0,19.0,
2018-04-16 02:00:00+00:00,10.0,2221.0,2.0,0.0,1721.0,0.0,19.0,
2018-04-16 03:00:00+00:00,10.0,2244.0,2.0,0.0,1752.0,78.0,19.0,
2018-04-16 04:00:00+00:00,11.0,2429.0,2.0,0.0,1783.0,74.0,19.0,
2018-04-16 05:00:00+00:00,11.0,2491.0,2.0,36.0,1784.0,208.0,19.0,
2018-04-16 06:00:00+00:00,10.0,2464.0,2.0,382.0,1784.0,252.0,18.0,
2018-04-16 07:00:00+00:00,10.0,2449.0,2.0,419.0,1787.0,257.0,18.0,
2018-04-16 08:00:00+00:00,10.0,2464.0,2.0,425.0,1783.0,292.0,17.0,
2018-04-16 09:00:00+00:00,10.0,2459.0,2.0,419.0,1781.0,292.0,18.0,
2018-04-16 10:00:00+00:00,10.0,2503.0,2.0,438.0,1780.0,292.0,18.0,
2018-04-16 11:00:00+00:00,10.0,2466.0,2.0,446.0,1780.0,291.0,19.0,
2018-04-16 12:00:00+00:00,10.0,2486.0,2.0,419.0,1779.0,283.0,19.0,
2018-04-16 13:00:00+00:00,10.0,2466.0,2.0,420.0,1780.0,242.0,19.0,
2018-04-16 14:00:00+00:00,10.0,2462.0,2.0,444.0,1780.0,191.0,19.0,
2018-04-16 15:00:00+00:00,10.0,2457.0,2.0,463.0,1781.0,170.0,19.0,
2018-04-16 16:00:00+00:00,10.0,2467.0,2.0,461.0,1784.0,258.0,19.0,
2018-04-16 17:00:00+00:00,10.0,2441.0,2.0,428.0,1784.0,290.0,19.0,
2018-04-16 18:00:00+00:00,10.0,2423.0,2.0,368.0,1786.0,253.0,19.0,
2018-04-16 19:00:00+00:00,10.0,2425.0,2.0,216.0,1786.0,214.0,19.0,
2018-04-16 20:00:00+00:00,10.0,2421.0,2.0,0.0,1786.0,186.0,19.0,
2018-04-16 21:00:00+00:00,10.0,2442.0,2.0,0.0,1751.0,113.0,19.0,
2018-04-16 22:00:00+00:00,10.0,2451.0,2.0,0.0,1720.0,117.0,19.0,
2018-04-16 23:00:00+00:00,10.0,2440.0,2.0,0.0,1781.0,131.0,18.0,
2018-04-17 00:00:00+00:00,10.0,2407.0,2.0,0.0,1646.0,70.0,18.0,
2018-04-17 01:00:00+00:00,10.0,2425.0,2.0,0.0,1677.0,103.0,15.0,
2018-04-17 02:00:00+00:00,10.0,2440.0,2.0,0.0,1616.0,91.0,16.0,
2018-04-17 03:00:00+00:00,10.0,2433.0,2.0,0.0,1719.0,64.0,16.0,
2018-04-17 04:00:00+00:00,10.0,2427.0,2.0,28.0,1775.0,94.0,16.0,
2018-04-17 05:00:00+00:00,11.0,2458.0,2.0,251.0,1779.0,161.0,16.0,
2018-04-17 06:00:00+00:00,11.0,2407.0,2.0,429.0,1781.0,291.0,15.0,
2018-04-17 07:00:00+00:00,9.0,2421.0,2.0,561.0,1787.0,290.0,13.0,
2018-04-17 08:00:00+00:00,9.0,2450.0,2.0,479.0,1777.0,290.0,14.0,
2018-04-17 09:00:00+00:00,9.0,2387.0,2.0,515.0,1787.0,293.0,15.0,
2018-04-17 10:00:00+00:00,10.0,2456.0,2.0,310.0,1754.0,290.0,15.0,
2018-04-17 11:00:00+00:00,11.0,2492.0,2.0,239.0,1764.0,240.0,15.0,
2018-04-17 12:00:00+00:00,10.0,2514.0,2.0,240.0,1768.0,195.0,16.0,
2018-04-17 13:00:00+00:00,10.0,2468.0,1.0,251.0,1763.0,211.0,15.0,
2018-04-17 14:00:00+00:00,10.0,2490.0,2.0,269.0,1760.0,246.0,15.0,
2018-04-17 15:00:00+00:00,11.0,2459.0,2.0,280.0,1771.0,257.0,16.0,
2018-04-17 16:00:00+00:00,11.0,2558.0,2.0,398.0,1769.0,292.0,19.0,
2018-04-17 17:00:00+00:00,11.0,2540.0,2.0,403.0,1772.0,209.0,19.0,
2018-04-17 18:00:00+00:00,11.0,2549.0,2.0,349.0,1775.0,293.0,19.0,
2018-04-17 19:00:00+00:00,11.0,2519.0,2.0,294.0,1775.0,292.0,19.0,
2018-04-17 20:00:00+00:00,11.0,2438.0,2.0,232.0,1778.0,243.0,19.0,
2018-04-17 21:00:00+00:00,11.0,2425.0,2.0,0.0,1781.0,213.0,19.0,
2018-04-17 22:00:00+00:00,11.0,2274.0,2.0,0.0,1703.0,112.0,19.0,
2018-04-17 23:00:00+00:00,11.0,2208.0,2.0,0.0,1783.0,87.0,19.0,
2018-04-18 00:00:00+00:00,11.0,2218.0,2.0,0.0,1661.0,87.0,18.0,
2018-04-18 01:00:00+00:00,11.0,2193.0,2.0,0.0,1620.0,84.0,15.0,
2018-04-18 02:00:00+00:00,10.0,2184.0,2.0,0.0,1629.0,78.0,15.0,
2018-04-18 03:00:00+00:00,10.0,2297.0,2.0,0.0,1667.0,183.0,15.0,
2018-04-18 04:00:00+00:00,10.0,2329.0,2.0,28.0,1818.0,202.0,15.0,
2018-04-18 05:00:00+00:00,10.0,2321.0,2.0,354.0,1821.0,280.0,15.0,
2018-04-18 06:00:00+00:00,11.0,2291.0,2.0,437.0,1822.0,277.0,15.0,
2018-04-18 07:00:00+00:00,10.0,2308.0,2.0,428.0,1827.0,268.0,16.0,
2018-04-18 08:00:00+00:00,10.0,2355.0,2.0,225.0,1823.0,273.0,16.0,
2018-04-18 09:00:00+00:00,10.0,2401.0,2.0,35.0,1827.0,269.0,15.0,
2018-04-18 10:00:00+00:00,10.0,2410.0,2.0,0.0,1826.0,263.0,16.0,
2018-04-18 11:00:00+00:00,11.0,2427.0,2.0,0.0,1826.0,245.0,16.0,
2018-04-18 12:00:00+00:00,11.0,2480.0,2.0,0.0,1822.0,186.0,16.0,
2018-04-18 13:00:00+00:00,11.0,2553.0,2.0,0.0,1820.0,128.0,16.0,
2018-04-18 14:00:00+00:00,11.0,2555.0,2.0,0.0,1819.0,126.0,17.0,
2018-04-18 15:00:00+00:00,11.0,2537.0,2.0,0.0,1814.0,119.0,18.0,
2018-04-18 16:00:00+00:00,11.0,2577.0,2.0,0.0,1814.0,208.0,19.0,
2018-04-18 17:00:00+00:00,10.0,2574.0,2.0,83.0,1814.0,267.0,19.0,
2018-04-18 18:00:00+00:00,10.0,2558.0,2.0,249.0,1812.0,250.0,19.0,
2018-04-18 19:00:00+00:00,10.0,2562.0,2.0,245.0,1807.0,256.0,19.0,
2018-04-18 20:00:00+00:00,10.0,2537.0,2.0,8.0,1810.0,232.0,19.0,
2018-04-18 21:00:00+00:00,10.0,2450.0,2.0,0.0,1815.0,108.0,19.0,
2018-04-18 22:00:00+00:00,11.0,2212.0,2.0,0.0,1808.0,73.0,19.0,
2018-04-18 23:00:00+00:00,11.0,2190.0,2.0,0.0,1748.0,76.0,18.0,
2018-04-19 00:00:00+00:00,11.0,2173.0,2.0,0.0,1687.0,73.0,17.0,
2018-04-19 01:00:00+00:00,10.0,2047.0,2.0,0.0,1685.0,52.0,17.0,
2018-04-19 02:00:00+00:00,10.0,2044.0,2.0,0.0,1653.0,67.0,17.0,
2018-04-19 03:00:00+00:00,11.0,2134.0,2.0,0.0,1775.0,100.0,18.0,
2018-04-19 04:00:00+00:00,10.0,2277.0,2.0,0.0,1832.0,166.0,18.0,
2018-04-19 05:00:00+00:00,11.0,2304.0,2.0,316.0,1848.0,259.0,19.0,
2018-04-19 06:00:00+00:00,10.0,2317.0,0.0,408.0,1856.0,267.0,19.0,
2018-04-19 07:00:00+00:00,10.0,2293.0,0.0,482.0,1853.0,243.0,19.0,
2018-04-19 08:00:00+00:00,10.0,2287.0,0.0,310.0,1852.0,261.0,19.0,
2018-04-19 09:00:00+00:00,10.0,2319.0,0.0,171.0,1859.0,244.0,19.0,
2018-04-19 10:00:00+00:00,10.0,2385.0,0.0,0.0,1859.0,292.0,19.0,
2018-04-19 11:00:00+00:00,10.0,2384.0,0.0,0.0,1852.0,289.0,18.0,
2018-04-19 12:00:00+00:00,10.0,2382.0,1.0,0.0,1851.0,277.0,17.0,
2018-04-19 13:00:00+00:00,10.0,2422.0,2.0,0.0,1849.0,258.0,17.0,
2018-04-19 14:00:00+00:00,10.0,2412.0,2.0,0.0,1852.0,235.0,16.0,
2018-04-19 15:00:00+00:00,10.0,2404.0,2.0,0.0,1847.0,277.0,15.0,
2018-04-19 16:00:00+00:00,10.0,2385.0,2.0,219.0,1845.0,280.0,15.0,
2018-04-19 17:00:00+00:00,10.0,2353.0,2.0,263.0,1843.0,195.0,16.0,
2018-04-19 18:00:00+00:00,10.0,2322.0,2.0,402.0,1839.0,276.0,16.0,
2018-04-19 19:00:00+00:00,10.0,2243.0,2.0,548.0,1839.0,287.0,16.0,
2018-04-19 20:00:00+00:00,10.0,2155.0,2.0,355.0,1833.0,248.0,16.0,
2018-04-19 21:00:00+00:00,10.0,2181.0,2.0,133.0,1835.0,226.0,16.0,
2018-04-19 22:00:00+00:00,10.0,2179.0,2.0,0.0,1753.0,91.0,16.0,
2018-04-19 23:00:00+00:00,10.0,2194.0,2.0,0.0,1801.0,104.0,16.0,
2018-04-20 00:00:00+00:00,10.0,2167.0,2.0,0.0,1669.0,116.0,15.0,
2018-04-20 01:00:00+00:00,10.0,2169.0,2.0,0.0,1668.0,141.0,15.0,
2018-04-20 02:00:00+00:00,10.0,2179.0,2.0,0.0,1670.0,123.0,15.0,
2018-04-20 03:00:00+00:00,10.0,2155.0,2.0,0.0,1697.0,105.0,15.0,
2018-04-20 04:00:00+00:00,10.0,2161.0,2.0,38.0,1840.0,164.0,16.0,
2018-04-20 05:00:00+00:00,10.0,2142.0,2.0,405.0,1844.0,257.0,16.0,
2018-04-20 06:00:00+00:00,10.0,2115.0,2.0,499.0,1852.0,279.0,16.0,
2018-04-20 07:00:00+00:00,10.0,2070.0,2.0,526.0,1784.0,285.0,15.0,
2018-04-20 08:00:00+00:00,10.0,2043.0,2.0,557.0,1679.0,295.0,15.0,
2018-04-20 09:00:00+00:00,10.0,2032.0,2.0,498.0,1750.0,259.0,15.0,
2018-04-20 10:00:00+00:00,10.0,2088.0,2.0,342.0,1853.0,230.0,15.0,
2018-04-20 11:00:00+00:00,10.0,2133.0,2.0,265.0,1858.0,267.0,15.0,
2018-04-20 12:00:00+00:00,10.0,2105.0,2.0,243.0,1868.0,273.0,15.0,
2018-04-20 13:00:00+00:00,10.0,2145.0,2.0,273.0,1865.0,270.0,15.0,
2018-04-20 14:00:00+00:00,10.0,2154.0,2.0,273.0,1862.0,278.0,15.0,
2018-04-20 15:00:00+00:00,10.0,2142.0,2.0,274.0,1863.0,229.0,15.0,
2018-04-20 16:00:00+00:00,10.0,2301.0,2.0,282.0,1749.0,286.0,15.0,
2018-04-20 17:00:00+00:00,10.0,2427.0,2.0,234.0,1685.0,217.0,15.0,
2018-04-20 18:00:00+00:00,10.0,2470.0,2.0,406.0,1685.0,240.0,15.0,
2018-04-20 19:00:00+00:00,10.0,2403.0,2.0,377.0,1677.0,257.0,15.0,
2018-04-20 20:00:00+00:00,10.0,2391.0,2.0,56.0,1798.0,207.0,15.0,
2018-04-20 21:00:00+00:00,10.0,2379.0,2.0,0.0,1788.0,102.0,15.0,
2018-04-20 22:00:00+00:00,10.0,2313.0,2.0,0.0,1783.0,49.0,15.0,
2018-04-20 23:00:00+00:00,10.0,2224.0,2.0,0.0,1820.0,93.0,15.0,
2018-04-21 00:00:00+00:00,10.0,2207.0,2.0,0.0,1650.0,93.0,15.0,
2018-04-21 01:00:00+00:00,10.0,2207.0,2.0,0.0,1656.0,103.0,15.0,
2018-04-21 02:00:00+00:00,10.0,2195.0,2.0,0.0,1739.0,58.0,15.0,
2018-04-21 03:00:00+00:00,10.0,2177.0,2.0,0.0,1838.0,106.0,15.0,
2018-04-21 04:00:00+00:00,10.0,2176.0,2.0,0.0,1843.0,199.0,15.0,
2018-04-21 05:00:00+00:00,10.0,2180.0,2.0,128.0,1848.0,193.0,15.0,
2018-04-21 06:00:00+00:00,10.0,2220.0,2.0,212.0,1846.0,155.0,15.0,
2018-04-21 07:00:00+00:00,10.0,2262.0,2.0,197.0,1868.0,106.0,15.0,
2018-04-21 08:00:00+00:00,10.0,2297.0,2.0,167.0,1873.0,105.0,16.0,
2018-04-21 09:00:00+00:00,10.0,2325.0,2.0,0.0,1869.0,171.0,16.0,
2018-04-21 10:00:00+00:00,9.0,2345.0,2.0,0.0,1867.0,220.0,16.0,
2018-04-21 11:00:00+00:00,10.0,2218.0,2.0,0.0,1864.0,125.0,16.0,
2018-04-21 12:00:00+00:00,9.0,2211.0,2.0,0.0,1871.0,88.0,16.0,
2018-04-21 13:00:00+00:00,10.0,2230.0,2.0,0.0,1878.0,88.0,16.0,
2018-04-21 14:00:00+00:00,10.0,2209.0,2.0,0.0,1875.0,103.0,16.0,
2018-04-21 15:00:00+00:00,10.0,2212.0,2.0,0.0,1878.0,231.0,16.0,
2018-04-21 16:00:00+00:00,10.0,2194.0,2.0,0.0,1880.0,273.0,15.0,
2018-04-21 17:00:00+00:00,10.0,2230.0,2.0,0.0,1857.0,214.0,16.0,
2018-04-21 18:00:00+00:00,10.0,2290.0,2.0,0.0,1872.0,286.0,16.0,
2018-04-21 19:00:00+00:00,9.0,2287.0,2.0,0.0,1873.0,294.0,16.0,
2018-04-21 20:00:00+00:00,10.0,2242.0,2.0,0.0,1870.0,284.0,16.0,
2018-04-21 21:00:00+00:00,10.0,2178.0,2.0,0.0,1824.0,143.0,15.0,
2018-04-21 22:00:00+00:00,10.0,2147.0,2.0,0.0,1710.0,34.0,16.0,
2018-04-21 23:00:00+00:00,10.0,2102.0,2.0,0.0,1703.0,0.0,15.0,
2018-04-22 00:00:00+00:00,10.0,2114.0,2.0,0.0,1849.0,22.0,15.0,
2018-04-22 01:00:00+00:00,10.0,2124.0,2.0,0.0,1712.0,55.0,15.0,
2018-04-22 02:00:00+00:00,10.0,2102.0,2.0,0.0,1661.0,58.0,15.0,
2018-04-22 03:00:00+00:00,10.0,2088.0,2.0,0.0,1695.0,113.0,16.0,
2018-04-22 04:00:00+00:00,10.0,2101.0,2.0,0.0,1832.0,31.0,16.0,
2018-04-22 05:00:00+00:00,10.0,2154.0,2.0,0.0,1854.0,187.0,16.0,
2018-04-22 06:00:00+00:00,10.0,2276.0,2.0,0.0,1858.0,175.0,16.0,
2018-04-22 07:00:00+00:00,10.0,2263.0,2.0,0.0,1861.0,193.0,15.0,
2018-04-22 08:00:00+00:00,10.0,2270.0,2.0,0.0,1865.0,193.0,15.0,
2018-04-22 09:00:00+00:00,10.0,2277.0,2.0,0.0,1863.0,193.0,15.0,
2018-04-22 10:00:00+00:00,10.0,2308.0,2.0,0.0,1869.0,202.0,15.0,
2018-04-22 11:00:00+00:00,9.0,2368.0,2.0,0.0,1877.0,135.0,15.0,
2018-04-22 12:00:00+00:00,10.0,2348.0,2.0,0.0,1878.0,78.0,15.0,
2018-04-22 13:00:00+00:00,10.0,2335.0,2.0,0.0,1877.0,52.0,15.0,
2018-04-22 14:00:00+00:00,10.0,2334.0,2.0,0.0,1876.0,64.0,15.0,
2018-04-22 15:00:00+00:00,9.0,2336.0,2.0,0.0,1875.0,91.0,13.0,
2018-04-22 16:00:00+00:00,9.0,2337.0,2.0,0.0,1875.0,118.0,13.0,
2018-04-22 17:00:00+00:00,10.0,2339.0,2.0,0.0,1875.0,170.0,12.0,
2018-04-22 18:00:00+00:00,10.0,2346.0,2.0,0.0,1867.0,207.0,13.0,
2018-04-22 19:00:00+00:00,10.0,2353.0,2.0,0.0,1836.0,162.0,13.0,
2018-04-22 20:00:00+00:00,10.0,2295.0,2.0,0.0,1761.0,105.0,13.0,
2018-04-22 21:00:00+00:00,10.0,2212.0,2.0,0.0,1655.0,102.0,13.0,
2018-04-22 22:00:00+00:00,10.0,2172.0,2.0,0.0,1800.0,101.0,13.0,
2018-04-22 23:00:00+00:00,10.0,2151.0,2.0,0.0,1634.0,100.0,13.0,
2018-04-23 00:00:00+00:00,10.0,2137.0,2.0,0.0,1458.0,100.0,13.0,
2018-04-23 01:00:00+00:00,10.0,2154.0,2.0,0.0,1489.0,101.0,13.0,
2018-04-23 02:00:00+00:00,10.0,2123.0,2.0,0.0,1659.0,196.0,13.0,
2018-04-23 03:00:00+00:00,10.0,2128.0,2.0,0.0,1762.0,199.0,13.0,
2018-04-23 04:00:00+00:00,10.0,2212.0,2.0,0.0,1816.0,177.0,13.0,
2018-04-23 05:00:00+00:00,10.0,2191.0,2.0,171.0,1817.0,222.0,13.0,
2018-04-23 06:00:00+00:00,10.0,2290.0,2.0,49.0,1857.0,164.0,13.0,
2018-04-23 07:00:00+00:00,10.0,2312.0,2.0,0.0,1862.0,277.0,11.0,
2018-04-23 08:00:00+00:00,10.0,2319.0,2.0,0.0,1870.0,298.0,14.0,
2018-04-23 09:00:00+00:00,10.0,2241.0,2.0,0.0,1868.0,297.0,13.0,
2018-04-23 10:00:00+00:00,9.0,2304.0,2.0,0.0,1865.0,298.0,15.0,
2018-04-23 11:00:00+00:00,10.0,2244.0,2.0,0.0,1861.0,260.0,13.0,
2018-04-23 12:00:00+00:00,10.0,2187.0,2.0,0.0,1864.0,240.0,15.0,
2018-04-23 13:00:00+00:00,10.0,2286.0,2.0,0.0,1873.0,216.0,15.0,
2018-04-23 14:00:00+00:00,10.0,2294.0,2.0,0.0,1867.0,177.0,15.0,
2018-04-23 15:00:00+00:00,10.0,2342.0,2.0,0.0,1866.0,288.0,15.0,
2018-04-23 16:00:00+00:00,9.0,2349.0,2.0,166.0,1863.0,263.0,15.0,
2018-04-23 17:00:00+00:00,10.0,2154.0,2.0,497.0,1868.0,289.0,15.0,
2018-04-23 18:00:00+00:00,10.0,2177.0,2.0,559.0,1868.0,294.0,15.0,
2018-04-23 19:00:00+00:00,10.0,2168.0,2.0,478.0,1860.0,277.0,16.0,
2018-04-23 20:00:00+00:00,10.0,2183.0,2.0,168.0,1861.0,253.0,16.0,
2018-04-23 21:00:00+00:00,10.0,2250.0,2.0,0.0,1674.0,149.0,16.0,
2018-04-23 22:00:00+00:00,10.0,2264.0,2.0,0.0,1619.0,102.0,16.0,
2018-04-23 23:00:00+00:00,10.0,2237.0,2.0,0.0,1660.0,54.0,16.0,
2018-04-24 00:00:00+00:00,10.0,2271.0,2.0,0.0,1324.0,13.0,15.0,
2018-04-24 01:00:00+00:00,10.0,2253.0,2.0,0.0,1240.0,0.0,12.0,
2018-04-24 02:00:00+00:00,10.0,2213.0,2.0,0.0,1290.0,0.0,12.0,
2018-04-24 03:00:00+00:00,10.0,2171.0,2.0,0.0,1696.0,0.0,12.0,
2018-04-24 04:00:00+00:00,10.0,2187.0,2.0,0.0,1836.0,46.0,14.0,
2018-04-24 05:00:00+00:00,10.0,2172.0,2.0,232.0,1813.0,248.0,12.0,
2018-04-24 06:00:00+00:00,9.0,2185.0,2.0,206.0,1785.0,299.0,15.0,
2018-04-24 07:00:00+00:00,10.0,2215.0,2.0,200.0,1877.0,262.0,15.0,
2018-04-24 08:00:00+00:00,10.0,2199.0,2.0,242.0,1875.0,295.0,15.0,
2018-04-24 09:00:00+00:00,10.0,2211.0,2.0,269.0,1882.0,299.0,15.0,
2018-04-24 10:00:00+00:00,10.0,2169.0,2.0,263.0,1880.0,300.0,15.0,
2018-04-24 11:00:00+00:00,10.0,2172.0,2.0,271.0,1883.0,299.0,15.0,
2018-04-24 12:00:00+00:00,10.0,2145.0,2.0,265.0,1887.0,279.0,15.0,
2018-04-24 13:00:00+00:00,10.0,2185.0,2.0,267.0,1886.0,288.0,15.0,
2018-04-24 14:00:00+00:00,10.0,2221.0,2.0,255.0,1886.0,278.0,17.0,
2018-04-24 15:00:00+00:00,10.0,2222.0,2.0,246.0,1887.0,269.0,19.0,
2018-04-24 16:00:00+00:00,10.0,2243.0,2.0,243.0,1878.0,284.0,19.0,
2018-04-24 17:00:00+00:00,10.0,2078.0,2.0,449.0,1881.0,288.0,19.0,
2018-04-24 18:00:00+00:00,10.0,2060.0,2.0,559.0,1880.0,301.0,19.0,
2018-04-24 19:00:00+00:00,10.0,2251.0,2.0,417.0,1877.0,296.0,19.0,
2018-04-24 20:00:00+00:00,10.0,2405.0,2.0,130.0,1710.0,264.0,18.0,
2018-04-24 21:00:00+00:00,10.0,2423.0,2.0,0.0,1660.0,137.0,19.0,
2018-04-24 22:00:00+00:00,10.0,2273.0,2.0,0.0,1737.0,95.0,18.0,
2018-04-24 23:00:00+00:00,10.0,2281.0,2.0,0.0,1649.0,42.0,17.0,
2018-04-25 00:00:00+00:00,10.0,1970.0,2.0,0.0,1571.0,9.0,17.0,
2018-04-25 01:00:00+00:00,10.0,2049.0,2.0,0.0,1410.0,0.0,17.0,
2018-04-25 02:00:00+00:00,10.0,2144.0,2.0,0.0,1253.0,61.0,17.0,
2018-04-25 03:00:00+00:00,10.0,2159.0,2.0,0.0,1570.0,181.0,18.0,
2018-04-25 04:00:00+00:00,10.0,2219.0,2.0,50.0,1822.0,193.0,19.0,
2018-04-25 05:00:00+00:00,10.0,2239.0,2.0,204.0,1865.0,178.0,19.0,
2018-04-25 06:00:00+00:00,10.0,2229.0,2.0,208.0,1862.0,182.0,19.0,
2018-04-25 07:00:00+00:00,10.0,2166.0,2.0,237.0,1855.0,189.0,19.0,
2018-04-25 08:00:00+00:00,10.0,2147.0,2.0,256.0,1851.0,195.0,18.0,
2018-04-25 09:00:00+00:00,10.0,2202.0,2.0,291.0,1713.0,220.0,16.0,
2018-04-25 10:00:00+00:00,10.0,2191.0,2.0,215.0,1715.0,179.0,15.0,
2018-04-25 11:00:00+00:00,10.0,2219.0,2.0,201.0,1712.0,162.0,15.0,
2018-04-25 12:00:00+00:00,10.0,2246.0,2.0,201.0,1725.0,163.0,15.0,
2018-04-25 13:00:00+00:00,10.0,2224.0,2.0,208.0,1733.0,125.0,15.0,
2018-04-25 14:00:00+00:00,10.0,2202.0,2.0,265.0,1735.0,108.0,14.0,
2018-04-25 15:00:00+00:00,10.0,2279.0,2.0,237.0,1738.0,210.0,14.0,
2018-04-25 16:00:00+00:00,10.0,2334.0,2.0,221.0,1851.0,300.0,15.0,
2018-04-25 17:00:00+00:00,10.0,2332.0,2.0,344.0,1896.0,299.0,16.0,
2018-04-25 18:00:00+00:00,10.0,2300.0,2.0,519.0,1890.0,254.0,16.0,
2018-04-25 19:00:00+00:00,10.0,2258.0,2.0,505.0,1893.0,283.0,18.0,
2018-04-25 20:00:00+00:00,10.0,2160.0,2.0,423.0,1891.0,160.0,19.0,
2018-04-25 21:00:00+00:00,10.0,2219.0,2.0,25.0,1731.0,102.0,19.0,
2018-04-25 22:00:00+00:00,10.0,2240.0,2.0,0.0,1687.0,95.0,19.0,
2018-04-25 23:00:00+00:00,10.0,2188.0,2.0,0.0,1649.0,24.0,19.0,
2018-04-26 00:00:00+00:00,10.0,2237.0,2.0,0.0,1446.0,0.0,19.0,
2018-04-26 01:00:00+00:00,10.0,2234.0,2.0,0.0,1328.0,0.0,19.0,
