,Biomass,Energy storage,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Waste,Wind Offshore,Wind Onshore,Hydro Pumped Storage Net
2018-01-01 00:00:00+00:00,232.46,,1499.9,0.0,0.0,15.8825,4949.5425,514.9575,0.0,251.4625,814.385,1100.7475,
2018-01-01 01:00:00+00:00,153.58,,1565.8775,0.0,0.0,15.3825,4800.165,513.1525,0.0,253.295,807.1925,1108.7625,
2018-01-01 02:00:00+00:00,133.695,,1552.2325,0.0,0.0,15.1675,4577.3275,539.9775,0.0,253.28,805.795,1026.03,
2018-01-01 03:00:00+00:00,131.38,,1515.33,0.0,0.0,14.995,4522.4875,525.145,0.0,253.8675,805.3275,995.125,
2018-01-01 04:00:00+00:00,131.26,,1529.6825,0.0,0.0,14.7375,4528.6725,492.47,0.0,254.36,785.75,929.6875,
2018-01-01 05:00:00+00:00,131.445,,1522.715,0.0,0.0,14.6425,4527.4725,538.1175,0.0,255.805,776.3375,867.615,
2018-01-01 06:00:00+00:00,137.315,,1498.6675,0.0,0.0,14.32,4530.055,549.12,0.0,258.3025,795.4275,798.94,
2018-01-01 07:00:00+00:00,156.1275,,1463.235,0.0,0.0,14.145,4530.435,533.87,0.1225,260.555,786.42,786.2625,
2018-01-01 08:00:00+00:00,158.3775,,1446.04,0.0,0.0,13.705,4530.8825,550.5075,89.5175,258.7775,717.01,829.0025,
2018-01-01 09:00:00+00:00,161.39,,1399.9375,0.0,0.0,12.89,4529.5975,561.2025,292.535,260.9825,781.49,729.8675,
2018-01-01 10:00:00+00:00,157.7875,,1450.7575,0.0,0.0,12.705,4636.4875,545.37,435.6175,257.945,780.5725,680.2975,
2018-01-01 11:00:00+00:00,159.555,,1435.79,0.0,0.0,15.86,4861.495,546.905,241.5525,260.0875,746.9025,621.665,
2018-01-01 12:00:00+00:00,158.1925,,1567.8575,0.0,0.0,20.1025,4948.9225,597.625,138.755,258.3675,585.5525,539.6575,34.2275
2018-01-01 13:00:00+00:00,159.87,,1492.79,0.0,0.0,19.675,4946.2425,666.015,62.7925,258.4125,409.745,416.8925,30.974999999999998
2018-01-01 14:00:00+00:00,166.8225,,1562.6525,0.0,0.0,21.8575,4948.4075,673.1475,25.8225,256.74,168.655,378.49,
2018-01-01 15:00:00+00:00,165.11,,1713.3075,0.0,0.0,21.1125,4948.785,693.465,2.4425,260.325,54.455,263.815,
2018-01-01 16:00:00+00:00,163.5725,,1807.4225,0.0,0.0,20.6775,4949.6525,705.0325,0.0,256.535,231.39,184.2125,
2018-01-01 17:00:00+00:00,162.09,,1602.555,0.0,0.0,20.785,4949.8425,688.9775,0.0,258.01,136.2675,262.69,
2018-01-01 18:00:00+00:00,158.0125,,1503.52,0.0,0.0,20.54,4946.31,601.6325,0.0,255.7075,323.08,549.0825,
2018-01-01 19:00:00+00:00,153.38,,1370.8475,0.0,0.0,20.04,4942.9575,463.49,0.0,260.1875,774.17,610.5325,119.4325
2018-01-01 20:00:00+00:00,128.8325,,1449.6975,0.0,0.0,19.7575,4944.635,429.78,0.0,258.8725,675.5325,642.675,
2018-01-01 21:00:00+00:00,137.5425,,1422.8675,0.0,0.0,20.1325,4944.3525,453.7,0.0,261.8825,808.385,617.995,
2018-01-01 22:00:00+00:00,134.225,,1436.845,0.0,0.0,19.82,4945.42,522.6225,0.0,262.4525,810.3125,688.69,
2018-01-01 23:00:00+00:00,132.9775,,1392.665,0.0,0.0,19.66,4946.0175,591.2025,0.0,263.1625,812.4125,693.16,-92.035
2018-01-02 00:00:00+00:00,135.74,,1404.895,0.0,0.0,19.5475,4946.9075,584.415,0.0,260.5775,812.4275,698.5325,
2018-01-02 01:00:00+00:00,134.765,,1368.685,0.0,0.0,19.4625,4908.43,572.2325,0.0,261.3575,812.655,766.0825,
2018-01-02 02:00:00+00:00,152.4075,,1344.875,0.0,0.0,19.375,4849.355,562.8825,0.0,262.035,808.4075,790.6,
2018-01-02 03:00:00+00:00,158.01,,1392.675,0.0,0.0,19.34,4843.7125,522.8875,0.0,261.625,803.1275,754.54,
2018-01-02 04:00:00+00:00,172.87,,1497.33,0.0,0.0,19.19,4900.8275,529.2525,0.0,258.345,772.8425,687.9075,
2018-01-02 05:00:00+00:00,210.9475,,1509.905,0.0,0.0,19.075,4951.7,575.5325,0.0,243.3975,743.2775,566.52,
2018-01-02 06:00:00+00:00,243.95,,1723.605,0.0,0.0,18.5725,4951.6675,680.81,0.0,246.9225,759.6075,461.84,
2018-01-02 07:00:00+00:00,253.56,,1769.3175,0.0,0.0,19.025,4947.8875,708.0525,0.0425,256.51,713.8025,374.1925,
2018-01-02 08:00:00+00:00,277.3575,,2113.275,0.0,0.0,24.58,4961.5975,714.635,58.6275,263.595,450.845,309.9175,
2018-01-02 09:00:00+00:00,354.6825,,2310.6125,0.0,0.0,25.215,4952.1925,736.6725,245.855,270.775,388.545,259.4325,
2018-01-02 10:00:00+00:00,369.8025,,2355.2725,0.0,0.0,24.23,4948.1575,769.32,325.0325,267.4725,151.4575,167.9675,
2018-01-02 11:00:00+00:00,369.28,,2390.905,0.0,0.0,23.6425,4949.4975,790.605,265.565,266.3825,237.3125,187.49,
2018-01-02 12:00:00+00:00,369.2275,,2292.6325,0.0,0.0,23.47,4949.655,789.805,207.7475,267.2825,384.4825,224.26,108.24
2018-01-02 13:00:00+00:00,369.985,,2157.0625,0.0,0.0,23.305,4951.5375,753.8625,129.2425,256.5075,622.27,242.92,
2018-01-02 14:00:00+00:00,373.3375,,2337.3425,0.0,0.0,22.5375,4952.64,734.935,58.7725,258.8475,722.67,457.0075,21.244999999999997
2018-01-02 15:00:00+00:00,373.6,,2205.6525,0.0,0.0,22.6575,4946.6725,775.39,4.2525,269.125,779.3025,495.8525,
2018-01-02 16:00:00+00:00,371.39,,2258.005,0.0,0.0,21.6525,4948.19,770.715,0.0,269.255,809.14,624.045,
2018-01-02 17:00:00+00:00,374.3075,,2062.435,0.0,0.0,21.94,4953.595,683.7275,0.0,271.6175,808.585,888.1775,
2018-01-02 18:00:00+00:00,372.63,,1817.065,0.0,0.0,21.655,4943.88,632.8875,0.0,272.5875,805.79,1003.4075,
2018-01-02 19:00:00+00:00,366.3325,,1712.485,0.0,0.0,21.1375,4941.0125,574.4325,0.0,256.9025,803.0225,987.0375,-16.0425
2018-01-02 20:00:00+00:00,278.6925,,1685.44,0.0,0.0,20.96,4943.1775,548.3975,0.0,256.5325,795.5875,863.6225,41.24
2018-01-02 21:00:00+00:00,253.185,,1702.1575,0.0,0.0,20.565,4939.5875,532.33,0.0,252.2525,809.99,902.81,
2018-01-02 22:00:00+00:00,252.7975,,1668.125,0.0,0.0,20.715,4938.26,545.6125,0.0,248.3575,804.7,980.545,-2.884999999999998
2018-01-02 23:00:00+00:00,258.3075,,1671.1,0.0,0.0,20.56,4937.5975,475.6175,0.0,251.465,811.3425,1071.115,
2018-01-03 00:00:00+00:00,288.485,,1612.5,0.0,0.0,20.3325,4936.9425,482.26,0.0,252.455,785.27,1164.8975,
2018-01-03 01:00:00+00:00,323.6175,,1627.54,0.0,0.0,20.0375,4930.8,504.885,0.0,256.12,312.745,1233.2775,
2018-01-03 02:00:00+00:00,370.8725,,1634.5725,0.0,0.0,19.7825,4928.6525,549.755,0.0,252.4375,716.535,1172.6375,
2018-01-03 03:00:00+00:00,370.4575,,1649.745,0.0,0.0,19.0175,4923.8625,494.01,0.0,253.0925,801.755,1124.77,
2018-01-03 04:00:00+00:00,367.6275,,1673.51,0.0,0.0,16.9525,4931.3225,525.78,0.0,254.6375,501.5775,896.72,
2018-01-03 05:00:00+00:00,364.295,,1658.105,0.0,0.0,17.9975,4934.4225,547.3525,0.0,253.54,700.5725,914.5875,
2018-01-03 06:00:00+00:00,368.255,,1674.0775,0.0,0.0,18.635,4932.7025,588.3525,0.0,251.7225,668.96,933.56,-5.592499999999994
2018-01-03 07:00:00+00:00,363.755,,1610.215,0.0,0.0,20.23,4933.445,597.61,0.015,255.3275,626.5975,982.41,112.2725
2018-01-03 08:00:00+00:00,366.3,,1612.45,0.0,0.0,21.1325,4934.3525,603.3575,65.22,253.1675,286.285,955.4225,
2018-01-03 09:00:00+00:00,365.0825,,1743.2475,0.0,0.0,20.71,4941.01,608.5575,221.2725,249.0475,259.42,1059.5075,
2018-01-03 10:00:00+00:00,367.155,,1867.4925,0.0,0.0,21.035,4934.9325,627.5325,202.1925,249.765,266.29,1059.395,
2018-01-03 11:00:00+00:00,364.8575,,1842.9,0.0,0.0,20.485,4936.355,650.4525,217.2625,258.4375,427.7275,1034.7,
2018-01-03 12:00:00+00:00,362.44,,1870.555,0.0,0.0,20.2475,4934.69,657.04,157.235,257.455,722.2975,1082.02,
2018-01-03 13:00:00+00:00,362.1475,,1946.1225,0.0,0.0,21.7125,4935.2425,664.0,100.03,251.44,762.1775,1123.8725,-36.339999999999996
2018-01-03 14:00:00+00:00,368.365,,1916.5825,0.0,0.0,22.685,4938.48,671.49,45.355,254.8025,805.72,1164.54,
2018-01-03 15:00:00+00:00,372.475,,1797.9275,0.0,0.0,20.5725,4939.1975,656.9775,3.4975,257.29,803.4775,1144.9525,
2018-01-03 16:00:00+00:00,369.84,,1746.1425,0.0,0.0,19.96,4937.76,637.5575,0.0,252.525,804.835,1159.4675,
2018-01-03 17:00:00+00:00,370.53,,1667.6275,0.0,0.0,19.2475,4938.06,605.3,0.0,255.865,803.1675,1168.5825,
2018-01-03 18:00:00+00:00,351.8825,,1601.4475,0.0,0.0,18.305,4937.28,577.3,0.0,256.62,805.1075,1148.1125,
2018-01-03 19:00:00+00:00,268.75,,1615.405,0.0,0.0,17.015,4938.595,562.2525,0.0,259.1475,804.945,1118.22,
2018-01-03 20:00:00+00:00,254.805,,1641.6725,0.0,0.0,15.7975,4940.035,553.7175,0.0,261.84,805.995,1120.6675,63.587500000000006
2018-01-03 21:00:00+00:00,250.13,,1624.48,0.0,0.0,15.05,4940.9275,487.845,0.0,261.8325,804.7925,995.245,167.89
2018-01-03 22:00:00+00:00,253.5025,,1614.4,0.0,0.0,12.4125,4941.5725,579.0225,0.0,256.9975,806.625,976.03,106.945
2018-01-03 23:00:00+00:00,251.9125,,1699.5125,0.0,0.0,11.6025,4939.4525,658.36,0.0,260.47,805.25,966.925,
2018-01-04 00:00:00+00:00,253.32,,1715.9075,0.0,0.0,11.67,4941.1275,670.2825,0.0,260.0625,805.045,887.7075,
2018-01-04 01:00:00+00:00,254.08,,1713.815,0.0,0.0,11.5775,4941.1975,669.74,0.0,262.95,799.1375,810.17,
2018-01-04 02:00:00+00:00,283.58,,1626.61,0.0,0.0,11.4575,4941.7225,681.275,0.0,260.8375,787.4475,657.805,
2018-01-04 03:00:00+00:00,288.775,,1594.155,0.0,0.0,11.3875,4943.2725,657.215,0.0,262.345,766.0525,588.5825,
2018-01-04 04:00:00+00:00,292.8875,,1547.215,0.0,0.0,11.4125,4944.3975,601.1175,0.0,263.0,558.5,464.72,
2018-01-04 05:00:00+00:00,323.215,,1686.7575,0.0,0.0,10.9025,4945.005,628.07,0.0,263.705,390.495,337.4675,-25.465000000000003
2018-01-04 06:00:00+00:00,370.665,,1694.4425,0.0,0.0,10.745,4944.8525,716.8475,0.0,260.3375,371.1675,218.6275,-7.1675
2018-01-04 07:00:00+00:00,369.0325,,2026.31,0.0,0.0,11.785,4940.2425,756.3375,0.0025,269.075,301.6075,187.83,
2018-01-04 08:00:00+00:00,369.95,,2242.67,0.0,0.0,13.1475,4944.6725,789.69,8.59,269.985,56.75,228.7775,56.394999999999996
2018-01-04 09:00:00+00:00,367.0725,,2230.595,0.0,0.0,12.9,4939.01,772.1625,46.22,269.525,148.8525,267.8125,
2018-01-04 10:00:00+00:00,366.45,,2275.75,0.0,0.0,12.725,4935.13,761.9525,73.54,270.0525,204.405,339.845,
2018-01-04 11:00:00+00:00,366.815,,2327.4425,0.0,0.0,12.86,4934.6725,769.8,91.595,269.4275,555.7325,643.3475,147.0925
2018-01-04 12:00:00+00:00,361.605,,2297.9675,0.0,0.0,12.6825,4930.7825,766.25,124.395,268.34,786.65,923.8225,
2018-01-04 13:00:00+00:00,365.625,,2373.2425,0.0,0.0,12.7675,4917.66,783.0125,127.9325,269.0125,818.395,1073.7375,
2018-01-04 14:00:00+00:00,364.8975,,2393.1425,0.0,0.0,12.68,4920.68,794.7225,79.3825,266.62,819.18,1161.0175,
2018-01-04 15:00:00+00:00,370.5775,,2320.0525,0.0,0.0,12.6925,4931.5075,796.42,12.175,268.0975,818.7975,1213.4975,
2018-01-04 16:00:00+00:00,371.6625,,2388.985,0.0,0.0,12.625,4931.355,722.0725,0.0,269.2075,817.025,1211.735,
2018-01-04 17:00:00+00:00,375.975,,2054.365,0.0,0.0,12.5625,4938.395,749.89,0.0,272.9975,815.975,1189.4625,
2018-01-04 18:00:00+00:00,376.0475,,1754.01,0.0,0.0,11.9625,4939.91,753.39,0.0,268.4175,762.1775,1140.8375,
2018-01-04 19:00:00+00:00,377.775,,1729.75,0.0,0.0,10.875,4942.405,740.1775,0.0,262.2675,817.39,1159.0875,
2018-01-04 20:00:00+00:00,375.925,,1724.4275,0.0,0.0,10.92,4945.45,709.8,0.0,258.17,818.87,1110.8775,
2018-01-04 21:00:00+00:00,379.0225,,1711.305,0.0,0.0,10.76,4946.845,704.3475,0.0,257.0375,818.27,994.5875,61.2525
2018-01-04 22:00:00+00:00,376.29,,1650.5475,0.0,0.0,10.48,4949.3725,713.9775,0.0,255.8825,815.29,913.8525,8.767500000000002
2018-01-04 23:00:00+00:00,307.1725,,1557.715,0.0,0.0,10.0375,4948.34,660.8325,0.0,257.0425,777.9525,849.315,
2018-01-05 00:00:00+00:00,284.7375,,1589.015,0.0,0.0,9.7325,4947.445,656.445,0.0,258.9,487.11,763.29,
2018-01-05 01:00:00+00:00,298.7575,,1641.58,0.0,0.0,9.795,4946.01,653.6675,0.0,260.4325,200.7275,813.9575,
2018-01-05 02:00:00+00:00,370.705,,1646.04,0.0,0.0,9.75,4946.46,657.1525,0.0,259.4625,21.6675,878.6375,
2018-01-05 03:00:00+00:00,369.8525,,1648.1675,0.0,0.0,9.59,4944.255,661.4925,0.0,259.455,188.835,1033.8625,
2018-01-05 04:00:00+00:00,299.86,,1497.0725,0.0,0.0,9.36,4945.73,636.165,0.0,259.3425,499.345,987.97,
2018-01-05 05:00:00+00:00,327.7125,,1701.955,0.0,0.0,9.205,4946.055,647.8475,0.0,261.4125,490.3025,781.005,44.14
2018-01-05 06:00:00+00:00,369.4325,,1732.33,0.0,0.0,9.1525,4945.875,739.0025,0.0,263.91,368.0425,644.71,
2018-01-05 07:00:00+00:00,369.555,,1842.255,0.0,0.0,11.4625,4943.0125,794.775,0.0225,268.6725,552.7325,614.0775,
2018-01-05 08:00:00+00:00,353.52,,1832.5925,0.0,0.0,13.445,4947.19,809.68,64.98,263.185,554.79,491.6275,
2018-01-05 09:00:00+00:00,340.6675,,1930.9925,0.0,0.0,14.3725,4946.43,807.12,163.655,264.95,281.0075,381.175,
2018-01-05 10:00:00+00:00,348.9125,,1882.635,0.0,0.0,13.815,4946.6175,810.9075,251.2375,263.255,380.6675,293.0325,
2018-01-05 11:00:00+00:00,369.5875,,1914.675,0.0,0.0,12.85,4945.575,810.615,286.2125,264.9925,230.0375,292.9725,
2018-01-05 12:00:00+00:00,369.2625,,1834.335,0.0,0.0,12.365,4945.4375,808.3925,285.9875,262.3175,533.2325,293.2975,
2018-01-05 13:00:00+00:00,367.58,,2149.99,0.0,0.0,12.135,4943.895,800.37,205.34,264.0225,250.44,419.57,
2018-01-05 14:00:00+00:00,373.9475,,2285.61,0.0,0.0,11.0925,4944.0025,818.5275,100.2975,263.2175,511.5575,483.6075,46.745
2018-01-05 15:00:00+00:00,372.075,,2297.8175,0.0,0.0,10.54,4947.0775,814.38,17.605,260.835,714.98,507.8525,
2018-01-05 16:00:00+00:00,374.285,,2413.9175,0.0,0.0,10.135,4947.305,800.805,0.0,259.9275,762.1025,458.17,
2018-01-05 17:00:00+00:00,374.2275,,2379.575,0.0,0.0,10.09,4947.0625,756.7975,0.0,264.7775,782.7625,505.475,
2018-01-05 18:00:00+00:00,370.0675,,2359.0825,0.0,0.0,9.8775,4949.245,641.4575,0.0,261.335,753.6725,583.46,
2018-01-05 19:00:00+00:00,366.235,,1809.79,0.0,0.0,9.7425,4951.1475,579.32,0.0,256.8075,767.0175,627.7425,
2018-01-05 20:00:00+00:00,367.6175,,1594.8025,0.0,0.0,9.6975,4951.805,550.5475,0.0,255.65,692.715,561.01,
2018-01-05 21:00:00+00:00,366.29,,1683.6825,0.0,0.0,9.6825,4951.1125,567.4475,0.0,258.28,485.525,533.92,
2018-01-05 22:00:00+00:00,366.5225,,1717.23,0.0,0.0,9.415,4950.04,671.5275,0.0,257.0175,283.5825,492.4,49.2025
2018-01-05 23:00:00+00:00,365.8225,,1614.5825,0.0,0.0,9.1625,4949.215,660.915,0.0,256.815,262.8125,390.6,
2018-01-06 00:00:00+00:00,368.7,,1603.5975,0.0,0.0,9.0925,4949.595,655.3875,0.0,254.4425,167.0925,389.19,
2018-01-06 01:00:00+00:00,370.2475,,1655.7325,0.0,0.0,9.1025,4949.865,620.54,0.0,259.02,118.11,416.105,
2018-01-06 02:00:00+00:00,370.785,,1702.2975,0.0,0.0,8.9125,4949.3375,633.49,0.0,260.81,37.25,288.0,
2018-01-06 03:00:00+00:00,371.86,,1625.7475,0.0,0.0,8.7925,4953.16,646.58,0.0,260.475,3.365,257.3475,
2018-01-06 04:00:00+00:00,371.1075,,1655.55,0.0,0.0,8.655,4955.7625,605.0075,0.0,258.9225,,274.025,
2018-01-06 05:00:00+00:00,367.525,,1650.6075,0.0,0.0,8.655,4958.5725,624.125,0.0,257.575,,198.145,
2018-01-06 06:00:00+00:00,369.7475,,1623.4625,0.0,0.0,10.135,4955.1,656.495,0.0,252.635,6.155,130.87,
2018-01-06 07:00:00+00:00,367.975,,1560.7375,0.0,0.0,10.0925,4955.375,714.965,0.05,253.1825,16.905,90.84,
2018-01-06 08:00:00+00:00,367.1525,,1749.835,0.0,0.0,10.0125,4957.7025,765.8225,29.0,252.845,14.1975,72.355,85.54
2018-01-06 09:00:00+00:00,367.505,,1756.3825,0.0,0.0,11.0925,4954.525,777.0025,103.86,255.73,33.71,43.1925,
2018-01-06 10:00:00+00:00,363.7625,,1742.95,0.0,0.0,13.1275,4952.5975,807.1475,164.51,251.2925,21.5225,35.9675,
2018-01-06 11:00:00+00:00,360.205,,1793.98,0.0,0.0,13.1375,4953.12,813.8825,178.61,249.4075,14.37,23.43,
2018-01-06 12:00:00+00:00,363.0925,,1732.525,0.0,0.0,13.015,4950.445,821.6975,170.4075,245.1,21.21,22.3625,
2018-01-06 13:00:00+00:00,365.2375,,1699.1175,0.0,0.0,12.7625,4949.66,765.7975,124.83,259.6975,133.4675,24.555,43.559999999999995
2018-01-06 14:00:00+00:00,372.8125,,1731.7,0.0,0.0,12.91,4950.21,733.8775,66.965,259.51,249.76,26.025,
2018-01-06 15:00:00+00:00,376.0475,,1744.955,0.0,0.0,12.55,4951.24,748.3175,8.5825,258.67,393.845,45.785,
2018-01-06 16:00:00+00:00,375.15,,1744.22,0.0,0.0,12.3825,4950.395,742.565,0.0,258.29,667.3825,108.085,
2018-01-06 17:00:00+00:00,372.3975,,1639.4025,0.0,0.0,11.7775,4950.3525,654.9025,0.0,261.21,779.6525,152.4375,
2018-01-06 18:00:00+00:00,372.6075,,1692.5175,0.0,0.0,11.675,4950.7575,634.175,0.0,259.985,807.125,181.29,
2018-01-06 19:00:00+00:00,373.8475,,1713.3525,0.0,0.0,11.6625,4949.6575,618.6,0.0,261.4925,801.7275,232.545,
2018-01-06 20:00:00+00:00,374.4825,,1620.4925,0.0,0.0,11.5475,4951.7925,618.4375,0.0,260.0875,807.8125,294.6275,
2018-01-06 21:00:00+00:00,370.425,,1594.9275,0.0,0.0,11.2825,4951.025,582.35,0.0,257.76,807.415,361.3275,5.9625
2018-01-06 22:00:00+00:00,363.77,,1561.885,0.0,0.0,11.24,4951.7,593.0275,0.0,258.5925,816.415,366.92,55.46000000000001
2018-01-06 23:00:00+00:00,286.79,,1503.235,0.0,0.0,11.19,4951.745,589.1025,0.0,254.4725,800.47,364.5275,
2018-01-07 00:00:00+00:00,244.2675,,1556.5575,0.0,0.0,11.3,4951.6775,583.525,0.0,244.32,799.6725,411.1375,
2018-01-07 01:00:00+00:00,243.305,,1515.275,0.0,0.0,11.1625,4952.38,570.18,0.0,246.205,787.15,445.84,
2018-01-07 02:00:00+00:00,243.41,,1579.8725,0.0,0.0,11.015,4950.985,566.105,0.0,245.5375,797.2525,469.4,
2018-01-07 03:00:00+00:00,242.22,,1586.7625,0.0,0.0,10.915,4951.2725,570.39,0.0,244.9225,814.32,617.6575,
2018-01-07 04:00:00+00:00,245.105,,1557.1575,0.0,0.0,10.8375,4950.9375,571.1225,0.0,243.235,820.245,671.6425,
2018-01-07 05:00:00+00:00,246.245,,1569.88,0.0,0.0,10.7075,4953.3125,582.7875,0.0,242.2275,821.865,744.8825,
2018-01-07 06:00:00+00:00,272.715,,1495.9575,0.0,0.0,10.605,4954.7275,617.9875,0.0,244.1825,819.6725,768.7925,
2018-01-07 07:00:00+00:00,278.39,,1495.54,0.0,0.0,10.5275,4953.9875,636.205,0.0225,242.905,823.92,860.37,
2018-01-07 08:00:00+00:00,242.6025,,1512.7225,0.0,0.0,10.3475,4954.595,656.17,23.75,241.4975,821.02,848.7775,-90.6275
2018-01-07 09:00:00+00:00,244.0975,,1515.8875,0.0,0.0,10.6375,4954.4825,680.5125,95.3725,243.7825,816.8775,892.2075,
2018-01-07 10:00:00+00:00,288.1825,,1577.5225,0.0,0.0,13.3125,4954.6425,694.93,194.6275,240.2925,819.515,883.55,
2018-01-07 11:00:00+00:00,316.04,,1671.0175,0.0,0.0,14.7625,4954.6925,743.3775,310.115,244.4025,820.885,874.6,
2018-01-07 12:00:00+00:00,373.6525,,1604.5875,0.0,0.0,14.825,4954.3575,770.7675,374.045,248.91,817.3675,899.235,
2018-01-07 13:00:00+00:00,344.29,,1588.25,0.0,0.0,14.74,4954.665,744.1775,293.655,253.92,822.7,906.4775,
2018-01-07 14:00:00+00:00,306.2375,,1634.845,0.0,0.0,14.705,4954.17,720.4975,131.49,249.295,827.9925,864.5725,
2018-01-07 15:00:00+00:00,369.955,,1629.1775,0.0,0.0,14.8225,4958.61,751.245,17.4575,253.675,827.535,853.3725,10.259999999999998
2018-01-07 16:00:00+00:00,377.5775,,1604.44,0.0,0.0,14.8275,4957.515,754.86,0.0,253.2625,826.505,907.035,
2018-01-07 17:00:00+00:00,370.23,,1579.7775,0.0,0.0,14.7775,4956.8375,752.3375,0.0,255.455,827.6475,888.725,
2018-01-07 18:00:00+00:00,372.865,,1638.165,0.0,0.0,14.72,4957.08,748.825,0.0,251.635,829.055,879.0375,
2018-01-07 19:00:00+00:00,372.8075,,1597.66,0.0,0.0,14.6625,4957.4075,747.17,0.0,253.285,826.88,824.5925,
2018-01-07 20:00:00+00:00,375.4325,,1602.355,0.0,0.0,14.6125,4960.2675,656.5625,0.0,251.9725,827.6125,767.4175,71.1575
2018-01-07 21:00:00+00:00,372.135,,1658.2625,0.0,0.0,14.425,4960.795,625.4475,0.0,252.64,823.33,687.5825,
2018-01-07 22:00:00+00:00,371.5675,,1670.0875,0.0,0.0,14.3,4961.55,707.3525,0.0,250.0425,822.725,638.2,
2018-01-07 23:00:00+00:00,372.37,,1476.045,0.0,0.0,14.3,4961.73,663.5425,0.0,251.3625,820.52,523.24,-28.775000000000006
2018-01-08 00:00:00+00:00,372.4875,,1421.59,0.0,0.0,14.36,4961.1275,655.085,0.0,252.935,819.485,497.7175,
2018-01-08 01:00:00+00:00,372.7,,1483.3275,0.0,0.0,14.27,4960.1075,639.8825,0.0,248.8675,809.1075,485.485,
2018-01-08 02:00:00+00:00,369.7975,,1479.015,0.0,0.0,14.2675,4960.455,647.31,0.0,238.7275,801.34,429.925,
2018-01-08 03:00:00+00:00,369.4175,,1454.3575,0.0,0.0,14.2375,4961.7625,642.2475,0.0,232.71,794.7625,452.96,
2018-01-08 04:00:00+00:00,372.115,,1501.11,0.0,0.0,14.22,4961.64,650.38,0.0,232.3425,785.9925,435.005,
2018-01-08 05:00:00+00:00,371.5925,,1664.76,0.0,0.0,14.1675,4962.075,686.4775,0.0,232.295,708.7475,431.0925,
2018-01-08 06:00:00+00:00,363.5,,2045.3675,0.0,0.0,14.0875,4960.715,744.5125,0.0,232.6925,700.8475,455.13,
2018-01-08 07:00:00+00:00,365.035,,2072.625,0.0,0.0,17.9825,4960.2275,787.765,0.0025,237.27,727.9825,499.7375,
2018-01-08 08:00:00+00:00,367.71,,2120.0575,0.0,0.0,24.09,4957.53,805.2775,10.7475,230.3225,736.345,445.4375,
2018-01-08 09:00:00+00:00,368.39,,2317.6325,0.0,0.0,26.205,4956.9325,803.9675,63.89,223.49,710.7125,402.335,
2018-01-08 10:00:00+00:00,374.52,,2508.1,0.0,8.16,27.0775,4956.08,790.6825,116.4725,219.3425,637.53,369.915,
2018-01-08 11:00:00+00:00,378.6025,,2864.22,0.0,34.855,26.99,4954.48,775.45,172.935,212.7425,643.2125,317.4975,103.7225
2018-01-08 12:00:00+00:00,376.27,,3071.71,0.0,108.6425,27.995,4953.54,785.5175,194.6075,218.7175,597.4175,322.51,
2018-01-08 13:00:00+00:00,390.37,,3085.035,0.0,33.33,28.5575,4952.0675,798.8525,175.8725,237.845,585.3625,327.9825,
2018-01-08 14:00:00+00:00,386.8625,,3073.255,0.0,20.3275,29.355,4952.2625,798.5125,93.72,246.3625,475.22,305.12,
2018-01-08 15:00:00+00:00,387.085,,2935.9,0.0,15.475,29.43,4954.305,817.6875,21.66,247.0225,394.8375,298.395,
2018-01-08 16:00:00+00:00,389.915,,3107.255,0.0,81.94,29.375,4955.7575,811.515,0.0,245.1,386.81,331.4675,
2018-01-08 17:00:00+00:00,392.94,,3082.59,0.0,164.94,29.265,4957.8025,821.7125,0.0,250.0,361.1325,363.775,
2018-01-08 18:00:00+00:00,387.85,,3050.22,0.0,96.3025,29.2475,4959.3725,818.0575,0.0,249.435,365.8675,406.7675,
2018-01-08 19:00:00+00:00,385.905,,2886.9575,0.0,1.525,29.15,4961.5225,794.2325,0.0,248.9525,538.485,405.875,
2018-01-08 20:00:00+00:00,371.3325,,2688.7425,0.0,0.0,28.49,4962.52,787.585,0.0,244.485,434.76,342.2725,
2018-01-08 21:00:00+00:00,374.6825,,2769.405,0.0,0.0,28.17,4963.315,786.7975,0.0,237.275,262.125,359.1775,
2018-01-08 22:00:00+00:00,377.2475,,2500.9675,0.0,0.0,27.7225,4964.64,737.825,0.0,230.29,360.965,376.4825,
2018-01-08 23:00:00+00:00,374.98,,2219.8375,0.0,0.0,27.5575,4963.5775,556.5575,0.0,229.6625,336.7625,388.29,
2018-01-09 00:00:00+00:00,372.945,,2000.8125,0.0,0.0,26.98,4960.65,537.04,0.0,231.33,240.11,350.1375,
2018-01-09 01:00:00+00:00,370.7225,,1776.375,0.0,0.0,27.015,4961.2525,527.3775,0.0,232.875,177.5,284.74,
2018-01-09 02:00:00+00:00,369.755,,1752.3275,0.0,0.0,26.225,4961.2225,524.935,0.0,230.8975,209.765,193.3025,
2018-01-09 03:00:00+00:00,371.475,,1819.6275,0.0,0.0,26.845,4961.685,536.815,0.0,226.995,135.7,172.01,
2018-01-09 04:00:00+00:00,373.2475,,1979.935,0.0,0.0,26.88,4962.9775,540.8525,0.0,224.2575,84.05,163.7475,
2018-01-09 05:00:00+00:00,371.1475,,2573.9325,0.0,0.0,26.865,4962.1925,555.6075,0.0,229.0875,53.5625,213.1575,
