,Fossil Gas,Hydro Water Reservoir,Marine,Nuclear,Other,Solar,Wind Onshore
2018-01-01 00:00:00+00:00,,4407.0,,8542.0,1135.0,,2199.0
2018-01-01 01:00:00+00:00,,4291.0,,8540.0,1142.0,,2253.0
2018-01-01 02:00:00+00:00,,4259.0,,8541.0,1056.0,,2224.0
2018-01-01 03:00:00+00:00,,4242.0,,8542.0,1053.0,,2154.0
2018-01-01 04:00:00+00:00,,4376.0,,8540.0,1053.0,,2183.0
2018-01-01 05:00:00+00:00,,4638.0,,8541.0,1060.0,,2236.0
2018-01-01 06:00:00+00:00,,5051.0,,8539.0,1064.0,,2309.0
2018-01-01 07:00:00+00:00,,5454.0,,8542.0,1070.0,,2378.0
2018-01-01 08:00:00+00:00,,5895.0,,8539.0,1101.0,,2462.0
2018-01-01 09:00:00+00:00,,6725.0,,8540.0,1111.0,,2504.0
2018-01-01 10:00:00+00:00,,7081.0,,8539.0,1122.0,,2449.0
2018-01-01 11:00:00+00:00,,7340.0,,8537.0,1130.0,,2479.0
2018-01-01 12:00:00+00:00,,7461.0,,8538.0,1122.0,,2435.0
2018-01-01 13:00:00+00:00,,7703.0,,8538.0,1132.0,,2373.0
2018-01-01 14:00:00+00:00,,8112.0,,8538.0,1129.0,,2439.0
2018-01-01 15:00:00+00:00,,8496.0,,8538.0,1135.0,,2436.0
2018-01-01 16:00:00+00:00,,8655.0,,8535.0,1141.0,,2482.0
2018-01-01 17:00:00+00:00,,8563.0,,8535.0,1141.0,,2512.0
2018-01-01 18:00:00+00:00,,8517.0,,8535.0,1137.0,,2509.0
2018-01-01 19:00:00+00:00,,8193.0,,8536.0,1152.0,,2454.0
2018-01-01 20:00:00+00:00,,8158.0,,8538.0,1116.0,,2416.0
2018-01-01 21:00:00+00:00,,7753.0,,8536.0,1111.0,,2362.0
2018-01-01 22:00:00+00:00,,6679.0,,8537.0,1109.0,,2277.0
2018-01-01 23:00:00+00:00,,5262.0,,8537.0,1086.0,,2077.0
2018-01-02 00:00:00+00:00,,4989.0,,8537.0,1090.0,,2001.0
2018-01-02 01:00:00+00:00,,4908.0,,8536.0,1092.0,,1951.0
2018-01-02 02:00:00+00:00,,4859.0,,8261.0,1092.0,,1903.0
2018-01-02 03:00:00+00:00,,5354.0,,7338.0,1095.0,,1861.0
2018-01-02 04:00:00+00:00,,6135.0,,7337.0,1108.0,,1815.0
2018-01-02 05:00:00+00:00,,8340.0,,7336.0,1122.0,,1766.0
2018-01-02 06:00:00+00:00,,10743.0,,7332.0,1202.0,,1710.0
2018-01-02 07:00:00+00:00,,11711.0,,7329.0,1216.0,,1638.0
2018-01-02 08:00:00+00:00,,12097.0,,7330.0,1193.0,,1527.0
2018-01-02 09:00:00+00:00,,12253.0,,7328.0,1219.0,,1443.0
2018-01-02 10:00:00+00:00,,12290.0,,7320.0,1223.0,,1359.0
2018-01-02 11:00:00+00:00,,12240.0,,7319.0,1208.0,,1285.0
2018-01-02 12:00:00+00:00,,12217.0,,7318.0,1203.0,,1266.0
2018-01-02 13:00:00+00:00,,12223.0,,7319.0,1192.0,,1293.0
2018-01-02 14:00:00+00:00,,12352.0,,7318.0,1132.0,,1338.0
2018-01-02 15:00:00+00:00,,12347.0,,7317.0,1112.0,,1374.0
2018-01-02 16:00:00+00:00,,12213.0,,7316.0,1138.0,,1410.0
2018-01-02 17:00:00+00:00,,12031.0,,7312.0,1152.0,,1445.0
2018-01-02 18:00:00+00:00,,11774.0,,7318.0,1140.0,,1429.0
2018-01-02 19:00:00+00:00,,10878.0,,7321.0,1115.0,,1381.0
2018-01-02 20:00:00+00:00,,10008.0,,7326.0,1101.0,,1326.0
2018-01-02 21:00:00+00:00,,8834.0,,7329.0,1094.0,,1258.0
2018-01-02 22:00:00+00:00,,7654.0,,7329.0,1085.0,,1242.0
2018-01-02 23:00:00+00:00,,5614.0,,7330.0,1116.0,,1055.0
2018-01-03 00:00:00+00:00,,5413.0,,7335.0,1104.0,,1038.0
2018-01-03 01:00:00+00:00,,5390.0,,7336.0,1097.0,,1092.0
2018-01-03 02:00:00+00:00,,5382.0,,7337.0,1110.0,,1150.0
2018-01-03 03:00:00+00:00,,5637.0,,7335.0,1116.0,,1259.0
2018-01-03 04:00:00+00:00,,5924.0,,7335.0,1138.0,,1436.0
2018-01-03 05:00:00+00:00,,8068.0,,7336.0,1161.0,,1597.0
2018-01-03 06:00:00+00:00,,9671.0,,7333.0,1185.0,,1756.0
2018-01-03 07:00:00+00:00,,10115.0,,7335.0,1142.0,,1952.0
2018-01-03 08:00:00+00:00,,10067.0,,7337.0,1146.0,,2116.0
2018-01-03 09:00:00+00:00,,10148.0,,7334.0,1141.0,,2361.0
2018-01-03 10:00:00+00:00,,10019.0,,7335.0,1136.0,,2385.0
2018-01-03 11:00:00+00:00,,9905.0,,7333.0,1129.0,,2488.0
2018-01-03 12:00:00+00:00,,9721.0,,7333.0,1140.0,,2455.0
2018-01-03 13:00:00+00:00,,9819.0,,7332.0,1154.0,,2420.0
2018-01-03 14:00:00+00:00,,9983.0,,7332.0,1224.0,,2398.0
2018-01-03 15:00:00+00:00,,10540.0,,7333.0,1237.0,,2386.0
2018-01-03 16:00:00+00:00,,10549.0,,7333.0,1225.0,,2345.0
2018-01-03 17:00:00+00:00,,10120.0,,7334.0,1240.0,,2239.0
2018-01-03 18:00:00+00:00,,9548.0,,7334.0,1232.0,,2128.0
2018-01-03 19:00:00+00:00,,9093.0,,7337.0,1237.0,,1998.0
2018-01-03 20:00:00+00:00,,8569.0,,7328.0,1251.0,,1897.0
2018-01-03 21:00:00+00:00,,7683.0,,7324.0,1246.0,,1835.0
2018-01-03 22:00:00+00:00,,6709.0,,7326.0,1225.0,,1776.0
2018-01-03 23:00:00+00:00,,5586.0,,7414.0,1236.0,,1786.0
2018-01-04 00:00:00+00:00,,5533.0,,7435.0,1230.0,,1786.0
2018-01-04 01:00:00+00:00,,5449.0,,7452.0,1222.0,,1743.0
2018-01-04 02:00:00+00:00,,5420.0,,7794.0,1238.0,,1741.0
2018-01-04 03:00:00+00:00,,5886.0,,8028.0,1245.0,,1749.0
2018-01-04 04:00:00+00:00,,6061.0,,8135.0,1274.0,,1724.0
2018-01-04 05:00:00+00:00,,7326.0,,7969.0,1309.0,,1723.0
2018-01-04 06:00:00+00:00,,10049.0,,7816.0,1341.0,,1748.0
2018-01-04 07:00:00+00:00,,11549.0,,7861.0,1400.0,,1691.0
2018-01-04 08:00:00+00:00,,11613.0,,8054.0,1386.0,,1634.0
2018-01-04 09:00:00+00:00,,11880.0,,8135.0,1388.0,,1598.0
2018-01-04 10:00:00+00:00,,11458.0,,8220.0,1386.0,,1658.0
2018-01-04 11:00:00+00:00,,11478.0,,8225.0,1413.0,,1657.0
2018-01-04 12:00:00+00:00,,11479.0,,8255.0,1410.0,,1691.0
2018-01-04 13:00:00+00:00,,11553.0,,8420.0,1393.0,,1706.0
2018-01-04 14:00:00+00:00,,11654.0,,8356.0,1397.0,,1747.0
2018-01-04 15:00:00+00:00,,11700.0,,8209.0,1400.0,,1840.0
2018-01-04 16:00:00+00:00,,11692.0,,8209.0,1408.0,,1961.0
2018-01-04 17:00:00+00:00,,11260.0,,8228.0,1425.0,,1996.0
2018-01-04 18:00:00+00:00,,10727.0,,8336.0,1437.0,,1998.0
2018-01-04 19:00:00+00:00,,10263.0,,8426.0,1412.0,,1958.0
2018-01-04 20:00:00+00:00,,9453.0,,8451.0,1401.0,,2006.0
2018-01-04 21:00:00+00:00,,8535.0,,8454.0,1376.0,,1988.0
2018-01-04 22:00:00+00:00,,6883.0,,8456.0,1360.0,,2032.0
2018-01-04 23:00:00+00:00,,5644.0,,8457.0,1361.0,,1974.0
2018-01-05 00:00:00+00:00,,5506.0,,8458.0,1356.0,,2005.0
2018-01-05 01:00:00+00:00,,5468.0,,8458.0,1359.0,,2024.0
2018-01-05 02:00:00+00:00,,5454.0,,8457.0,1364.0,,2035.0
2018-01-05 03:00:00+00:00,,6181.0,,8458.0,1399.0,,2058.0
2018-01-05 04:00:00+00:00,,6574.0,,8458.0,1401.0,,2044.0
2018-01-05 05:00:00+00:00,,7813.0,,8456.0,1393.0,,2051.0
2018-01-05 06:00:00+00:00,,10071.0,,8455.0,1434.0,,2092.0
2018-01-05 07:00:00+00:00,,11343.0,,8454.0,1413.0,,2090.0
2018-01-05 08:00:00+00:00,,11491.0,,8458.0,1411.0,,2080.0
2018-01-05 09:00:00+00:00,,11585.0,,8455.0,1406.0,,2038.0
2018-01-05 10:00:00+00:00,,11566.0,,8457.0,1444.0,,2040.0
2018-01-05 11:00:00+00:00,,11541.0,,8458.0,1489.0,,2039.0
2018-01-05 12:00:00+00:00,,11548.0,,8458.0,1469.0,,2049.0
2018-01-05 13:00:00+00:00,,11552.0,,8459.0,1508.0,,2045.0
2018-01-05 14:00:00+00:00,,11619.0,,8458.0,1493.0,,2021.0
2018-01-05 15:00:00+00:00,,11831.0,,8457.0,1480.0,,1993.0
2018-01-05 16:00:00+00:00,,11911.0,,8460.0,1482.0,,1928.0
2018-01-05 17:00:00+00:00,,11804.0,,8461.0,1481.0,,1948.0
2018-01-05 18:00:00+00:00,,11393.0,,8460.0,1500.0,,1899.0
2018-01-05 19:00:00+00:00,,10233.0,,8462.0,1501.0,,1874.0
2018-01-05 20:00:00+00:00,,9884.0,,8459.0,1491.0,,1846.0
2018-01-05 21:00:00+00:00,,8874.0,,8463.0,1471.0,,1853.0
2018-01-05 22:00:00+00:00,,7861.0,,8464.0,1496.0,,1901.0
2018-01-05 23:00:00+00:00,,6342.0,,8465.0,1507.0,,1869.0
2018-01-06 00:00:00+00:00,,5983.0,,8467.0,1494.0,,1856.0
2018-01-06 01:00:00+00:00,,5848.0,,8468.0,1485.0,,1882.0
2018-01-06 02:00:00+00:00,,5826.0,,8468.0,1475.0,,1933.0
2018-01-06 03:00:00+00:00,,5864.0,,8465.0,1479.0,,2016.0
2018-01-06 04:00:00+00:00,,6115.0,,8464.0,1481.0,,2025.0
2018-01-06 05:00:00+00:00,,6454.0,,8461.0,1494.0,,2154.0
2018-01-06 06:00:00+00:00,,7536.0,,8461.0,1471.0,,2251.0
2018-01-06 07:00:00+00:00,,8856.0,,8462.0,1432.0,,2322.0
2018-01-06 08:00:00+00:00,,9559.0,,8465.0,1353.0,,2411.0
2018-01-06 09:00:00+00:00,,10187.0,,8474.0,1367.0,,2349.0
2018-01-06 10:00:00+00:00,,10293.0,,8499.0,1395.0,,2432.0
2018-01-06 11:00:00+00:00,,10258.0,,8521.0,1467.0,,2599.0
2018-01-06 12:00:00+00:00,,10224.0,,8539.0,1471.0,,2663.0
2018-01-06 13:00:00+00:00,,10235.0,,8553.0,1473.0,,2837.0
2018-01-06 14:00:00+00:00,,10508.0,,8558.0,1438.0,,2982.0
2018-01-06 15:00:00+00:00,,10771.0,,8538.0,1442.0,,3074.0
2018-01-06 16:00:00+00:00,,10757.0,,8519.0,1452.0,,3105.0
2018-01-06 17:00:00+00:00,,10654.0,,8556.0,1491.0,,3232.0
2018-01-06 18:00:00+00:00,,10150.0,,8575.0,1491.0,,3251.0
2018-01-06 19:00:00+00:00,,9341.0,,8580.0,1504.0,,3440.0
2018-01-06 20:00:00+00:00,,8845.0,,8594.0,1481.0,,3500.0
2018-01-06 21:00:00+00:00,,8239.0,,8598.0,1470.0,,3490.0
2018-01-06 22:00:00+00:00,,6666.0,,8610.0,1507.0,,3454.0
2018-01-06 23:00:00+00:00,,5516.0,,8612.0,1511.0,,3349.0
2018-01-07 00:00:00+00:00,,5151.0,,8624.0,1491.0,,3227.0
2018-01-07 01:00:00+00:00,,5086.0,,8625.0,1498.0,,3147.0
2018-01-07 02:00:00+00:00,,5063.0,,8636.0,1512.0,,3043.0
2018-01-07 03:00:00+00:00,,5051.0,,8638.0,1519.0,,2950.0
2018-01-07 04:00:00+00:00,,5320.0,,8646.0,1516.0,,2785.0
2018-01-07 05:00:00+00:00,,5919.0,,8648.0,1509.0,,2699.0
2018-01-07 06:00:00+00:00,,6307.0,,8648.0,1509.0,,2754.0
2018-01-07 07:00:00+00:00,,7051.0,,8648.0,1505.0,,2723.0
2018-01-07 08:00:00+00:00,,7507.0,,8647.0,1543.0,,2899.0
2018-01-07 09:00:00+00:00,,7739.0,,8645.0,1539.0,,3158.0
2018-01-07 10:00:00+00:00,,7931.0,,8646.0,1536.0,,3439.0
2018-01-07 11:00:00+00:00,,8014.0,,8647.0,1556.0,,3715.0
2018-01-07 12:00:00+00:00,,8070.0,,8648.0,1494.0,,3865.0
2018-01-07 13:00:00+00:00,,8125.0,,8649.0,1449.0,,3900.0
2018-01-07 14:00:00+00:00,,8190.0,,8650.0,1459.0,,4090.0
2018-01-07 15:00:00+00:00,,8543.0,,8649.0,1498.0,,4192.0
2018-01-07 16:00:00+00:00,,8947.0,,8647.0,1540.0,,4265.0
2018-01-07 17:00:00+00:00,,9156.0,,8645.0,1576.0,,4380.0
2018-01-07 18:00:00+00:00,,9049.0,,8648.0,1603.0,,4451.0
2018-01-07 19:00:00+00:00,,8864.0,,8650.0,1571.0,,4432.0
2018-01-07 20:00:00+00:00,,8130.0,,8649.0,1591.0,,4396.0
2018-01-07 21:00:00+00:00,,7697.0,,8652.0,1589.0,,4230.0
2018-01-07 22:00:00+00:00,,6835.0,,8653.0,1585.0,,4061.0
2018-01-07 23:00:00+00:00,,5388.0,,8654.0,1555.0,,3773.0
2018-01-08 00:00:00+00:00,,5227.0,,8655.0,1514.0,,3569.0
2018-01-08 01:00:00+00:00,,5175.0,,8658.0,1524.0,,3258.0
2018-01-08 02:00:00+00:00,,5227.0,,8656.0,1599.0,,3013.0
2018-01-08 03:00:00+00:00,,5983.0,,8656.0,1631.0,,2795.0
2018-01-08 04:00:00+00:00,,6627.0,,8655.0,1658.0,,2564.0
2018-01-08 05:00:00+00:00,,9032.0,,8652.0,1698.0,,2529.0
2018-01-08 06:00:00+00:00,,11176.0,,8648.0,1711.0,,2419.0
2018-01-08 07:00:00+00:00,,11643.0,,8645.0,1662.0,,2319.0
2018-01-08 08:00:00+00:00,,11621.0,,8650.0,1666.0,,2277.0
2018-01-08 09:00:00+00:00,,11619.0,,8650.0,1656.0,,2286.0
2018-01-08 10:00:00+00:00,,11617.0,,8649.0,1654.0,,2273.0
2018-01-08 11:00:00+00:00,,11583.0,,8650.0,1635.0,,2233.0
2018-01-08 12:00:00+00:00,,11516.0,,8644.0,1622.0,,2229.0
2018-01-08 13:00:00+00:00,,11532.0,,8647.0,1606.0,,2286.0
2018-01-08 14:00:00+00:00,,11655.0,,8649.0,1585.0,,2381.0
2018-01-08 15:00:00+00:00,,11564.0,,8647.0,1575.0,,2466.0
2018-01-08 16:00:00+00:00,,11520.0,,8646.0,1571.0,,2529.0
2018-01-08 17:00:00+00:00,,11408.0,,8646.0,1564.0,,2576.0
2018-01-08 18:00:00+00:00,,10903.0,,8645.0,1608.0,,2531.0
2018-01-08 19:00:00+00:00,,9435.0,,8647.0,1555.0,,2543.0
2018-01-08 20:00:00+00:00,,9010.0,,8651.0,1547.0,,2538.0
2018-01-08 21:00:00+00:00,,8035.0,,8653.0,1569.0,,2523.0
2018-01-08 22:00:00+00:00,,7041.0,,8655.0,1545.0,,2536.0
2018-01-08 23:00:00+00:00,,6006.0,,8656.0,1486.0,,2305.0
2018-01-09 00:00:00+00:00,,5681.0,,8656.0,1465.0,,2292.0
2018-01-09 01:00:00+00:00,,5646.0,,8654.0,1419.0,,2286.0
2018-01-09 02:00:00+00:00,,5684.0,,8654.0,1407.0,,2263.0
2018-01-09 03:00:00+00:00,,6372.0,,8653.0,1411.0,,2238.0
2018-01-09 04:00:00+00:00,,6721.0,,8650.0,1431.0,,2217.0
2018-01-09 05:00:00+00:00,,8708.0,,8649.0,1422.0,,2234.0
2018-01-09 06:00:00+00:00,,10512.0,,8644.0,1522.0,,2307.0
2018-01-09 07:00:00+00:00,,11357.0,,8644.0,1491.0,,2343.0
2018-01-09 08:00:00+00:00,,11417.0,,8645.0,1544.0,,2305.0
2018-01-09 09:00:00+00:00,,11376.0,,8645.0,1544.0,,2301.0
2018-01-09 10:00:00+00:00,,11261.0,,8646.0,1544.0,,2345.0
2018-01-09 11:00:00+00:00,,11027.0,,8488.0,1549.0,,2354.0
2018-01-09 12:00:00+00:00,,10974.0,,8420.0,1504.0,,2335.0
2018-01-09 13:00:00+00:00,,10947.0,,8431.0,1486.0,,2480.0
2018-01-09 14:00:00+00:00,,11083.0,,8555.0,1406.0,,2654.0
2018-01-09 15:00:00+00:00,,11452.0,,8592.0,1418.0,,2681.0
2018-01-09 16:00:00+00:00,,11561.0,,8619.0,1549.0,,2655.0
2018-01-09 17:00:00+00:00,,11512.0,,8626.0,1543.0,,2689.0
2018-01-09 18:00:00+00:00,,10992.0,,8641.0,1555.0,,2652.0
2018-01-09 19:00:00+00:00,,9716.0,,8646.0,1547.0,,2705.0
2018-01-09 20:00:00+00:00,,9187.0,,8646.0,1540.0,,2685.0
2018-01-09 21:00:00+00:00,,8483.0,,8648.0,1514.0,,2470.0
2018-01-09 22:00:00+00:00,,7703.0,,8650.0,1528.0,,2462.0
2018-01-09 23:00:00+00:00,,6502.0,,8651.0,1525.0,,2364.0
2018-01-10 00:00:00+00:00,,6235.0,,8652.0,1499.0,,2308.0
2018-01-10 01:00:00+00:00,,6133.0,,8653.0,1521.0,,2258.0
2018-01-10 02:00:00+00:00,,6205.0,,8653.0,1525.0,,2203.0
2018-01-10 03:00:00+00:00,,6712.0,,8653.0,1523.0,,2155.0
2018-01-10 04:00:00+00:00,,7696.0,,8649.0,1525.0,,2096.0
2018-01-10 05:00:00+00:00,,10380.0,,8643.0,1549.0,,2045.0
2018-01-10 06:00:00+00:00,,12169.0,,8640.0,1549.0,,2027.0
2018-01-10 07:00:00+00:00,,12285.0,,8643.0,1588.0,,1992.0
2018-01-10 08:00:00+00:00,,12187.0,,8645.0,1607.0,,2010.0
2018-01-10 09:00:00+00:00,,12190.0,,8645.0,1614.0,,1982.0
2018-01-10 10:00:00+00:00,,12251.0,,8641.0,1635.0,,1925.0
2018-01-10 11:00:00+00:00,,12415.0,,8640.0,1659.0,,1890.0
2018-01-10 12:00:00+00:00,,12461.0,,8643.0,1702.0,,1894.0
2018-01-10 13:00:00+00:00,,12397.0,,8641.0,1691.0,,1860.0
2018-01-10 14:00:00+00:00,,12446.0,,8642.0,1656.0,,1863.0
2018-01-10 15:00:00+00:00,,12423.0,,8644.0,1651.0,,1812.0
2018-01-10 16:00:00+00:00,,12316.0,,8648.0,1646.0,,1749.0
2018-01-10 17:00:00+00:00,,12320.0,,8649.0,1652.0,,1658.0
2018-01-10 18:00:00+00:00,,12418.0,,8649.0,1596.0,,1576.0
2018-01-10 19:00:00+00:00,,11587.0,,8650.0,1567.0,,1467.0
2018-01-10 20:00:00+00:00,,10203.0,,8649.0,1499.0,,1396.0
2018-01-10 21:00:00+00:00,,9424.0,,8650.0,1464.0,,1410.0
2018-01-10 22:00:00+00:00,,8277.0,,8654.0,1449.0,,1397.0
2018-01-10 23:00:00+00:00,,7035.0,,8652.0,1435.0,,1300.0
2018-01-11 00:00:00+00:00,,6780.0,,8655.0,1429.0,,1293.0
2018-01-11 01:00:00+00:00,,6721.0,,8656.0,1451.0,,1237.0
2018-01-11 02:00:00+00:00,,6767.0,,8654.0,1474.0,,1242.0
2018-01-11 03:00:00+00:00,,7384.0,,8650.0,1499.0,,1237.0
2018-01-11 04:00:00+00:00,,8690.0,,8647.0,1558.0,,1221.0
2018-01-11 05:00:00+00:00,,10971.0,,8648.0,1612.0,,1236.0
2018-01-11 06:00:00+00:00,,12178.0,,8649.0,1690.0,,1265.0
2018-01-11 07:00:00+00:00,,12482.0,,8637.0,1717.0,,1334.0
2018-01-11 08:00:00+00:00,,12485.0,,8604.0,1730.0,,1290.0
2018-01-11 09:00:00+00:00,,12447.0,,8568.0,1722.0,,1330.0
2018-01-11 10:00:00+00:00,,12463.0,,8568.0,1711.0,,1282.0
2018-01-11 11:00:00+00:00,,12523.0,,8602.0,1737.0,,1326.0
2018-01-11 12:00:00+00:00,,12455.0,,8622.0,1731.0,,1383.0
2018-01-11 13:00:00+00:00,,12429.0,,8634.0,1726.0,,1356.0
2018-01-11 14:00:00+00:00,,12457.0,,8635.0,1748.0,,1456.0
2018-01-11 15:00:00+00:00,,12307.0,,8637.0,1744.0,,1531.0
2018-01-11 16:00:00+00:00,,12306.0,,8640.0,1712.0,,1619.0
2018-01-11 17:00:00+00:00,,12306.0,,8639.0,1709.0,,1736.0
2018-01-11 18:00:00+00:00,,12309.0,,8639.0,1684.0,,1795.0
2018-01-11 19:00:00+00:00,,10897.0,,8643.0,1672.0,,1825.0
2018-01-11 20:00:00+00:00,,9724.0,,8646.0,1646.0,,1902.0
2018-01-11 21:00:00+00:00,,8703.0,,8648.0,1610.0,,1957.0
2018-01-11 22:00:00+00:00,,7922.0,,8647.0,1605.0,,1930.0
2018-01-11 23:00:00+00:00,,6991.0,,8647.0,1607.0,,1984.0
2018-01-12 00:00:00+00:00,,6778.0,,8644.0,1588.0,,1977.0
2018-01-12 01:00:00+00:00,,6680.0,,8646.0,1567.0,,1872.0
2018-01-12 02:00:00+00:00,,6707.0,,8649.0,1546.0,,1786.0
2018-01-12 03:00:00+00:00,,7352.0,,8647.0,1557.0,,1717.0
2018-01-12 04:00:00+00:00,,8475.0,,8647.0,1572.0,,1651.0
2018-01-12 05:00:00+00:00,,10625.0,,8647.0,1576.0,,1590.0
2018-01-12 06:00:00+00:00,,12356.0,,8644.0,1606.0,,1493.0
2018-01-12 07:00:00+00:00,,12538.0,,8650.0,1624.0,,1398.0
2018-01-12 08:00:00+00:00,,12551.0,,8647.0,1736.0,,1342.0
2018-01-12 09:00:00+00:00,,12570.0,,8648.0,1752.0,,1289.0
2018-01-12 10:00:00+00:00,,12487.0,,8646.0,1741.0,,1211.0
2018-01-12 11:00:00+00:00,,12417.0,,8644.0,1708.0,,1158.0
2018-01-12 12:00:00+00:00,,12288.0,,8612.0,1736.0,,1123.0
2018-01-12 13:00:00+00:00,,11950.0,,8534.0,1766.0,,1126.0
2018-01-12 14:00:00+00:00,,11922.0,,8533.0,1789.0,,1091.0
2018-01-12 15:00:00+00:00,,12330.0,,8533.0,1788.0,,1064.0
2018-01-12 16:00:00+00:00,,12385.0,,8535.0,1826.0,,1029.0
2018-01-12 17:00:00+00:00,,12356.0,,8536.0,1825.0,,1016.0
2018-01-12 18:00:00+00:00,,11534.0,,8528.0,1739.0,,993.0
2018-01-12 19:00:00+00:00,,10320.0,,8523.0,1701.0,,948.0
2018-01-12 20:00:00+00:00,,9440.0,,8536.0,1659.0,,878.0
2018-01-12 21:00:00+00:00,,8778.0,,8537.0,1606.0,,820.0
2018-01-12 22:00:00+00:00,,8072.0,,8538.0,1584.0,,783.0
2018-01-12 23:00:00+00:00,,7151.0,,8539.0,1527.0,,761.0
2018-01-13 00:00:00+00:00,,6793.0,,8539.0,1434.0,,770.0
2018-01-13 01:00:00+00:00,,6610.0,,8542.0,1410.0,,746.0
2018-01-13 02:00:00+00:00,,6508.0,,8541.0,1413.0,,766.0
2018-01-13 03:00:00+00:00,,6490.0,,8541.0,1413.0,,803.0
2018-01-13 04:00:00+00:00,,6655.0,,8541.0,1485.0,,860.0
2018-01-13 05:00:00+00:00,,7451.0,,8538.0,1501.0,,971.0
2018-01-13 06:00:00+00:00,,8887.0,,8534.0,1548.0,,1042.0
2018-01-13 07:00:00+00:00,,10134.0,,8533.0,1561.0,,1127.0
2018-01-13 08:00:00+00:00,,10841.0,,8533.0,1544.0,,1171.0
2018-01-13 09:00:00+00:00,,10829.0,,8531.0,1526.0,,1200.0
2018-01-13 10:00:00+00:00,,10921.0,,8533.0,1557.0,,1232.0
2018-01-13 11:00:00+00:00,,10945.0,,8534.0,1562.0,,1253.0
2018-01-13 12:00:00+00:00,,10899.0,,8534.0,1570.0,,1267.0
2018-01-13 13:00:00+00:00,,10837.0,,8535.0,1582.0,,1253.0
2018-01-13 14:00:00+00:00,,10926.0,,8535.0,1581.0,,1354.0
2018-01-13 15:00:00+00:00,,11637.0,,8533.0,1580.0,,1469.0
2018-01-13 16:00:00+00:00,,12108.0,,8528.0,1587.0,,1602.0
2018-01-13 17:00:00+00:00,,11777.0,,8527.0,1591.0,,1701.0
2018-01-13 18:00:00+00:00,,11079.0,,8532.0,1588.0,,1730.0
2018-01-13 19:00:00+00:00,,9523.0,,8535.0,1567.0,,1792.0
2018-01-13 20:00:00+00:00,,8451.0,,8536.0,1548.0,,1860.0
2018-01-13 21:00:00+00:00,,7517.0,,8539.0,1531.0,,1867.0
2018-01-13 22:00:00+00:00,,6953.0,,8539.0,1573.0,,1885.0
2018-01-13 23:00:00+00:00,,6065.0,,8541.0,1523.0,,1956.0
2018-01-14 00:00:00+00:00,,5880.0,,8541.0,1470.0,,2018.0
2018-01-14 01:00:00+00:00,,5890.0,,8541.0,1457.0,,2052.0
2018-01-14 02:00:00+00:00,,5849.0,,8543.0,1483.0,,2077.0
2018-01-14 03:00:00+00:00,,5876.0,,8542.0,1491.0,,2101.0
2018-01-14 04:00:00+00:00,,6162.0,,8542.0,1467.0,,2137.0
2018-01-14 05:00:00+00:00,,6838.0,,8544.0,1470.0,,2197.0
2018-01-14 06:00:00+00:00,,7463.0,,8541.0,1511.0,,2272.0
2018-01-14 07:00:00+00:00,,8328.0,,8541.0,1506.0,,2270.0
2018-01-14 08:00:00+00:00,,9194.0,,8541.0,1587.0,,2303.0
2018-01-14 09:00:00+00:00,,9651.0,,8539.0,1558.0,,2349.0
2018-01-14 10:00:00+00:00,,9976.0,,8538.0,1558.0,,2378.0
2018-01-14 11:00:00+00:00,,9901.0,,8540.0,1576.0,,2400.0
2018-01-14 12:00:00+00:00,,9921.0,,8540.0,1589.0,,2431.0
2018-01-14 13:00:00+00:00,,10050.0,,8540.0,1607.0,,2472.0
2018-01-14 14:00:00+00:00,,10488.0,,8537.0,1617.0,,2499.0
2018-01-14 15:00:00+00:00,,11215.0,,8535.0,1635.0,,2574.0
2018-01-14 16:00:00+00:00,,11309.0,,8529.0,1630.0,,2757.0
2018-01-14 17:00:00+00:00,,11197.0,,8527.0,1598.0,,2942.0
2018-01-14 18:00:00+00:00,,10552.0,,8529.0,1597.0,,3150.0
2018-01-14 19:00:00+00:00,,9515.0,,8530.0,1595.0,,3273.0
2018-01-14 20:00:00+00:00,,8812.0,,8534.0,1603.0,,3455.0
2018-01-14 21:00:00+00:00,,8208.0,,8539.0,1597.0,,3588.0
2018-01-14 22:00:00+00:00,,7256.0,,8541.0,1605.0,,3627.0
2018-01-14 23:00:00+00:00,,5635.0,,8545.0,1628.0,,3896.0
2018-01-15 00:00:00+00:00,,4936.0,,8546.0,1618.0,,3966.0
2018-01-15 01:00:00+00:00,,5002.0,,8548.0,1620.0,,4062.0
2018-01-15 02:00:00+00:00,,4956.0,,8548.0,1621.0,,4110.0
2018-01-15 03:00:00+00:00,,5406.0,,8547.0,1622.0,,4166.0
2018-01-15 04:00:00+00:00,,6573.0,,8548.0,1641.0,,4348.0
2018-01-15 05:00:00+00:00,,9499.0,,8548.0,1621.0,,4490.0
2018-01-15 06:00:00+00:00,,11078.0,,8545.0,1650.0,,4617.0
2018-01-15 07:00:00+00:00,,11355.0,,8544.0,1656.0,,4699.0
2018-01-15 08:00:00+00:00,,11416.0,,8545.0,1655.0,,4789.0
2018-01-15 09:00:00+00:00,,11247.0,,8546.0,1670.0,,4932.0
2018-01-15 10:00:00+00:00,,10684.0,,8548.0,1647.0,,5012.0
2018-01-15 11:00:00+00:00,,10131.0,,8549.0,1647.0,,5109.0
2018-01-15 12:00:00+00:00,,10102.0,,8550.0,1659.0,,5165.0
