,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2018-01-01 00:00:00+00:00,729.5,5382.0,1225.5,0.0,0.0,351.5,7265.5,89.0,0.0,3800.95,4977.425
2018-01-01 01:00:00+00:00,756.5,5684.5,1524.0,0.0,103.0,352.0,7259.0,88.5,0.0,3821.29,4924.045
2018-01-01 02:00:00+00:00,750.5,5017.5,1542.0,0.0,0.0,335.5,7258.0,89.0,0.0,3800.455,4730.715
2018-01-01 03:00:00+00:00,757.0,4408.5,1586.5,0.0,0.0,282.0,7254.5,89.0,0.0,3773.41,4709.055
2018-01-01 04:00:00+00:00,756.5,3543.0,1440.0,0.0,0.0,275.0,7262.0,89.0,0.0,3732.55,4589.58
2018-01-01 05:00:00+00:00,757.5,3543.5,1564.0,0.0,0.0,267.0,7257.5,89.0,0.0,3675.2250000000004,4433.6900000000005
2018-01-01 06:00:00+00:00,758.0,4582.0,1691.0,0.0,41.0,265.5,7261.0,89.0,4.0,3624.545,4017.495
2018-01-01 07:00:00+00:00,754.5,5718.0,1656.5,0.0,10.5,435.0,7263.5,89.0,0.0,3629.48,3686.145
2018-01-01 08:00:00+00:00,757.5,6521.5,1589.0,0.0,306.0,371.5,7265.5,88.5,5.5,3414.77,3302.92
2018-01-01 09:00:00+00:00,751.5,8308.0,1613.5,0.0,450.5,488.0,7263.0,88.5,326.5,3087.86,3192.87
2018-01-01 10:00:00+00:00,746.5,10010.5,1635.0,0.0,505.5,603.5,7260.0,89.0,776.5,3015.91,3136.105
2018-01-01 11:00:00+00:00,756.5,11951.5,1720.5,0.0,480.5,632.5,7259.0,89.0,1285.0,2916.63,3120.87
2018-01-01 12:00:00+00:00,757.5,13718.5,1688.0,0.0,488.5,545.0,7264.0,89.0,1855.0,2717.35,3120.13
2018-01-01 13:00:00+00:00,755.0,14855.0,1584.0,0.0,747.5,548.5,7255.5,89.0,1502.5,2070.34,2920.325
2018-01-01 14:00:00+00:00,745.5,14853.0,1858.5,0.0,362.5,483.5,7257.0,89.0,1051.0,2014.345,3174.42
2018-01-01 15:00:00+00:00,741.5,14626.5,2148.5,0.0,520.0,490.5,7251.0,88.5,252.5,1946.51,3504.505
2018-01-01 16:00:00+00:00,754.5,16030.5,2138.0,0.0,753.5,743.0,7263.0,88.5,1.0,2292.645,3992.815
2018-01-01 17:00:00+00:00,720.0,17011.5,2231.0,0.0,1157.0,701.0,7258.5,89.0,0.5,3057.41,4187.775
2018-01-01 18:00:00+00:00,733.0,16581.5,2085.0,0.0,467.0,713.0,7251.5,89.0,0.0,2874.625,4456.834999999999
2018-01-01 19:00:00+00:00,743.0,15192.5,1959.5,0.0,302.5,619.0,7262.5,89.0,0.0,3180.1549999999997,4537.3099999999995
2018-01-01 20:00:00+00:00,747.0,13125.0,1286.5,0.0,402.5,508.0,7261.5,88.5,0.0,3466.4300000000003,4823.9
2018-01-01 21:00:00+00:00,741.5,11166.0,1285.5,0.0,492.5,406.5,7259.0,89.0,0.0,3411.2799999999997,4672.125
2018-01-01 22:00:00+00:00,744.5,9164.5,1281.5,0.0,190.5,321.5,7264.5,89.0,0.0,3486.455,4396.93
2018-01-01 23:00:00+00:00,744.5,7653.5,910.0,0.0,0.0,320.0,7254.5,89.0,0.0,3538.87,4212.870000000001
2018-01-02 00:00:00+00:00,741.5,7278.5,939.0,0.0,0.0,313.0,7263.5,89.0,0.0,3328.92,4001.7250000000004
2018-01-02 01:00:00+00:00,745.5,8080.5,1134.0,0.0,0.0,314.0,7266.5,90.0,0.0,3324.67,3393.125
2018-01-02 02:00:00+00:00,745.0,7972.5,1259.0,0.0,0.0,279.0,7273.5,91.0,0.0,3198.855,2821.52
2018-01-02 03:00:00+00:00,739.5,8578.5,1293.0,0.0,0.0,261.0,7263.5,90.0,0.0,2871.455,2275.545
2018-01-02 04:00:00+00:00,735.5,8981.5,1310.0,0.0,0.0,252.0,7262.0,90.0,0.0,2714.335,2005.01
2018-01-02 05:00:00+00:00,718.5,9367.0,1375.5,0.0,0.0,245.0,7257.5,91.0,0.0,2488.85,2042.545
2018-01-02 06:00:00+00:00,701.5,10923.5,1592.5,0.0,0.0,244.5,7261.5,91.0,0.0,2568.5200000000004,2141.715
2018-01-02 07:00:00+00:00,699.5,15032.0,1829.5,0.0,237.5,252.5,7265.5,91.0,0.0,2323.325,2622.0
2018-01-02 08:00:00+00:00,691.5,16842.0,2244.0,0.0,369.0,360.0,7261.0,91.0,4.5,2401.335,3133.245
2018-01-02 09:00:00+00:00,681.5,18457.0,2419.5,0.0,473.5,551.0,7261.5,91.0,46.0,2603.5550000000003,3686.6
2018-01-02 10:00:00+00:00,680.5,20307.5,2162.0,0.0,653.5,517.0,7255.0,91.0,176.0,2292.58,4337.575
2018-01-02 11:00:00+00:00,680.5,20687.5,2514.5,0.0,325.0,481.0,7265.0,91.0,337.0,2435.875,4602.8150000000005
2018-01-02 12:00:00+00:00,678.5,20177.0,2522.0,0.0,321.0,471.0,7264.5,90.5,479.0,2959.495,5216.545
2018-01-02 13:00:00+00:00,680.0,19656.0,2854.0,0.0,225.5,435.0,7263.0,91.0,510.5,3299.9700000000003,5106.055
2018-01-02 14:00:00+00:00,679.0,18804.0,2724.0,0.0,282.5,439.5,7259.0,91.0,228.5,3524.92,5154.975
2018-01-02 15:00:00+00:00,680.5,18789.5,2793.0,0.0,355.0,462.5,7257.0,91.0,27.5,3581.785,5028.35
2018-01-02 16:00:00+00:00,680.5,21472.0,3371.5,0.0,383.0,702.0,7259.5,91.0,10.5,3050.25,4096.585
2018-01-02 17:00:00+00:00,680.5,22561.0,3573.5,0.0,1182.5,729.0,7258.0,91.0,3.5,3257.19,3851.585
2018-01-02 18:00:00+00:00,680.5,22173.5,3941.0,0.0,843.5,706.5,7270.5,91.0,0.0,3226.875,3582.255
2018-01-02 19:00:00+00:00,680.0,20270.0,3619.5,0.0,300.0,668.5,7262.5,91.0,0.0,3340.715,3871.445
2018-01-02 20:00:00+00:00,679.5,17923.5,2238.5,0.0,440.0,518.5,7264.5,91.0,0.0,3498.0550000000003,4205.415
2018-01-02 21:00:00+00:00,681.5,14295.0,1877.0,0.0,347.0,464.5,7267.5,91.0,0.0,3534.3100000000004,4643.975
2018-01-02 22:00:00+00:00,678.5,10690.0,1475.0,0.0,386.5,437.5,7260.0,91.0,0.0,3240.13,4836.84
2018-01-02 23:00:00+00:00,681.0,8387.0,1103.0,0.0,45.0,458.5,7265.0,91.0,0.0,3150.46,4859.365
2018-01-03 00:00:00+00:00,681.5,7330.0,1174.5,0.0,0.0,442.0,7269.0,91.0,0.0,3142.1949999999997,4928.4400000000005
2018-01-03 01:00:00+00:00,681.0,7018.0,873.0,0.0,0.0,407.0,7260.5,91.0,0.0,3095.24,5261.865
2018-01-03 02:00:00+00:00,681.0,6715.5,873.5,0.0,0.0,349.0,7260.0,91.0,0.0,3159.98,5433.115
2018-01-03 03:00:00+00:00,681.5,6622.0,874.5,0.0,0.0,331.5,7256.5,91.0,0.0,3126.105,5368.105
2018-01-03 04:00:00+00:00,681.5,6818.0,989.0,0.0,0.0,317.0,6865.0,91.0,0.0,3319.8450000000003,5271.219999999999
2018-01-03 05:00:00+00:00,680.5,7138.5,825.0,0.0,0.0,321.5,6850.5,91.0,0.0,3510.69,5068.1900000000005
2018-01-03 06:00:00+00:00,679.5,9456.0,905.5,0.0,0.0,339.0,6850.5,91.0,0.0,3392.91,4990.415
2018-01-03 07:00:00+00:00,680.5,13509.0,1042.5,0.0,212.0,319.5,6848.5,91.0,0.0,3393.7799999999997,4893.145
2018-01-03 08:00:00+00:00,679.0,16605.5,905.5,0.0,347.5,382.5,6842.5,91.0,16.5,3625.4750000000004,4967.155000000001
2018-01-03 09:00:00+00:00,680.0,17673.5,1132.0,0.0,310.0,552.0,6901.0,90.5,604.0,3680.4700000000003,5165.35
2018-01-03 10:00:00+00:00,671.0,17700.0,1131.5,0.0,377.5,595.5,6928.5,90.5,1415.0,3662.21,5230.32
2018-01-03 11:00:00+00:00,679.5,17553.0,1172.5,0.0,344.0,463.5,6961.0,91.0,1785.0,3710.315,5451.674999999999
2018-01-03 12:00:00+00:00,646.0,17820.5,1250.5,0.0,439.0,453.0,6985.0,90.5,2010.0,3742.05,5259.025
2018-01-03 13:00:00+00:00,647.5,17887.5,1288.0,0.0,354.0,428.5,7005.0,91.0,1531.0,3791.115,5352.65
2018-01-03 14:00:00+00:00,610.5,18244.5,1279.5,0.0,456.5,430.0,7052.0,91.0,771.5,3812.79,5357.525
2018-01-03 15:00:00+00:00,678.5,19019.5,1704.0,0.0,306.0,432.0,7122.0,91.0,102.0,3807.52,4964.32
2018-01-03 16:00:00+00:00,615.0,21034.5,1942.5,0.0,332.0,697.5,7125.5,91.0,7.0,3784.3,4921.53
2018-01-03 17:00:00+00:00,668.0,22899.0,2030.0,0.0,1069.5,827.0,7130.5,91.0,5.0,3812.87,4557.015
2018-01-03 18:00:00+00:00,699.5,22564.5,2140.5,0.0,783.5,794.0,7134.5,91.0,0.5,3804.675,4483.0
2018-01-03 19:00:00+00:00,680.0,21901.0,1723.5,0.0,584.5,595.0,7126.5,91.0,0.0,3766.965,4548.72
2018-01-03 20:00:00+00:00,680.5,19857.5,1290.5,0.0,416.0,510.5,7133.0,90.5,0.0,3802.39,4588.790000000001
2018-01-03 21:00:00+00:00,652.5,16567.5,1014.5,0.0,367.0,493.0,7129.0,91.0,0.0,3788.0699999999997,4510.16
2018-01-03 22:00:00+00:00,617.0,12720.5,1136.5,0.0,433.5,452.0,7135.5,91.0,0.0,3733.075,4195.78
2018-01-03 23:00:00+00:00,681.5,10118.5,1147.5,0.0,0.0,436.0,7127.5,91.0,0.0,3671.54,3708.255
2018-01-04 00:00:00+00:00,680.5,10605.0,1237.5,0.0,0.0,417.5,7129.5,91.0,0.0,3544.54,3015.54
2018-01-04 01:00:00+00:00,681.0,10666.0,1150.0,0.0,0.0,412.5,7128.0,91.0,0.0,3503.01,2589.765
2018-01-04 02:00:00+00:00,613.5,10691.0,1206.0,0.0,0.0,358.0,7117.0,91.0,0.0,3231.935,2003.52
2018-01-04 03:00:00+00:00,651.5,11322.5,1193.0,0.0,0.0,314.5,7100.5,91.0,0.0,2924.6099999999997,1661.7849999999999
2018-01-04 04:00:00+00:00,681.5,11901.0,1187.5,0.0,0.0,310.0,7134.0,90.5,0.0,2267.415,1575.63
2018-01-04 05:00:00+00:00,681.0,12441.0,1361.5,0.0,0.0,332.5,7127.0,90.5,0.0,2118.255,1597.095
2018-01-04 06:00:00+00:00,680.5,14447.5,1840.5,0.0,33.5,330.5,7133.0,91.0,0.0,1818.08,1853.565
2018-01-04 07:00:00+00:00,681.0,19415.0,2317.5,0.0,300.5,377.0,7122.0,91.0,0.0,1352.71,2001.105
2018-01-04 08:00:00+00:00,561.5,22664.5,2445.5,0.0,402.5,416.5,7126.0,91.0,64.0,1323.495,1949.275
2018-01-04 09:00:00+00:00,549.5,23629.0,2532.0,0.0,444.5,578.5,6938.5,91.0,180.0,1474.15,1809.355
2018-01-04 10:00:00+00:00,579.5,23812.0,2750.5,0.0,399.0,581.5,6902.0,91.0,657.5,1254.94,2281.895
2018-01-04 11:00:00+00:00,671.0,23400.0,2730.5,0.0,346.5,439.0,6906.0,91.0,969.5,1518.4499999999998,2722.55
2018-01-04 12:00:00+00:00,663.5,22726.5,2194.0,0.0,315.0,426.5,6912.5,77.5,1150.0,2693.16,2832.625
2018-01-04 13:00:00+00:00,680.0,21841.5,1892.5,0.0,316.5,384.5,7094.0,91.0,1310.0,3275.095,2874.27
2018-01-04 14:00:00+00:00,680.0,21528.5,1964.0,0.0,364.0,376.5,7135.0,91.0,892.0,3337.8199999999997,2869.475
2018-01-04 15:00:00+00:00,680.5,21553.0,2387.0,0.0,333.0,386.0,7128.5,91.0,271.0,3453.6499999999996,2855.88
2018-01-04 16:00:00+00:00,680.5,22387.5,3356.0,0.0,439.5,721.0,7102.5,91.0,0.5,3522.375,2966.83
2018-01-04 17:00:00+00:00,681.0,23638.5,4349.0,0.0,934.0,827.5,6921.0,91.0,0.0,3573.785,3051.705
2018-01-04 18:00:00+00:00,680.5,23722.5,4313.5,0.0,514.0,737.5,6921.0,91.0,0.0,3559.5299999999997,2949.715
2018-01-04 19:00:00+00:00,680.5,22764.5,3821.5,0.0,394.5,605.0,7011.0,91.0,0.0,3508.36,2794.495
2018-01-04 20:00:00+00:00,681.5,21086.0,2890.5,0.0,549.5,482.5,7027.0,91.0,0.0,3509.235,2539.455
2018-01-04 21:00:00+00:00,680.0,18931.5,1708.0,0.0,492.5,428.0,7133.0,91.0,0.0,3534.6800000000003,2199.5
2018-01-04 22:00:00+00:00,681.0,16479.5,1250.0,0.0,418.0,342.0,7129.0,91.0,0.0,3147.06,1690.52
2018-01-04 23:00:00+00:00,690.5,14100.0,987.5,0.0,0.0,345.5,7005.5,91.0,0.0,2743.22,1480.7199999999998
2018-01-05 00:00:00+00:00,718.5,14359.5,954.5,0.0,0.0,336.0,6917.0,91.0,0.0,2251.7200000000003,1364.27
2018-01-05 01:00:00+00:00,721.0,14649.5,967.0,0.0,0.0,297.5,6910.5,91.0,0.0,1772.64,1369.67
2018-01-05 02:00:00+00:00,722.0,13917.0,1055.0,0.0,0.0,275.0,7057.0,91.0,0.0,1508.455,1237.3249999999998
2018-01-05 03:00:00+00:00,721.5,13434.5,969.0,0.0,0.0,271.0,7146.0,91.0,0.0,1460.1750000000002,1214.15
2018-01-05 04:00:00+00:00,722.0,13292.5,1040.5,0.0,0.0,265.5,7144.0,91.0,0.0,1151.375,1267.5700000000002
2018-01-05 05:00:00+00:00,724.0,13602.5,1318.0,0.0,0.0,294.0,7143.0,91.0,0.0,1146.98,1278.31
2018-01-05 06:00:00+00:00,725.0,14887.0,2629.0,0.0,18.0,320.5,7134.0,91.0,0.0,1262.155,1286.375
2018-01-05 07:00:00+00:00,721.5,19063.0,3782.0,0.0,450.0,372.0,7131.5,91.0,0.0,1300.895,1329.6999999999998
2018-01-05 08:00:00+00:00,718.5,22523.0,4598.5,0.0,364.5,425.5,7140.0,91.0,29.0,944.7749999999999,1295.52
2018-01-05 09:00:00+00:00,721.0,23013.5,5866.5,0.0,360.5,547.5,7130.0,91.0,499.5,788.25,1325.115
2018-01-05 10:00:00+00:00,718.5,22734.5,6086.0,0.0,421.5,559.5,7133.5,91.0,1265.0,1000.9100000000001,1339.415
2018-01-05 11:00:00+00:00,719.0,23132.0,6048.0,0.0,507.0,480.5,6625.5,91.0,1885.0,1116.505,1314.0549999999998
2018-01-05 12:00:00+00:00,718.5,23138.5,6239.5,0.0,322.5,370.5,6629.5,91.0,2045.0,1128.4,1386.145
2018-01-05 13:00:00+00:00,718.0,23378.5,5590.5,0.0,316.0,355.0,6634.5,91.0,1511.5,1231.9,1449.6950000000002
2018-01-05 14:00:00+00:00,725.5,23202.5,5566.0,0.0,186.5,373.5,6635.5,91.0,1052.0,1313.655,1525.3
2018-01-05 15:00:00+00:00,728.5,23122.5,5868.5,0.0,209.0,491.0,6630.5,91.0,220.0,1329.5900000000001,1667.535
2018-01-05 16:00:00+00:00,728.0,23232.5,7132.5,0.0,411.0,887.5,6629.0,91.0,5.0,1336.905,1735.9699999999998
2018-01-05 17:00:00+00:00,730.0,24577.5,7289.5,0.0,1137.0,931.0,6617.0,91.0,5.0,1339.145,1916.375
2018-01-05 18:00:00+00:00,729.5,23718.0,7188.0,0.0,1336.0,835.5,6613.0,91.0,2.0,1405.195,2230.13
2018-01-05 19:00:00+00:00,699.0,23547.5,6465.0,0.0,691.5,504.5,6608.5,91.0,0.0,1396.07,2681.2200000000003
2018-01-05 20:00:00+00:00,683.5,22814.5,5030.0,0.0,492.5,454.5,6593.0,91.0,0.0,1067.8049999999998,2966.15
2018-01-05 21:00:00+00:00,617.5,21166.0,3796.0,0.0,385.0,385.5,6394.0,91.0,0.0,786.3199999999999,3252.425
2018-01-05 22:00:00+00:00,558.5,18944.5,2139.0,0.0,341.5,369.5,6381.5,91.0,0.0,578.685,3688.05
2018-01-05 23:00:00+00:00,556.5,16436.5,1215.5,0.0,23.0,389.0,6388.5,91.0,0.0,467.78999999999996,3850.09
2018-01-06 00:00:00+00:00,551.5,14891.5,915.0,0.0,0.0,332.5,6404.0,91.0,0.0,408.855,4111.17
2018-01-06 01:00:00+00:00,561.0,14071.0,1090.0,0.0,16.5,276.0,6447.0,91.0,0.0,585.09,4191.295
2018-01-06 02:00:00+00:00,723.5,13312.0,869.5,0.0,0.0,249.0,6401.5,91.0,0.0,685.5,4226.26
2018-01-06 03:00:00+00:00,717.0,12321.0,715.0,0.0,0.0,245.5,6405.5,91.0,0.0,730.8499999999999,4834.745
2018-01-06 04:00:00+00:00,724.5,11137.0,507.0,0.0,0.0,247.5,6518.5,91.0,0.0,951.3199999999999,5184.5
2018-01-06 05:00:00+00:00,735.0,10397.5,423.5,0.0,0.0,300.0,6537.5,91.0,0.0,1301.0349999999999,5224.25
2018-01-06 06:00:00+00:00,733.0,11460.5,602.0,0.0,63.5,287.0,6431.5,91.0,0.0,1371.2849999999999,5199.075000000001
2018-01-06 07:00:00+00:00,734.5,12163.0,579.5,0.0,150.0,342.5,6412.0,91.0,0.0,1407.525,5228.34
2018-01-06 08:00:00+00:00,732.0,13889.0,737.5,0.0,232.0,611.5,6565.5,91.0,32.0,1698.77,4996.344999999999
2018-01-06 09:00:00+00:00,733.5,15663.5,1405.0,0.0,308.5,674.0,6634.0,91.0,459.0,1956.7350000000001,5139.29
2018-01-06 10:00:00+00:00,733.0,16773.0,1423.0,0.0,349.0,698.5,6630.0,91.0,1275.0,2151.535,4853.63
2018-01-06 11:00:00+00:00,733.0,17336.5,1407.0,0.0,340.0,477.0,6656.5,91.0,1785.0,2420.585,4380.02
2018-01-06 12:00:00+00:00,731.0,17720.5,1489.5,0.0,320.5,395.0,6544.0,91.0,1765.0,2318.9350000000004,4234.4400000000005
2018-01-06 13:00:00+00:00,735.0,17251.0,1438.5,0.0,395.5,317.5,6544.5,91.0,1598.5,2903.88,4105.3
2018-01-06 14:00:00+00:00,733.5,17025.0,1249.0,0.0,442.5,316.5,6663.5,91.0,922.5,3112.2749999999996,3857.79
2018-01-06 15:00:00+00:00,731.5,17015.5,1613.0,0.0,303.5,337.5,6724.5,91.0,243.5,3175.92,3741.935
2018-01-06 16:00:00+00:00,725.5,18583.0,2906.5,0.0,582.5,524.5,6601.0,91.0,6.0,3133.505,3454.7200000000003
2018-01-06 17:00:00+00:00,720.5,20108.0,3737.0,0.0,1285.5,665.5,6644.5,91.0,1.0,3202.19,3082.62
2018-01-06 18:00:00+00:00,718.5,20094.0,3565.0,0.0,1147.5,666.5,6874.0,91.0,0.5,3169.295,3149.155
2018-01-06 19:00:00+00:00,715.0,19724.5,3125.5,0.0,363.5,436.5,6902.5,91.0,0.0,3208.0600000000004,2992.6549999999997
2018-01-06 20:00:00+00:00,712.0,18832.5,1765.5,0.0,556.5,377.5,6896.5,91.0,0.0,3038.045,2846.1850000000004
2018-01-06 21:00:00+00:00,714.5,17140.5,1422.5,0.0,309.5,345.0,6917.0,91.0,0.0,2829.26,2549.6400000000003
2018-01-06 22:00:00+00:00,712.0,15628.0,562.5,0.0,398.0,298.5,6744.5,91.0,0.0,2814.46,2280.16
2018-01-06 23:00:00+00:00,717.5,13641.0,540.5,0.0,0.0,310.0,6745.5,91.0,0.0,2817.755,2120.74
2018-01-07 00:00:00+00:00,730.5,12736.5,423.5,0.0,0.0,302.5,6794.5,91.0,0.0,2749.09,2056.4700000000003
2018-01-07 01:00:00+00:00,729.5,12926.5,298.5,0.0,0.0,239.0,6926.0,91.0,0.0,2728.035,1980.4299999999998
2018-01-07 02:00:00+00:00,729.5,12441.0,331.0,0.0,0.0,232.5,6915.0,91.0,0.0,2691.915,1876.7350000000001
2018-01-07 03:00:00+00:00,727.0,12013.0,389.5,0.0,0.0,228.5,6823.5,91.0,0.0,1426.935,1476.4650000000001
2018-01-07 04:00:00+00:00,711.5,11249.0,340.5,0.0,0.0,222.0,6854.5,91.0,0.0,2784.49,1735.2
2018-01-07 05:00:00+00:00,712.5,10525.0,523.0,0.0,0.0,217.0,7033.0,91.0,0.0,2820.5150000000003,1747.2649999999999
2018-01-07 06:00:00+00:00,712.0,10892.5,681.0,0.0,0.0,230.5,7056.0,91.0,0.0,2823.83,1840.63
2018-01-07 07:00:00+00:00,711.0,11946.0,1046.0,0.0,0.0,255.0,7051.5,91.0,0.0,2700.355,1860.1
2018-01-07 08:00:00+00:00,710.5,12675.0,1077.0,0.0,150.0,332.5,7051.5,91.0,116.5,2598.74,1792.69
2018-01-07 09:00:00+00:00,713.5,15305.5,1320.5,0.0,261.0,470.5,6886.5,91.0,1218.0,2552.0299999999997,1764.145
2018-01-07 10:00:00+00:00,709.5,16900.0,1721.5,0.0,332.5,483.5,6848.0,91.0,2690.0,2501.935,1802.2350000000001
2018-01-07 11:00:00+00:00,702.5,17343.5,1949.5,0.0,342.0,373.0,6968.0,91.0,3675.0,2420.555,1789.7150000000001
2018-01-07 12:00:00+00:00,694.5,17592.0,2086.0,0.0,366.0,323.0,7051.5,91.0,4170.0,2496.63,1891.7849999999999
2018-01-07 13:00:00+00:00,695.0,17752.5,2013.0,0.0,366.0,307.0,7049.5,91.0,3257.5,2528.9750000000004,1922.205
2018-01-07 14:00:00+00:00,686.0,18079.5,2198.0,0.0,411.0,309.0,7067.5,91.0,2595.0,2535.1099999999997,1960.635
2018-01-07 15:00:00+00:00,690.0,18928.0,3199.5,0.0,396.5,339.0,6964.0,91.0,784.5,2739.465,1926.7199999999998
2018-01-07 16:00:00+00:00,684.0,20243.0,5188.0,0.0,540.0,596.5,6957.5,91.0,15.5,2811.7200000000003,1952.185
2018-01-07 17:00:00+00:00,696.0,21096.0,6669.0,0.0,1196.5,728.0,7163.0,91.0,2.0,3021.17,1977.73
2018-01-07 18:00:00+00:00,692.5,20858.5,6263.5,0.0,976.5,673.5,7242.5,91.0,0.5,3016.005,2142.215
2018-01-07 19:00:00+00:00,697.5,20341.0,5318.0,0.0,533.5,396.0,7266.0,91.0,0.0,2957.075,2247.7200000000003
2018-01-07 20:00:00+00:00,693.0,19068.0,3958.0,0.0,439.5,364.5,7271.5,91.0,0.0,2915.62,2458.635
2018-01-07 21:00:00+00:00,697.5,17007.5,2528.5,0.0,303.5,325.0,7286.5,91.0,0.0,2934.6000000000004,2673.085
2018-01-07 22:00:00+00:00,695.5,13876.5,1315.0,0.0,363.0,287.5,7301.5,91.0,0.0,2973.88,2835.06
2018-01-07 23:00:00+00:00,696.5,10309.0,935.5,0.0,0.0,263.0,7329.5,91.0,0.0,3014.73,2918.32
2018-01-08 00:00:00+00:00,691.5,10407.5,922.0,0.0,0.0,257.5,7367.5,91.0,0.0,3101.6800000000003,2791.05
2018-01-08 01:00:00+00:00,697.5,10341.0,944.0,0.0,0.0,230.0,7389.5,91.0,0.0,3202.73,3041.64
2018-01-08 02:00:00+00:00,696.0,9336.0,945.0,0.0,0.0,214.0,7421.5,91.0,0.0,3214.915,3349.8199999999997
2018-01-08 03:00:00+00:00,687.5,8823.5,964.5,0.0,0.0,220.0,7435.5,91.0,0.0,3304.755,3335.105
2018-01-08 04:00:00+00:00,698.0,8420.5,958.5,0.0,0.0,207.5,7471.0,91.0,0.0,3283.06,3532.71
2018-01-08 05:00:00+00:00,686.0,8924.5,984.5,0.0,0.0,215.5,7462.0,91.0,0.0,3328.795,3543.075
2018-01-08 06:00:00+00:00,686.0,12494.5,1143.0,0.0,0.0,254.0,7480.5,91.0,0.0,3290.7,3512.37
2018-01-08 07:00:00+00:00,683.0,18258.0,1951.5,0.0,428.5,263.5,7494.5,91.0,0.0,3214.77,3863.27
2018-01-08 08:00:00+00:00,681.5,20989.0,2771.0,0.0,444.0,288.5,7497.5,91.0,30.0,3090.565,3893.98
2018-01-08 09:00:00+00:00,689.5,21633.5,3186.0,0.0,678.5,497.5,7500.0,91.0,496.5,3183.98,4007.135
2018-01-08 10:00:00+00:00,688.0,22089.0,3373.5,0.0,568.0,534.5,7512.0,91.0,1090.0,3174.755,3808.49
2018-01-08 11:00:00+00:00,687.0,22778.5,3373.0,0.0,460.0,403.5,7554.5,91.0,1255.0,3129.005,3840.585
2018-01-08 12:00:00+00:00,683.5,22863.5,3740.5,0.0,811.0,285.0,7585.0,91.0,1130.0,2998.1949999999997,3892.62
2018-01-08 13:00:00+00:00,681.0,22767.0,3974.5,0.0,945.0,310.0,7602.0,91.0,1049.5,2699.875,3883.8050000000003
2018-01-08 14:00:00+00:00,684.0,22830.5,4254.5,0.0,446.5,358.5,7598.0,91.0,379.0,2487.005,4039.7200000000003
2018-01-08 15:00:00+00:00,681.0,22530.0,4812.5,0.0,644.0,440.0,7601.0,91.0,48.5,1208.02,3155.045
2018-01-08 16:00:00+00:00,684.0,22592.5,5999.5,0.0,487.5,676.5,7626.0,91.0,0.0,2410.9700000000003,4857.795
2018-01-08 17:00:00+00:00,681.0,22682.0,5620.5,0.0,732.0,768.0,7630.5,91.0,0.0,2544.965,4778.865
2018-01-08 18:00:00+00:00,664.0,22551.0,5338.5,0.0,564.0,693.0,7634.5,91.0,0.0,2492.1549999999997,5117.895
2018-01-08 19:00:00+00:00,688.0,22636.5,5076.0,0.0,369.0,452.0,7661.0,91.0,0.0,2281.5649999999996,5260.085
2018-01-08 20:00:00+00:00,681.0,20966.5,4347.5,0.0,311.5,310.5,7698.5,91.0,0.0,2180.48,5226.139999999999
2018-01-08 21:00:00+00:00,680.5,18125.5,2850.5,0.0,510.0,267.0,7696.0,91.0,0.0,2101.4049999999997,5252.879999999999
2018-01-08 22:00:00+00:00,681.0,14510.5,2020.5,0.0,457.0,215.0,7688.5,91.0,0.0,2038.49,5042.915
2018-01-08 23:00:00+00:00,680.5,12025.0,1361.5,0.0,70.0,203.0,7694.5,91.0,0.0,1876.0549999999998,4803.46
2018-01-09 00:00:00+00:00,681.0,11777.0,1330.0,0.0,0.0,130.5,7696.0,91.0,0.0,1761.73,4778.8099999999995
2018-01-09 01:00:00+00:00,671.0,12085.5,1334.0,0.0,0.0,122.5,7696.5,91.0,0.0,1707.1750000000002,4762.82
2018-01-09 02:00:00+00:00,677.0,11918.0,1207.5,0.0,0.0,116.0,7699.0,91.0,0.0,1672.155,4611.67
2018-01-09 03:00:00+00:00,681.0,11901.0,1256.0,0.0,0.0,114.5,7719.0,91.0,0.0,1649.145,4308.08
2018-01-09 04:00:00+00:00,680.5,11903.5,1193.5,0.0,0.0,111.0,7751.5,91.0,0.0,1481.505,3996.73
2018-01-09 05:00:00+00:00,681.0,12507.5,1173.0,0.0,0.0,128.0,7752.0,91.0,0.0,1652.53,3884.38
2018-01-09 06:00:00+00:00,681.5,14736.5,1711.5,0.0,76.0,140.0,7746.5,91.0,0.0,1618.87,3854.0699999999997
2018-01-09 07:00:00+00:00,681.0,19862.5,3601.5,0.0,334.5,201.0,7750.5,91.0,1.0,1483.29,4032.6450000000004
2018-01-09 08:00:00+00:00,585.0,22346.0,4338.5,0.0,367.0,238.0,7744.5,91.0,50.0,1589.29,4016.66
2018-01-09 09:00:00+00:00,590.0,22701.5,4929.0,0.0,248.0,332.0,7743.5,91.0,42.5,791.5999999999999,2846.15
2018-01-09 10:00:00+00:00,676.5,23010.0,5300.0,0.0,359.5,234.5,7658.0,91.0,180.5,1510.76,4322.6849999999995
2018-01-09 11:00:00+00:00,681.0,23425.0,5912.5,0.0,335.0,216.0,7653.5,91.0,291.0,1399.435,4346.61
2018-01-09 12:00:00+00:00,681.0,23369.5,6237.0,0.0,319.5,219.0,7676.0,91.0,351.0,1346.37,4396.1900000000005
