,"('Biomass', 'Actual Aggregated')","('Biomass', 'Actual Consumption')","('Fossil Gas', 'Actual Aggregated')","('Fossil Gas', 'Actual Consumption')","('Fossil Hard coal', 'Actual Aggregated')","('Fossil Hard coal', 'Actual Consumption')","('Fossil Oil', 'Actual Aggregated')","('Fossil Oil', 'Actual Consumption')","('Solar', 'Actual Aggregated')","('Solar', 'Actual Consumption')","('Waste', 'Actual Aggregated')","('Waste', 'Actual Consumption')","('Wind Offshore', 'Actual Aggregated')","('Wind Offshore', 'Actual Consumption')","('Wind Onshore', 'Actual Aggregated')","('Wind Onshore', 'Actual Consumption')",Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Solar,Waste,Wind Offshore,Wind Onshore
2018-01-01 00:00:00+00:00,,,,,,,,,,,,,,,,,388.0,73.0,69.0,27.0,0.0,51.0,255.45,363.24
2018-01-01 01:00:00+00:00,,,,,,,,,,,,,,,,,387.0,72.0,68.0,27.0,0.0,51.0,307.12,363.23
2018-01-01 02:00:00+00:00,,,,,,,,,,,,,,,,,387.0,73.0,68.0,27.0,0.0,50.0,363.94,378.57
2018-01-01 03:00:00+00:00,,,,,,,,,,,,,,,,,380.0,70.0,71.0,27.0,0.0,51.0,347.26,383.66
2018-01-01 04:00:00+00:00,,,,,,,,,,,,,,,,,288.0,49.0,71.0,27.0,0.0,50.0,336.6,386.05
2018-01-01 05:00:00+00:00,,,,,,,,,,,,,,,,,281.0,50.0,71.0,27.0,0.0,51.0,350.82,401.16
2018-01-01 06:00:00+00:00,,,,,,,,,,,,,,,,,311.0,48.0,102.0,26.0,0.0,51.0,364.58,411.71
2018-01-01 07:00:00+00:00,,,,,,,,,,,,,,,,,312.98,44.68,91.48,25.9,0.63,48.96,368.46,412.56
2018-01-01 08:00:00+00:00,,,,,,,,,,,,,,,,,315.92,50.72,64.92,26.6,4.24,49.84,368.37,412.6
2018-01-01 09:00:00+00:00,,,,,,,,,,,,,,,,,384.74,55.84,57.24,25.7,13.09,50.48,368.48,425.47
2018-01-01 10:00:00+00:00,,,,,,,,,,,,,,,,,383.58,62.28,50.08,24.9,20.74,49.16,368.66,428.71
2018-01-01 11:00:00+00:00,,,,,,,,,,,,,,,,,346.64,68.24,54.64,25.2,18.1,50.28,368.59,427.92
2018-01-01 12:00:00+00:00,,,,,,,,,,,,,,,,,420.7,69.2,51.2,25.5,14.82,50.4,368.16,435.94
2018-01-01 13:00:00+00:00,,,,,,,,,,,,,,,,,426.72,68.52,49.72,25.6,14.28,49.44,368.44,431.48
2018-01-01 14:00:00+00:00,,,,,,,,,,,,,,,,,429.88,75.08,57.88,27.4,6.18,50.76,352.9,426.1
2018-01-01 15:00:00+00:00,,,,,,,,,,,,,,,,,430.0,79.0,64.0,30.0,0.33,51.0,340.54,422.98
2018-01-01 16:00:00+00:00,,,,,,,,,,,,,,,,,430.0,79.0,75.0,31.0,0.0,59.0,359.07,354.48
2018-01-01 17:00:00+00:00,,,,,,,,,,,,,,,,,433.0,79.0,73.0,29.0,0.0,62.0,361.46,311.28
2018-01-01 18:00:00+00:00,,,,,,,,,,,,,,,,,429.0,80.0,64.0,32.0,0.0,61.0,356.08,297.4
2018-01-01 19:00:00+00:00,,,,,,,,,,,,,,,,,426.0,81.0,65.0,31.0,0.0,61.0,350.58,274.75
2018-01-01 20:00:00+00:00,,,,,,,,,,,,,,,,,425.0,81.0,64.0,29.0,0.0,60.0,360.57,255.07
2018-01-01 21:00:00+00:00,,,,,,,,,,,,,,,,,425.0,81.0,63.0,28.0,0.0,57.0,320.85,233.24
2018-01-01 22:00:00+00:00,,,,,,,,,,,,,,,,,406.0,80.0,63.0,27.0,0.0,59.0,253.28,226.98
2018-01-01 23:00:00+00:00,,,,,,,,,,,,,,,,,373.0,81.0,67.0,27.0,0.0,56.0,236.94,217.33
2018-01-02 00:00:00+00:00,,,,,,,,,,,,,,,,,373.0,79.0,64.0,27.0,0.0,56.0,196.78,214.31
2018-01-02 01:00:00+00:00,,,,,,,,,,,,,,,,,373.0,78.0,63.0,26.0,0.0,57.0,130.3,196.95
2018-01-02 02:00:00+00:00,,,,,,,,,,,,,,,,,373.0,77.0,70.0,26.0,0.0,58.0,85.64,166.51
2018-01-02 03:00:00+00:00,,,,,,,,,,,,,,,,,374.0,78.0,62.0,25.0,0.0,58.0,62.36,143.03
2018-01-02 04:00:00+00:00,,,,,,,,,,,,,,,,,380.0,83.0,69.0,26.0,0.0,58.0,51.58,131.27
2018-01-02 05:00:00+00:00,,,,,,,,,,,,,,,,,421.0,87.0,68.0,28.0,0.0,58.0,67.84,123.34
2018-01-02 06:00:00+00:00,,,,,,,,,,,,,,,,,455.0,131.0,80.0,33.0,0.0,56.0,79.77,132.91
2018-01-02 07:00:00+00:00,,,,,,,,,,,,,,,,,453.98,203.68,156.48,32.9,0.71,53.96,74.04,136.47
2018-01-02 08:00:00+00:00,,,,,,,,,,,,,,,,,448.82,227.12,189.32,29.1,9.03,56.64,86.42,136.64
2018-01-02 09:00:00+00:00,,,,,,,,,,,,,,,,,447.46,234.36,215.96,28.3,27.19,55.92,90.82,128.27
2018-01-02 10:00:00+00:00,,,,,,,,,,,,,,,,,453.18,234.88,217.68,24.9,41.28,57.36,117.75,128.37
2018-01-02 11:00:00+00:00,,,,,,,,,,,,,,,,,457.08,234.28,221.08,24.4,45.87,57.16,131.36,129.51
2018-01-02 12:00:00+00:00,,,,,,,,,,,,,,,,,458.16,233.56,192.16,23.8,41.58,57.32,163.71,132.83
2018-01-02 13:00:00+00:00,,,,,,,,,,,,,,,,,456.5,233.0,191.0,24.5,24.75,57.0,156.54,145.76
2018-01-02 14:00:00+00:00,,,,,,,,,,,,,,,,,456.86,233.76,202.36,25.3,7.23,58.72,152.01,147.09
2018-01-02 15:00:00+00:00,,,,,,,,,,,,,,,,,460.0,233.0,216.0,25.0,0.4,62.0,96.04,146.13
2018-01-02 16:00:00+00:00,,,,,,,,,,,,,,,,,463.0,232.0,216.0,27.0,0.0,61.0,134.64,143.31
2018-01-02 17:00:00+00:00,,,,,,,,,,,,,,,,,463.0,231.0,215.0,26.0,0.0,62.0,174.07,147.91
2018-01-02 18:00:00+00:00,,,,,,,,,,,,,,,,,457.0,229.0,155.0,25.0,0.0,61.0,153.25,163.2
2018-01-02 19:00:00+00:00,,,,,,,,,,,,,,,,,453.0,222.0,119.0,24.0,0.0,60.0,161.15,162.57
2018-01-02 20:00:00+00:00,,,,,,,,,,,,,,,,,420.0,162.0,117.0,23.0,0.0,60.0,169.68,170.99
2018-01-02 21:00:00+00:00,,,,,,,,,,,,,,,,,385.0,154.0,116.0,22.0,0.0,61.0,243.12,184.35
2018-01-02 22:00:00+00:00,,,,,,,,,,,,,,,,,378.0,151.0,109.0,21.0,0.0,58.0,260.49,194.57
2018-01-02 23:00:00+00:00,,,,,,,,,,,,,,,,,376.0,89.0,77.0,19.0,0.0,44.0,249.58,200.16
2018-01-03 00:00:00+00:00,,,,,,,,,,,,,,,,,378.0,64.0,64.0,17.0,0.0,43.0,340.74,206.84
2018-01-03 01:00:00+00:00,,,,,,,,,,,,,,,,,409.0,62.0,59.0,16.0,0.0,43.0,367.18,229.52
2018-01-03 02:00:00+00:00,,,,,,,,,,,,,,,,,374.0,58.0,59.0,17.0,0.0,43.0,370.84,252.38
2018-01-03 03:00:00+00:00,,,,,,,,,,,,,,,,,382.0,50.0,58.0,18.0,0.0,43.0,367.25,328.61
2018-01-03 04:00:00+00:00,,,,,,,,,,,,,,,,,368.0,49.0,59.0,19.0,0.0,52.0,366.7,484.81
2018-01-03 05:00:00+00:00,,,,,,,,,,,,,,,,,380.0,60.0,82.0,20.0,0.0,58.0,371.65,482.65
2018-01-03 06:00:00+00:00,,,,,,,,,,,,,,,,,393.0,127.0,101.0,22.0,0.0,59.0,371.75,479.8
2018-01-03 07:00:00+00:00,,,,,,,,,,,,,,,,,425.0,175.0,90.0,22.0,0.35,60.0,371.61,483.21
2018-01-03 08:00:00+00:00,,,,,,,,,,,,,,,,,425.98,188.68,118.48,22.9,1.19,60.96,371.92,422.8
2018-01-03 09:00:00+00:00,,,,,,,,,,,,,,,,,428.92,188.72,91.92,22.6,4.3,60.84,365.66,345.35
2018-01-03 10:00:00+00:00,,,,,,,,,,,,,,,,,423.86,169.76,89.36,22.3,6.58,60.72,352.7,293.94
2018-01-03 11:00:00+00:00,,,,,,,,,,,,,,,,,423.84,169.44,87.84,22.2,8.11,60.68,310.24,253.38
2018-01-03 12:00:00+00:00,,,,,,,,,,,,,,,,,408.74,170.84,101.24,22.7,13.16,60.48,254.36,215.08
2018-01-03 13:00:00+00:00,,,,,,,,,,,,,,,,,403.7,174.2,114.2,22.5,15.26,59.4,218.67,160.94
2018-01-03 14:00:00+00:00,,,,,,,,,,,,,,,,,394.84,173.44,98.84,22.2,8.45,59.68,179.43,151.02
2018-01-03 15:00:00+00:00,,,,,,,,,,,,,,,,,377.0,174.0,93.0,26.0,0.42,60.0,253.21,142.49
2018-01-03 16:00:00+00:00,,,,,,,,,,,,,,,,,414.0,174.0,92.0,29.0,0.0,60.0,210.92,124.7
2018-01-03 17:00:00+00:00,,,,,,,,,,,,,,,,,432.0,183.0,91.0,27.0,0.0,60.0,53.1,94.44
2018-01-03 18:00:00+00:00,,,,,,,,,,,,,,,,,438.0,191.0,87.0,23.0,0.0,60.0,53.91,80.14
2018-01-03 19:00:00+00:00,,,,,,,,,,,,,,,,,450.0,190.0,85.0,21.0,0.0,59.0,159.17,74.44
2018-01-03 20:00:00+00:00,,,,,,,,,,,,,,,,,455.0,150.0,77.0,20.0,0.0,59.0,105.37,73.98
2018-01-03 21:00:00+00:00,,,,,,,,,,,,,,,,,452.0,146.0,75.0,20.0,0.0,60.0,112.71,68.4
2018-01-03 22:00:00+00:00,,,,,,,,,,,,,,,,,440.0,147.0,74.0,18.0,0.0,60.0,54.18,64.45
2018-01-03 23:00:00+00:00,,,,,,,,,,,,,,,,,420.0,141.0,114.0,18.0,0.0,54.0,66.42,65.42
2018-01-04 00:00:00+00:00,,,,,,,,,,,,,,,,,401.0,134.0,125.0,18.0,0.0,52.0,90.86,84.87
2018-01-04 01:00:00+00:00,,,,,,,,,,,,,,,,,391.0,134.0,120.0,18.0,0.0,53.0,251.9,133.32
2018-01-04 02:00:00+00:00,,,,,,,,,,,,,,,,,374.0,134.0,77.0,18.0,0.0,52.0,354.62,192.95
2018-01-04 03:00:00+00:00,,,,,,,,,,,,,,,,,368.0,137.0,77.0,20.0,0.0,53.0,354.97,224.98
2018-01-04 04:00:00+00:00,,,,,,,,,,,,,,,,,382.0,139.0,88.0,22.0,0.0,51.0,327.86,206.95
2018-01-04 05:00:00+00:00,,,,,,,,,,,,,,,,,400.0,140.0,87.0,23.0,0.0,51.0,328.93,196.23
2018-01-04 06:00:00+00:00,,,,,,,,,,,,,,,,,412.0,153.0,87.0,23.0,0.0,56.0,328.31,185.66
2018-01-04 07:00:00+00:00,,,,,,,,,,,,,,,,,407.98,201.68,148.48,25.9,0.52,57.96,337.35,182.72
2018-01-04 08:00:00+00:00,,,,,,,,,,,,,,,,,404.9,218.4,204.4,26.5,5.48,56.8,340.01,191.26
2018-01-04 09:00:00+00:00,,,,,,,,,,,,,,,,,403.7,223.2,176.2,24.5,15.3,47.4,276.95,196.21
2018-01-04 10:00:00+00:00,,,,,,,,,,,,,,,,,405.46,259.36,197.96,24.3,26.7,43.92,227.98,177.95
2018-01-04 11:00:00+00:00,,,,,,,,,,,,,,,,,415.2,253.2,208.2,24.0,39.69,42.4,153.99,168.11
2018-01-04 12:00:00+00:00,,,,,,,,,,,,,,,,,440.24,250.84,198.24,23.2,38.0,44.48,137.19,166.36
2018-01-04 13:00:00+00:00,,,,,,,,,,,,,,,,,456.54,274.64,200.04,22.7,22.53,44.08,92.7,156.37
2018-01-04 14:00:00+00:00,,,,,,,,,,,,,,,,,450.9,278.4,195.4,22.5,5.29,55.8,71.28,150.72
2018-01-04 15:00:00+00:00,,,,,,,,,,,,,,,,,460.0,266.0,186.0,22.0,0.35,58.0,60.13,130.87
2018-01-04 16:00:00+00:00,,,,,,,,,,,,,,,,,456.0,255.0,193.0,26.0,0.0,56.0,23.69,107.25
2018-01-04 17:00:00+00:00,,,,,,,,,,,,,,,,,466.0,224.0,194.0,24.0,0.0,57.0,27.17,103.7
2018-01-04 18:00:00+00:00,,,,,,,,,,,,,,,,,462.0,224.0,183.0,23.0,0.0,58.0,24.83,96.65
2018-01-04 19:00:00+00:00,,,,,,,,,,,,,,,,,432.0,215.0,153.0,22.0,0.0,58.0,17.69,97.07
2018-01-04 20:00:00+00:00,,,,,,,,,,,,,,,,,404.0,157.0,88.0,21.0,0.0,57.0,36.09,96.41
2018-01-04 21:00:00+00:00,,,,,,,,,,,,,,,,,406.0,149.0,81.0,20.0,0.0,58.0,69.1,83.14
2018-01-04 22:00:00+00:00,,,,,,,,,,,,,,,,,405.0,148.0,79.0,19.0,0.0,57.0,99.49,73.43
2018-01-04 23:00:00+00:00,,,,,,,,,,,,,,,,,408.0,130.0,85.0,19.0,0.0,60.0,63.33,71.48
2018-01-05 00:00:00+00:00,,,,,,,,,,,,,,,,,390.0,120.0,82.0,19.0,0.0,56.0,32.7,64.66
2018-01-05 01:00:00+00:00,,,,,,,,,,,,,,,,,368.0,121.0,83.0,19.0,0.0,72.0,88.39,66.23
2018-01-05 02:00:00+00:00,,,,,,,,,,,,,,,,,366.0,120.0,83.0,19.0,0.0,75.0,337.54,83.36
2018-01-05 03:00:00+00:00,,,,,,,,,,,,,,,,,388.0,120.0,84.0,20.0,0.0,75.0,351.9,128.05
2018-01-05 04:00:00+00:00,,,,,,,,,,,,,,,,,367.0,119.0,87.0,21.0,0.0,75.0,349.71,136.78
2018-01-05 05:00:00+00:00,,,,,,,,,,,,,,,,,366.0,130.0,85.0,22.0,0.0,77.0,338.42,134.24
2018-01-05 06:00:00+00:00,,,,,,,,,,,,,,,,,382.0,139.0,85.0,24.0,0.0,77.0,344.98,126.15
2018-01-05 07:00:00+00:00,,,,,,,,,,,,,,,,,426.98,197.68,87.48,24.9,0.64,76.96,354.34,107.58
2018-01-05 08:00:00+00:00,,,,,,,,,,,,,,,,,426.92,211.72,87.92,25.6,3.63,72.84,332.15,97.22
2018-01-05 09:00:00+00:00,,,,,,,,,,,,,,,,,430.7,220.2,132.2,30.5,15.3,75.4,294.25,83.6
2018-01-05 10:00:00+00:00,,,,,,,,,,,,,,,,,441.56,218.96,163.56,29.8,21.87,72.12,133.99,78.33
2018-01-05 11:00:00+00:00,,,,,,,,,,,,,,,,,520.48,227.68,188.48,29.4,25.99,75.96,106.43,92.62
2018-01-05 12:00:00+00:00,,,,,,,,,,,,,,,,,521.52,269.32,174.52,28.6,24.06,77.04,172.42,111.02
2018-01-05 13:00:00+00:00,,,,,,,,,,,,,,,,,529.72,268.52,187.72,27.6,14.18,76.44,120.91,100.12
2018-01-05 14:00:00+00:00,,,,,,,,,,,,,,,,,520.9,287.4,191.4,28.5,5.09,76.8,76.39,96.4
2018-01-05 15:00:00+00:00,,,,,,,,,,,,,,,,,534.0,278.0,189.0,29.0,0.42,76.0,72.23,89.75
2018-01-05 16:00:00+00:00,,,,,,,,,,,,,,,,,594.0,280.0,206.0,31.0,0.0,76.0,86.86,84.5
2018-01-05 17:00:00+00:00,,,,,,,,,,,,,,,,,602.0,288.0,193.0,28.0,0.0,76.0,47.99,89.0
2018-01-05 18:00:00+00:00,,,,,,,,,,,,,,,,,596.0,271.0,178.0,23.0,0.0,74.0,24.22,92.74
2018-01-05 19:00:00+00:00,,,,,,,,,,,,,,,,,521.0,222.0,141.0,21.0,0.0,74.0,5.5,76.69
2018-01-05 20:00:00+00:00,,,,,,,,,,,,,,,,,496.0,211.0,95.0,22.0,0.0,73.0,0.29,68.51
2018-01-05 21:00:00+00:00,,,,,,,,,,,,,,,,,472.0,211.0,95.0,21.0,0.0,74.0,1.7,73.9
2018-01-05 22:00:00+00:00,,,,,,,,,,,,,,,,,456.0,210.0,101.0,21.0,0.0,74.0,2.44,72.83
2018-01-05 23:00:00+00:00,,,,,,,,,,,,,,,,,434.0,159.0,78.0,20.0,0.0,69.0,1.39,69.75
2018-01-06 00:00:00+00:00,,,,,,,,,,,,,,,,,414.0,140.0,78.0,20.0,0.0,68.0,4.32,65.31
2018-01-06 01:00:00+00:00,,,,,,,,,,,,,,,,,421.0,139.0,95.0,20.0,0.0,68.0,16.34,62.61
2018-01-06 02:00:00+00:00,,,,,,,,,,,,,,,,,350.0,139.0,142.0,20.0,0.0,68.0,17.43,62.46
2018-01-06 03:00:00+00:00,,,,,,,,,,,,,,,,,344.0,140.0,129.0,20.0,0.0,67.0,2.59,62.12
2018-01-06 04:00:00+00:00,,,,,,,,,,,,,,,,,342.0,139.0,129.0,20.0,0.0,68.0,1.81,62.3
2018-01-06 05:00:00+00:00,,,,,,,,,,,,,,,,,415.0,139.0,94.0,21.0,0.0,72.0,12.47,62.91
2018-01-06 06:00:00+00:00,,,,,,,,,,,,,,,,,421.0,140.0,80.0,22.0,0.0,72.0,39.52,64.99
2018-01-06 07:00:00+00:00,,,,,,,,,,,,,,,,,442.98,148.68,101.48,21.9,0.5,71.96,68.34,69.63
2018-01-06 08:00:00+00:00,,,,,,,,,,,,,,,,,481.96,152.36,193.96,22.8,2.48,71.92,118.39,84.58
2018-01-06 09:00:00+00:00,,,,,,,,,,,,,,,,,492.72,152.52,170.72,22.6,13.95,65.44,129.52,81.94
2018-01-06 10:00:00+00:00,,,,,,,,,,,,,,,,,492.52,199.32,178.52,23.6,24.46,54.04,65.71,72.73
2018-01-06 11:00:00+00:00,,,,,,,,,,,,,,,,,493.44,211.04,183.44,22.2,27.64,53.88,45.82,77.57
2018-01-06 12:00:00+00:00,,,,,,,,,,,,,,,,,489.52,212.32,188.52,22.6,24.03,53.04,55.43,108.47
2018-01-06 13:00:00+00:00,,,,,,,,,,,,,,,,,464.68,213.88,206.68,20.4,16.49,52.36,61.73,123.82
2018-01-06 14:00:00+00:00,,,,,,,,,,,,,,,,,450.88,214.08,206.88,20.4,6.46,51.76,42.6,124.34
2018-01-06 15:00:00+00:00,,,,,,,,,,,,,,,,,488.98,226.68,136.48,20.9,0.53,50.96,40.57,137.39
2018-01-06 16:00:00+00:00,,,,,,,,,,,,,,,,,493.0,260.0,157.0,24.0,0.0,51.0,56.56,150.82
2018-01-06 17:00:00+00:00,,,,,,,,,,,,,,,,,492.0,228.0,108.0,23.0,0.0,52.0,100.33,163.1
2018-01-06 18:00:00+00:00,,,,,,,,,,,,,,,,,465.0,201.0,88.0,20.0,0.0,52.0,145.29,186.52
2018-01-06 19:00:00+00:00,,,,,,,,,,,,,,,,,443.0,199.0,82.0,20.0,0.0,52.0,172.3,203.79
2018-01-06 20:00:00+00:00,,,,,,,,,,,,,,,,,447.0,197.0,86.0,19.0,0.0,51.0,128.4,198.01
2018-01-06 21:00:00+00:00,,,,,,,,,,,,,,,,,444.0,196.0,83.0,19.0,0.0,50.0,159.05,175.64
2018-01-06 22:00:00+00:00,,,,,,,,,,,,,,,,,423.0,196.0,80.0,18.0,0.0,49.0,169.17,147.03
2018-01-06 23:00:00+00:00,,,,,,,,,,,,,,,,,442.0,187.0,89.0,11.0,0.0,50.0,144.7,129.26
2018-01-07 00:00:00+00:00,,,,,,,,,,,,,,,,,424.0,187.0,93.0,9.0,0.0,50.0,107.37,119.23
2018-01-07 01:00:00+00:00,,,,,,,,,,,,,,,,,433.0,187.0,93.0,9.0,0.0,49.0,102.44,113.46
2018-01-07 02:00:00+00:00,,,,,,,,,,,,,,,,,422.0,185.0,90.0,9.0,0.0,49.0,126.59,105.04
2018-01-07 03:00:00+00:00,,,,,,,,,,,,,,,,,424.0,186.0,89.0,9.0,0.0,49.0,113.58,98.38
2018-01-07 04:00:00+00:00,,,,,,,,,,,,,,,,,392.0,188.0,87.0,9.0,0.0,49.0,80.19,81.54
2018-01-07 05:00:00+00:00,,,,,,,,,,,,,,,,,389.0,190.0,92.0,9.0,0.0,50.0,48.22,70.43
2018-01-07 06:00:00+00:00,,,,,,,,,,,,,,,,,385.0,190.0,89.0,13.0,0.0,50.0,27.75,66.2
2018-01-07 07:00:00+00:00,,,,,,,,,,,,,,,,,422.98,198.68,88.48,19.9,1.14,48.96,22.04,65.31
2018-01-07 08:00:00+00:00,,,,,,,,,,,,,,,,,389.64,200.24,83.64,20.2,17.68,49.28,28.33,63.52
2018-01-07 09:00:00+00:00,,,,,,,,,,,,,,,,,474.12,205.92,93.12,21.6,44.23,50.24,41.84,64.06
2018-01-07 10:00:00+00:00,,,,,,,,,,,,,,,,,475.7,208.2,115.2,21.5,65.18,50.4,18.04,62.63
2018-01-07 11:00:00+00:00,,,,,,,,,,,,,,,,,481.58,209.28,116.08,20.9,70.63,50.16,5.07,63.31
2018-01-07 12:00:00+00:00,,,,,,,,,,,,,,,,,482.8,209.8,132.8,21.0,60.19,50.6,0.02,64.46
2018-01-07 13:00:00+00:00,,,,,,,,,,,,,,,,,484.24,210.84,163.24,20.2,37.95,49.48,0.02,66.88
2018-01-07 14:00:00+00:00,,,,,,,,,,,,,,,,,481.76,224.16,146.76,21.8,12.38,49.52,0.4,73.18
2018-01-07 15:00:00+00:00,,,,,,,,,,,,,,,,,480.98,218.68,164.48,22.9,0.79,48.96,1.17,80.8
2018-01-07 16:00:00+00:00,,,,,,,,,,,,,,,,,481.0,217.0,165.0,26.0,0.0,49.0,2.1,83.29
2018-01-07 17:00:00+00:00,,,,,,,,,,,,,,,,,481.0,217.0,162.0,26.0,0.0,50.0,2.92,80.59
2018-01-07 18:00:00+00:00,,,,,,,,,,,,,,,,,482.0,215.0,146.0,22.0,0.0,50.0,8.4,80.92
2018-01-07 19:00:00+00:00,,,,,,,,,,,,,,,,,478.0,215.0,87.0,20.0,0.0,50.0,1.92,80.8
2018-01-07 20:00:00+00:00,,,,,,,,,,,,,,,,,476.0,213.0,85.0,20.0,0.0,50.0,1.8,85.15
2018-01-07 21:00:00+00:00,,,,,,,,,,,,,,,,,480.0,154.0,85.0,20.0,0.0,50.0,1.81,81.24
2018-01-07 22:00:00+00:00,,,,,,,,,,,,,,,,,475.0,153.0,83.0,20.0,0.0,49.0,2.45,87.14
2018-01-07 23:00:00+00:00,,,,,,,,,,,,,,,,,477.0,151.0,82.0,19.0,0.0,50.0,2.18,87.24
2018-01-08 00:00:00+00:00,,,,,,,,,,,,,,,,,478.0,151.0,82.0,19.0,0.0,48.0,2.25,90.37
2018-01-08 01:00:00+00:00,,,,,,,,,,,,,,,,,481.0,150.0,83.0,19.0,0.0,48.0,2.52,87.38
2018-01-08 02:00:00+00:00,,,,,,,,,,,,,,,,,478.0,150.0,84.0,19.0,0.0,48.0,2.36,85.17
2018-01-08 03:00:00+00:00,,,,,,,,,,,,,,,,,479.0,150.0,81.0,19.0,0.0,49.0,3.29,84.29
2018-01-08 04:00:00+00:00,,,,,,,,,,,,,,,,,430.0,151.0,77.0,19.0,0.0,49.0,2.18,81.59
2018-01-08 05:00:00+00:00,,,,,,,,,,,,,,,,,435.0,155.0,81.0,19.0,0.0,49.0,2.09,84.21
2018-01-08 06:00:00+00:00,,,,,,,,,,,,,,,,,433.0,178.0,118.0,19.0,0.01,49.0,2.15,81.29
2018-01-08 07:00:00+00:00,,,,,,,,,,,,,,,,,434.98,226.68,185.48,19.9,1.41,50.96,1.28,78.39
2018-01-08 08:00:00+00:00,,,,,,,,,,,,,,,,,439.68,256.88,286.68,19.4,15.84,50.36,0.75,73.53
2018-01-08 09:00:00+00:00,,,,,,,,,,,,,,,,,482.2,273.2,363.2,19.0,39.98,47.4,0.76,72.68
2018-01-08 10:00:00+00:00,,,,,,,,,,,,,,,,,471.82,258.12,379.32,18.1,58.67,45.64,1.91,72.35
2018-01-08 11:00:00+00:00,,,,,,,,,,,,,,,,,477.68,255.88,446.68,19.4,65.51,49.36,1.64,70.76
2018-01-08 12:00:00+00:00,,,,,,,,,,,,,,,,,433.86,255.76,443.36,20.3,57.03,49.72,2.51,70.27
2018-01-08 13:00:00+00:00,,,,,,,,,,,,,,,,,436.3,249.8,430.8,20.5,35.13,49.6,6.26,70.57
2018-01-08 14:00:00+00:00,,,,,,,,,,,,,,,,,433.76,219.16,469.76,20.8,12.41,50.52,24.43,70.76
2018-01-08 15:00:00+00:00,,,,,,,,,,,,,,,,,440.98,219.68,504.48,21.9,0.71,49.96,47.57,71.51
2018-01-08 16:00:00+00:00,,,,,,,,,,,,,,,,,475.0,222.0,483.0,24.0,0.0,50.0,86.97,72.25
2018-01-08 17:00:00+00:00,,,,,,,,,,,,,,,,,472.0,219.0,430.0,23.0,0.0,50.0,121.82,73.33
2018-01-08 18:00:00+00:00,,,,,,,,,,,,,,,,,433.0,218.0,446.0,22.0,0.0,50.0,154.31,74.75
2018-01-08 19:00:00+00:00,,,,,,,,,,,,,,,,,431.0,216.0,403.0,22.0,0.0,50.0,220.25,76.97
2018-01-08 20:00:00+00:00,,,,,,,,,,,,,,,,,434.0,213.0,388.0,21.0,0.0,49.0,275.09,80.41
2018-01-08 21:00:00+00:00,,,,,,,,,,,,,,,,,438.0,211.0,386.0,21.0,0.0,47.0,269.72,86.38
2018-01-08 22:00:00+00:00,,,,,,,,,,,,,,,,,440.0,197.0,384.0,20.0,0.0,47.0,262.84,89.64
2018-01-08 23:00:00+00:00,,,,,,,,,,,,,,,,,471.0,146.0,381.0,20.0,0.0,39.0,255.19,92.49
2018-01-09 00:00:00+00:00,,,,,,,,,,,,,,,,,458.0,139.0,381.0,20.0,0.0,36.0,300.12,98.06
2018-01-09 01:00:00+00:00,,,,,,,,,,,,,,,,,456.0,135.0,345.0,19.0,0.0,36.0,311.7,105.0
2018-01-09 02:00:00+00:00,,,,,,,,,,,,,,,,,461.0,134.0,329.0,19.0,0.0,36.0,332.27,111.79
2018-01-09 03:00:00+00:00,,,,,,,,,,,,,,,,,460.0,134.0,332.0,19.0,0.0,36.0,324.42,109.77
2018-01-09 04:00:00+00:00,,,,,,,,,,,,,,,,,464.0,134.0,336.0,19.0,0.0,35.0,346.19,119.45
2018-01-09 05:00:00+00:00,,,,,,,,,,,,,,,,,436.0,149.0,347.0,23.0,0.0,36.0,358.57,122.39
2018-01-09 06:00:00+00:00,,,,,,,,,,,,,,,,,436.0,179.0,307.0,27.0,0.02,35.0,360.09,133.14
2018-01-09 07:00:00+00:00,,,,,,,,,,,,,,,,,434.96,192.36,373.96,26.8,1.64,35.92,358.68,123.21
2018-01-09 08:00:00+00:00,,,,,,,,,,,,,,,,,432.62,193.92,347.12,25.1,18.66,35.24,365.51,242.78
2018-01-09 09:00:00+00:00,,,,,,,,,,,,,,,,,475.16,200.56,318.16,24.8,42.19,37.32,366.15,395.64
2018-01-09 10:00:00+00:00,,,,,,,,,,,,,,,,,485.72,202.52,320.72,23.6,63.6,36.44,366.36,401.14
2018-01-09 11:00:00+00:00,,,,,,,,,,,,,,,,,481.76,203.16,317.76,23.8,62.11,36.52,366.12,402.08
2018-01-09 12:00:00+00:00,,,,,,,,,,,,,,,,,472.2,204.2,320.2,24.0,39.74,37.4,366.68,400.81
2018-01-09 13:00:00+00:00,,,,,,,,,,,,,,,,,462.5,212.0,316.0,23.5,24.78,37.0,366.6,390.51
2018-01-09 14:00:00+00:00,,,,,,,,,,,,,,,,,473.8,202.8,315.8,24.0,9.95,36.6,366.43,384.91
2018-01-09 15:00:00+00:00,,,,,,,,,,,,,,,,,479.98,202.68,314.48,23.9,0.5,36.96,366.53,365.66
2018-01-09 16:00:00+00:00,,,,,,,,,,,,,,,,,473.0,203.0,316.0,27.0,0.0,36.0,364.32,354.18
