,Fossil Gas,Fossil Hard coal,Fossil Oil,Fossil Peat,Hydro Run-of-river and poundage,Other,Solar,Wind Onshore,Hydro Pumped Storage Net
2018-01-01 00:00:00+00:00,685.73,259.06,0.06,173.875,178.01,0.0,,1988.125,-76.22
2018-01-01 01:00:00+00:00,636.5150000000001,269.47,0.045,194.41,175.655,0.0,,1883.9450000000002,-115.67000000000002
2018-01-01 02:00:00+00:00,670.495,290.815,0.045,197.885,179.77499999999998,0.0,,1699.995,-229.27
2018-01-01 03:00:00+00:00,702.25,317.99,0.09,205.125,178.49,0.0,,1386.62,-227.55
2018-01-01 04:00:00+00:00,664.395,358.04,0.045,212.755,178.905,0.0,,1310.58,-225.20499999999998
2018-01-01 05:00:00+00:00,582.5550000000001,325.24,0.03,210.22,172.18,0.0,,1412.5900000000001,-225.02
2018-01-01 06:00:00+00:00,557.7049999999999,238.7,0.03,200.1,175.13,0.0,,1565.97,-221.835
2018-01-01 07:00:00+00:00,538.825,220.2,0.015,148.69,177.0,0.0,,1732.28,-218.20999999999998
2018-01-01 08:00:00+00:00,538.165,219.36,0.015,147.725,177.31,0.0,,1688.23,-180.855
2018-01-01 09:00:00+00:00,546.2,223.39999999999998,0.0,148.15,177.255,0.0,,1846.6399999999999,-25.645000000000003
2018-01-01 10:00:00+00:00,542.435,220.625,0.0,147.95499999999998,178.775,0.0,,2115.205,17.31
2018-01-01 11:00:00+00:00,545.78,223.43,0.0,148.65,178.99,0.0,,2357.485,19.07
2018-01-01 12:00:00+00:00,537.0899999999999,220.87,0.015,147.92000000000002,178.0,0.0,,2442.65,19.545
2018-01-01 13:00:00+00:00,552.925,222.885,0.0,147.235,176.29000000000002,0.0,,2443.04,25.0
2018-01-01 14:00:00+00:00,564.71,216.51999999999998,0.0,147.72,175.47500000000002,0.0,,2359.09,22.33
2018-01-01 15:00:00+00:00,573.595,214.89,0.03,159.11,174.605,0.0,,2152.7650000000003,21.78
2018-01-01 16:00:00+00:00,623.49,240.75,0.06,185.765,178.51999999999998,0.0,,1938.9650000000001,67.7
2018-01-01 17:00:00+00:00,801.7049999999999,351.195,0.075,245.965,193.78,0.0,,1838.19,118.72
2018-01-01 18:00:00+00:00,944.745,413.49,0.13,260.61,195.325,0.0,,1541.2199999999998,144.43
2018-01-01 19:00:00+00:00,884.98,351.92,0.15,269.255,193.10500000000002,0.0,,1222.965,140.22
2018-01-01 20:00:00+00:00,969.96,391.91499999999996,0.15,282.90999999999997,197.73,0.0,,957.985,150.66
2018-01-01 21:00:00+00:00,947.345,494.72,0.15,293.3,194.04500000000002,0.0,,705.5350000000001,98.505
2018-01-01 22:00:00+00:00,934.94,372.235,0.15,297.03,192.565,0.0,,613.2750000000001,19.66
2018-01-01 23:00:00+00:00,955.735,360.69,0.13,307.16999999999996,175.985,0.0,,568.74,83.345
2018-01-02 00:00:00+00:00,952.405,494.73,0.11,315.96000000000004,175.20499999999998,0.0,,630.8299999999999,-28.645000000000003
2018-01-02 01:00:00+00:00,882.19,368.45500000000004,0.08499999999999999,310.66999999999996,176.33499999999998,0.0,,740.135,-112.99
2018-01-02 02:00:00+00:00,845.75,347.54999999999995,0.045,302.475,175.515,0.0,,1006.6,-227.26
2018-01-02 03:00:00+00:00,808.125,241.68,0.0,307.15,179.16,0.0,,1367.905,-298.31
2018-01-02 04:00:00+00:00,563.91,229.325,0.0,213.89499999999998,179.515,0.0,,1625.7350000000001,-294.605
2018-01-02 05:00:00+00:00,578.49,234.15,0.0,191.78,181.535,0.0,,1685.085,-289.15
2018-01-02 06:00:00+00:00,568.8050000000001,230.83499999999998,0.03,190.7,178.76,0.0,,1738.42,-250.88
2018-01-02 07:00:00+00:00,570.4649999999999,229.965,0.0,190.47,177.985,0.0,,2002.4299999999998,-176.89499999999998
2018-01-02 08:00:00+00:00,566.18,227.70999999999998,0.0,189.525,186.87,0.0,,2164.445,16.615
2018-01-02 09:00:00+00:00,632.16,224.87,0.015,245.14000000000001,191.605,0.0,,2097.245,15.555
2018-01-02 10:00:00+00:00,637.81,229.415,0.06,281.58500000000004,187.035,0.0,,2022.02,18.005000000000003
2018-01-02 11:00:00+00:00,567.52,227.325,0.045,219.19,192.555,0.0,,2160.865,23.68
2018-01-02 12:00:00+00:00,647.5,270.53499999999997,0.03,208.04500000000002,183.355,0.0,,2132.4300000000003,21.125
2018-01-02 13:00:00+00:00,802.475,362.585,0.045,268.97,174.765,0.0,,1993.5349999999999,43.17
2018-01-02 14:00:00+00:00,948.625,503.11,0.015,276.845,174.055,0.0,,1892.455,63.86
2018-01-02 15:00:00+00:00,869.28,509.81499999999994,0.0,273.815,172.76999999999998,0.0,,1961.275,40.275
2018-01-02 16:00:00+00:00,892.02,517.0999999999999,0.015,283.445,177.325,0.0,,2125.18,63.86
2018-01-02 17:00:00+00:00,833.755,507.19,0.08499999999999999,270.635,176.06,42.644999999999996,,1928.8200000000002,135.535
2018-01-02 18:00:00+00:00,644.89,347.42999999999995,0.06,269.82,175.35500000000002,55.635000000000005,,2064.62,78.035
2018-01-02 19:00:00+00:00,674.4549999999999,333.70000000000005,0.015,277.46500000000003,177.745,10.91,,2103.005,63.964999999999996
2018-01-02 20:00:00+00:00,698.0699999999999,261.53,0.0,271.76,183.465,0.0,,2331.03,59.505
2018-01-02 21:00:00+00:00,559.715,216.505,0.03,223.325,190.06,0.0,,2243.24,20.285
2018-01-02 22:00:00+00:00,551.0,223.21499999999997,0.015,186.25,183.26,0.0,,2131.5649999999996,21.490000000000002
2018-01-02 23:00:00+00:00,596.375,237.94,0.03,191.845,176.81,0.0,,2186.1800000000003,64.81
2018-01-03 00:00:00+00:00,571.225,235.735,0.0,191.94,170.265,0.0,,2130.88,-109.325
2018-01-03 01:00:00+00:00,568.605,232.56,0.0,189.29500000000002,169.8,0.0,,2073.51,-225.98000000000002
2018-01-03 02:00:00+00:00,565.28,230.47500000000002,0.0,188.39999999999998,169.885,0.0,,1934.96,-223.885
2018-01-03 03:00:00+00:00,568.1949999999999,230.925,0.0,189.07,170.285,0.0,,1822.79,-221.905
2018-01-03 04:00:00+00:00,570.735,233.86,0.0,189.89999999999998,170.79500000000002,0.0,,1771.7849999999999,-219.16
2018-01-03 05:00:00+00:00,574.7650000000001,236.91,0.0,190.7,171.38,0.0,,1817.455,-216.93
2018-01-03 06:00:00+00:00,566.46,229.075,0.0,188.27499999999998,170.09,0.0,,2074.7,-215.43
2018-01-03 07:00:00+00:00,653.1700000000001,228.66000000000003,0.0,261.49,169.89,0.0,,2222.16,-105.815
2018-01-03 08:00:00+00:00,655.7850000000001,217.2,0.0,276.195,181.01999999999998,0.0,,2291.59,15.81
2018-01-03 09:00:00+00:00,622.685,239.055,85.695,279.025,197.97,0.0,,2443.585,42.26
2018-01-03 10:00:00+00:00,661.38,220.29000000000002,183.15,269.0,191.87,0.0,,2400.115,35.150000000000006
2018-01-03 11:00:00+00:00,597.965,221.70999999999998,165.7,277.395,192.67000000000002,0.0,,2469.71,15.775
2018-01-03 12:00:00+00:00,620.255,230.41000000000003,166.04,278.96000000000004,176.73000000000002,0.0,,2544.48,39.725
2018-01-03 13:00:00+00:00,592.495,234.86,166.54000000000002,245.625,179.875,0.0,,2567.69,26.134999999999998
2018-01-03 14:00:00+00:00,547.36,220.5,166.035,240.43,178.13,0.0,,2600.4849999999997,20.46
2018-01-03 15:00:00+00:00,535.115,230.935,166.37,211.265,178.79,0.0,,2574.075,20.13
2018-01-03 16:00:00+00:00,562.845,224.45999999999998,173.755,212.925,180.725,0.0,,2494.6099999999997,40.06
2018-01-03 17:00:00+00:00,675.735,239.94,181.22,262.03999999999996,184.175,0.0,,2271.335,59.025000000000006
2018-01-03 18:00:00+00:00,854.175,173.91,204.55,265.505,194.20999999999998,0.0,,1954.5099999999998,20.939999999999998
2018-01-03 19:00:00+00:00,943.295,224.445,232.91500000000002,273.74,200.555,0.0,,1631.625,83.565
2018-01-03 20:00:00+00:00,960.675,263.675,410.9,306.015,199.845,0.0,,1197.755,123.74
2018-01-03 21:00:00+00:00,953.6800000000001,276.255,416.63,296.12,200.54000000000002,0.0,,968.985,64.04
2018-01-03 22:00:00+00:00,927.405,280.48,402.20500000000004,274.12,191.68,0.0,,700.715,81.445
2018-01-03 23:00:00+00:00,938.985,279.79,331.555,282.735,183.77,0.0,,614.515,81.145
2018-01-04 00:00:00+00:00,907.06,323.595,346.4,297.55,182.45999999999998,0.0,,690.7249999999999,-71.32
2018-01-04 01:00:00+00:00,967.0,324.33500000000004,321.53,305.88,187.71,0.0,,802.555,-224.515
2018-01-04 02:00:00+00:00,935.0550000000001,292.865,301.74,300.275,183.97,0.0,,1004.6800000000001,-224.73
2018-01-04 03:00:00+00:00,834.46,221.265,207.98000000000002,300.91499999999996,184.485,0.0,,1368.63,-222.385
2018-01-04 04:00:00+00:00,732.56,219.70499999999998,196.73000000000002,299.135,183.47000000000003,0.0,,1464.21,-220.555
2018-01-04 05:00:00+00:00,565.07,215.655,189.52,232.96,181.98000000000002,0.0,,1706.46,-218.905
2018-01-04 06:00:00+00:00,731.205,249.32,240.35000000000002,260.295,186.57,0.0,,1738.3600000000001,-214.26
2018-01-04 07:00:00+00:00,814.665,247.21499999999997,411.445,285.145,182.58499999999998,0.0,,1624.28,-99.11
2018-01-04 08:00:00+00:00,842.7049999999999,266.81,411.445,294.76,189.255,0.0,,1601.0,16.8
2018-01-04 09:00:00+00:00,806.565,248.245,376.385,286.355,197.835,0.0,,1984.02,15.845
2018-01-04 10:00:00+00:00,794.78,216.54000000000002,257.96,276.68,196.55,0.0,,2076.14,16.035
2018-01-04 11:00:00+00:00,802.21,227.89,204.31,276.61,194.86,0.0,,2101.475,15.665
2018-01-04 12:00:00+00:00,853.77,228.385,240.04500000000002,276.95,187.285,0.0,,2081.08,13.36
2018-01-04 13:00:00+00:00,882.73,233.98000000000002,331.675,278.525,187.48,0.0,,1859.04,16.835
2018-01-04 14:00:00+00:00,1031.185,329.11,410.765,289.78,188.24,0.0,,1463.585,22.59
2018-01-04 15:00:00+00:00,1323.33,449.23,421.985,313.19,184.14499999999998,0.0,,1004.81,40.38
2018-01-04 16:00:00+00:00,1511.76,486.29999999999995,421.33,329.555,183.475,0.0,,676.37,59.83
2018-01-04 17:00:00+00:00,1585.285,503.0,421.5,333.43,192.155,0.0,,708.585,127.99000000000001
2018-01-04 18:00:00+00:00,1550.38,526.7249999999999,421.695,330.555,198.405,0.0,,551.725,162.925
2018-01-04 19:00:00+00:00,1510.03,531.81,431.745,330.84000000000003,195.215,0.0,,499.255,123.225
2018-01-04 20:00:00+00:00,1557.275,553.26,431.365,332.41999999999996,193.545,0.0,,413.825,105.1
2018-01-04 21:00:00+00:00,1707.595,557.265,431.38,332.28,194.175,0.0,,289.125,84.845
2018-01-04 22:00:00+00:00,1569.99,548.41,423.8,328.375,182.92000000000002,0.0,,340.365,16.685
2018-01-04 23:00:00+00:00,1583.6,553.21,423.95500000000004,330.17,176.955,0.0,,442.535,-24.985
2018-01-05 00:00:00+00:00,1739.5149999999999,554.52,431.32500000000005,330.79499999999996,182.765,0.0,,362.21000000000004,-225.935
2018-01-05 01:00:00+00:00,1777.775,555.065,441.72,330.5,182.71499999999997,0.0,,280.16999999999996,-224.07
2018-01-05 02:00:00+00:00,1604.815,551.15,441.37,327.905,181.66000000000003,0.0,,358.21000000000004,-222.9
2018-01-05 03:00:00+00:00,1451.3400000000001,523.95,442.03999999999996,328.53999999999996,182.41,0.0,,440.115,-220.41
2018-01-05 04:00:00+00:00,1409.3600000000001,478.125,431.29499999999996,327.895,182.43,0.0,,522.68,-218.32
2018-01-05 05:00:00+00:00,1431.3,516.84,431.63,330.9,183.71,0.0,,459.22,-215.35500000000002
2018-01-05 06:00:00+00:00,1458.375,532.0799999999999,431.46,328.925,183.185,0.0,,528.815,-178.585
2018-01-05 07:00:00+00:00,1375.5149999999999,546.39,436.36,325.485,181.035,0.0,,582.24,20.46
2018-01-05 08:00:00+00:00,1357.1399999999999,547.03,436.55499999999995,323.23,187.79500000000002,0.0,,565.125,20.240000000000002
2018-01-05 09:00:00+00:00,1430.035,552.575,446.28499999999997,330.375,200.42,0.0,,644.635,22.91
2018-01-05 10:00:00+00:00,1359.275,548.01,433.545,326.025,199.2,0.0,,720.9200000000001,38.96
2018-01-05 11:00:00+00:00,1207.77,546.565,432.205,325.07000000000005,198.54500000000002,0.0,,710.77,20.245
2018-01-05 12:00:00+00:00,1302.08,550.845,441.45,327.91999999999996,200.555,0.0,,719.255,22.07
2018-01-05 13:00:00+00:00,1422.38,492.19,444.08,329.475,181.92000000000002,0.0,,656.325,22.695
2018-01-05 14:00:00+00:00,1350.415,505.855,430.49,324.91499999999996,179.73000000000002,0.0,,611.47,20.244999999999997
2018-01-05 15:00:00+00:00,1259.6,515.175,443.745,329.725,182.10500000000002,0.0,,639.19,22.11
2018-01-05 16:00:00+00:00,1292.06,510.46000000000004,437.02,326.175,180.32,0.0,,762.0899999999999,40.13
2018-01-05 17:00:00+00:00,1388.21,513.89,444.91999999999996,327.56,188.03,0.0,,837.69,142.34
2018-01-05 18:00:00+00:00,1347.8600000000001,513.775,439.905,327.28499999999997,200.39,0.0,,761.005,140.585
2018-01-05 19:00:00+00:00,1336.07,498.735,452.32000000000005,331.135,203.07,0.0,,688.9449999999999,148.6
2018-01-05 20:00:00+00:00,1321.2350000000001,546.05,430.175,323.995,198.005,0.0,,582.035,57.19499999999999
2018-01-05 21:00:00+00:00,1244.2150000000001,489.775,442.28499999999997,327.555,193.4,0.0,,576.54,42.94500000000001
2018-01-05 22:00:00+00:00,1279.7600000000002,494.875,444.625,328.85,184.45499999999998,0.0,,464.88,39.175
2018-01-05 23:00:00+00:00,1337.795,552.635,443.26,328.73,182.95999999999998,0.0,,489.27,24.93
2018-01-06 00:00:00+00:00,1128.1,551.5699999999999,431.85,325.355,180.23000000000002,0.0,,532.775,17.825000000000003
2018-01-06 01:00:00+00:00,967.585,518.025,425.49,328.635,182.56,0.0,,590.75,-192.025
2018-01-06 02:00:00+00:00,942.7,514.79,417.435,326.875,181.02499999999998,0.0,,722.025,-264.58
2018-01-06 03:00:00+00:00,895.56,308.90999999999997,417.235,326.51,180.32,0.0,,940.73,-298.66999999999996
2018-01-06 04:00:00+00:00,756.025,217.245,346.26,328.66,181.07,0.0,,1162.965,-294.935
2018-01-06 05:00:00+00:00,756.06,219.25,283.685,328.54999999999995,181.91000000000003,0.0,,1141.9299999999998,-289.885
2018-01-06 06:00:00+00:00,729.08,208.835,191.75,325.07000000000005,179.51999999999998,0.0,,1391.5,-287.46000000000004
2018-01-06 07:00:00+00:00,686.59,213.72,187.725,326.32500000000005,180.62,0.0,,1534.285,-102.41
2018-01-06 08:00:00+00:00,726.3399999999999,216.85000000000002,218.07,327.62,180.11,0.0,,1654.725,15.045
2018-01-06 09:00:00+00:00,887.6099999999999,248.635,360.635,328.885,181.51,0.0,,1648.2350000000001,17.465
2018-01-06 10:00:00+00:00,951.88,312.70000000000005,401.07000000000005,329.5,187.19,0.0,,1669.4099999999999,17.21
2018-01-06 11:00:00+00:00,970.2650000000001,441.19,411.14,327.125,192.60500000000002,0.0,,1518.0349999999999,17.060000000000002
2018-01-06 12:00:00+00:00,971.415,428.135,409.99,323.78499999999997,191.175,0.0,,1513.0300000000002,14.965
2018-01-06 13:00:00+00:00,964.36,260.78499999999997,369.57,325.975,172.85,0.0,,1584.075,16.105
2018-01-06 14:00:00+00:00,971.9,230.02,407.28499999999997,328.03,174.1,0.0,,1577.75,16.615
2018-01-06 15:00:00+00:00,986.095,362.19000000000005,414.655,323.34,185.10500000000002,0.0,,1445.35,87.00999999999999
2018-01-06 16:00:00+00:00,988.755,525.465,406.615,314.92499999999995,193.245,0.0,,1365.1750000000002,103.48500000000001
2018-01-06 17:00:00+00:00,1060.385,554.465,428.275,321.775,200.415,25.055,,1371.1550000000002,144.14
2018-01-06 18:00:00+00:00,1023.99,554.025,417.57500000000005,326.985,200.83499999999998,25.525,,1382.49,99.31
2018-01-06 19:00:00+00:00,995.3399999999999,556.8199999999999,428.43,330.135,198.7,0.0,,1315.975,107.03999999999999
2018-01-06 20:00:00+00:00,990.715,555.96,424.54999999999995,328.895,194.04500000000002,0.0,,1194.51,63.09
2018-01-06 21:00:00+00:00,993.87,558.88,427.91499999999996,330.64,187.04000000000002,0.0,,1163.3,23.285
2018-01-06 22:00:00+00:00,983.69,556.095,419.725,328.61,174.68,0.0,,1086.145,22.07
2018-01-06 23:00:00+00:00,987.535,555.76,419.58000000000004,327.40999999999997,173.97500000000002,0.0,,948.49,16.87
2018-01-07 00:00:00+00:00,989.5699999999999,545.3199999999999,448.265,331.5,166.44,0.0,,765.835,-150.82
2018-01-07 01:00:00+00:00,968.46,554.53,434.52,328.66499999999996,156.49,0.0,,716.665,-224.65
2018-01-07 02:00:00+00:00,968.02,551.97,434.17499999999995,328.775,156.345,0.0,,696.905,-223.155
2018-01-07 03:00:00+00:00,966.12,554.855,433.505,327.495,156.16,0.0,,690.755,-221.43
2018-01-07 04:00:00+00:00,973.24,544.11,437.70500000000004,331.39,156.715,0.0,,635.99,-218.51
2018-01-07 05:00:00+00:00,973.415,550.75,436.865,239.42000000000002,156.64999999999998,0.0,,655.675,-215.94
2018-01-07 06:00:00+00:00,961.2,544.48,425.625,238.83499999999998,156.5,0.0,,684.69,-213.96
2018-01-07 07:00:00+00:00,917.985,510.745,346.11,236.685,155.54500000000002,0.0,,740.36,12.515
2018-01-07 08:00:00+00:00,959.865,512.95,415.565,240.46,164.825,0.0,,721.0899999999999,22.88
2018-01-07 09:00:00+00:00,958.385,510.73,397.95,237.33,188.26,0.0,,727.825,22.73
2018-01-07 10:00:00+00:00,1107.23,511.95,312.4,235.39499999999998,189.70499999999998,0.0,,729.62,20.46
2018-01-07 11:00:00+00:00,1255.8200000000002,429.355,330.99,237.245,192.365,0.0,,828.0550000000001,22.255000000000003
2018-01-07 12:00:00+00:00,1318.5,355.805,343.03999999999996,239.89,199.575,0.0,,826.2049999999999,43.935
2018-01-07 13:00:00+00:00,1314.57,349.295,362.02,239.53,191.56,0.0,,829.2,60.86
2018-01-07 14:00:00+00:00,1314.3200000000002,348.615,361.015,239.175,182.17,0.0,,758.095,61.96
2018-01-07 15:00:00+00:00,1322.955,364.235,389.85,240.69,180.76999999999998,0.0,,783.435,63.64
2018-01-07 16:00:00+00:00,1305.245,514.65,431.265,237.235,179.67000000000002,0.0,,873.405,60.455
2018-01-07 17:00:00+00:00,1296.1550000000002,522.55,412.145,235.24,189.785,0.0,,1134.355,99.495
2018-01-07 18:00:00+00:00,1296.28,420.115,377.09000000000003,235.54000000000002,198.21,0.0,,1237.345,78.765
2018-01-07 19:00:00+00:00,1296.025,309.65,352.935,234.76999999999998,198.36,0.0,,1377.635,20.795
2018-01-07 20:00:00+00:00,1137.895,246.965,318.68,238.695,199.19,0.0,,1504.45,15.515
2018-01-07 21:00:00+00:00,1060.31,224.06,256.95500000000004,237.75,189.57999999999998,0.0,,1542.605,16.18
2018-01-07 22:00:00+00:00,1093.4450000000002,233.625,258.17,241.655,175.38,0.0,,1460.28,25.41
2018-01-07 23:00:00+00:00,1156.525,237.39999999999998,280.99,242.74,175.35500000000002,0.0,,1329.51,85.685
2018-01-08 00:00:00+00:00,1344.495,239.04000000000002,401.27,243.01999999999998,157.8,0.0,,1199.97,-151.005
2018-01-08 01:00:00+00:00,1274.905,230.615,367.56,239.89999999999998,154.935,0.0,,1176.2649999999999,-225.13
2018-01-08 02:00:00+00:00,1146.775,232.96,327.64,241.39499999999998,154.08,0.0,,1183.41,-222.975
2018-01-08 03:00:00+00:00,1129.17,237.755,318.57000000000005,242.54,153.68,0.0,,1126.56,-220.555
2018-01-08 04:00:00+00:00,1121.8249999999998,235.01999999999998,315.05,241.07999999999998,153.155,0.0,,1114.815,-218.615
2018-01-08 05:00:00+00:00,1129.7849999999999,237.995,251.95499999999998,242.295,153.57,0.0,,1243.165,-216.01
2018-01-08 06:00:00+00:00,1207.4250000000002,271.40500000000003,364.85,240.495,152.1,0.0,,1196.665,-214.47500000000002
2018-01-08 07:00:00+00:00,1299.025,391.17999999999995,401.075,238.74,151.44,0.0,,1185.655,-62.120000000000005
2018-01-08 08:00:00+00:00,1328.8,492.29,394.36,235.76,155.865,0.0,,1322.665,15.81
2018-01-08 09:00:00+00:00,1208.4850000000001,516.355,397.235,236.865,175.815,0.0,,1288.25,16.395
2018-01-08 10:00:00+00:00,1306.0500000000002,525.0450000000001,442.39,240.995,181.25,0.0,,1053.195,56.17
2018-01-08 11:00:00+00:00,1366.6399999999999,531.4649999999999,440.54499999999996,242.95,198.59,0.0,,957.395,61.114999999999995
2018-01-08 12:00:00+00:00,1384.92,528.39,424.395,238.235,195.53,0.0,,1036.6599999999999,35.7
2018-01-08 13:00:00+00:00,1270.1399999999999,456.53,415.13,235.855,192.07,0.0,,1232.5,15.705
2018-01-08 14:00:00+00:00,1220.82,363.415,428.725,239.765,195.41500000000002,0.0,,1349.565,18.080000000000002
2018-01-08 15:00:00+00:00,1291.04,433.83,428.74,239.67000000000002,185.85500000000002,0.0,,1310.055,40.39
2018-01-08 16:00:00+00:00,1261.435,505.29,425.57,237.055,176.495,0.0,,1473.69,39.94
2018-01-08 17:00:00+00:00,1192.495,518.975,420.515,234.94,183.66500000000002,0.0,,1549.545,97.775
2018-01-08 18:00:00+00:00,974.05,354.46500000000003,382.93,239.465,196.935,0.0,,1771.9050000000002,140.14999999999998
2018-01-08 19:00:00+00:00,813.565,300.71500000000003,356.435,239.64,198.845,0.0,,1904.82,144.175
2018-01-08 20:00:00+00:00,784.955,244.23499999999999,404.23,239.775,198.64,0.0,,2149.695,125.42500000000001
2018-01-08 21:00:00+00:00,772.3599999999999,215.64499999999998,303.76,236.44,184.475,0.0,,2216.74,39.945
2018-01-08 22:00:00+00:00,569.6400000000001,216.60500000000002,295.37,236.315,174.7,0.0,,2233.83,60.75
2018-01-08 23:00:00+00:00,426.78999999999996,218.785,185.82999999999998,192.05,173.32999999999998,0.0,,2341.995,21.485
2018-01-09 00:00:00+00:00,370.44500000000005,224.47,195.065,126.31,167.7,0.0,,2272.505,21.195
2018-01-09 01:00:00+00:00,379.19,234.665,203.95,124.725,162.365,0.0,,2193.5299999999997,-190.85
2018-01-09 02:00:00+00:00,367.5,223.23,191.7,119.1,159.82,0.0,,2193.305,-300.25
2018-01-09 03:00:00+00:00,363.56,220.345,189.36,118.11,159.11,0.0,,2096.92,-297.135
2018-01-09 04:00:00+00:00,367.645,222.09,193.22,119.325,159.405,0.0,,2112.05,-292.485
2018-01-09 05:00:00+00:00,371.095,226.02,194.73000000000002,120.57,160.04000000000002,0.0,,2112.535,-288.09000000000003
2018-01-09 06:00:00+00:00,408.685,231.72,200.095,123.335,162.64,0.0,,2329.635,-282.885
2018-01-09 07:00:00+00:00,642.515,233.04,200.59500000000003,142.835,161.51,0.0,,2517.1549999999997,-59.265
2018-01-09 08:00:00+00:00,772.31,218.28,207.475,236.125,158.52499999999998,0.0,,2572.12,17.57
2018-01-09 09:00:00+00:00,842.565,257.15999999999997,241.185,240.985,160.56,0.0,,2550.24,18.005000000000003
2018-01-09 10:00:00+00:00,866.035,352.055,376.72,239.715,158.94,0.0,,2522.7250000000004,35.805
2018-01-09 11:00:00+00:00,794.945,379.615,358.46000000000004,240.82,165.79500000000002,0.0,,2549.64,35.77
2018-01-09 12:00:00+00:00,880.985,382.18,321.905,240.075,178.695,0.0,,2406.1549999999997,37.64
2018-01-09 13:00:00+00:00,1034.495,444.53999999999996,404.685,238.67000000000002,179.11,0.0,,1843.49,55.475
2018-01-09 14:00:00+00:00,972.245,514.4,330.24,232.81,174.04000000000002,0.0,,1676.75,15.37
2018-01-09 15:00:00+00:00,1008.415,565.5350000000001,204.105,240.22500000000002,180.91,0.0,,1500.225,15.665000000000001
2018-01-09 16:00:00+00:00,1067.75,586.5250000000001,315.84000000000003,238.845,190.73000000000002,0.0,,1421.125,15.15
2018-01-09 17:00:00+00:00,1176.62,587.975,443.33000000000004,238.39999999999998,200.10500000000002,0.0,,1200.13,58.145
2018-01-09 18:00:00+00:00,1207.07,561.665,442.155,238.025,200.38,0.0,,900.115,102.13499999999999
2018-01-09 19:00:00+00:00,1201.51,458.33000000000004,441.31,240.60500000000002,201.45499999999998,0.0,,727.57,104.255
2018-01-09 20:00:00+00:00,1258.04,494.13,441.81,240.875,202.005,0.0,,581.005,106.015
2018-01-09 21:00:00+00:00,1271.62,575.7149999999999,431.91499999999996,235.1,179.47,0.0,,480.32,79.135
2018-01-09 22:00:00+00:00,1262.33,521.9749999999999,437.21,237.73000000000002,181.12,0.0,,373.2,17.935000000000002
2018-01-09 23:00:00+00:00,1320.92,569.085,448.97,242.435,183.405,0.0,,317.125,19.580000000000002
2018-01-10 00:00:00+00:00,1411.81,680.73,450.28999999999996,242.06,181.775,0.0,,328.16,-143.345
2018-01-10 01:00:00+00:00,1389.545,784.035,446.76,241.985,180.91,0.0,,303.255,-185.83
2018-01-10 02:00:00+00:00,1322.27,783.935,433.16999999999996,243.235,182.7,0.0,,261.02,-221.765
2018-01-10 03:00:00+00:00,1314.71,759.4,433.68,242.425,183.245,0.0,,217.195,-219.45499999999998
2018-01-10 04:00:00+00:00,1337.575,791.655,423.95500000000004,240.97500000000002,177.09,0.0,,199.005,-217.665
2018-01-10 05:00:00+00:00,1278.85,788.095,424.45,240.785,177.22,0.0,,186.64,-215.98000000000002
2018-01-10 06:00:00+00:00,1343.46,788.7750000000001,435.385,241.07999999999998,178.16500000000002,0.0,,144.64999999999998,-213.63
2018-01-10 07:00:00+00:00,1381.19,789.315,438.915,238.445,177.64999999999998,0.0,,220.215,-27.48
2018-01-10 08:00:00+00:00,1334.045,788.65,432.185,235.32,171.875,0.0,,338.675,18.27
2018-01-10 09:00:00+00:00,1295.165,792.47,441.58,241.04,169.99,0.0,,399.82,23.5
2018-01-10 10:00:00+00:00,1226.46,791.45,437.725,254.78500000000003,168.79500000000002,0.0,,458.065,21.12
2018-01-10 11:00:00+00:00,1176.9099999999999,699.92,438.42999999999995,269.79999999999995,169.26999999999998,0.0,,478.195,20.75
2018-01-10 12:00:00+00:00,1245.35,659.8299999999999,438.23,278.64,168.9,0.0,,507.255,23.1
2018-01-10 13:00:00+00:00,1288.2649999999999,668.4549999999999,438.565,293.65,168.64499999999998,0.0,,470.36,22.545
2018-01-10 14:00:00+00:00,1364.69,658.4300000000001,446.485,327.155,171.985,0.0,,363.82000000000005,43.535
2018-01-10 15:00:00+00:00,1384.38,663.51,447.99,332.68,174.63,0.0,,301.6,65.58500000000001
2018-01-10 16:00:00+00:00,1376.67,719.655,443.98,331.58500000000004,184.07,0.0,,342.915,81.805
2018-01-10 17:00:00+00:00,1370.885,793.545,438.635,329.51,201.42000000000002,26.475,,419.09000000000003,101.25
2018-01-10 18:00:00+00:00,1353.25,787.8,431.395,326.325,200.235,14.5,,480.045,98.83500000000001
2018-01-10 19:00:00+00:00,1343.9850000000001,778.12,439.78,330.005,201.85000000000002,0.0,,469.73,101.44
2018-01-10 20:00:00+00:00,1328.4299999999998,733.7149999999999,444.80499999999995,331.525,194.14,0.0,,431.18,144.245
2018-01-10 21:00:00+00:00,1325.635,730.46,441.91999999999996,330.355,182.1,0.0,,465.505,22.810000000000002
2018-01-10 22:00:00+00:00,1391.27,743.78,446.59000000000003,334.755,181.465,0.0,,413.985,26.105
2018-01-10 23:00:00+00:00,1349.73,782.555,427.80499999999995,327.27,175.565,0.0,,351.86,-33.26
2018-01-11 00:00:00+00:00,1420.125,801.1949999999999,456.32,337.205,182.25,0.0,,321.09000000000003,-224.73
