,Biomass,Energy storage,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Hydro Pumped Storage Net
2018-01-01 00:00:00+00:00,293.0,,2316.0,11.0,214.0,5786.0,2160.0,34793.0,0.0,257.0,,9707.0,
2018-01-01 01:00:00+00:00,293.0,,2286.0,11.0,215.0,5593.0,1571.0,34263.0,0.0,256.0,,9502.0,
2018-01-01 02:00:00+00:00,294.0,,2290.0,11.0,214.0,5507.0,1319.0,34081.0,0.0,252.0,,9288.0,
2018-01-01 03:00:00+00:00,294.0,,2291.0,10.0,215.0,5261.0,705.0,34103.0,0.0,252.0,,9005.0,
2018-01-01 04:00:00+00:00,294.0,,2271.0,10.0,217.0,5233.0,482.0,34032.0,0.0,249.0,,9050.0,
2018-01-01 05:00:00+00:00,294.0,,2275.0,11.0,217.0,5345.0,750.0,34437.0,0.0,247.0,,8925.0,
2018-01-01 06:00:00+00:00,294.0,,2393.0,11.0,216.0,5462.0,918.0,34376.0,0.0,250.0,,9021.0,
2018-01-01 07:00:00+00:00,294.0,,2414.0,10.0,215.0,5504.0,1372.0,34973.0,99.0,251.0,,8820.0,
2018-01-01 08:00:00+00:00,294.0,,2412.0,11.0,214.0,5764.0,1253.0,35491.0,490.0,251.0,,8590.0,
2018-01-01 09:00:00+00:00,293.0,,2408.0,11.0,214.0,5718.0,756.0,35900.0,1125.0,250.0,,8453.0,
2018-01-01 10:00:00+00:00,290.0,,2404.0,11.0,213.0,5781.0,880.0,36061.0,1550.0,252.0,,8557.0,
2018-01-01 11:00:00+00:00,291.0,,2400.0,11.0,213.0,5870.0,1479.0,35920.0,1534.0,252.0,,8710.0,
2018-01-01 12:00:00+00:00,293.0,,2399.0,11.0,215.0,5741.0,1798.0,36108.0,1363.0,250.0,,8286.0,
2018-01-01 13:00:00+00:00,294.0,,2394.0,11.0,215.0,5775.0,2485.0,36620.0,1095.0,249.0,,7839.0,
2018-01-01 14:00:00+00:00,294.0,,2398.0,12.0,216.0,5780.0,2240.0,38278.0,642.0,250.0,,7730.0,
2018-01-01 15:00:00+00:00,294.0,,2399.0,9.0,216.0,5750.0,2030.0,39870.0,222.0,251.0,,8633.0,
2018-01-01 16:00:00+00:00,294.0,,2401.0,8.0,216.0,5848.0,1803.0,43150.0,48.0,247.0,,9373.0,
2018-01-01 17:00:00+00:00,294.0,,2405.0,7.0,215.0,6065.0,1998.0,45302.0,0.0,248.0,,9495.0,
2018-01-01 18:00:00+00:00,294.0,,2409.0,3.0,214.0,6258.0,2846.0,46415.0,0.0,247.0,,9513.0,
2018-01-01 19:00:00+00:00,294.0,,2408.0,3.0,214.0,6099.0,2336.0,47170.0,0.0,244.0,,9409.0,
2018-01-01 20:00:00+00:00,296.0,,2413.0,3.0,214.0,5815.0,1363.0,47486.0,0.0,245.0,,9315.0,
2018-01-01 21:00:00+00:00,295.0,,2414.0,5.0,215.0,5991.0,1497.0,47449.0,0.0,245.0,,8874.0,
2018-01-01 22:00:00+00:00,294.0,,2421.0,8.0,215.0,6019.0,1511.0,47729.0,0.0,248.0,,8622.0,
2018-01-01 23:00:00+00:00,297.0,,2563.0,11.0,216.0,5894.0,1119.0,46834.0,0.0,251.0,,8479.0,
2018-01-02 00:00:00+00:00,297.0,,2569.0,11.0,216.0,5756.0,920.0,45266.0,0.0,251.0,,8214.0,
2018-01-02 01:00:00+00:00,297.0,,2570.0,11.0,214.0,5871.0,936.0,43646.0,0.0,254.0,,7897.0,
2018-01-02 02:00:00+00:00,297.0,,2576.0,11.0,214.0,5709.0,1009.0,43034.0,0.0,256.0,,7318.0,
2018-01-02 03:00:00+00:00,297.0,,2580.0,11.0,214.0,5561.0,1069.0,43426.0,0.0,243.0,,6788.0,
2018-01-02 04:00:00+00:00,296.0,,2580.0,11.0,215.0,5507.0,1289.0,45438.0,0.0,237.0,,6330.0,
2018-01-02 05:00:00+00:00,297.0,,2585.0,11.0,215.0,5601.0,2007.0,48067.0,0.0,234.0,,5560.0,
2018-01-02 06:00:00+00:00,297.0,,2737.0,11.0,216.0,5955.0,1938.0,50833.0,0.0,233.0,,4786.0,
2018-01-02 07:00:00+00:00,297.0,,3074.0,10.0,216.0,6147.0,1569.0,53545.0,84.0,237.0,,4305.0,
2018-01-02 08:00:00+00:00,297.0,,3328.0,9.0,215.0,6279.0,1510.0,54828.0,392.0,237.0,,4094.0,
2018-01-02 09:00:00+00:00,297.0,,3392.0,9.0,215.0,6471.0,1639.0,55085.0,881.0,243.0,,4014.0,
2018-01-02 10:00:00+00:00,296.0,,3431.0,10.0,215.0,6381.0,2415.0,55319.0,1199.0,237.0,,3815.0,
2018-01-02 11:00:00+00:00,297.0,,3463.0,11.0,215.0,6353.0,2895.0,55246.0,1196.0,254.0,,3826.0,
2018-01-02 12:00:00+00:00,297.0,,3328.0,11.0,214.0,6475.0,2572.0,55198.0,1183.0,253.0,,4223.0,
2018-01-02 13:00:00+00:00,295.0,,3109.0,11.0,214.0,6390.0,2261.0,55113.0,953.0,251.0,,4719.0,
2018-01-02 14:00:00+00:00,296.0,,3032.0,11.0,214.0,6263.0,2138.0,55331.0,566.0,252.0,,5587.0,
2018-01-02 15:00:00+00:00,297.0,,3131.0,9.0,215.0,6193.0,1810.0,55619.0,201.0,255.0,,6749.0,
2018-01-02 16:00:00+00:00,295.0,,3445.0,8.0,214.0,6450.0,1971.0,55658.0,63.0,260.0,,7387.0,
2018-01-02 17:00:00+00:00,294.0,,3660.0,8.0,214.0,6461.0,1912.0,55512.0,0.0,259.0,,7879.0,
2018-01-02 18:00:00+00:00,290.0,,3570.0,10.0,214.0,6461.0,2105.0,55649.0,0.0,252.0,,8087.0,
2018-01-02 19:00:00+00:00,295.0,,2855.0,11.0,214.0,6258.0,1474.0,54934.0,0.0,254.0,,8584.0,
2018-01-02 20:00:00+00:00,294.0,,2776.0,11.0,214.0,6096.0,1195.0,53865.0,0.0,253.0,,8997.0,
2018-01-02 21:00:00+00:00,298.0,,2771.0,11.0,213.0,6158.0,1529.0,53281.0,0.0,255.0,,9259.0,
2018-01-02 22:00:00+00:00,296.0,,2747.0,11.0,213.0,6303.0,1565.0,52764.0,0.0,257.0,,9695.0,
2018-01-02 23:00:00+00:00,295.0,,2516.0,11.0,214.0,6237.0,1055.0,50541.0,0.0,256.0,,10030.0,
2018-01-03 00:00:00+00:00,297.0,,2494.0,11.0,217.0,6044.0,1421.0,46688.0,0.0,256.0,,10159.0,
2018-01-03 01:00:00+00:00,298.0,,2491.0,11.0,217.0,6053.0,1057.0,45056.0,0.0,256.0,,9928.0,
2018-01-03 02:00:00+00:00,292.0,,2492.0,11.0,217.0,6027.0,851.0,43032.0,0.0,249.0,,9467.0,
2018-01-03 03:00:00+00:00,285.0,,2489.0,11.0,217.0,5830.0,700.0,42547.0,0.0,250.0,,9256.0,
2018-01-03 04:00:00+00:00,296.0,,2491.0,10.0,217.0,5815.0,934.0,43417.0,0.0,248.0,,8870.0,
2018-01-03 05:00:00+00:00,295.0,,2484.0,9.0,215.0,5932.0,1407.0,47138.0,0.0,246.0,,8298.0,
2018-01-03 06:00:00+00:00,296.0,,2489.0,9.0,214.0,6016.0,1789.0,50959.0,0.0,244.0,,8380.0,
2018-01-03 07:00:00+00:00,297.0,,2492.0,9.0,215.0,6184.0,1827.0,54247.0,85.0,233.0,,8524.0,
2018-01-03 08:00:00+00:00,297.0,,2501.0,10.0,216.0,6275.0,1903.0,55031.0,333.0,231.0,,8813.0,
2018-01-03 09:00:00+00:00,296.0,,2490.0,9.0,217.0,6274.0,1915.0,55140.0,823.0,231.0,,9140.0,
2018-01-03 10:00:00+00:00,294.0,,2498.0,10.0,216.0,6557.0,2159.0,55261.0,1197.0,234.0,,9388.0,
2018-01-03 11:00:00+00:00,292.0,,2489.0,10.0,217.0,6623.0,2208.0,55808.0,1455.0,236.0,,9541.0,
2018-01-03 12:00:00+00:00,292.0,,2486.0,10.0,216.0,6633.0,2519.0,55680.0,1367.0,239.0,,9630.0,
2018-01-03 13:00:00+00:00,292.0,,2488.0,9.0,216.0,6634.0,2458.0,55765.0,1019.0,238.0,,9734.0,
2018-01-03 14:00:00+00:00,293.0,,2495.0,9.0,216.0,6564.0,1949.0,55575.0,594.0,241.0,,9669.0,
2018-01-03 15:00:00+00:00,293.0,,2460.0,8.0,215.0,6546.0,1588.0,55288.0,206.0,242.0,,9581.0,
2018-01-03 16:00:00+00:00,293.0,,2377.0,8.0,215.0,6628.0,2409.0,55858.0,65.0,244.0,,9394.0,
2018-01-03 17:00:00+00:00,291.0,,2380.0,8.0,215.0,6773.0,3128.0,55926.0,0.0,244.0,,9358.0,
2018-01-03 18:00:00+00:00,290.0,,2359.0,9.0,216.0,6782.0,2746.0,55610.0,0.0,238.0,,9125.0,
2018-01-03 19:00:00+00:00,288.0,,2375.0,10.0,216.0,6744.0,1883.0,55213.0,0.0,238.0,,8448.0,
2018-01-03 20:00:00+00:00,290.0,,2405.0,10.0,215.0,6710.0,1426.0,54512.0,0.0,236.0,,8062.0,
2018-01-03 21:00:00+00:00,290.0,,2370.0,10.0,215.0,6506.0,1696.0,53431.0,0.0,238.0,,7938.0,
2018-01-03 22:00:00+00:00,289.0,,2344.0,10.0,216.0,6487.0,1680.0,52144.0,0.0,246.0,,7879.0,
2018-01-03 23:00:00+00:00,290.0,,2362.0,10.0,219.0,6527.0,1259.0,49347.0,0.0,256.0,,7541.0,
2018-01-04 00:00:00+00:00,290.0,,2386.0,10.0,219.0,6537.0,1503.0,46415.0,0.0,258.0,,6962.0,
2018-01-04 01:00:00+00:00,291.0,,2383.0,11.0,219.0,6505.0,1396.0,45720.0,0.0,260.0,,6778.0,
2018-01-04 02:00:00+00:00,292.0,,2382.0,10.0,219.0,6507.0,1198.0,45062.0,0.0,262.0,,6462.0,
2018-01-04 03:00:00+00:00,289.0,,2378.0,11.0,219.0,6425.0,1693.0,45902.0,0.0,263.0,,6138.0,
2018-01-04 04:00:00+00:00,293.0,,2394.0,10.0,219.0,6273.0,1398.0,48523.0,0.0,261.0,,6050.0,
2018-01-04 05:00:00+00:00,294.0,,2468.0,10.0,219.0,6413.0,1851.0,53145.0,0.0,258.0,,6307.0,
2018-01-04 06:00:00+00:00,293.0,,2532.0,9.0,218.0,6521.0,2300.0,54903.0,0.0,259.0,,6809.0,
2018-01-04 07:00:00+00:00,294.0,,2430.0,10.0,217.0,6556.0,2454.0,55277.0,92.0,252.0,,7694.0,
2018-01-04 08:00:00+00:00,294.0,,2428.0,10.0,218.0,6503.0,2334.0,55289.0,349.0,250.0,,8508.0,
2018-01-04 09:00:00+00:00,294.0,,2428.0,10.0,218.0,6655.0,2319.0,55265.0,847.0,248.0,,9371.0,
2018-01-04 10:00:00+00:00,294.0,,2419.0,9.0,220.0,6738.0,2543.0,55437.0,1243.0,247.0,,9887.0,
2018-01-04 11:00:00+00:00,295.0,,2415.0,11.0,219.0,6807.0,2491.0,55356.0,1430.0,258.0,,10065.0,
2018-01-04 12:00:00+00:00,295.0,,2417.0,10.0,219.0,6812.0,2417.0,55400.0,1408.0,260.0,,10045.0,
2018-01-04 13:00:00+00:00,294.0,,2618.0,10.0,217.0,6720.0,2647.0,55162.0,1116.0,259.0,,9904.0,
2018-01-04 14:00:00+00:00,295.0,,2755.0,9.0,217.0,6513.0,2441.0,54576.0,606.0,262.0,,9893.0,
2018-01-04 15:00:00+00:00,295.0,,2764.0,9.0,216.0,6328.0,2184.0,54554.0,219.0,261.0,,9676.0,
2018-01-04 16:00:00+00:00,291.0,,2732.0,10.0,216.0,6535.0,2244.0,54191.0,65.0,259.0,,9503.0,
2018-01-04 17:00:00+00:00,284.0,,2732.0,10.0,216.0,6549.0,2629.0,54480.0,0.0,257.0,,9472.0,
2018-01-04 18:00:00+00:00,285.0,,2743.0,10.0,217.0,6560.0,2313.0,54781.0,0.0,258.0,,9158.0,
2018-01-04 19:00:00+00:00,285.0,,2492.0,10.0,217.0,6373.0,1882.0,54638.0,0.0,260.0,,8669.0,
2018-01-04 20:00:00+00:00,285.0,,2440.0,10.0,216.0,6257.0,1946.0,53168.0,0.0,263.0,,8046.0,
2018-01-04 21:00:00+00:00,285.0,,2443.0,10.0,217.0,6140.0,2430.0,51956.0,0.0,265.0,,7333.0,
2018-01-04 22:00:00+00:00,275.0,,2446.0,10.0,218.0,6024.0,2748.0,51907.0,0.0,264.0,,7043.0,
2018-01-04 23:00:00+00:00,285.0,,2457.0,10.0,216.0,6119.0,2257.0,51291.0,0.0,265.0,,7088.0,
2018-01-05 00:00:00+00:00,282.0,,2457.0,10.0,216.0,6032.0,1894.0,49016.0,0.0,268.0,,7384.0,
2018-01-05 01:00:00+00:00,284.0,,2459.0,10.0,216.0,5991.0,2179.0,45764.0,0.0,269.0,,7421.0,
2018-01-05 02:00:00+00:00,282.0,,2462.0,10.0,217.0,5974.0,2112.0,44799.0,0.0,268.0,,7076.0,
2018-01-05 03:00:00+00:00,270.0,,2461.0,10.0,217.0,6028.0,2215.0,45173.0,0.0,266.0,,6537.0,
2018-01-05 04:00:00+00:00,265.0,,2536.0,10.0,215.0,5998.0,1915.0,48484.0,0.0,263.0,,5953.0,
2018-01-05 05:00:00+00:00,265.0,,2545.0,10.0,215.0,5879.0,1688.0,52082.0,0.0,260.0,,5491.0,
2018-01-05 06:00:00+00:00,265.0,,2630.0,8.0,217.0,5981.0,1717.0,54441.0,0.0,262.0,,4996.0,
2018-01-05 07:00:00+00:00,266.0,,2702.0,8.0,217.0,5981.0,1852.0,55493.0,101.0,260.0,,4432.0,
2018-01-05 08:00:00+00:00,271.0,,2766.0,8.0,217.0,6043.0,3152.0,55613.0,438.0,259.0,,3999.0,
2018-01-05 09:00:00+00:00,275.0,,3144.0,9.0,217.0,6119.0,2980.0,55461.0,1023.0,256.0,,3943.0,
2018-01-05 10:00:00+00:00,276.0,,3530.0,9.0,217.0,6132.0,2478.0,55590.0,1533.0,254.0,,4243.0,
2018-01-05 11:00:00+00:00,277.0,,3637.0,10.0,217.0,6152.0,2206.0,55586.0,1835.0,257.0,,4582.0,
2018-01-05 12:00:00+00:00,278.0,,3638.0,11.0,216.0,6117.0,2146.0,55575.0,1754.0,260.0,,5028.0,
2018-01-05 13:00:00+00:00,276.0,,3568.0,11.0,216.0,6065.0,2085.0,55634.0,1375.0,258.0,,5229.0,
2018-01-05 14:00:00+00:00,276.0,,3568.0,10.0,217.0,6088.0,2209.0,55573.0,801.0,261.0,,4718.0,
2018-01-05 15:00:00+00:00,275.0,,3602.0,10.0,217.0,6141.0,2436.0,55800.0,276.0,262.0,,4084.0,
2018-01-05 16:00:00+00:00,275.0,,3634.0,10.0,217.0,6176.0,3130.0,55955.0,67.0,264.0,,3660.0,
2018-01-05 17:00:00+00:00,276.0,,3632.0,9.0,218.0,6162.0,3495.0,55996.0,0.0,261.0,,3363.0,
2018-01-05 18:00:00+00:00,276.0,,3635.0,8.0,218.0,6135.0,2742.0,55609.0,0.0,264.0,,3348.0,
2018-01-05 19:00:00+00:00,276.0,,3586.0,8.0,218.0,5998.0,2383.0,55601.0,0.0,266.0,,3078.0,
2018-01-05 20:00:00+00:00,277.0,,3254.0,10.0,218.0,5952.0,2196.0,55766.0,0.0,265.0,,2752.0,
2018-01-05 21:00:00+00:00,276.0,,2567.0,10.0,218.0,5950.0,2359.0,55656.0,0.0,264.0,,2279.0,
2018-01-05 22:00:00+00:00,267.0,,2467.0,4.0,218.0,5941.0,2403.0,55656.0,0.0,270.0,,2065.0,
2018-01-05 23:00:00+00:00,276.0,,2459.0,1.0,217.0,5829.0,2227.0,55409.0,0.0,267.0,,1998.0,
2018-01-06 00:00:00+00:00,276.0,,2459.0,1.0,216.0,5798.0,1869.0,55490.0,0.0,267.0,,1789.0,
2018-01-06 01:00:00+00:00,276.0,,2461.0,0.0,216.0,5838.0,1961.0,55237.0,0.0,268.0,,1627.0,
2018-01-06 02:00:00+00:00,276.0,,2461.0,0.0,216.0,5857.0,1761.0,54377.0,0.0,266.0,,1448.0,
2018-01-06 03:00:00+00:00,274.0,,2463.0,0.0,215.0,5855.0,1760.0,53639.0,0.0,266.0,,1427.0,
2018-01-06 04:00:00+00:00,274.0,,2463.0,0.0,216.0,5841.0,1728.0,54067.0,0.0,266.0,,1269.0,
2018-01-06 05:00:00+00:00,275.0,,2469.0,0.0,216.0,5761.0,1824.0,55207.0,0.0,263.0,,1065.0,
2018-01-06 06:00:00+00:00,276.0,,2485.0,0.0,217.0,5863.0,1817.0,55416.0,0.0,257.0,,956.0,
2018-01-06 07:00:00+00:00,276.0,,2513.0,0.0,217.0,5923.0,1824.0,55460.0,91.0,261.0,,932.0,
2018-01-06 08:00:00+00:00,275.0,,2589.0,0.0,217.0,5878.0,1868.0,55581.0,368.0,256.0,,1006.0,
2018-01-06 09:00:00+00:00,276.0,,2713.0,,217.0,5916.0,1873.0,55514.0,801.0,256.0,,1043.0,
2018-01-06 10:00:00+00:00,287.0,,2756.0,,217.0,6041.0,1966.0,55852.0,1045.0,258.0,,1066.0,
2018-01-06 11:00:00+00:00,288.0,,2771.0,,217.0,6122.0,2153.0,55847.0,1128.0,258.0,,1071.0,
2018-01-06 12:00:00+00:00,286.0,,2498.0,,216.0,6131.0,2173.0,55789.0,1110.0,257.0,,1130.0,
2018-01-06 13:00:00+00:00,293.0,,2454.0,0.0,216.0,6191.0,1936.0,55599.0,901.0,260.0,,1232.0,
2018-01-06 14:00:00+00:00,295.0,,2406.0,,215.0,6197.0,1870.0,55304.0,522.0,258.0,,1447.0,
2018-01-06 15:00:00+00:00,296.0,,2405.0,,215.0,6170.0,1901.0,55305.0,192.0,260.0,,1691.0,
2018-01-06 16:00:00+00:00,295.0,,2406.0,,215.0,6187.0,2093.0,55332.0,64.0,262.0,,1927.0,
2018-01-06 17:00:00+00:00,296.0,,2578.0,,216.0,6202.0,2377.0,55225.0,0.0,262.0,,2387.0,
2018-01-06 18:00:00+00:00,295.0,,3013.0,,217.0,6220.0,2154.0,55480.0,0.0,260.0,,2766.0,
2018-01-06 19:00:00+00:00,296.0,,2538.0,,216.0,6112.0,1991.0,55406.0,0.0,255.0,,3257.0,
2018-01-06 20:00:00+00:00,297.0,,2409.0,,216.0,5975.0,1870.0,54011.0,0.0,256.0,,3814.0,
2018-01-06 21:00:00+00:00,296.0,,2398.0,,216.0,5894.0,1777.0,53724.0,0.0,246.0,,4244.0,
2018-01-06 22:00:00+00:00,295.0,,2394.0,,217.0,5872.0,1949.0,53692.0,0.0,248.0,,4649.0,
2018-01-06 23:00:00+00:00,295.0,,2392.0,,199.0,5829.0,1999.0,51990.0,0.0,250.0,,5083.0,
2018-01-07 00:00:00+00:00,295.0,,2395.0,,198.0,5698.0,1599.0,50572.0,0.0,252.0,,5674.0,
2018-01-07 01:00:00+00:00,295.0,,2409.0,,198.0,5863.0,1433.0,49291.0,0.0,252.0,,6414.0,
2018-01-07 02:00:00+00:00,296.0,,2366.0,,200.0,5878.0,1312.0,48151.0,0.0,256.0,,6880.0,
2018-01-07 03:00:00+00:00,297.0,,2354.0,,200.0,5881.0,1331.0,47800.0,0.0,261.0,,7358.0,
2018-01-07 04:00:00+00:00,297.0,,2350.0,,200.0,5891.0,1339.0,48001.0,0.0,262.0,,7640.0,
2018-01-07 05:00:00+00:00,296.0,,2349.0,,200.0,5910.0,1259.0,49019.0,0.0,259.0,,7966.0,
2018-01-07 06:00:00+00:00,296.0,,2352.0,,200.0,5815.0,1573.0,49702.0,0.0,259.0,,8405.0,
2018-01-07 07:00:00+00:00,295.0,,2353.0,1.0,198.0,5789.0,1600.0,50270.0,84.0,258.0,,8648.0,
2018-01-07 08:00:00+00:00,295.0,,2415.0,1.0,197.0,5739.0,1808.0,51060.0,297.0,251.0,,8736.0,
2018-01-07 09:00:00+00:00,295.0,,2419.0,0.0,197.0,5751.0,1789.0,51372.0,695.0,254.0,,9030.0,
2018-01-07 10:00:00+00:00,295.0,,2413.0,0.0,196.0,5833.0,1900.0,52700.0,946.0,249.0,,9214.0,
2018-01-07 11:00:00+00:00,295.0,,2408.0,10.0,197.0,5881.0,1754.0,53287.0,1086.0,248.0,,9046.0,
2018-01-07 12:00:00+00:00,295.0,,2406.0,10.0,197.0,5876.0,1863.0,53555.0,1082.0,244.0,,8774.0,
2018-01-07 13:00:00+00:00,295.0,,2402.0,10.0,197.0,5826.0,1686.0,53197.0,879.0,243.0,,8474.0,
2018-01-07 14:00:00+00:00,296.0,,2402.0,10.0,196.0,5970.0,1676.0,52854.0,509.0,244.0,,8196.0,
2018-01-07 15:00:00+00:00,295.0,,2404.0,9.0,196.0,5964.0,1612.0,52408.0,184.0,245.0,,7983.0,
2018-01-07 16:00:00+00:00,294.0,,2409.0,8.0,197.0,5998.0,1761.0,52832.0,61.0,242.0,,7949.0,
2018-01-07 17:00:00+00:00,295.0,,2411.0,7.0,198.0,6318.0,1839.0,53508.0,0.0,238.0,,7694.0,
2018-01-07 18:00:00+00:00,296.0,,2413.0,7.0,199.0,6299.0,1975.0,53948.0,0.0,238.0,,7506.0,
2018-01-07 19:00:00+00:00,296.0,,2315.0,7.0,198.0,6191.0,1840.0,53645.0,0.0,239.0,,7155.0,
2018-01-07 20:00:00+00:00,296.0,,2496.0,7.0,197.0,6173.0,1853.0,53570.0,0.0,235.0,,6519.0,
2018-01-07 21:00:00+00:00,296.0,,2598.0,7.0,198.0,6060.0,1878.0,52987.0,0.0,244.0,,5788.0,
2018-01-07 22:00:00+00:00,295.0,,2684.0,7.0,198.0,6015.0,1980.0,52911.0,0.0,247.0,,5358.0,
2018-01-07 23:00:00+00:00,295.0,,2679.0,6.0,198.0,5738.0,2373.0,52474.0,0.0,247.0,,5320.0,
2018-01-08 00:00:00+00:00,295.0,,2735.0,3.0,198.0,5664.0,1675.0,52080.0,0.0,250.0,,5292.0,
2018-01-08 01:00:00+00:00,295.0,,2738.0,3.0,198.0,5624.0,1706.0,51896.0,0.0,252.0,,5104.0,
2018-01-08 02:00:00+00:00,296.0,,2756.0,2.0,197.0,5739.0,1637.0,51192.0,0.0,251.0,,4942.0,
2018-01-08 03:00:00+00:00,296.0,,2887.0,5.0,197.0,5807.0,1658.0,51564.0,0.0,250.0,,4661.0,
2018-01-08 04:00:00+00:00,297.0,,3312.0,17.0,197.0,5887.0,1601.0,52835.0,0.0,247.0,,4557.0,
2018-01-08 05:00:00+00:00,297.0,,4041.0,66.0,199.0,6070.0,1698.0,54174.0,0.0,248.0,,4580.0,
2018-01-08 06:00:00+00:00,295.0,,4998.0,183.0,199.0,6319.0,2210.0,54867.0,0.0,248.0,,4633.0,
2018-01-08 07:00:00+00:00,285.0,,5708.0,318.0,198.0,6287.0,2690.0,54953.0,92.0,250.0,,4368.0,
2018-01-08 08:00:00+00:00,295.0,,6153.0,565.0,198.0,6316.0,2689.0,55175.0,365.0,252.0,,4215.0,
2018-01-08 09:00:00+00:00,304.0,,6243.0,697.0,198.0,6399.0,2547.0,55352.0,867.0,252.0,,3987.0,
2018-01-08 10:00:00+00:00,293.0,,6169.0,854.0,198.0,6465.0,2417.0,54928.0,1275.0,255.0,,3680.0,
2018-01-08 11:00:00+00:00,294.0,,6189.0,1122.0,198.0,6498.0,2293.0,54905.0,1423.0,256.0,,3358.0,
2018-01-08 12:00:00+00:00,297.0,,6151.0,1128.0,198.0,6483.0,2243.0,55294.0,1355.0,255.0,,2971.0,
2018-01-08 13:00:00+00:00,295.0,,6185.0,1178.0,198.0,6307.0,2275.0,55683.0,1188.0,256.0,,2770.0,
2018-01-08 14:00:00+00:00,295.0,,6208.0,1196.0,198.0,6272.0,2187.0,55579.0,829.0,256.0,,2700.0,
2018-01-08 15:00:00+00:00,295.0,,6105.0,1188.0,198.0,6502.0,2119.0,55458.0,330.0,253.0,,2664.0,
2018-01-08 16:00:00+00:00,295.0,,6188.0,1159.0,198.0,6568.0,2432.0,55705.0,77.0,251.0,,2701.0,
2018-01-08 17:00:00+00:00,296.0,,6318.0,1144.0,198.0,6778.0,2995.0,56411.0,0.0,254.0,,2642.0,
2018-01-08 18:00:00+00:00,295.0,,6254.0,1275.0,199.0,6771.0,3245.0,56856.0,0.0,256.0,,2632.0,
2018-01-08 19:00:00+00:00,295.0,,5916.0,1302.0,198.0,6573.0,2450.0,56915.0,0.0,258.0,,2669.0,
2018-01-08 20:00:00+00:00,296.0,,5471.0,1051.0,198.0,6377.0,2300.0,56653.0,0.0,257.0,,2582.0,
2018-01-08 21:00:00+00:00,297.0,,5296.0,885.0,198.0,6320.0,2233.0,56521.0,0.0,249.0,,2471.0,
2018-01-08 22:00:00+00:00,297.0,,5365.0,951.0,198.0,6378.0,2400.0,56569.0,0.0,251.0,,2239.0,
2018-01-08 23:00:00+00:00,296.0,,4276.0,761.0,198.0,6162.0,2182.0,55643.0,0.0,247.0,,1953.0,
2018-01-09 00:00:00+00:00,296.0,,3224.0,717.0,197.0,6044.0,2027.0,54578.0,0.0,251.0,,1792.0,
2018-01-09 01:00:00+00:00,297.0,,3039.0,766.0,197.0,5938.0,2224.0,53385.0,0.0,255.0,,1642.0,
2018-01-09 02:00:00+00:00,297.0,,3073.0,726.0,197.0,5879.0,1940.0,53157.0,0.0,259.0,,1578.0,
2018-01-09 03:00:00+00:00,298.0,,3084.0,674.0,197.0,5960.0,1960.0,52978.0,0.0,261.0,,1710.0,
2018-01-09 04:00:00+00:00,300.0,,3290.0,730.0,197.0,6090.0,2369.0,54013.0,0.0,265.0,,1603.0,
2018-01-09 05:00:00+00:00,299.0,,4619.0,1099.0,198.0,6264.0,2736.0,55461.0,0.0,266.0,,1512.0,
2018-01-09 06:00:00+00:00,299.0,,6530.0,1440.0,198.0,6458.0,2790.0,57089.0,0.0,264.0,,1436.0,
2018-01-09 07:00:00+00:00,297.0,,7096.0,1499.0,197.0,6523.0,2998.0,57201.0,88.0,260.0,,1472.0,
2018-01-09 08:00:00+00:00,296.0,,7398.0,1520.0,198.0,6480.0,3195.0,57095.0,365.0,258.0,,1574.0,
2018-01-09 09:00:00+00:00,296.0,,7421.0,1496.0,197.0,6589.0,3012.0,57139.0,944.0,261.0,,1593.0,
2018-01-09 10:00:00+00:00,297.0,,7393.0,1483.0,198.0,6518.0,2915.0,57305.0,1544.0,260.0,,1643.0,
2018-01-09 11:00:00+00:00,297.0,,7219.0,1430.0,198.0,6438.0,2752.0,57345.0,1783.0,260.0,,1813.0,
2018-01-09 12:00:00+00:00,299.0,,7174.0,1443.0,198.0,6342.0,2547.0,57284.0,1788.0,260.0,,2034.0,
2018-01-09 13:00:00+00:00,298.0,,7217.0,1464.0,198.0,6157.0,2534.0,57215.0,1523.0,263.0,,2285.0,
2018-01-09 14:00:00+00:00,297.0,,7363.0,1539.0,197.0,6112.0,2481.0,57246.0,980.0,264.0,,2502.0,
2018-01-09 15:00:00+00:00,298.0,,7300.0,1510.0,196.0,6202.0,2439.0,57348.0,343.0,259.0,,2795.0,
2018-01-09 16:00:00+00:00,297.0,,7117.0,1480.0,197.0,6472.0,2445.0,57428.0,77.0,260.0,,3111.0,
2018-01-09 17:00:00+00:00,298.0,,7110.0,1564.0,197.0,6648.0,2670.0,57700.0,0.0,258.0,,3541.0,
2018-01-09 18:00:00+00:00,298.0,,7277.0,1410.0,198.0,6739.0,2605.0,57833.0,0.0,261.0,,3918.0,
2018-01-09 19:00:00+00:00,298.0,,6331.0,1012.0,197.0,6469.0,2224.0,57420.0,0.0,263.0,,4159.0,
2018-01-09 20:00:00+00:00,300.0,,4788.0,741.0,197.0,6242.0,2296.0,57398.0,0.0,261.0,,4119.0,
