,Biomass,Energy storage,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Offshore,Wind Onshore,Hydro Pumped Storage Net
2021-08-05 20:00:00+00:00,499.0,,580.0,33.0,136.0,5183.0,1593.0,37729.0,0.0,183.0,,7043.0,
2021-08-05 21:00:00+00:00,499.0,,581.0,35.0,136.0,4970.0,1206.0,37390.0,0.0,185.0,,7077.0,
2021-08-05 22:00:00+00:00,499.0,,585.0,34.0,136.0,4869.0,885.0,35271.0,0.0,184.0,,7341.0,
2021-08-05 23:00:00+00:00,498.0,,586.0,35.0,136.0,4683.0,745.0,33414.0,0.0,187.0,,7299.0,
2021-08-06 00:00:00+00:00,496.0,,603.0,35.0,136.0,4622.0,957.0,32504.0,0.0,186.0,,6997.0,
2021-08-06 01:00:00+00:00,498.0,,582.0,35.0,136.0,4246.0,837.0,32380.0,0.0,186.0,,6198.0,
2021-08-06 02:00:00+00:00,495.0,,538.0,37.0,136.0,4165.0,640.0,32907.0,0.0,178.0,,5972.0,
2021-08-06 03:00:00+00:00,496.0,,525.0,38.0,136.0,4172.0,723.0,33684.0,0.0,182.0,,5971.0,
2021-08-06 04:00:00+00:00,495.0,,538.0,40.0,136.0,4405.0,710.0,34615.0,195.0,179.0,,6028.0,
2021-08-06 05:00:00+00:00,498.0,,553.0,39.0,136.0,4484.0,626.0,36092.0,433.0,178.0,,6803.0,
2021-08-06 06:00:00+00:00,494.0,,539.0,39.0,138.0,4509.0,550.0,36981.0,1275.0,169.0,,7135.0,
2021-08-06 07:00:00+00:00,495.0,,533.0,37.0,138.0,4503.0,466.0,37100.0,2477.0,162.0,,7508.0,
2021-08-06 08:00:00+00:00,494.0,,535.0,35.0,138.0,4525.0,534.0,37187.0,3623.0,158.0,,7799.0,
2021-08-06 09:00:00+00:00,497.0,,518.0,33.0,138.0,4578.0,567.0,36244.0,4549.0,158.0,,7880.0,
2021-08-06 10:00:00+00:00,496.0,,553.0,31.0,138.0,4621.0,650.0,36005.0,4962.0,161.0,,8096.0,
2021-08-06 11:00:00+00:00,497.0,,555.0,31.0,138.0,4435.0,657.0,36046.0,5459.0,154.0,,8206.0,
2021-08-06 12:00:00+00:00,498.0,,570.0,30.0,138.0,4376.0,551.0,36103.0,5558.0,149.0,,8411.0,
2021-08-06 13:00:00+00:00,499.0,,577.0,30.0,138.0,4372.0,539.0,36416.0,5012.0,143.0,,7324.0,
2021-08-06 14:00:00+00:00,497.0,,584.0,30.0,138.0,4312.0,810.0,35980.0,4599.0,144.0,,7289.0,
2021-08-06 15:00:00+00:00,494.0,,576.0,30.0,136.0,4391.0,808.0,36223.0,3737.0,157.0,,6471.0,
2021-08-06 16:00:00+00:00,496.0,,582.0,30.0,134.0,4542.0,952.0,36068.0,2582.0,166.0,,5521.0,
2021-08-06 17:00:00+00:00,498.0,,582.0,30.0,134.0,4917.0,2084.0,36484.0,1238.0,169.0,,4474.0,
2021-08-06 18:00:00+00:00,497.0,,584.0,30.0,134.0,5176.0,2168.0,36430.0,382.0,172.0,,3228.0,
2021-08-06 19:00:00+00:00,497.0,,583.0,30.0,134.0,5124.0,1875.0,36564.0,186.0,172.0,,2724.0,
2021-08-06 20:00:00+00:00,496.0,,582.0,30.0,134.0,5124.0,2022.0,36464.0,0.0,174.0,,2586.0,
2021-08-06 21:00:00+00:00,498.0,,582.0,30.0,134.0,5067.0,1590.0,36630.0,0.0,173.0,,2750.0,
2021-08-06 22:00:00+00:00,359.0,,561.0,30.0,133.0,4956.0,1128.0,36425.0,0.0,173.0,,2856.0,
2021-08-06 23:00:00+00:00,360.0,,500.0,30.0,135.0,4858.0,1002.0,35705.0,0.0,172.0,,2906.0,
2021-08-07 00:00:00+00:00,360.0,,487.0,30.0,136.0,4720.0,866.0,35317.0,0.0,170.0,,3128.0,
2021-08-07 01:00:00+00:00,360.0,,490.0,30.0,136.0,4545.0,838.0,34126.0,0.0,174.0,,3245.0,
2021-08-07 02:00:00+00:00,361.0,,533.0,31.0,136.0,4460.0,965.0,33332.0,0.0,175.0,,3287.0,
2021-08-07 03:00:00+00:00,360.0,,585.0,31.0,136.0,4572.0,1013.0,33491.0,0.0,176.0,,3177.0,
2021-08-07 04:00:00+00:00,360.0,,545.0,32.0,136.0,4531.0,937.0,34093.0,197.0,175.0,,3207.0,
2021-08-07 05:00:00+00:00,362.0,,553.0,32.0,135.0,4489.0,741.0,34511.0,412.0,175.0,,3372.0,
2021-08-07 06:00:00+00:00,364.0,,522.0,31.0,135.0,4603.0,809.0,35489.0,1055.0,174.0,,3293.0,
2021-08-07 07:00:00+00:00,362.0,,537.0,29.0,135.0,4708.0,1015.0,35994.0,2093.0,173.0,,3552.0,
2021-08-07 08:00:00+00:00,363.0,,542.0,30.0,136.0,4754.0,849.0,35929.0,3007.0,173.0,,4752.0,
2021-08-07 09:00:00+00:00,361.0,,517.0,30.0,135.0,4818.0,985.0,35649.0,3650.0,174.0,,5884.0,
2021-08-07 10:00:00+00:00,360.0,,525.0,30.0,136.0,4848.0,1125.0,35342.0,4344.0,176.0,,6925.0,
2021-08-07 11:00:00+00:00,375.0,,521.0,31.0,136.0,4750.0,1197.0,33809.0,4641.0,177.0,,7699.0,
2021-08-07 12:00:00+00:00,387.0,,539.0,32.0,136.0,4596.0,1095.0,33160.0,4873.0,178.0,,7917.0,
2021-08-07 13:00:00+00:00,389.0,,537.0,35.0,136.0,4574.0,1206.0,32885.0,4525.0,181.0,,7965.0,
2021-08-07 14:00:00+00:00,390.0,,577.0,37.0,136.0,4556.0,1053.0,32720.0,4127.0,182.0,,8010.0,
2021-08-07 15:00:00+00:00,386.0,,578.0,39.0,136.0,4579.0,753.0,33548.0,3380.0,186.0,,8150.0,
2021-08-07 16:00:00+00:00,385.0,,546.0,41.0,135.0,4649.0,666.0,34082.0,2311.0,185.0,,8829.0,
2021-08-07 17:00:00+00:00,387.0,,576.0,42.0,136.0,4789.0,867.0,33707.0,1202.0,185.0,,9294.0,
2021-08-07 18:00:00+00:00,385.0,,578.0,43.0,136.0,4888.0,838.0,33031.0,414.0,174.0,,9115.0,
2021-08-07 19:00:00+00:00,384.0,,572.0,44.0,136.0,4901.0,961.0,32872.0,190.0,176.0,,8647.0,
2021-08-07 20:00:00+00:00,387.0,,562.0,43.0,136.0,5036.0,1557.0,32575.0,0.0,177.0,,8015.0,
2021-08-07 21:00:00+00:00,385.0,,577.0,42.0,136.0,5324.0,2036.0,32763.0,0.0,178.0,,7549.0,
2021-08-07 22:00:00+00:00,384.0,,580.0,33.0,136.0,5095.0,883.0,32223.0,0.0,174.0,,6924.0,
2021-08-07 23:00:00+00:00,385.0,,624.0,31.0,136.0,5031.0,566.0,30841.0,0.0,173.0,,6631.0,
2021-08-08 00:00:00+00:00,386.0,,763.0,30.0,136.0,4995.0,365.0,28994.0,0.0,160.0,,6507.0,
2021-08-08 01:00:00+00:00,386.0,,768.0,30.0,136.0,4752.0,643.0,28503.0,0.0,152.0,,5639.0,
2021-08-08 02:00:00+00:00,386.0,,752.0,30.0,136.0,4484.0,401.0,28396.0,0.0,154.0,,5291.0,
2021-08-08 03:00:00+00:00,385.0,,751.0,31.0,136.0,4440.0,341.0,28456.0,0.0,151.0,,5098.0,
2021-08-08 04:00:00+00:00,385.0,,760.0,31.0,136.0,4481.0,304.0,28110.0,187.0,155.0,,4892.0,
2021-08-08 05:00:00+00:00,389.0,,761.0,31.0,136.0,4587.0,239.0,27431.0,492.0,157.0,,4613.0,
2021-08-08 06:00:00+00:00,390.0,,761.0,31.0,136.0,4548.0,300.0,27057.0,1522.0,158.0,,4424.0,
2021-08-08 07:00:00+00:00,389.0,,771.0,31.0,136.0,4525.0,449.0,27281.0,3173.0,161.0,,4838.0,
2021-08-08 08:00:00+00:00,387.0,,604.0,30.0,136.0,4513.0,498.0,27227.0,4641.0,161.0,,5657.0,
2021-08-08 09:00:00+00:00,387.0,,570.0,29.0,136.0,4659.0,351.0,27195.0,5492.0,161.0,,6035.0,
2021-08-08 10:00:00+00:00,390.0,,561.0,28.0,136.0,4780.0,321.0,27392.0,6179.0,163.0,,6229.0,
2021-08-08 11:00:00+00:00,387.0,,578.0,28.0,136.0,4653.0,306.0,27307.0,6294.0,165.0,,6292.0,
2021-08-08 12:00:00+00:00,387.0,,579.0,27.0,136.0,4590.0,184.0,27199.0,6264.0,168.0,,6516.0,
2021-08-08 13:00:00+00:00,385.0,,559.0,27.0,136.0,4544.0,267.0,27340.0,5979.0,168.0,,6738.0,
2021-08-08 14:00:00+00:00,385.0,,575.0,26.0,136.0,4434.0,417.0,27871.0,5289.0,165.0,,6303.0,
2021-08-08 15:00:00+00:00,385.0,,580.0,25.0,136.0,4572.0,696.0,29537.0,4230.0,158.0,,5822.0,
2021-08-08 16:00:00+00:00,390.0,,582.0,25.0,136.0,4757.0,844.0,32731.0,2870.0,162.0,,5114.0,
2021-08-08 17:00:00+00:00,386.0,,581.0,24.0,136.0,4892.0,1255.0,35339.0,1419.0,165.0,,4270.0,
2021-08-08 18:00:00+00:00,384.0,,583.0,24.0,136.0,5067.0,1244.0,35856.0,383.0,166.0,,3224.0,
2021-08-08 19:00:00+00:00,385.0,,583.0,23.0,136.0,4957.0,949.0,36447.0,165.0,171.0,,2989.0,
2021-08-08 20:00:00+00:00,385.0,,582.0,22.0,136.0,5023.0,792.0,36115.0,0.0,171.0,,3059.0,
2021-08-08 21:00:00+00:00,386.0,,582.0,22.0,136.0,5007.0,964.0,35859.0,0.0,170.0,,2850.0,
2021-08-08 22:00:00+00:00,378.0,,571.0,21.0,136.0,5059.0,882.0,36100.0,0.0,169.0,,2784.0,
2021-08-08 23:00:00+00:00,381.0,,574.0,21.0,136.0,4463.0,996.0,36001.0,0.0,169.0,,2745.0,
2021-08-09 00:00:00+00:00,386.0,,559.0,21.0,136.0,4859.0,678.0,35919.0,0.0,169.0,,2792.0,
2021-08-09 01:00:00+00:00,388.0,,729.0,21.0,136.0,4805.0,573.0,35529.0,0.0,171.0,,2731.0,
2021-08-09 02:00:00+00:00,387.0,,772.0,21.0,136.0,4664.0,451.0,35761.0,0.0,173.0,,2784.0,
2021-08-09 03:00:00+00:00,389.0,,763.0,21.0,136.0,4568.0,569.0,36908.0,0.0,170.0,,2821.0,
2021-08-09 04:00:00+00:00,385.0,,799.0,22.0,137.0,4649.0,770.0,37413.0,181.0,169.0,,2859.0,
2021-08-09 05:00:00+00:00,386.0,,820.0,22.0,138.0,4719.0,730.0,37374.0,432.0,169.0,,2917.0,
2021-08-09 06:00:00+00:00,386.0,,801.0,23.0,138.0,4745.0,763.0,37755.0,1392.0,169.0,,2830.0,
2021-08-09 07:00:00+00:00,385.0,,895.0,23.0,138.0,4684.0,495.0,37894.0,2966.0,168.0,,2667.0,
2021-08-09 08:00:00+00:00,385.0,,876.0,20.0,138.0,4533.0,380.0,37811.0,4411.0,166.0,,2980.0,
2021-08-09 09:00:00+00:00,385.0,,826.0,19.0,137.0,4525.0,286.0,37613.0,5399.0,171.0,,3577.0,
2021-08-09 10:00:00+00:00,385.0,,966.0,21.0,138.0,4753.0,414.0,37468.0,5937.0,175.0,,4055.0,
2021-08-09 11:00:00+00:00,385.0,,872.0,21.0,138.0,4716.0,485.0,36833.0,6356.0,174.0,,4321.0,
2021-08-09 12:00:00+00:00,384.0,,669.0,21.0,138.0,4619.0,758.0,36460.0,6605.0,173.0,,4340.0,
2021-08-09 13:00:00+00:00,384.0,,697.0,18.0,138.0,4621.0,814.0,36128.0,6491.0,178.0,,4400.0,
2021-08-09 14:00:00+00:00,387.0,,781.0,14.0,138.0,4626.0,586.0,35971.0,5931.0,169.0,,4340.0,
2021-08-09 15:00:00+00:00,383.0,,952.0,8.0,138.0,4687.0,1053.0,35624.0,4864.0,171.0,,3810.0,
2021-08-09 16:00:00+00:00,384.0,,983.0,8.0,138.0,5145.0,1995.0,36205.0,3239.0,173.0,,3300.0,
2021-08-09 17:00:00+00:00,386.0,,999.0,8.0,138.0,5283.0,2842.0,36896.0,1518.0,174.0,,2471.0,
2021-08-09 18:00:00+00:00,387.0,,1003.0,7.0,138.0,5362.0,2878.0,37534.0,404.0,174.0,,1616.0,
2021-08-09 19:00:00+00:00,385.0,,1010.0,7.0,138.0,5173.0,2131.0,38188.0,170.0,175.0,,1268.0,
2021-08-09 20:00:00+00:00,389.0,,703.0,7.0,138.0,5162.0,2250.0,38215.0,0.0,174.0,,1183.0,
2021-08-09 21:00:00+00:00,388.0,,631.0,6.0,233.0,5033.0,1876.0,38149.0,0.0,175.0,,1274.0,
2021-08-09 22:00:00+00:00,527.0,,659.0,5.0,628.0,4911.0,1454.0,37717.0,0.0,176.0,,1440.0,
2021-08-09 23:00:00+00:00,525.0,,611.0,4.0,394.0,4837.0,1285.0,37078.0,0.0,174.0,,1343.0,
2021-08-10 00:00:00+00:00,525.0,,581.0,6.0,257.0,4822.0,1070.0,36883.0,0.0,171.0,,1304.0,
2021-08-10 01:00:00+00:00,526.0,,579.0,6.0,257.0,4682.0,1448.0,37132.0,0.0,174.0,,1304.0,
2021-08-10 02:00:00+00:00,524.0,,581.0,6.0,216.0,4592.0,703.0,37728.0,0.0,176.0,,1390.0,
2021-08-10 03:00:00+00:00,524.0,,693.0,5.0,137.0,4525.0,1051.0,37600.0,0.0,175.0,,1428.0,
2021-08-10 04:00:00+00:00,523.0,,1020.0,4.0,138.0,4503.0,809.0,37939.0,181.0,175.0,,1289.0,
2021-08-10 05:00:00+00:00,524.0,,1284.0,5.0,139.0,4726.0,1067.0,38093.0,451.0,174.0,,1111.0,
2021-08-10 06:00:00+00:00,533.0,,1330.0,0.0,139.0,5096.0,1324.0,38245.0,1573.0,172.0,,946.0,
2021-08-10 07:00:00+00:00,526.0,,1333.0,,139.0,4920.0,1131.0,38263.0,3518.0,166.0,,825.0,
2021-08-10 08:00:00+00:00,516.0,,1168.0,,139.0,4677.0,700.0,38203.0,5276.0,170.0,,905.0,
2021-08-10 09:00:00+00:00,511.0,,1049.0,,139.0,4710.0,718.0,38180.0,6421.0,170.0,,1072.0,
2021-08-10 10:00:00+00:00,512.0,,1086.0,,138.0,4846.0,916.0,38166.0,7090.0,170.0,,1163.0,
2021-08-10 11:00:00+00:00,511.0,,1075.0,,138.0,4905.0,1407.0,38066.0,7471.0,170.0,,1183.0,
2021-08-10 12:00:00+00:00,520.0,,1077.0,,138.0,4890.0,1235.0,38014.0,7240.0,170.0,,1182.0,
2021-08-10 13:00:00+00:00,521.0,,1155.0,,138.0,4879.0,1079.0,38056.0,6787.0,169.0,,1157.0,
2021-08-10 14:00:00+00:00,532.0,,1153.0,,138.0,4956.0,1049.0,37946.0,5973.0,168.0,,1147.0,
2021-08-10 15:00:00+00:00,527.0,,1319.0,,138.0,4887.0,1279.0,37877.0,4806.0,169.0,,1107.0,
2021-08-10 16:00:00+00:00,524.0,,1591.0,,138.0,4967.0,1622.0,37988.0,3171.0,169.0,,1018.0,
2021-08-10 17:00:00+00:00,525.0,,1686.0,,138.0,5218.0,2650.0,37782.0,1434.0,170.0,,971.0,
2021-08-10 18:00:00+00:00,525.0,,1681.0,,138.0,5450.0,2552.0,37174.0,394.0,171.0,,901.0,
2021-08-10 19:00:00+00:00,522.0,,1640.0,5.0,138.0,5449.0,2762.0,37118.0,171.0,172.0,,892.0,
2021-08-10 20:00:00+00:00,523.0,,1573.0,8.0,139.0,5170.0,2316.0,37115.0,0.0,171.0,,957.0,
2021-08-10 21:00:00+00:00,523.0,,1599.0,5.0,139.0,4873.0,1840.0,37179.0,0.0,172.0,,999.0,
2021-08-10 22:00:00+00:00,385.0,,1474.0,8.0,139.0,4805.0,1832.0,36979.0,0.0,171.0,,982.0,
2021-08-10 23:00:00+00:00,385.0,,1349.0,8.0,139.0,4785.0,1593.0,36989.0,0.0,172.0,,946.0,
2021-08-11 00:00:00+00:00,385.0,,1258.0,6.0,139.0,4823.0,963.0,37047.0,0.0,171.0,,1007.0,
2021-08-11 01:00:00+00:00,384.0,,1410.0,6.0,139.0,4710.0,967.0,37169.0,0.0,172.0,,1005.0,
2021-08-11 02:00:00+00:00,385.0,,1286.0,7.0,135.0,4611.0,886.0,37214.0,0.0,171.0,,978.0,
2021-08-11 03:00:00+00:00,383.0,,1377.0,10.0,135.0,4632.0,888.0,37146.0,0.0,169.0,,919.0,
2021-08-11 04:00:00+00:00,384.0,,1400.0,9.0,136.0,4636.0,1288.0,37122.0,181.0,168.0,,879.0,
2021-08-11 05:00:00+00:00,385.0,,1333.0,10.0,139.0,4728.0,1349.0,37292.0,473.0,168.0,,899.0,
2021-08-11 06:00:00+00:00,385.0,,1588.0,10.0,139.0,5026.0,1440.0,37440.0,1701.0,166.0,,745.0,
2021-08-11 07:00:00+00:00,385.0,,1421.0,9.0,139.0,4794.0,839.0,37377.0,3703.0,165.0,,589.0,
2021-08-11 08:00:00+00:00,384.0,,1435.0,10.0,139.0,4586.0,626.0,37220.0,5614.0,166.0,,573.0,
2021-08-11 09:00:00+00:00,386.0,,1402.0,10.0,139.0,4565.0,630.0,37185.0,6915.0,167.0,,615.0,
2021-08-11 10:00:00+00:00,384.0,,1364.0,10.0,139.0,4582.0,590.0,37113.0,7756.0,167.0,,710.0,
2021-08-11 11:00:00+00:00,382.0,,1332.0,11.0,173.0,4758.0,1042.0,37058.0,8068.0,165.0,,669.0,
2021-08-11 12:00:00+00:00,383.0,,1344.0,17.0,152.0,4827.0,1308.0,37077.0,8008.0,166.0,,604.0,
2021-08-11 13:00:00+00:00,382.0,,1299.0,18.0,138.0,4805.0,947.0,37036.0,7538.0,169.0,,577.0,
2021-08-11 14:00:00+00:00,383.0,,1442.0,18.0,138.0,4887.0,847.0,37040.0,6643.0,173.0,,585.0,
2021-08-11 15:00:00+00:00,383.0,,1603.0,18.0,138.0,4929.0,1011.0,37182.0,5280.0,178.0,,579.0,
2021-08-11 16:00:00+00:00,382.0,,1884.0,21.0,273.0,5013.0,1775.0,37289.0,3400.0,178.0,,563.0,
2021-08-11 17:00:00+00:00,382.0,,2373.0,23.0,396.0,5267.0,2597.0,37376.0,1451.0,181.0,,610.0,
2021-08-11 18:00:00+00:00,385.0,,2496.0,23.0,398.0,5377.0,2695.0,37493.0,378.0,179.0,,696.0,
2021-08-11 19:00:00+00:00,383.0,,2415.0,22.0,397.0,5216.0,2355.0,37589.0,166.0,178.0,,811.0,
2021-08-11 20:00:00+00:00,385.0,,2380.0,21.0,286.0,5199.0,2179.0,37616.0,0.0,168.0,,907.0,
2021-08-11 21:00:00+00:00,386.0,,2281.0,13.0,281.0,4949.0,2048.0,37614.0,0.0,166.0,,973.0,
2021-08-11 22:00:00+00:00,386.0,,1850.0,8.0,184.0,4750.0,1693.0,37044.0,0.0,168.0,,1014.0,
2021-08-11 23:00:00+00:00,386.0,,1304.0,10.0,139.0,4790.0,1557.0,36645.0,0.0,171.0,,1017.0,
2021-08-12 00:00:00+00:00,387.0,,1191.0,11.0,137.0,4836.0,1363.0,36938.0,0.0,172.0,,1085.0,
2021-08-12 01:00:00+00:00,386.0,,1135.0,11.0,135.0,4796.0,1036.0,37256.0,0.0,172.0,,964.0,
2021-08-12 02:00:00+00:00,389.0,,1160.0,11.0,135.0,4774.0,951.0,37480.0,0.0,172.0,,898.0,
2021-08-12 03:00:00+00:00,392.0,,1454.0,12.0,135.0,4769.0,855.0,37498.0,0.0,172.0,,889.0,
2021-08-12 04:00:00+00:00,393.0,,1681.0,12.0,137.0,4887.0,1366.0,37801.0,178.0,171.0,,898.0,
2021-08-12 05:00:00+00:00,391.0,,1646.0,11.0,139.0,4888.0,1216.0,38010.0,435.0,169.0,,968.0,
2021-08-12 06:00:00+00:00,391.0,,1683.0,11.0,139.0,4920.0,1432.0,38041.0,1473.0,168.0,,815.0,
2021-08-12 07:00:00+00:00,392.0,,1667.0,9.0,139.0,4782.0,1096.0,37950.0,3174.0,168.0,,622.0,
2021-08-12 08:00:00+00:00,391.0,,1439.0,9.0,138.0,4671.0,833.0,37859.0,4770.0,166.0,,558.0,
2021-08-12 09:00:00+00:00,395.0,,1209.0,10.0,139.0,4647.0,670.0,37580.0,6045.0,165.0,,541.0,
2021-08-12 10:00:00+00:00,397.0,,1350.0,11.0,138.0,4714.0,1159.0,37665.0,6596.0,169.0,,531.0,
2021-08-12 11:00:00+00:00,394.0,,1227.0,10.0,137.0,4689.0,960.0,37552.0,6974.0,166.0,,537.0,
2021-08-12 12:00:00+00:00,395.0,,1218.0,10.0,137.0,4715.0,736.0,37552.0,6725.0,162.0,,564.0,
2021-08-12 13:00:00+00:00,395.0,,1284.0,10.0,138.0,4836.0,811.0,37419.0,6477.0,162.0,,689.0,
2021-08-12 14:00:00+00:00,397.0,,1523.0,10.0,137.0,4972.0,1425.0,37540.0,5647.0,157.0,,880.0,
2021-08-12 15:00:00+00:00,393.0,,2152.0,9.0,137.0,4952.0,1872.0,37541.0,4379.0,163.0,,835.0,
2021-08-12 16:00:00+00:00,394.0,,2557.0,10.0,137.0,5233.0,2413.0,37554.0,2685.0,158.0,,951.0,
2021-08-12 17:00:00+00:00,394.0,,2658.0,9.0,137.0,5412.0,2569.0,37555.0,1205.0,159.0,,1073.0,
2021-08-12 18:00:00+00:00,396.0,,2681.0,10.0,137.0,5417.0,2814.0,37592.0,346.0,159.0,,1164.0,
2021-08-12 19:00:00+00:00,394.0,,2487.0,9.0,138.0,5396.0,2273.0,37466.0,161.0,158.0,,1296.0,
2021-08-12 20:00:00+00:00,393.0,,2611.0,9.0,138.0,5220.0,2563.0,36839.0,0.0,158.0,,1298.0,
2021-08-12 21:00:00+00:00,393.0,,2630.0,14.0,138.0,4961.0,2486.0,36384.0,0.0,159.0,,1491.0,
2021-08-12 22:00:00+00:00,533.0,,1877.0,14.0,138.0,4818.0,1641.0,36084.0,0.0,158.0,,1678.0,
2021-08-12 23:00:00+00:00,530.0,,1119.0,14.0,135.0,4742.0,1093.0,36057.0,0.0,160.0,,1556.0,
2021-08-13 00:00:00+00:00,531.0,,815.0,13.0,133.0,4780.0,1227.0,35756.0,0.0,160.0,,1535.0,
2021-08-13 01:00:00+00:00,527.0,,833.0,13.0,133.0,4707.0,1131.0,35204.0,0.0,160.0,,1466.0,
2021-08-13 02:00:00+00:00,529.0,,809.0,13.0,133.0,4690.0,1036.0,35618.0,0.0,160.0,,1515.0,
2021-08-13 03:00:00+00:00,527.0,,772.0,13.0,133.0,4714.0,845.0,35976.0,0.0,161.0,,1489.0,
2021-08-13 04:00:00+00:00,528.0,,989.0,13.0,137.0,4791.0,1005.0,36097.0,172.0,166.0,,1408.0,
2021-08-13 05:00:00+00:00,530.0,,991.0,13.0,139.0,4914.0,1050.0,36301.0,418.0,167.0,,1289.0,
2021-08-13 06:00:00+00:00,530.0,,1069.0,12.0,139.0,5015.0,1747.0,36385.0,1336.0,165.0,,948.0,
2021-08-13 07:00:00+00:00,510.0,,1054.0,11.0,139.0,4987.0,1094.0,36345.0,2812.0,164.0,,769.0,
2021-08-13 08:00:00+00:00,505.0,,1023.0,11.0,139.0,4592.0,919.0,36298.0,4296.0,168.0,,717.0,
2021-08-13 09:00:00+00:00,506.0,,712.0,12.0,139.0,4675.0,779.0,36234.0,5556.0,177.0,,726.0,
2021-08-13 10:00:00+00:00,503.0,,764.0,12.0,139.0,4645.0,775.0,36334.0,6575.0,177.0,,823.0,
2021-08-13 11:00:00+00:00,494.0,,616.0,12.0,138.0,4513.0,718.0,36289.0,7274.0,177.0,,1042.0,
2021-08-13 12:00:00+00:00,489.0,,651.0,13.0,138.0,4521.0,719.0,36291.0,7439.0,174.0,,1215.0,
2021-08-13 13:00:00+00:00,478.0,,753.0,10.0,137.0,4595.0,845.0,36262.0,7148.0,176.0,,1180.0,
2021-08-13 14:00:00+00:00,485.0,,749.0,10.0,137.0,4680.0,947.0,36233.0,6432.0,176.0,,1116.0,
2021-08-13 15:00:00+00:00,492.0,,779.0,10.0,137.0,4679.0,1023.0,36206.0,5152.0,177.0,,1058.0,
2021-08-13 16:00:00+00:00,479.0,,1117.0,10.0,137.0,5003.0,1713.0,36117.0,3380.0,177.0,,1004.0,
2021-08-13 17:00:00+00:00,478.0,,1391.0,9.0,247.0,5404.0,2561.0,35337.0,1463.0,179.0,,945.0,
2021-08-13 18:00:00+00:00,478.0,,1412.0,10.0,509.0,5469.0,1997.0,35862.0,370.0,182.0,,966.0,
2021-08-13 19:00:00+00:00,476.0,,1405.0,11.0,204.0,5359.0,1703.0,35926.0,161.0,183.0,,1147.0,
2021-08-13 20:00:00+00:00,478.0,,1445.0,9.0,204.0,5140.0,1882.0,35850.0,0.0,180.0,,1357.0,
2021-08-13 21:00:00+00:00,477.0,,1405.0,8.0,204.0,4996.0,1607.0,35441.0,0.0,178.0,,1475.0,
2021-08-13 22:00:00+00:00,339.0,,918.0,8.0,160.0,4785.0,1300.0,35764.0,0.0,178.0,,1528.0,
2021-08-13 23:00:00+00:00,338.0,,532.0,8.0,138.0,4604.0,1349.0,35888.0,0.0,178.0,,1446.0,
2021-08-14 00:00:00+00:00,339.0,,529.0,9.0,137.0,4620.0,1330.0,35880.0,0.0,178.0,,1419.0,
2021-08-14 01:00:00+00:00,336.0,,531.0,9.0,137.0,4757.0,1076.0,35728.0,0.0,180.0,,1480.0,
2021-08-14 02:00:00+00:00,337.0,,518.0,9.0,138.0,4688.0,1032.0,35648.0,0.0,183.0,,1520.0,
2021-08-14 03:00:00+00:00,336.0,,514.0,9.0,139.0,4647.0,1021.0,35465.0,0.0,184.0,,1536.0,
2021-08-14 04:00:00+00:00,336.0,,535.0,9.0,138.0,4678.0,662.0,35476.0,173.0,183.0,,1571.0,
2021-08-14 05:00:00+00:00,336.0,,533.0,10.0,138.0,4682.0,383.0,35552.0,439.0,180.0,,1477.0,
2021-08-14 06:00:00+00:00,336.0,,522.0,10.0,136.0,4535.0,680.0,35876.0,1624.0,168.0,,1157.0,
2021-08-14 07:00:00+00:00,337.0,,508.0,11.0,135.0,4542.0,1092.0,36046.0,3630.0,168.0,,801.0,
2021-08-14 08:00:00+00:00,336.0,,344.0,11.0,135.0,4364.0,1017.0,35925.0,5540.0,173.0,,787.0,
2021-08-14 09:00:00+00:00,334.0,,355.0,12.0,135.0,4415.0,1105.0,35728.0,6939.0,180.0,,742.0,
2021-08-14 10:00:00+00:00,336.0,,361.0,12.0,133.0,4499.0,1188.0,35673.0,7768.0,181.0,,602.0,
2021-08-14 11:00:00+00:00,363.0,,354.0,11.0,134.0,4385.0,1146.0,35579.0,8067.0,180.0,,585.0,
2021-08-14 12:00:00+00:00,357.0,,345.0,9.0,135.0,4358.0,1096.0,35579.0,8050.0,179.0,,600.0,
2021-08-14 13:00:00+00:00,334.0,,341.0,8.0,136.0,4475.0,902.0,35543.0,7687.0,181.0,,594.0,
2021-08-14 14:00:00+00:00,339.0,,344.0,10.0,136.0,4512.0,1044.0,35675.0,6734.0,184.0,,574.0,
2021-08-14 15:00:00+00:00,345.0,,352.0,12.0,136.0,4534.0,1073.0,35985.0,5328.0,182.0,,587.0,
2021-08-14 16:00:00+00:00,338.0,,495.0,11.0,266.0,4679.0,1586.0,36003.0,3421.0,176.0,,628.0,
2021-08-14 17:00:00+00:00,338.0,,970.0,10.0,466.0,4704.0,1789.0,36359.0,1451.0,180.0,,702.0,
2021-08-14 18:00:00+00:00,339.0,,1101.0,11.0,466.0,4814.0,1930.0,36730.0,392.0,180.0,,845.0,
2021-08-14 19:00:00+00:00,338.0,,997.0,10.0,151.0,4684.0,1885.0,36971.0,201.0,183.0,,1092.0,
2021-08-14 20:00:00+00:00,338.0,,763.0,11.0,542.0,4752.0,1713.0,36896.0,0.0,186.0,,1306.0,
