,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore,Hydro Pumped Storage Net
2018-03-10 21:00:00+00:00,308.0,881.75,152.0,0.0,0.0,2148.5,179.5,22.0,0.0,0.0,100.0,181.0,-487.25
2018-03-10 22:00:00+00:00,308.0,797.75,150.25,0.0,0.0,2161.25,97.25,22.0,0.0,0.0,100.0,118.25,-640.0
2018-03-10 23:00:00+00:00,304.0,690.75,149.0,0.0,0.0,2114.5,78.0,22.0,0.0,0.0,100.0,137.0,-649.0
2018-03-11 00:00:00+00:00,304.0,536.25,148.0,0.0,0.0,2086.25,69.0,22.0,0.0,0.0,100.0,184.5,-949.75
2018-03-11 01:00:00+00:00,304.0,371.75,148.25,0.0,0.0,2074.25,64.25,22.0,0.0,0.0,100.0,208.5,-1092.5
2018-03-11 02:00:00+00:00,304.0,338.25,148.25,0.0,0.0,2120.0,49.5,22.0,0.0,0.0,100.0,217.5,-989.5
2018-03-11 03:00:00+00:00,304.0,342.5,150.0,0.0,0.0,2124.75,51.5,22.0,0.0,0.0,100.0,359.75,-1032.5
2018-03-11 04:00:00+00:00,304.0,329.0,150.0,0.0,0.0,2113.75,110.75,22.0,0.0,0.0,100.0,393.5,-1260.5
2018-03-11 05:00:00+00:00,304.0,331.0,151.25,0.0,0.0,2098.25,109.25,22.0,0.0,20.75,100.0,508.5,-1194.75
2018-03-11 06:00:00+00:00,302.0,349.25,150.25,0.0,0.0,2329.25,78.25,22.0,0.0,98.75,100.0,660.75,-1006.5
2018-03-11 07:00:00+00:00,300.0,346.0,150.25,0.0,0.0,2378.0,117.0,22.0,0.0,195.25,100.0,658.25,-1004.0
2018-03-11 08:00:00+00:00,300.0,339.0,150.5,0.0,0.0,2350.75,178.0,22.0,0.0,271.25,100.0,683.25,-715.25
2018-03-11 09:00:00+00:00,300.0,328.5,150.0,0.0,0.0,2308.25,148.25,22.0,0.0,350.5,100.0,1059.75,-849.25
2018-03-11 10:00:00+00:00,300.0,316.25,150.25,0.0,0.0,2252.0,129.0,22.0,0.0,443.75,100.0,1282.25,-948.25
2018-03-11 11:00:00+00:00,300.0,306.0,148.0,0.0,0.0,2220.75,85.0,22.0,0.0,462.0,100.0,1646.75,-1183.25
2018-03-11 12:00:00+00:00,300.0,311.75,142.75,0.0,0.0,2239.0,58.25,22.0,0.0,420.5,100.0,1722.25,-1187.75
2018-03-11 13:00:00+00:00,300.0,318.5,141.75,0.0,0.0,2279.0,74.5,22.0,0.0,359.75,100.0,1807.25,-1127.0
2018-03-11 14:00:00+00:00,300.0,313.0,142.0,0.0,0.0,2259.25,144.25,22.0,0.0,271.0,100.0,2115.0,-1023.0
2018-03-11 15:00:00+00:00,300.0,322.0,143.0,0.0,0.0,2327.25,132.75,22.0,0.0,168.75,100.0,2245.5,-822.25
2018-03-11 16:00:00+00:00,300.0,331.25,150.5,0.0,0.0,2522.0,201.75,22.0,0.0,82.0,100.0,2249.0,-62.0
2018-03-11 17:00:00+00:00,300.0,344.75,152.0,0.0,0.0,2589.75,482.75,22.0,0.0,26.25,100.0,2272.0,209.5
2018-03-11 18:00:00+00:00,300.0,345.25,152.25,0.0,0.0,2546.0,224.25,22.0,0.0,0.0,100.0,2326.5,536.25
2018-03-11 19:00:00+00:00,300.0,342.5,152.0,0.0,0.0,2427.0,142.25,22.0,0.0,0.0,100.0,2345.25,169.25
2018-03-11 20:00:00+00:00,300.0,339.75,152.25,0.0,0.0,2389.5,158.0,22.0,0.0,0.0,100.0,2271.25,-115.0
2018-03-11 21:00:00+00:00,300.0,339.0,151.25,0.0,0.0,2397.0,356.25,22.0,0.0,0.0,100.0,1964.0,60.75
2018-03-11 22:00:00+00:00,300.0,364.75,149.5,0.0,0.0,2432.75,235.5,22.0,0.0,0.0,100.0,1801.0,75.0
2018-03-11 23:00:00+00:00,300.0,396.25,147.5,0.0,0.0,2432.75,168.75,22.0,0.0,0.0,100.0,1803.0,27.75
2018-03-12 00:00:00+00:00,300.0,433.75,146.75,0.0,0.0,2395.75,123.0,22.0,0.0,0.0,100.0,1878.25,-25.25
2018-03-12 01:00:00+00:00,300.0,505.5,147.0,0.0,0.0,2397.0,229.5,22.0,0.0,0.0,100.0,2010.0,-88.25
2018-03-12 02:00:00+00:00,300.0,526.75,147.0,0.0,0.0,2361.25,119.75,22.0,0.0,0.0,100.0,2145.25,-634.75
2018-03-12 03:00:00+00:00,300.0,505.75,147.5,0.0,0.0,2379.0,136.25,22.0,0.0,0.0,100.0,2322.0,-310.25
2018-03-12 04:00:00+00:00,300.0,649.25,152.5,0.0,0.0,2393.25,242.0,22.0,0.0,0.0,100.0,2318.25,123.0
2018-03-12 05:00:00+00:00,300.0,891.5,152.5,0.0,0.0,2478.25,485.5,22.0,0.0,16.0,100.0,2266.25,1014.75
2018-03-12 06:00:00+00:00,300.0,972.5,152.5,0.0,0.0,2655.0,751.75,22.0,0.0,79.25,100.0,2177.75,1410.25
2018-03-12 07:00:00+00:00,300.0,968.25,152.5,0.0,0.0,2700.25,919.0,22.0,0.0,148.75,100.0,1899.0,1588.25
2018-03-12 08:00:00+00:00,300.0,924.5,152.0,0.0,0.0,2769.25,1037.0,22.0,0.0,215.0,100.0,1605.75,1596.25
2018-03-12 09:00:00+00:00,300.0,915.5,152.25,0.0,0.0,2756.75,998.25,22.0,0.0,296.75,100.0,1275.0,1614.75
2018-03-12 10:00:00+00:00,300.0,1036.25,150.5,0.0,0.0,2750.25,916.0,22.0,0.0,401.0,100.0,1468.25,1225.0
2018-03-12 11:00:00+00:00,300.0,1127.75,146.75,0.0,0.0,2725.0,924.25,22.0,0.0,440.0,100.0,1558.25,1797.25
2018-03-12 12:00:00+00:00,304.0,1209.5,146.25,0.0,0.0,2739.25,1047.75,22.0,0.0,415.5,100.0,1463.75,1910.5
2018-03-12 13:00:00+00:00,304.0,1372.0,142.25,0.0,0.0,2852.75,845.0,22.0,0.0,364.5,100.0,723.5,1749.0
2018-03-12 14:00:00+00:00,304.0,1548.25,142.25,0.0,0.0,2946.0,686.25,22.0,0.0,275.25,100.0,444.75,2094.5
2018-03-12 15:00:00+00:00,304.0,1559.75,143.5,0.0,0.0,3049.75,806.5,22.0,0.0,169.0,100.0,467.5,2028.5
2018-03-12 16:00:00+00:00,304.0,1567.5,150.0,0.0,0.0,3161.75,1094.0,22.0,0.0,82.25,100.0,472.0,1723.75
2018-03-12 17:00:00+00:00,304.0,1565.5,151.25,0.0,0.0,3235.75,1189.75,22.0,0.0,26.25,100.0,672.0,2069.25
2018-03-12 18:00:00+00:00,304.0,1541.0,152.5,0.0,0.0,3196.25,992.75,22.0,0.0,0.0,100.0,818.5,2037.25
2018-03-12 19:00:00+00:00,304.0,1539.25,152.25,0.0,0.0,3208.5,466.75,22.0,0.0,0.0,100.0,683.25,662.5
2018-03-12 20:00:00+00:00,304.0,1553.75,152.5,0.0,0.0,3150.75,165.0,22.0,0.0,0.0,100.0,536.75,159.75
2018-03-12 21:00:00+00:00,304.0,1518.0,150.25,0.0,0.0,3126.0,157.25,22.0,0.0,0.0,100.0,508.25,120.75
2018-03-12 22:00:00+00:00,304.0,1181.0,231.0,0.0,0.0,3155.0,127.25,22.0,0.0,0.0,100.0,550.0,-130.25
2018-03-12 23:00:00+00:00,300.0,1082.25,296.25,0.0,0.0,3104.0,164.25,22.0,0.0,0.0,100.0,658.75,-340.0
2018-03-13 00:00:00+00:00,300.0,1027.0,331.5,0.0,0.0,3097.75,122.75,22.0,0.0,0.0,100.0,771.0,-1271.5
2018-03-13 01:00:00+00:00,303.0,984.25,358.75,0.0,0.0,3075.75,131.5,22.0,0.0,0.0,100.0,860.75,-1518.25
2018-03-13 02:00:00+00:00,304.0,981.0,363.25,0.0,0.0,3070.75,135.0,22.0,0.0,0.0,100.0,745.5,-1490.25
2018-03-13 03:00:00+00:00,304.0,1090.5,366.0,0.0,0.0,3104.25,143.0,22.0,0.0,0.0,100.0,703.75,-1359.5
2018-03-13 04:00:00+00:00,304.0,1269.5,370.75,0.0,0.0,3129.0,155.75,22.0,0.0,0.0,100.0,891.5,-447.75
2018-03-13 05:00:00+00:00,304.0,1305.0,371.75,0.0,0.0,3171.75,149.0,22.0,0.0,23.5,100.0,1289.5,-73.75
2018-03-13 06:00:00+00:00,304.0,1494.0,369.75,0.0,0.0,3293.0,284.5,22.0,0.0,111.5,100.0,1323.5,1100.25
2018-03-13 07:00:00+00:00,304.0,1547.75,366.5,0.0,0.0,3308.0,250.75,22.0,0.0,216.25,100.0,1229.0,771.5
2018-03-13 08:00:00+00:00,304.0,1534.5,362.0,0.0,0.0,3241.25,232.0,22.0,0.0,296.0,100.0,1203.5,70.0
2018-03-13 09:00:00+00:00,304.0,1467.0,354.5,0.0,0.0,3200.75,196.5,22.0,0.0,367.75,100.0,1360.5,263.25
2018-03-13 10:00:00+00:00,304.0,1403.75,354.5,0.0,0.0,3161.0,187.75,22.0,0.0,454.25,100.0,1350.5,209.75
2018-03-13 11:00:00+00:00,304.0,1419.75,347.75,0.0,0.0,3103.75,197.75,22.0,0.0,475.0,100.0,1283.0,252.0
2018-03-13 12:00:00+00:00,304.0,1350.75,347.5,0.0,0.0,3106.75,224.5,22.0,0.0,438.25,100.0,1181.5,161.75
2018-03-13 13:00:00+00:00,304.0,1319.0,347.75,0.0,0.0,3079.5,286.25,22.0,0.0,375.25,100.0,960.5,414.75
2018-03-13 14:00:00+00:00,304.0,1338.0,347.5,0.0,0.0,3106.75,340.5,22.0,0.0,290.0,100.0,790.75,691.0
2018-03-13 15:00:00+00:00,304.0,1441.25,351.75,0.0,0.0,3235.25,280.0,22.0,0.0,184.25,100.0,597.75,689.25
2018-03-13 16:00:00+00:00,304.0,1501.25,398.5,0.0,0.0,3389.0,426.25,22.0,0.0,83.0,100.0,504.5,1116.0
2018-03-13 17:00:00+00:00,304.0,1515.25,461.5,0.0,0.0,3333.75,859.0,22.0,0.0,24.0,100.0,474.75,2370.5
2018-03-13 18:00:00+00:00,304.0,1511.5,462.0,0.0,0.0,3288.5,957.75,22.0,0.0,0.0,100.0,424.0,2294.25
2018-03-13 19:00:00+00:00,304.0,1539.0,461.5,0.0,0.0,3298.25,413.75,22.0,0.0,0.0,100.0,607.5,1076.5
2018-03-13 20:00:00+00:00,305.0,1537.0,407.25,0.0,0.0,3139.75,284.25,22.0,0.0,0.0,100.0,873.5,437.5
2018-03-13 21:00:00+00:00,308.0,1436.75,366.0,0.0,0.0,3031.75,194.5,22.0,0.0,0.0,100.0,1088.25,-51.5
2018-03-13 22:00:00+00:00,305.0,1063.0,350.0,0.0,0.0,3027.75,221.0,22.0,0.0,0.0,100.0,1063.5,-128.5
2018-03-13 23:00:00+00:00,304.0,763.25,273.5,0.0,0.0,2997.5,338.0,22.0,0.0,0.0,100.0,1223.75,-384.0
2018-03-14 00:00:00+00:00,304.0,714.0,259.25,0.0,0.0,2989.75,256.75,22.0,0.0,0.0,100.0,1159.75,-202.5
2018-03-14 01:00:00+00:00,304.0,703.0,266.25,0.0,0.0,2974.5,209.75,22.0,0.0,0.0,100.0,1240.0,-188.75
2018-03-14 02:00:00+00:00,304.0,713.25,266.75,0.0,0.0,2968.75,216.25,22.0,0.0,0.0,100.0,1202.75,-131.0
2018-03-14 03:00:00+00:00,304.0,816.0,274.75,0.0,0.0,2965.75,180.0,22.0,0.0,0.0,100.0,1364.25,-68.75
2018-03-14 04:00:00+00:00,304.0,1143.75,290.25,0.0,0.0,2938.5,226.25,22.0,0.0,0.0,100.0,1497.75,105.75
2018-03-14 05:00:00+00:00,304.0,1339.25,420.5,0.0,0.0,2969.75,484.25,22.0,0.0,21.25,100.0,1427.25,1118.5
2018-03-14 06:00:00+00:00,304.0,1548.5,477.75,0.0,0.0,3071.0,1159.5,22.0,0.0,100.75,100.0,1208.0,1775.75
2018-03-14 07:00:00+00:00,304.0,1492.0,491.0,0.0,0.0,3097.0,1154.75,22.0,0.0,194.5,100.0,1028.25,2134.25
2018-03-14 08:00:00+00:00,304.0,1468.5,502.75,0.0,0.0,3134.75,1166.0,22.0,0.0,257.25,100.0,1053.75,2217.5
2018-03-14 09:00:00+00:00,304.0,1468.25,505.0,0.0,0.0,3048.0,874.25,22.0,0.0,297.5,100.0,1114.5,2120.0
2018-03-14 10:00:00+00:00,304.0,1464.5,466.75,0.0,0.0,3020.0,763.25,22.0,0.0,338.0,100.0,996.25,2148.5
2018-03-14 11:00:00+00:00,304.0,1464.75,446.25,0.0,0.0,3010.25,451.75,22.0,0.0,359.75,100.0,981.0,1324.0
2018-03-14 12:00:00+00:00,305.0,1519.25,445.75,0.0,0.0,2989.5,457.5,22.0,0.0,348.0,100.0,1025.75,1156.5
2018-03-14 13:00:00+00:00,304.0,1759.75,446.25,0.0,0.0,2907.0,426.25,22.0,0.0,310.5,100.0,1065.0,864.5
2018-03-14 14:00:00+00:00,304.0,1953.5,446.75,0.0,0.0,2916.5,307.75,22.0,0.0,243.5,100.0,905.75,1029.0
2018-03-14 15:00:00+00:00,305.0,1962.0,446.0,0.0,0.0,2998.25,418.75,22.0,0.0,152.5,100.0,600.75,1045.75
2018-03-14 16:00:00+00:00,308.0,1951.75,480.25,0.0,0.0,3147.25,581.5,22.0,0.0,72.25,100.0,385.5,2219.5
2018-03-14 17:00:00+00:00,308.0,1964.0,503.25,0.0,0.0,3231.25,674.0,22.0,0.0,23.25,100.0,243.5,2514.75
2018-03-14 18:00:00+00:00,308.0,1933.75,502.25,0.0,0.0,3162.0,670.0,22.0,0.0,0.0,100.0,179.5,2504.25
2018-03-14 19:00:00+00:00,308.0,1952.75,466.75,0.0,0.0,3110.0,334.25,22.0,0.0,0.0,100.0,113.75,1400.5
2018-03-14 20:00:00+00:00,308.0,1876.25,440.0,0.0,0.0,2998.0,270.75,22.0,0.0,0.0,100.0,78.25,274.0
2018-03-14 21:00:00+00:00,308.0,1650.0,288.5,0.0,0.0,3011.5,250.5,22.0,0.0,0.0,100.0,57.75,188.25
2018-03-14 22:00:00+00:00,308.0,1487.5,265.75,0.0,0.0,2997.75,194.25,22.0,0.0,0.0,100.0,40.25,-167.25
2018-03-14 23:00:00+00:00,308.0,1388.25,265.75,0.0,0.0,2908.75,155.25,22.0,0.0,0.0,100.0,49.75,-701.5
2018-03-15 00:00:00+00:00,308.0,1278.5,266.75,0.0,0.0,2918.5,116.0,22.0,0.0,0.0,100.0,81.5,-826.25
2018-03-15 01:00:00+00:00,308.0,1100.5,306.0,0.0,0.0,2933.25,145.5,22.0,0.0,0.0,100.0,89.5,-789.0
2018-03-15 02:00:00+00:00,308.0,1130.75,354.25,0.0,0.0,2908.75,167.5,22.0,0.0,0.0,100.0,128.0,-770.0
2018-03-15 03:00:00+00:00,308.0,1166.25,363.0,0.0,0.0,2894.0,184.25,22.0,0.0,0.0,100.0,200.0,-774.0
2018-03-15 04:00:00+00:00,308.0,1189.25,368.75,0.0,0.0,2880.75,197.0,22.0,0.0,0.0,100.0,229.25,-595.0
2018-03-15 05:00:00+00:00,306.0,1393.25,373.75,0.0,0.0,2983.0,231.5,22.0,0.0,5.0,100.0,305.0,179.25
2018-03-15 06:00:00+00:00,304.0,1480.5,371.5,0.0,0.0,3072.5,270.0,22.0,0.0,72.75,100.0,407.0,473.25
2018-03-15 07:00:00+00:00,305.0,1499.75,370.0,0.0,0.0,3036.25,303.75,22.0,0.0,191.25,100.0,600.25,343.0
2018-03-15 08:00:00+00:00,308.0,1571.0,367.75,0.0,0.0,2949.5,150.75,22.0,0.0,315.5,100.0,669.75,-20.0
2018-03-15 09:00:00+00:00,308.0,1467.5,358.75,0.0,0.0,2848.5,105.75,22.0,0.0,397.75,100.0,605.5,-659.0
2018-03-15 10:00:00+00:00,308.0,1383.75,352.0,0.0,0.0,2791.5,158.5,22.0,0.0,464.25,100.0,663.75,-531.0
2018-03-15 11:00:00+00:00,308.0,1241.0,346.25,0.0,0.0,2766.75,113.25,22.0,0.0,500.0,100.0,735.75,-458.25
2018-03-15 12:00:00+00:00,308.0,1238.0,345.5,0.0,0.0,2788.0,126.25,22.0,0.0,494.25,100.0,809.25,-360.75
2018-03-15 13:00:00+00:00,308.0,1230.25,345.25,0.0,0.0,2768.5,164.25,22.0,0.0,439.25,100.0,912.5,-296.75
2018-03-15 14:00:00+00:00,308.0,1280.25,345.5,0.0,0.0,2776.25,261.25,22.0,0.0,332.0,100.0,994.5,-228.0
2018-03-15 15:00:00+00:00,308.0,1314.75,352.5,0.0,0.0,2802.25,176.5,22.0,0.0,200.25,100.0,1101.75,-293.0
2018-03-15 16:00:00+00:00,308.0,1463.25,357.5,0.0,0.0,2912.25,242.5,22.0,0.0,83.25,100.0,1309.5,347.0
2018-03-15 17:00:00+00:00,308.0,1422.5,362.25,0.0,0.0,2994.75,308.25,22.0,0.0,22.5,100.0,1461.75,850.5
2018-03-15 18:00:00+00:00,308.0,1234.25,367.5,0.0,0.0,2889.75,302.75,22.0,0.0,0.0,100.0,1497.5,1043.25
2018-03-15 19:00:00+00:00,308.0,1170.75,367.25,0.0,0.0,2846.0,203.75,22.0,0.0,0.0,100.0,1629.5,396.75
2018-03-15 20:00:00+00:00,308.0,1146.75,367.0,0.0,0.0,2647.75,351.0,22.0,0.0,0.0,100.0,1846.75,291.25
2018-03-15 21:00:00+00:00,308.0,1131.5,365.75,0.0,0.0,2610.75,459.75,22.0,0.0,0.0,100.0,1897.0,-28.25
2018-03-15 22:00:00+00:00,308.0,722.25,381.5,0.0,0.0,2623.0,223.75,22.0,0.0,0.0,100.0,1952.75,-33.75
2018-03-15 23:00:00+00:00,304.0,432.25,351.25,0.0,0.0,2471.25,141.0,22.0,0.0,0.0,100.0,2291.0,-700.25
2018-03-16 00:00:00+00:00,304.0,405.0,348.75,0.0,0.0,2477.0,152.25,22.0,0.0,0.0,100.0,2337.0,-751.0
2018-03-16 01:00:00+00:00,304.0,404.5,347.5,0.0,0.0,2441.5,160.75,22.0,0.0,0.0,100.0,2342.25,-755.75
2018-03-16 02:00:00+00:00,306.0,497.5,351.0,0.0,0.0,2416.75,146.25,22.0,0.0,0.0,100.0,2191.0,-712.75
2018-03-16 03:00:00+00:00,306.0,555.0,358.25,0.0,0.0,2452.75,275.5,22.0,0.0,0.0,100.0,1759.25,-393.0
2018-03-16 04:00:00+00:00,308.0,682.75,369.0,0.0,0.0,2533.25,436.5,22.0,0.0,0.0,100.0,1282.5,50.0
2018-03-16 05:00:00+00:00,304.0,916.25,454.75,0.0,0.0,2710.75,827.0,22.0,0.0,8.0,100.0,989.25,1773.0
2018-03-16 06:00:00+00:00,304.0,1073.5,473.75,0.0,0.0,2852.0,1263.25,22.0,0.0,39.25,100.0,891.5,2278.25
2018-03-16 07:00:00+00:00,304.0,1320.5,469.5,0.0,0.0,2927.25,1334.75,22.0,0.0,67.5,100.0,614.0,2294.25
2018-03-16 08:00:00+00:00,304.0,1539.5,466.75,0.0,0.0,2909.25,973.25,22.0,0.0,105.5,100.0,514.0,1717.0
2018-03-16 09:00:00+00:00,304.0,1578.75,458.0,0.0,0.0,2906.25,888.5,22.0,0.0,161.0,100.0,342.75,2159.75
2018-03-16 10:00:00+00:00,304.0,1592.0,453.5,0.0,0.0,2924.5,711.5,22.0,0.0,226.0,100.0,259.5,2329.25
2018-03-16 11:00:00+00:00,308.0,1635.25,385.25,0.0,0.0,2963.25,611.5,22.0,0.0,279.25,100.0,187.5,1863.75
2018-03-16 12:00:00+00:00,308.0,1646.25,377.75,0.0,0.0,2969.25,377.5,22.0,0.0,313.5,100.0,253.75,2208.5
2018-03-16 13:00:00+00:00,308.0,1586.75,379.75,0.0,0.0,2977.0,266.25,22.0,0.0,323.5,100.0,403.25,1776.5
2018-03-16 14:00:00+00:00,308.0,1575.75,379.25,0.0,0.0,2964.25,312.25,22.0,0.0,274.25,100.0,558.5,1869.5
2018-03-16 15:00:00+00:00,306.0,1598.5,351.5,0.0,0.0,3030.5,293.0,22.0,0.0,175.25,100.0,454.25,1139.5
2018-03-16 16:00:00+00:00,304.0,1577.25,361.25,0.0,0.0,3078.0,415.75,22.0,0.0,73.75,100.0,346.0,2223.75
2018-03-16 17:00:00+00:00,304.0,1579.0,392.75,0.0,0.0,3115.5,902.25,22.0,0.0,20.5,100.0,356.0,2876.0
2018-03-16 18:00:00+00:00,304.0,1581.25,395.25,0.0,0.0,3093.5,840.5,22.0,0.0,0.0,100.0,352.75,2946.5
2018-03-16 19:00:00+00:00,304.0,1529.5,396.25,0.0,0.0,2978.0,603.0,22.0,0.0,0.0,100.0,289.5,2508.0
2018-03-16 20:00:00+00:00,308.0,1471.75,366.0,0.0,0.0,2880.5,271.25,22.0,0.0,0.0,100.0,350.5,738.5
2018-03-16 21:00:00+00:00,308.0,1347.5,361.0,0.0,0.0,2848.75,212.25,22.0,0.0,0.0,100.0,309.5,403.25
2018-03-16 22:00:00+00:00,308.0,1205.0,351.0,0.0,0.0,2784.0,196.75,22.0,0.0,0.0,100.0,229.5,-3.25
2018-03-16 23:00:00+00:00,308.0,711.75,351.0,0.0,0.0,2671.75,103.75,22.0,0.0,0.0,100.0,284.0,-534.0
2018-03-17 00:00:00+00:00,308.0,462.5,350.5,0.0,0.0,2653.5,83.5,22.0,0.0,0.0,100.0,388.25,-566.25
2018-03-17 01:00:00+00:00,308.0,459.75,352.0,0.0,0.0,2648.75,80.25,22.0,0.0,0.0,100.0,382.5,-839.25
2018-03-17 02:00:00+00:00,308.0,464.75,355.25,0.0,0.0,2637.0,69.25,22.0,0.0,0.0,100.0,445.25,-518.75
2018-03-17 03:00:00+00:00,312.0,470.5,361.5,0.0,0.0,2642.25,112.75,22.0,0.0,0.0,100.0,432.75,-364.75
2018-03-17 04:00:00+00:00,309.0,526.75,367.0,0.0,0.0,2656.75,90.75,22.0,0.0,0.0,100.0,417.25,-445.5
2018-03-17 05:00:00+00:00,308.0,541.0,370.75,0.0,0.0,2700.25,98.75,22.0,0.0,5.25,100.0,529.25,-412.5
2018-03-17 06:00:00+00:00,308.0,571.0,365.5,0.0,0.0,2960.75,136.75,22.0,0.0,65.75,100.0,634.0,-358.0
2018-03-17 07:00:00+00:00,308.0,612.5,357.25,0.0,0.0,3025.25,156.0,22.0,0.0,158.0,100.0,687.75,-340.75
2018-03-17 08:00:00+00:00,308.0,724.75,351.25,0.0,0.0,2969.75,278.5,22.0,0.0,245.25,100.0,716.25,-641.75
2018-03-17 09:00:00+00:00,308.0,914.25,355.5,0.0,0.0,2944.25,336.25,22.0,0.0,303.0,100.0,711.25,-218.0
2018-03-17 10:00:00+00:00,308.0,1197.5,381.5,0.0,0.0,2911.0,550.5,22.0,0.0,334.5,100.0,624.75,229.75
2018-03-17 11:00:00+00:00,312.0,1414.25,448.5,0.0,0.0,2799.25,262.75,22.0,0.0,346.75,100.0,626.0,190.5
2018-03-17 12:00:00+00:00,312.0,1412.25,446.75,0.0,0.0,2763.75,162.25,22.0,0.0,338.0,100.0,867.5,-176.25
2018-03-17 13:00:00+00:00,312.0,1094.25,389.0,0.0,0.0,2747.0,182.5,22.0,0.0,290.75,100.0,1068.25,-606.75
2018-03-17 14:00:00+00:00,312.0,1064.5,371.25,0.0,0.0,2730.75,201.5,22.0,0.0,216.5,100.0,1040.25,-792.5
2018-03-17 15:00:00+00:00,312.0,1095.0,393.5,0.0,0.0,2785.0,190.25,22.0,0.0,136.0,100.0,1095.5,-615.0
2018-03-17 16:00:00+00:00,312.0,1174.0,394.0,0.0,0.0,2946.5,109.25,22.0,0.0,63.5,100.0,1117.0,-273.5
2018-03-17 17:00:00+00:00,312.0,1162.25,393.5,0.0,0.0,3004.5,130.5,22.0,0.0,20.5,100.0,1230.5,112.5
2018-03-17 18:00:00+00:00,312.0,1129.0,393.25,0.0,0.0,2909.25,132.0,22.0,0.0,0.25,100.0,1313.0,132.25
2018-03-17 19:00:00+00:00,312.0,1138.0,364.5,0.0,0.0,2808.0,95.0,22.0,0.0,0.0,100.0,1389.25,-40.5
2018-03-17 20:00:00+00:00,308.0,1105.75,363.0,0.0,0.0,2669.5,96.0,22.0,0.0,0.0,100.0,1578.75,-671.75
2018-03-17 21:00:00+00:00,310.0,982.25,363.5,0.0,0.0,2488.75,119.0,22.0,0.0,0.0,100.0,1725.0,-1313.0
2018-03-17 22:00:00+00:00,310.0,661.5,334.0,0.0,0.0,2440.0,196.0,22.0,0.0,0.0,100.0,1790.75,-1492.25
2018-03-17 23:00:00+00:00,308.0,276.25,285.25,0.0,0.0,2452.25,109.25,22.0,0.0,0.0,100.0,1858.75,-1622.0
2018-03-18 00:00:00+00:00,308.0,234.75,142.5,0.0,0.0,2418.25,198.75,22.0,0.0,0.0,100.0,1755.5,-1715.5
2018-03-18 01:00:00+00:00,308.0,234.5,142.0,0.0,0.0,2417.25,140.75,22.0,0.0,0.0,100.0,1703.25,-1678.25
2018-03-18 02:00:00+00:00,308.0,236.0,142.0,0.0,0.0,2392.75,87.0,22.0,0.0,0.0,100.0,1549.5,-1734.0
2018-03-18 03:00:00+00:00,308.0,238.25,143.75,0.0,0.0,2397.75,82.5,22.0,0.0,0.0,100.0,1472.75,-1744.0
2018-03-18 04:00:00+00:00,308.0,250.75,145.25,0.0,0.0,2412.5,123.25,22.0,0.0,0.0,100.0,1342.75,-1750.75
2018-03-18 05:00:00+00:00,308.0,256.75,147.25,0.0,0.0,2395.25,70.0,22.0,0.0,2.0,100.0,1223.75,-1707.25
2018-03-18 06:00:00+00:00,308.0,492.75,147.0,0.0,0.0,2484.25,93.0,22.0,0.0,42.5,100.0,1186.5,-1561.0
2018-03-18 07:00:00+00:00,308.0,698.75,150.0,0.0,0.0,2445.5,130.0,22.0,0.0,104.0,100.0,1042.5,-1313.5
2018-03-18 08:00:00+00:00,308.0,910.5,150.25,0.0,0.0,2428.0,165.5,22.0,0.0,178.5,100.0,825.25,-1373.0
2018-03-18 09:00:00+00:00,308.0,995.5,150.25,0.0,0.0,2418.5,149.0,22.0,0.0,239.0,100.0,685.75,-1370.25
2018-03-18 10:00:00+00:00,308.0,1054.0,150.25,0.0,0.0,2391.75,172.25,22.0,0.0,275.5,100.0,554.75,-1209.5
2018-03-18 11:00:00+00:00,308.0,1072.0,150.0,0.0,0.0,2398.5,86.25,22.0,0.0,290.25,100.0,615.5,-1372.0
2018-03-18 12:00:00+00:00,308.0,1063.75,149.25,0.0,0.0,2380.25,78.75,22.0,0.0,283.75,100.0,694.75,-1521.25
2018-03-18 13:00:00+00:00,308.0,983.25,148.0,0.0,0.0,2364.75,137.0,22.0,0.0,255.25,100.0,612.5,-1628.5
2018-03-18 14:00:00+00:00,308.0,715.25,148.0,0.0,0.0,2399.5,136.25,22.0,0.0,199.75,100.0,549.25,-1523.75
2018-03-18 15:00:00+00:00,308.0,488.25,148.0,0.0,0.0,2480.75,197.25,22.0,0.0,128.0,100.0,658.25,-1256.75
2018-03-18 16:00:00+00:00,308.0,496.75,148.25,0.0,0.0,2692.0,190.75,22.0,0.0,58.5,100.0,749.5,-695.5
2018-03-18 17:00:00+00:00,308.0,453.25,148.0,0.0,0.0,2779.25,270.75,22.0,0.0,19.0,100.0,831.25,563.5
2018-03-18 18:00:00+00:00,308.0,449.0,148.0,0.0,0.0,2770.5,329.25,22.0,0.0,0.25,100.0,904.75,423.5
2018-03-18 19:00:00+00:00,308.0,451.0,150.0,0.0,0.0,2744.75,203.5,22.0,0.0,0.0,100.0,869.0,586.25
2018-03-18 20:00:00+00:00,308.0,457.0,148.75,0.0,0.0,2639.0,217.5,22.0,0.0,0.0,100.0,754.75,418.25
2018-03-18 21:00:00+00:00,308.0,482.75,148.0,0.0,0.0,2563.75,181.0,22.0,0.0,0.0,100.0,713.0,382.5
