,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore,Hydro Pumped Storage Net
2014-11-30 23:00:00+00:00,,,,,,,,,,0.0,,491.0,
2014-12-01 00:00:00+00:00,,,,,,,,,,0.0,,499.75,
2014-12-01 01:00:00+00:00,,,,,,,,,,0.0,,561.5,
2014-12-01 02:00:00+00:00,,,,,,,,,,0.0,,579.5,
2014-12-01 03:00:00+00:00,,,,,,,,,,0.0,,672.0,
2014-12-01 04:00:00+00:00,,,,,,,,,,0.0,,605.75,
2014-12-01 05:00:00+00:00,,,,,,,,,,0.0,,543.0,
2014-12-01 06:00:00+00:00,,,,,,,,,,0.75,,657.5,
2014-12-01 07:00:00+00:00,,,,,,,,,,9.25,,635.75,
2014-12-01 08:00:00+00:00,,,,,,,,,,26.25,,575.0,
2014-12-01 09:00:00+00:00,,,,,,,,,,52.75,,537.0,
2014-12-01 10:00:00+00:00,,,,,,,,,,73.0,,517.0,
2014-12-01 11:00:00+00:00,,,,,,,,,,80.25,,548.5,
2014-12-01 12:00:00+00:00,,,,,,,,,,78.75,,562.75,
2014-12-01 13:00:00+00:00,,,,,,,,,,59.5,,664.25,
2014-12-01 14:00:00+00:00,,,,,,,,,,27.5,,810.75,
2014-12-01 15:00:00+00:00,,,,,,,,,,5.5,,687.0,
2014-12-01 16:00:00+00:00,,,,,,,,,,0.0,,707.5,
2014-12-01 17:00:00+00:00,,,,,,,,,,0.0,,722.75,
2014-12-01 18:00:00+00:00,,,,,,,,,,0.0,,740.25,
2014-12-01 19:00:00+00:00,,,,,,,,,,0.0,,684.5,
2014-12-01 20:00:00+00:00,,,,,,,,,,0.0,,576.25,
2014-12-01 21:00:00+00:00,,,,,,,,,,0.0,,457.25,
2014-12-01 22:00:00+00:00,,,,,,,,,,0.0,,407.5,
2014-12-01 23:00:00+00:00,,,,,,,,,,0.0,,353.5,
2014-12-02 00:00:00+00:00,,,,,,,,,,0.0,,395.0,
2014-12-02 01:00:00+00:00,,,,,,,,,,0.0,,391.0,
2014-12-02 02:00:00+00:00,,,,,,,,,,0.0,,316.0,
2014-12-02 03:00:00+00:00,,,,,,,,,,0.0,,314.5,
2014-12-02 04:00:00+00:00,,,,,,,,,,0.0,,301.75,
2014-12-02 05:00:00+00:00,,,,,,,,,,0.0,,232.5,
2014-12-02 06:00:00+00:00,,,,,,,,,,0.75,,239.75,
2014-12-02 07:00:00+00:00,,,,,,,,,,13.5,,176.75,
2014-12-02 08:00:00+00:00,,,,,,,,,,41.0,,141.25,
2014-12-02 09:00:00+00:00,,,,,,,,,,72.5,,134.25,
2014-12-02 10:00:00+00:00,,,,,,,,,,94.0,,157.25,
2014-12-02 11:00:00+00:00,,,,,,,,,,98.5,,153.75,
2014-12-02 12:00:00+00:00,,,,,,,,,,83.25,,134.5,
2014-12-02 13:00:00+00:00,,,,,,,,,,59.5,,106.25,
2014-12-02 14:00:00+00:00,,,,,,,,,,28.0,,120.25,
2014-12-02 15:00:00+00:00,,,,,,,,,,5.75,,148.75,
2014-12-02 16:00:00+00:00,,,,,,,,,,0.0,,176.5,
2014-12-02 17:00:00+00:00,,,,,,,,,,0.0,,238.75,
2014-12-02 18:00:00+00:00,,,,,,,,,,0.0,,247.75,
2014-12-02 19:00:00+00:00,,,,,,,,,,0.0,,262.75,
2014-12-02 20:00:00+00:00,,,,,,,,,,0.0,,311.25,
2014-12-02 21:00:00+00:00,,,,,,,,,,0.0,,296.5,
2014-12-02 22:00:00+00:00,,,,,,,,,,0.0,,267.25,
2014-12-02 23:00:00+00:00,,,,,,,,,,0.0,,286.5,
2014-12-03 00:00:00+00:00,,,,,,,,,,0.0,,281.75,
2014-12-03 01:00:00+00:00,,,,,,,,,,0.0,,294.0,
2014-12-03 02:00:00+00:00,,,,,,,,,,0.0,,363.25,
2014-12-03 03:00:00+00:00,,,,,,,,,,0.0,,433.0,
2014-12-03 04:00:00+00:00,,,,,,,,,,0.0,,474.5,
2014-12-03 05:00:00+00:00,,,,,,,,,,0.0,,471.25,
2014-12-03 06:00:00+00:00,,,,,,,,,,1.0,,485.75,
2014-12-03 07:00:00+00:00,,,,,,,,,,13.5,,465.0,
2014-12-03 08:00:00+00:00,,,,,,,,,,39.75,,425.75,
2014-12-03 09:00:00+00:00,,,,,,,,,,69.0,,342.75,
2014-12-03 10:00:00+00:00,,,,,,,,,,89.0,,292.25,
2014-12-03 11:00:00+00:00,,,,,,,,,,92.25,,283.5,
2014-12-03 12:00:00+00:00,,,,,,,,,,80.0,,285.75,
2014-12-03 13:00:00+00:00,,,,,,,,,,56.75,,303.75,
2014-12-03 14:00:00+00:00,,,,,,,,,,25.0,,308.0,
2014-12-03 15:00:00+00:00,,,,,,,,,,4.5,,349.5,
2014-12-03 16:00:00+00:00,,,,,,,,,,0.0,,383.5,
2014-12-03 17:00:00+00:00,,,,,,,,,,0.0,,312.25,
2014-12-03 18:00:00+00:00,,,,,,,,,,0.0,,258.75,
2014-12-03 19:00:00+00:00,,,,,,,,,,0.0,,299.75,
2014-12-03 20:00:00+00:00,,,,,,,,,,0.0,,371.0,
2014-12-03 21:00:00+00:00,,,,,,,,,,0.0,,467.25,
2014-12-03 22:00:00+00:00,304.0,1285.25,489.0,0.0,0.0,2276.5,535.5,0.0,0.0,0.0,0.0,500.0,-540.75
2014-12-03 23:00:00+00:00,316.0,1163.75,474.0,0.0,0.0,2262.0,522.25,0.0,0.0,0.0,0.0,444.5,-735.25
2014-12-04 00:00:00+00:00,316.0,1151.5,468.25,0.0,0.0,2266.5,432.5,0.0,0.0,0.0,0.0,439.75,-662.75
2014-12-04 01:00:00+00:00,316.0,1145.25,438.0,0.0,0.0,2269.75,233.75,0.0,0.0,0.0,0.0,416.0,-776.5
2014-12-04 02:00:00+00:00,316.0,1143.25,439.25,0.0,0.0,2252.5,218.75,0.0,0.0,0.0,0.0,374.25,-771.0
2014-12-04 03:00:00+00:00,312.0,1141.75,440.5,0.0,0.0,2244.5,300.75,0.0,0.0,0.0,0.0,401.0,-768.0
2014-12-04 04:00:00+00:00,312.0,1276.75,469.75,0.0,0.0,2249.25,346.0,0.0,0.0,0.0,0.0,469.0,-382.25
2014-12-04 05:00:00+00:00,312.0,1914.0,551.75,0.0,0.0,2331.25,591.5,10.25,0.0,0.0,0.0,432.25,584.5
2014-12-04 06:00:00+00:00,312.0,2365.75,574.75,0.0,0.0,2365.75,1329.25,315.5,0.0,1.5,0.0,400.75,1230.0
2014-12-04 07:00:00+00:00,312.0,2432.0,574.5,0.0,0.0,2436.5,1352.5,375.0,0.0,17.75,0.0,389.25,1166.0
2014-12-04 08:00:00+00:00,312.0,2467.5,574.0,0.0,0.0,2441.5,1500.75,289.75,0.0,52.0,0.0,322.75,1176.75
2014-12-04 09:00:00+00:00,312.0,2466.25,568.25,0.0,0.0,2462.0,1466.5,535.0,0.0,87.75,0.0,288.0,1182.5
2014-12-04 10:00:00+00:00,312.0,2461.25,560.0,0.0,0.0,2451.75,1377.0,1479.0,0.0,113.5,0.0,310.75,1231.25
2014-12-04 11:00:00+00:00,310.0,2468.5,560.5,0.0,0.0,2389.75,1296.0,2481.75,0.0,120.25,0.0,332.5,1189.25
2014-12-04 12:00:00+00:00,312.0,2475.75,562.0,0.0,0.0,2365.75,1226.5,2425.75,0.0,105.75,0.0,335.5,1123.5
2014-12-04 13:00:00+00:00,312.0,2533.75,562.5,0.0,0.0,2374.0,966.0,2655.75,0.0,74.5,0.0,370.75,1040.75
2014-12-04 14:00:00+00:00,312.0,2445.75,565.5,0.0,0.0,2381.5,904.25,2547.0,0.0,33.75,0.0,398.25,1039.5
2014-12-04 15:00:00+00:00,312.0,2478.75,566.25,0.0,0.0,2473.5,937.75,2651.75,0.0,6.5,0.0,419.5,1114.25
2014-12-04 16:00:00+00:00,313.0,2503.5,568.0,0.0,0.0,2500.25,1162.5,2838.0,0.0,0.0,0.0,466.75,1232.5
2014-12-04 17:00:00+00:00,316.0,2493.0,568.5,0.0,0.0,2501.75,978.75,2793.75,0.0,0.0,0.0,496.5,1143.0
2014-12-04 18:00:00+00:00,316.0,2463.75,568.25,0.0,0.0,2497.0,879.0,2720.5,0.0,0.0,0.0,546.25,1084.5
2014-12-04 19:00:00+00:00,316.0,2217.5,566.5,0.0,0.0,2495.75,880.5,1819.0,0.0,0.0,0.0,597.75,774.75
2014-12-04 20:00:00+00:00,316.0,1900.25,548.25,0.0,0.0,2379.75,562.75,1029.0,0.0,0.0,0.0,625.25,333.75
2014-12-04 21:00:00+00:00,316.0,1684.5,543.5,0.0,0.0,2302.5,524.0,1130.0,0.0,0.0,0.0,605.5,326.0
2014-12-04 22:00:00+00:00,316.0,1264.25,483.75,0.0,0.0,2258.5,227.75,661.75,0.0,0.0,0.0,499.25,-347.5
2014-12-04 23:00:00+00:00,316.0,1168.5,468.0,0.0,0.0,2152.0,199.25,666.0,0.0,0.0,0.0,489.5,-343.25
2014-12-05 00:00:00+00:00,316.0,1164.75,468.25,0.0,0.0,2140.25,164.5,589.0,0.0,0.0,0.0,532.0,-539.25
2014-12-05 01:00:00+00:00,316.0,1173.5,460.25,0.0,0.0,2131.5,154.75,395.75,0.0,0.0,0.0,564.75,-861.75
2014-12-05 02:00:00+00:00,316.0,1168.75,459.75,0.0,0.0,2126.25,164.0,278.5,0.0,0.0,0.0,571.25,-895.5
2014-12-05 03:00:00+00:00,316.0,1160.25,461.5,0.0,0.0,2126.5,176.5,201.75,0.0,0.0,0.0,584.75,-693.5
2014-12-05 04:00:00+00:00,316.0,1275.25,485.25,0.0,0.0,2138.75,207.0,424.25,0.0,0.0,0.0,571.75,-277.5
2014-12-05 05:00:00+00:00,316.0,1980.25,550.0,0.0,0.0,2303.75,451.5,1269.0,0.0,0.0,0.0,549.0,486.75
2014-12-05 06:00:00+00:00,316.0,2392.5,567.25,0.0,0.0,2408.0,1113.25,2261.0,0.0,0.75,0.0,484.25,1027.75
2014-12-05 07:00:00+00:00,316.0,2397.0,568.0,0.0,0.0,2475.75,1122.0,2636.25,0.0,10.5,0.0,416.75,1136.25
2014-12-05 08:00:00+00:00,313.0,2447.75,568.0,0.0,0.0,0.0,1110.5,1466.0,0.0,30.75,0.0,350.0,1141.25
2014-12-05 09:00:00+00:00,312.0,2462.0,568.0,0.0,0.0,2561.0,1155.0,1285.75,0.0,53.5,0.0,292.25,1075.5
2014-12-05 10:00:00+00:00,312.0,2469.75,568.0,0.0,0.0,2549.5,1176.25,1398.25,0.0,69.5,0.0,249.5,1116.25
2014-12-05 11:00:00+00:00,312.0,2502.5,567.0,0.0,0.0,2491.5,1156.5,1213.0,0.0,74.0,0.0,207.25,987.25
2014-12-05 12:00:00+00:00,312.0,2476.25,566.25,0.0,0.0,2413.5,1047.25,1078.0,0.0,65.25,0.0,207.0,962.5
2014-12-05 13:00:00+00:00,312.0,2393.25,566.0,0.0,0.0,2384.5,1118.5,1001.0,0.0,45.25,0.0,182.0,915.0
2014-12-05 14:00:00+00:00,312.0,2406.0,565.75,0.0,0.0,2396.5,1126.25,983.0,0.0,18.5,0.0,148.0,910.5
2014-12-05 15:00:00+00:00,316.0,2498.25,567.25,0.0,0.0,2522.75,1133.5,1309.75,0.0,3.0,0.0,121.25,994.25
2014-12-05 16:00:00+00:00,316.0,2462.5,567.75,0.0,0.0,2544.0,1113.0,1818.75,0.0,0.0,0.0,102.75,1079.75
2014-12-05 17:00:00+00:00,316.0,2459.0,567.0,0.0,0.0,2557.0,1078.75,1739.25,0.0,0.0,0.0,71.75,1009.5
2014-12-05 18:00:00+00:00,316.0,2446.25,567.0,0.0,0.0,2549.0,1151.75,1358.75,0.0,0.0,0.0,54.5,900.25
2014-12-05 19:00:00+00:00,316.0,2306.5,566.5,0.0,0.0,2549.5,974.75,670.0,0.0,0.0,0.0,45.0,661.0
2014-12-05 20:00:00+00:00,318.0,1733.25,568.0,0.0,0.0,2430.25,397.75,822.25,0.0,0.0,0.0,40.75,668.25
2014-12-05 21:00:00+00:00,320.0,1189.25,505.5,0.0,0.0,2310.25,272.25,747.75,0.0,0.0,0.0,48.0,485.75
2014-12-05 22:00:00+00:00,320.0,1076.0,445.0,0.0,0.0,2266.75,186.25,179.5,0.0,0.0,0.0,39.25,-353.75
2014-12-05 23:00:00+00:00,312.0,946.0,428.75,0.0,0.0,2165.5,148.75,353.75,0.0,0.0,0.0,27.25,-169.75
2014-12-06 00:00:00+00:00,312.0,909.75,376.5,0.0,0.0,2161.5,200.5,93.0,0.0,0.0,0.0,19.75,-365.5
2014-12-06 01:00:00+00:00,312.0,962.25,375.25,0.0,0.0,2153.25,209.5,84.75,0.0,0.0,0.0,16.5,-411.5
2014-12-06 02:00:00+00:00,312.0,969.5,375.25,0.0,0.0,2152.75,220.0,17.5,0.0,0.0,0.0,23.5,-586.5
2014-12-06 03:00:00+00:00,312.0,981.0,389.5,0.0,0.0,2139.75,231.0,7.0,0.0,0.0,0.0,20.5,-512.75
2014-12-06 04:00:00+00:00,312.0,1055.0,459.5,0.0,0.0,2141.75,246.25,0.0,0.0,0.0,0.0,18.5,-248.0
2014-12-06 05:00:00+00:00,312.0,1129.25,514.0,0.0,0.0,2160.25,185.5,41.75,0.0,0.0,0.0,17.25,-326.0
2014-12-06 06:00:00+00:00,312.0,1295.25,612.75,0.0,0.0,2307.75,191.75,74.0,0.0,0.75,0.0,16.75,-148.0
2014-12-06 07:00:00+00:00,312.0,1452.25,697.25,0.0,0.0,2396.0,707.75,528.0,0.0,12.75,0.0,11.5,177.5
2014-12-06 08:00:00+00:00,312.0,1543.5,733.0,0.0,0.0,2462.25,1108.5,1320.5,0.0,37.5,0.0,6.25,965.5
2014-12-06 09:00:00+00:00,312.0,1543.5,743.5,0.0,0.0,2472.0,1143.75,1408.5,0.0,63.0,0.0,7.5,1040.75
2014-12-06 10:00:00+00:00,310.0,1603.0,776.75,0.0,0.0,2468.0,1218.25,1379.25,0.0,78.75,0.0,11.0,1125.25
2014-12-06 11:00:00+00:00,309.0,1662.25,803.0,0.0,0.0,2347.75,1175.0,932.25,0.0,81.0,0.0,14.0,863.0
2014-12-06 12:00:00+00:00,309.0,1630.75,838.0,0.0,0.0,2312.25,1159.25,774.25,0.0,68.25,0.0,19.25,789.25
2014-12-06 13:00:00+00:00,312.0,1616.0,840.5,0.0,0.0,2287.25,1156.5,448.75,0.0,48.25,0.0,37.5,417.0
2014-12-06 14:00:00+00:00,312.0,1551.5,810.25,0.0,0.0,2281.25,1090.75,511.0,0.0,22.25,0.0,77.0,445.0
2014-12-06 15:00:00+00:00,312.0,1657.0,770.75,0.0,0.0,2417.5,1334.0,1020.5,0.0,4.5,0.0,146.0,1026.0
2014-12-06 16:00:00+00:00,311.0,1768.5,817.0,0.0,0.0,2446.25,1199.5,1244.5,0.0,0.0,0.0,214.5,1106.0
2014-12-06 17:00:00+00:00,308.0,1859.5,853.75,0.0,0.0,2453.0,1170.0,1071.25,0.0,0.0,0.0,323.75,1037.25
2014-12-06 18:00:00+00:00,308.0,1731.25,837.5,0.0,0.0,2457.0,1005.75,774.5,0.0,0.0,0.0,407.5,807.75
2014-12-06 19:00:00+00:00,308.0,1624.75,688.75,0.0,0.0,2407.75,348.25,0.0,0.0,0.0,0.0,461.5,185.75
2014-12-06 20:00:00+00:00,309.0,1342.0,578.75,0.0,0.0,2313.5,219.0,0.0,0.0,0.0,0.0,488.25,-122.75
2014-12-06 21:00:00+00:00,312.0,1238.25,543.5,0.0,0.0,2254.25,237.75,0.0,0.0,0.0,0.0,563.25,-308.25
2014-12-06 22:00:00+00:00,312.0,1161.75,442.5,0.0,0.0,2225.5,177.25,0.0,0.0,0.0,0.0,666.5,-528.75
2014-12-06 23:00:00+00:00,312.0,1110.5,404.75,0.0,0.0,2151.0,158.25,0.0,0.0,0.0,0.0,732.0,-592.75
2014-12-07 00:00:00+00:00,312.0,1074.5,278.25,0.0,0.0,2127.25,138.25,0.0,0.0,0.0,0.0,703.5,-873.5
2014-12-07 01:00:00+00:00,312.0,1068.75,237.75,0.0,0.0,2128.75,209.25,0.0,0.0,0.0,0.0,651.0,-968.5
2014-12-07 02:00:00+00:00,312.0,1050.75,237.5,0.0,0.0,2128.25,218.25,0.0,0.0,0.0,0.0,673.0,-1070.5
2014-12-07 03:00:00+00:00,312.0,1019.25,237.75,0.0,0.0,2115.5,225.5,0.0,0.0,0.0,0.0,655.25,-1015.5
2014-12-07 04:00:00+00:00,312.0,994.25,237.75,0.0,0.0,2104.25,233.0,0.0,0.0,0.0,0.0,693.75,-766.25
2014-12-07 05:00:00+00:00,312.0,1011.5,238.0,0.0,0.0,2094.5,204.75,0.0,0.0,0.0,0.0,742.0,-753.25
2014-12-07 06:00:00+00:00,312.0,1146.75,342.5,0.0,0.0,2114.75,152.5,0.0,0.0,0.5,0.0,724.25,-581.0
2014-12-07 07:00:00+00:00,312.0,1214.75,378.75,0.0,0.0,2147.25,166.5,0.0,0.0,12.75,0.0,651.25,-424.25
2014-12-07 08:00:00+00:00,312.0,1289.0,379.5,0.0,0.0,2283.25,175.25,0.0,0.0,39.0,0.0,676.5,-43.25
2014-12-07 09:00:00+00:00,312.0,1312.75,380.0,0.0,0.0,2330.0,173.75,0.0,0.0,67.5,0.0,621.25,209.0
2014-12-07 10:00:00+00:00,312.0,1345.25,379.75,0.0,0.0,2332.0,187.25,0.25,0.0,85.5,0.0,569.75,242.0
2014-12-07 11:00:00+00:00,311.0,1322.5,378.75,0.0,0.0,2293.75,170.25,0.0,0.0,89.0,0.0,601.25,44.75
2014-12-07 12:00:00+00:00,311.0,1292.75,379.0,0.0,0.0,2189.25,178.75,0.0,0.0,79.25,0.0,655.0,-418.0
2014-12-07 13:00:00+00:00,310.0,1265.5,380.0,0.0,0.0,2142.0,175.75,0.0,0.0,57.0,0.0,719.25,-547.0
2014-12-07 14:00:00+00:00,311.0,1247.5,378.5,0.0,0.0,2123.75,179.5,0.0,0.0,26.0,0.0,766.25,-617.5
2014-12-07 15:00:00+00:00,311.0,1318.25,379.5,0.0,0.0,2225.75,199.75,0.0,0.0,5.0,0.0,709.25,-410.75
2014-12-07 16:00:00+00:00,308.0,1362.25,378.75,0.0,0.0,2263.5,166.0,0.0,0.0,0.0,0.0,737.75,-195.0
2014-12-07 17:00:00+00:00,308.0,1343.25,378.5,0.0,0.0,2275.25,149.75,0.0,0.0,0.0,0.0,766.5,-278.5
2014-12-07 18:00:00+00:00,308.0,1336.75,379.0,0.0,0.0,2283.0,150.25,0.0,0.0,0.0,0.0,818.75,-376.25
2014-12-07 19:00:00+00:00,309.0,1289.25,379.25,0.0,0.0,2248.75,162.75,0.0,0.0,0.0,0.0,891.5,-518.5
2014-12-07 20:00:00+00:00,308.0,1239.5,381.5,0.0,0.0,2102.75,179.25,0.0,0.0,0.0,0.0,993.5,-482.75
2014-12-07 21:00:00+00:00,308.0,1194.0,340.0,0.0,0.0,2047.25,237.25,0.0,0.0,0.0,0.0,1108.5,-510.0
2014-12-07 22:00:00+00:00,312.0,1053.0,237.25,0.0,0.0,2002.75,206.25,0.0,0.0,0.0,0.0,1163.75,-1008.5
2014-12-07 23:00:00+00:00,312.0,995.75,234.75,0.0,0.0,1918.75,185.75,0.0,0.0,0.0,0.0,1129.5,-1134.75
2014-12-08 00:00:00+00:00,312.0,995.75,234.5,0.0,0.0,1918.5,168.75,0.0,0.0,0.0,0.0,1006.0,-1105.5
2014-12-08 01:00:00+00:00,312.0,1063.5,234.5,0.0,0.0,1948.0,221.0,0.0,0.0,0.0,0.0,892.0,-1194.75
2014-12-08 02:00:00+00:00,312.0,1065.0,225.5,0.0,0.0,1943.75,227.5,0.0,0.0,0.0,0.0,764.25,-1172.75
2014-12-08 03:00:00+00:00,310.0,1068.5,277.0,0.0,0.0,1936.75,251.0,0.0,0.0,0.0,0.0,725.25,-1009.0
2014-12-08 04:00:00+00:00,311.0,1168.75,388.5,0.0,0.0,1925.75,265.75,0.0,0.0,0.0,0.0,681.75,-685.5
2014-12-08 05:00:00+00:00,310.0,1491.5,606.75,0.0,0.0,1933.0,427.0,0.0,0.0,0.0,0.0,766.5,-244.25
2014-12-08 06:00:00+00:00,308.0,1740.75,747.75,0.0,0.0,2070.75,1063.75,533.25,0.0,0.5,0.0,787.25,471.0
2014-12-08 07:00:00+00:00,310.0,1933.5,772.75,0.0,0.0,2090.25,1327.75,793.25,0.0,12.0,0.0,895.25,751.75
2014-12-08 08:00:00+00:00,308.0,2057.75,779.0,0.0,0.0,2149.5,1418.75,931.0,0.0,40.5,0.0,932.25,831.5
2014-12-08 09:00:00+00:00,308.0,2185.0,874.25,0.0,0.0,2154.5,1288.75,729.0,0.0,70.75,0.0,869.5,581.5
2014-12-08 10:00:00+00:00,308.0,2189.5,906.75,0.0,0.0,2163.75,1157.0,370.0,0.0,93.0,0.0,1137.5,560.25
2014-12-08 11:00:00+00:00,308.0,2207.0,912.0,0.0,0.0,2158.25,1150.75,0.0,0.0,100.5,0.0,1309.0,504.25
2014-12-08 12:00:00+00:00,308.0,2203.75,905.0,0.0,0.0,2095.0,1232.0,303.0,0.0,90.25,0.0,1164.5,727.0
2014-12-08 13:00:00+00:00,311.0,2266.25,907.0,0.0,0.0,2103.25,1316.25,745.0,0.0,64.25,0.0,968.75,947.75
2014-12-08 14:00:00+00:00,311.0,2297.25,907.75,0.0,0.0,2173.75,1288.5,1024.25,0.0,29.75,0.0,782.75,1041.0
2014-12-08 15:00:00+00:00,308.0,2337.5,907.75,0.0,0.0,2267.25,1287.5,1104.0,0.0,6.0,0.0,639.5,1080.25
2014-12-08 16:00:00+00:00,308.0,2308.5,908.25,0.0,0.0,2292.5,1340.25,1341.0,0.0,0.0,0.0,622.0,1113.5
2014-12-08 17:00:00+00:00,308.0,2388.75,907.75,0.0,0.0,2302.5,1278.0,1454.25,0.0,0.0,0.0,580.25,1167.0
2014-12-08 18:00:00+00:00,308.0,2325.5,907.75,0.0,0.0,2299.25,1278.0,1403.0,0.0,0.0,0.0,532.0,1160.0
2014-12-08 19:00:00+00:00,310.0,2248.5,911.25,0.0,0.0,2292.75,1210.5,1311.0,0.0,0.0,0.0,350.0,1083.5
2014-12-08 20:00:00+00:00,308.0,2074.25,911.75,0.0,0.0,2206.25,894.0,121.25,0.0,0.0,0.0,403.25,500.0
2014-12-08 21:00:00+00:00,312.0,1840.75,896.0,0.0,0.0,2139.0,775.0,0.0,0.0,0.0,0.0,398.25,165.5
2014-12-08 22:00:00+00:00,311.0,1631.25,760.0,0.0,0.0,2066.25,425.25,0.0,0.0,0.0,0.0,470.75,-70.25
2014-12-08 23:00:00+00:00,309.0,1574.25,747.5,0.0,0.0,2068.5,321.0,0.0,0.0,0.0,0.0,544.25,-262.25
2014-12-09 00:00:00+00:00,309.0,1543.75,747.0,0.0,0.0,2071.5,403.5,0.0,0.0,0.0,0.0,618.0,-475.75
2014-12-09 01:00:00+00:00,308.0,1549.75,747.5,0.0,0.0,2073.75,412.75,0.0,0.0,0.0,0.0,624.0,-509.25
2014-12-09 02:00:00+00:00,308.0,1558.75,748.5,0.0,0.0,2069.75,418.25,0.0,0.0,0.0,0.0,605.0,-523.0
2014-12-09 03:00:00+00:00,308.0,1563.75,749.0,0.0,0.0,2063.5,501.0,0.0,0.0,0.0,0.0,547.5,-350.0
2014-12-09 04:00:00+00:00,308.0,1651.0,832.75,0.0,0.0,2062.75,493.5,0.0,0.0,0.0,0.0,524.25,-201.25
2014-12-09 05:00:00+00:00,309.0,2198.75,923.75,0.0,0.0,2132.75,770.25,667.0,0.0,0.0,0.0,615.25,690.5
2014-12-09 06:00:00+00:00,312.0,2693.0,940.5,0.0,0.0,2120.75,1053.5,1253.25,0.0,0.5,0.0,746.75,969.0
2014-12-09 07:00:00+00:00,312.0,2807.25,936.0,0.0,0.0,2192.75,1207.5,1420.75,0.0,13.25,0.0,872.75,1177.5
2014-12-09 08:00:00+00:00,312.0,2845.0,936.25,0.0,0.0,2223.0,1226.25,1340.25,0.0,42.25,0.0,985.25,1175.25
2014-12-09 09:00:00+00:00,312.0,2840.25,935.75,0.0,0.0,2232.75,1234.0,1274.0,0.0,75.25,0.0,994.0,1156.0
2014-12-09 10:00:00+00:00,312.0,2862.5,936.0,0.0,0.0,2222.0,1275.5,1081.5,0.0,99.0,0.0,1076.0,1097.75
2014-12-09 11:00:00+00:00,309.0,2807.75,937.25,0.0,0.0,2160.0,1160.5,595.5,0.0,109.0,0.0,1305.0,1003.75
2014-12-09 12:00:00+00:00,308.0,2728.25,937.25,0.0,0.0,2136.0,1124.25,350.0,0.0,100.25,0.0,1440.25,826.25
2014-12-09 13:00:00+00:00,308.0,2795.5,937.0,0.0,0.0,2147.25,1180.25,162.5,0.0,71.25,0.0,1484.0,759.0
2014-12-09 14:00:00+00:00,308.0,2813.5,937.0,0.0,0.0,2214.0,1312.75,316.75,0.0,31.5,0.0,1527.75,974.5
2014-12-09 15:00:00+00:00,308.0,2849.25,935.25,0.0,0.0,2288.5,1281.75,711.75,0.0,6.0,0.0,1520.75,1081.0
2014-12-09 16:00:00+00:00,308.0,2884.0,934.75,0.0,0.0,2329.0,1276.25,965.75,0.0,0.0,0.0,1538.5,1203.25
2014-12-09 17:00:00+00:00,308.0,2838.75,934.75,0.0,0.0,2332.25,1210.5,903.5,0.0,0.0,0.0,1566.25,1209.25
2014-12-09 18:00:00+00:00,308.0,2641.0,935.0,0.0,0.0,2326.5,1128.0,798.0,0.0,0.0,0.0,1591.25,1134.0
2014-12-09 19:00:00+00:00,308.0,2372.75,936.5,0.0,0.0,2279.25,720.0,0.0,0.0,0.0,0.0,1600.25,750.5
2014-12-09 20:00:00+00:00,308.0,2006.0,848.75,0.0,0.0,2182.75,242.5,0.0,0.0,0.0,0.0,1616.75,147.75
2014-12-09 21:00:00+00:00,308.0,1703.25,733.25,0.0,0.0,2113.0,292.5,0.0,0.0,0.0,0.0,1625.75,-239.25
2014-12-09 22:00:00+00:00,308.0,1332.25,572.5,0.0,0.0,2080.25,259.5,0.0,0.0,0.0,0.0,1583.5,-394.25
2014-12-09 23:00:00+00:00,308.0,1208.5,542.5,0.0,0.0,2008.0,337.0,0.0,0.0,0.0,0.0,1572.75,-407.25
2014-12-10 00:00:00+00:00,308.0,1099.0,542.0,0.0,0.0,2016.5,305.0,0.0,0.0,0.0,0.0,1576.25,-774.25
2014-12-10 01:00:00+00:00,308.0,1017.25,543.0,0.0,0.0,2013.75,301.75,0.0,0.0,0.0,0.0,1548.25,-1249.25
2014-12-10 02:00:00+00:00,308.0,919.0,542.5,0.0,0.0,2002.0,312.75,0.0,0.0,0.0,0.0,1544.0,-1223.75
2014-12-10 03:00:00+00:00,308.0,912.0,543.75,0.0,0.0,1989.75,322.25,0.0,0.0,0.0,0.0,1492.25,-1105.0
2014-12-10 04:00:00+00:00,308.0,1082.5,573.5,0.0,0.0,1969.0,366.25,0.0,0.0,0.0,0.0,1318.25,-1204.25
2014-12-10 05:00:00+00:00,308.0,1505.75,618.25,0.0,0.0,2021.75,721.25,0.0,0.0,0.0,0.0,1259.75,-182.75
2014-12-10 06:00:00+00:00,308.0,1719.75,784.5,0.0,0.0,2154.0,743.5,0.0,0.0,1.0,0.0,1173.25,461.0
2014-12-10 07:00:00+00:00,308.0,2013.25,920.5,0.0,0.0,2199.5,458.0,0.0,0.0,15.5,0.0,1061.75,175.75
2014-12-10 08:00:00+00:00,308.0,2021.75,931.25,0.0,0.0,2196.5,487.75,0.0,0.0,50.0,0.0,1087.75,133.25
2014-12-10 09:00:00+00:00,309.0,1992.5,930.25,0.0,0.0,2197.0,696.0,0.0,0.0,90.75,0.0,1072.25,126.75
